"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
58,"2018-10-27","Delve","Essence",6.5101,1,10,0.9801,5,9,5,5,2,3.8002,3.58,5,7.17037,2.94,8,1,1.3501,5,4,7.19,5,60,15,20,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,4.5602,0.8202,0.35,0.65,0.6301,1,0.65,0.4802,0.65,0.35051,0.33,0.5401,1,1,0.56051,0.33,0.39,0.3601,0.65,0.64,1,3,1,3,1,3.00276,3,2,3,1,1,1,3.3801,3,2,3,1,1,3,2,3,0.43,0.51031,0.33,0.33,0.33,0.55,0.48,0.43031,0.48,0.33,0.33,0.33,0.49,0.65,0.65,0.33,0.64,0.33,0.3601,0.33,0.33,0.33,0.62,0.4,0.33,0.33,0.65,0.33,0.33,0.33,0.33,0.33
59,"2018-10-28","Delve","Essence",7,1,9,1,4,9,5,5,1.73,3,4,5,8,3,8,1,2,5,5,8,5,65,17,17,0.3301,0.33,0.33,0.33,0.33,0.35,0.38,0.33,5,0.65,0.34,0.79,0.65,0.65,0.65,0.65,0.6302,0.33,0.6102,0.65,0.58,0.9601,0.65,0.33102,0.33,0.33,0.73041,0.33,0.90071,3,1,2.18092,1,3.97031,3,2,3,1,1,1,3,3,2,3,1,1,3,2,4,0.57,0.33,0.33,0.33,0.33,0.53051,0.3401,0.33,0.3701,0.6101,0.33,0.3301,0.4601,0.33,0.65,0.33,0.4901,0.33,0.39071,0.36,0.33,0.33,0.33,0.33,0.33,0.38031,0.33,0.33,0.33,0.33,0.33,0.33
60,"2018-10-29","Delve","Essence",5,1,8.2202,1,4,8.67102,5,5,2,4,4,5,8.58,3,8,1,2,4.51571,4,7.69633,5,67.37673,18,18.33673,0.63041,0.33,0.65,0.33,0.33,0.65,0.56,0.37,5,0.65,0.39571,0.72,0.65,0.74,0.7551,0.65,0.7102,0.59,0.39,0.58,1,1,0.8451,0.65,0.33,0.33,0.65,0.65,1,2.0051,1,3,1,4,3,2,3,1,0.9851,1,3,3,2,3,1,1,2,2,4,0.33,0.33,0.33,0.33,0.56061,0.65,0.33,0.33,0.33,0.4802,0.33,0.33,0.33,0.4102,0.33,0.33,0.54,0.33,0.33,0.65,0.33,0.33,0.3802,0.33,0.33,0.65,0.45,0.33,0.33,0.46,0.44,0.33
61,"2018-10-30","Delve","Essence",5,1,9.08102,0.97,4.03571,8,4.97061,5,2,3,4,5,8,3,7.04592,1,1.98,4,4,6.5,5,70,18.30694,18,0.65,0.5051,0.71,0.36041,0.64,0.87,0.65,0.33,5,1,0.73551,0.88,0.7551,0.7351,0.65,0.65,0.8,0.65,0.53,0.65,1,1,0.65,0.65,0.65,0.65,0.95,0.65,1,2,1,3,0.97,4,3,2,3,1,1,1,2.35,3,2,3,1,1,2,1,3.76,0.53,0.65,0.3551,0.3651,0.65,0.61,0.65,0.70551,0.41,0.58,0.3851,0.33,0.6951,0.65,0.65,0.65,0.65,0.67,0.59,0.65,0.65,0.6451,0.65,0.5,0.65,0.65,0.87531,0.54041,0.33,0.65,0.65,0.53
62,"2018-10-31","Delve","Essence",6,1,10,1,5,8.55,4.6802,5,2,4,4.7402,5,8,2.81102,8,1,2,4,4,7,5,65,19,18.5249,0.65,0.65,0.65,0.49,0.3551,0.38,0.43,0.34,4.5102,1,0.34,0.74,0.4551,0.69,0.65,0.65,0.95,0.44,0.65,0.65,0.7051,1,0.65,0.69,0.41,0.65,0.65,0.65,1,2.28,1,2.67,0.9,3.29,2.82,1.6851,3,1,1,0.99,4.61673,3,2,2.1251,0.93,1,2,1,4,0.65,0.65,0.50531,0.33,0.5802,0.65,0.37,0.4302,0.5151,0.35,0.41,0.36,0.36,0.3551,0.62,0.7002,0.46,0.4151,0.33,0.46,0.59,0.5,0.65,0.5751,0.92551,0.61,0.8,0.33,0.35,0.4,0.6,0.6602
63,"2018-11-01","Delve","Essence",6,1,10,1,5,8,4,5,2,3.19,5,5,7.00827,2.84,7,1,2,4,4,7,5,65,20,17,0.59,0.65,0.65,0.56041,0.36,0.35,0.38,0.5002,5,1,0.55,0.6651,0.5,0.9951,0.65,0.86,0.8951,0.65,0.82,0.98531,0.99,0.76531,0.65,0.88,0.62,0.65,0.66,0.7902,1,3,1,2.9751,1,3.73,2.10102,2,3,1,1,1,4,3.74531,1.94061,2,0.99,1,2,1.95,4,0.65,0.99,0.65,0.4002,0.65,0.74,0.9,0.4902,1,0.8502,0.64,0.7602,0.4051,0.33,0.65,0.8951,0.33,0.45,0.36,0.65,0.33,0.4602,0.56,0.41,0.6351,0.5002,0.95,0.34,0.4351,0.42,0.33,0.6551
64,"2018-11-02","Delve","Essence",7,1,10,1,5,8,4,5,1.8951,3,4,5,7,3,5,1,2,4,4,7,5,63.95102,20,18,0.5,0.48,0.36,0.36,0.3351,0.35,0.33,0.33,4,1,0.36,0.65,0.53,0.97041,0.65,0.65,0.65,0.40551,0.6351,0.65,0.7351,1,0.65,0.65,0.56,0.61531,0.57,0.65,0.87592,3,1,2,1,3.42,2,2,3,1,1,1,4,4,2,2.37571,1,1,2,1.96,4,0.65,0.33,0.4251,0.33,0.65,0.65,0.65,0.39592,0.65,0.5402,0.34,0.54,0.33,0.33,0.37,0.46,0.34,0.55,0.3351,0.58,0.33,0.65,0.34,0.6302,0.40531,0.33,0.35,0.3751,0.33,0.36,0.33,0.36
65,"2018-11-03","Delve","Essence",7.68571,1,10,1,5,8,4,5,1.91,3,5,5,7,2.8,5.9951,1,2,4,4,7,6,74.0851,18.30612,18,0.5,0.33,0.33,0.33,0.33,0.36,0.33,0.33,5,0.92,0.33,0.65,0.65,0.8951,0.65,0.65,0.6951,0.65,0.62,0.65,0.8651,0.9951,0.65,0.65,0.36,0.65,0.65,0.65,0.73,2.73,1,2,1,3,2,2,2,1,1,1,3.12041,3,2,2.43,1,1,2,1,2.83,0.7,0.33,0.6102,0.33,0.65,0.6851,0.6402,0.65,0.33,0.65,0.36,0.8051,0.33,0.33,0.36,0.58,0.5651,0.33,0.33,0.33,0.33,0.65,0.33,0.46041,0.52,0.31,0.33,0.65,0.32,0.33,0.33,0.3551
66,"2018-11-04","Delve","Essence",5.48184,1,9.4702,1,5,8,5,5,2,3.58082,4.64592,5,7.52,2.93531,6,1,2,5,4,7.09673,6,72,19.94122,15.71102,0.66,0.49,0.36,0.3602,0.33,0.55,0.42,0.3351,4,0.86,0.35,0.9251,0.92,0.67,0.66,0.8402,1,0.66,0.66,0.66,0.66,0.99,0.66,0.46,0.33,0.59,0.66,0.57592,0.90082,3,1,2,1,3,2,1.8702,2.88102,1,1,1,4,3,2,3,1,1,2,1.68,3,0.66,0.33,0.33,0.66,0.66,0.65,0.66,0.66,0.66,0.66,0.65,0.5502,0.66,0.33,0.66,0.45,0.76,0.66,0.33,0.33,0.66,0.9951,0.6702,0.65,0.55,0.4051,0.66,0.76,0.33,0.33,0.33,0.43
67,"2018-11-05","Delve","Essence",7,1,9.68531,1,5,8,4,5,1.07,3.7602,4,5,7.87,3,6.84,1,2,4.94,4,8,7,75,20,15,0.66,0.35,0.35,0.46,0.3551,0.66,0.55,0.66,4.54612,1,0.82,0.7602,0.99,0.66,1,0.93,1,0.3802,0.66,0.66,0.66,1,0.66,0.66,0.3551,0.3702,0.66,0.6902,1,3,1,2.5,1,4,2,1.27,2,1,1,1,4,3,1.95,1.92041,1,1,2,1.12,3,0.66,0.72,0.35,0.66,0.66,0.34,0.67,0.67,0.76,0.66,0.85551,0.66,0.66,0.61041,0.66,0.47,0.66,0.4351,0.4551,0.66,0.66,0.59,0.66,0.66,0.66,0.35,0.66,0.66,0.56,0.66,0.64,0.66
68,"2018-11-06","Delve","Essence",7,1,9.97,1,5,8,4,5.38,1.34,4,5,5,8,3,7.68122,0.9451,2,4,4,8,7,80,20.78939,18,0.63,0.42,0.35,0.35,0.35,0.58,0.61,0.68,4.94,1,0.35,1,0.5351,0.6802,1,1,0.74041,0.35,0.5051,0.66,0.67,1,0.67,0.5751,0.35,0.66,0.66,0.68,0.9902,3.86,1,2.9402,1,4,2.89633,1,2,1,1,1,4,3,1.36061,1.94,1,1,1.63,1.24,4,0.39,0.41,0.36,0.45041,0.35,0.6402,0.66,0.66,0.46,0.3551,0.79,0.4,0.66,0.66,0.66,0.45531,0.6,0.35,0.35,0.66,0.49,0.64,0.62,0.66,0.40551,0.61,0.35,0.66,0.34,0.46,0.51,0.64
69,"2018-11-07","Delve","Essence",7,1,10,1,5,8.12,4,6,1.55,4,5,5,8,3,7,1,2.74,4.84,4,8,7,85.39592,22.46163,21,0.5302,0.52,0.36,0.36,0.36,0.6,0.62,0.64,4,1,0.36,1,0.36,0.67,1,0.66,0.8402,0.67,0.66,0.65,0.67,1,0.67,0.65,0.36,0.4751,0.6851,0.6202,1,3.9902,1,3,1,4.44,2,2,2.83,1,1,1,4,3.9,2,2,1,1,2,1,4,0.38531,0.36,0.65,0.36,0.36,0.66,0.66,0.52,0.44,0.3651,0.55,0.4,0.36,0.6551,0.36,0.36,0.6451,0.36,0.36,0.36,0.36,0.36,0.57,0.36,0.36,0.41082,0.36,0.6551,0.36,0.36,0.36,0.64
70,"2018-11-08","Delve","Essence",7.42,1,10,1,5,9,4,5,1.44,3,5,5,8,2,6.06102,0.8902,2,5,5,8,7.85041,80,20.66327,22,0.37,0.37,0.37,0.37,0.37,0.54,0.37,0.52551,5,1,0.37,1,0.3851,0.74,1,0.78,0.91,0.67,0.67,0.4551,0.53,1,0.74,0.67,0.42612,0.5,0.57,0.66,1,4,1,3,1,5,2,2,2.2,1,1,1,3.36,3,1.04,2,1,1,2,1,3.07143,0.6051,0.37,0.66,0.37,0.6651,0.71,0.66,0.61041,0.45,0.37,0.41551,0.54,0.37,0.68,0.5451,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.44,0.37,0.37,0.4051,0.4651,0.65,0.37,0.37,0.37,0.6351
71,"2018-11-09","Delve","Essence",7,1,9.41755,1,5,9,4,5,1.3,3,5,5,9,1.9851,6.02,0.88,2,4.2,4,7,6.70245,70.63857,20,20,0.58,0.61,0.37,0.37,0.37,0.6351,0.42571,0.54,5,0.9951,0.67,0.77551,0.67,1,1,0.68,0.7351,0.6,0.67,0.67,0.67,0.87592,0.68,0.68,0.68,0.66,1,0.68,1,3,1,3,1,4,2,2,3,1,1,1,3.5202,3,1,2,1,0.81,2,1,4,0.6651,0.67,1,0.37,0.74,0.8451,0.67,0.67,0.64,0.68,0.7802,0.66,0.6251,0.66,0.67,0.41,0.61531,0.66,0.38531,0.37,0.44061,0.37,0.92531,0.37,0.68,0.58,0.49,0.69,0.37,0.37,0.51,0.64
72,"2018-11-10","Delve","Essence",7,1,9,1,5,9.99,4,5,1.54,3,4.76102,5,8.8,1.92,6,1,2,4,4,7,6,72,16.97061,20,0.66,0.4851,0.37,0.37,0.3851,0.37,0.58,0.38,4,0.9951,0.66,0.66,0.66,1,0.66,0.66,0.6651,0.66,0.6051,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,3,1,2.38041,1,4,2,2,2,1,1,1,3.6,3.27,1,2,0.98,0.77,1.87755,1,4,0.62,0.66,0.66,0.55,0.66,0.66,0.6051,0.66,0.6751,0.63531,0.66,0.66,0.66,0.38,0.66,0.44041,0.66,0.66,0.55,0.39,0.66,0.38,0.7651,0.37,0.47,0.38,0.38,0.66,0.37,0.55,0.3751,0.66
73,"2018-11-11","Delve","Essence",6.88061,1,9,1,5,9.69,4,5,1.66551,3,5,5,8.85,2,8,1,3,5,5,7,6.5602,68.77735,19,19,0.66,0.38,0.38,0.38,0.38,0.55,0.66,0.38,4.9902,0.79551,0.6551,0.97061,0.66,0.66,0.66,0.66,1,0.66,0.66,0.63,1,0.8951,0.82041,0.68,0.66,0.66,0.67,0.66,0.66,3,1,2.88,1,4,2.92163,2,2.12122,1,1,1,4,3.3,1,2,0.67,1,2.6351,1,4,0.59,0.69,0.89531,0.71592,0.38,0.74,0.66,0.6851,0.66,0.67,0.66,0.66,0.66,0.3951,0.66,0.66,0.72551,0.50531,0.46,0.67,0.66,0.6651,0.83531,0.38,0.66,0.38,0.55,0.68041,0.38,0.38,0.38,0.5751
74,"2018-11-12","Delve","Essence",7,1,9,1,4.9551,9,4,5,2,3.4,5,5,9.8802,2,8,1,2.44,5,5,7,7,70.45286,20,20,0.66,0.38,0.38,0.38,0.54,0.56,0.4451,0.38,5,0.74,0.42082,1,0.66,0.6751,1,0.66,1,0.6502,0.66,0.66,0.79,1,0.7,0.55041,0.66,0.66,0.66,0.67,0.66,3,1,3,1,4,3,2,3,1,1,1,4,3,1,3,0.73,1,2.47,1,4,0.66,0.7251,1,0.5551,0.38,0.66,0.67,0.66,0.46,0.67,0.8502,0.7302,0.66,0.66,0.4551,0.50041,0.66,0.67,0.66,1,0.94122,0.66,0.58,0.6151,0.66,0.38,0.66,0.55,0.38,0.38,0.3902,0.6551
75,"2018-11-13","Delve","Essence",7,1,10,1,5,9.84,4,5,2,3,5,5,10,2,8,0.97,2,5,5,7,6.90041,70.71,19.75184,17.49306,0.66,0.66,0.38,0.38,0.47,0.66,0.38,0.38,4.47061,1,0.38,1,0.38,1,1,0.66,0.6,0.6,0.4551,0.66,0.6551,1,0.76,0.6251,0.38,0.49,0.6651,0.66,0.96531,3,1,3,1,5,2.11224,2,3,1,1,1,3,3,1,2,1,1,2.14286,1,4,0.66,0.38,0.98,0.38,0.38,0.56041,0.44,0.47,0.38,0.3902,0.67,0.6,0.5651,0.38,0.38,0.53,0.66,0.66,0.38,0.38,0.66,0.7102,0.66,0.38,0.66,0.38,0.60531,0.67,0.62,0.38,0.66,0.41
76,"2018-11-14","Delve","Essence",6.99,1,10,1,5,8.51408,4,5,2,3.58,5,5,10,2,7.78,0.8751,2,4,5,8,8,72.50653,20,16,0.66,0.66,0.38,0.56,0.38,0.65,0.38,0.38,4,0.7251,0.39,0.8751,0.66,1,1,0.9902,0.66,0.66,0.61,0.5502,0.69,1,0.97531,0.9551,0.59,0.88,1,0.97,1,3,1,3,0.9851,4.10041,1.98,1,2.43,1,1,1,3,3,1,1.46,0.99,1,2,1,4,0.66,0.38,0.71,0.38,0.47,0.72,0.38,0.66,0.39,0.3851,0.7,0.5351,0.66,0.38,0.38,0.5351,0.66,0.58,0.38,0.53,0.66,0.66,0.66,0.38,0.55,0.48,0.65,0.81551,0.65,0.65,0.66,0.5
77,"2018-11-15","Delve","Essence",7,1,10,1,5,8,4,5,2,3,5,5,9.33556,2,6,0.9251,2,4,4.57531,7,7,70,23,15,0.38,0.65,0.38,0.53,0.38,0.65,0.38,0.38,4,0.65,0.65,1,1,0.65,0.83,1,0.65,0.6351,0.65,0.6351,1,1,0.89,0.8551,0.6351,0.92,0.78714,1,1,2.53041,1,2,1,5,1.01,1,2,1,1,1,2.89102,3,1,1,1,1,1.71,1,3,0.65,0.38,0.78,0.65,0.65,0.65592,0.39531,0.87,0.85082,0.49571,1,0.65,0.65,0.38,0.38,0.52,1,0.38,0.42571,0.64,0.38,0.38,0.65,0.38,0.38,0.65,0.61,0.65,0.4002,0.38,0.38,0.43531
78,"2018-11-16","Delve","Essence",7,1,9.42551,1,5,8,4,5.71531,2,3,5,4,9,2,6,0.9551,2,4,4,7,6.61102,70,20.84,17.22449,0.39,0.66,0.77,0.6402,0.38,0.38,0.38,0.50061,4,0.6651,0.65,0.65,0.72653,0.65,0.89,0.98,1,0.65,1,0.40551,1,1,0.65,0.77,0.65,0.65,0.64,0.65,1,3,1,2,1,4.68,1.59,1.7,2,1,1,1,3,3,1,2,1,1,2,1,3,0.45,0.38,0.65,0.65,0.48,0.54,0.59,1,1,0.65,0.76,0.65,0.65,0.4902,0.44,0.38,0.75,0.44,0.65,0.89,0.43,0.38,0.6451,0.38,0.38,0.65,0.65,0.65,0.5802,0.38,0.4402,0.59
79,"2018-11-17","Delve","Essence",7,1,10,1,5,8,4,4,2,3,4,4,8,2,5.35,0.55,2,4,4,7,7.48918,70,19.6651,17,0.38,0.38,0.45,0.38,0.38,0.38,0.3851,0.39,4.10184,1,0.38,0.64,0.39,0.5202,0.64,0.8251,0.71041,0.63,0.58,0.47,0.9902,1,0.63,0.63,0.64,0.64,0.79531,0.64,1,3,1,2,1,5,2,1.76,1.93612,1,1,1,3,3,1.52,1.9402,1,1,2,1,3,0.38,0.38,0.38,0.4951,0.3851,0.38,0.38,0.72,1,0.38,0.88,0.42531,0.42,0.39,0.38,0.29,0.46,0.38,0.59,0.63,0.38,0.3951,0.38,0.38,0.38,0.6,0.48,0.38,0.49,0.38,0.45,0.41
80,"2018-11-18","Delve","Essence",7,1,10,0.9451,5,8.46,4,4.34612,2,3,4,4,8.38273,2,5.79061,0.92,1.74,4,4,7.89308,8,66.8151,19,18,0.38,0.38,0.54,0.38,0.38,0.38,0.54,0.38,4,1,0.5402,1,0.4351,0.62,0.63,1,0.7202,0.63,0.6251,0.5202,0.9951,0.73,0.63,0.58,0.62,0.7451,0.63,0.38,1,2.93612,1,3,1,4.0448,2,2,2,1,1,1,2.4,3,1,2,1,1,2,1,2,0.38,0.39,0.38,0.63,0.39,0.3851,0.39,0.62,0.61,0.38,0.77,0.38,0.5251,0.38,0.38,0.38,0.38,0.38,0.58,0.44,0.47,0.4,0.38,0.5,0.38,0.57,0.38,0.39,0.46,0.47041,0.38,0.3851
81,"2018-11-19","Delve","Essence",7,1,10,0.97,5,8,4,5,2,3,4,4,8.54652,2,5,1,2,4,4,10,8,65,19,19.03061,0.38,0.38,0.39,0.38,0.38,0.38,0.56,0.38,4,1,0.62,0.62,0.38,0.49,0.58,0.6251,0.62,0.59,0.5551,0.62,0.62,0.62,0.6,0.52531,0.62,0.61,0.6,0.62,0.62,3,1,2,1,4.2751,2.51143,2,2,1,1,1,2,3,1,2,1,1,2,1,2.34551,0.3851,0.40531,0.4551,0.55531,0.4702,0.61,0.62,0.5802,0.51,0.3951,0.5402,0.38,0.46,0.38,0.38,0.49,0.39,0.4,0.54,0.62,0.6151,0.47,0.38,0.62,0.38,0.49,0.38,0.38,0.51408,0.39,0.38,0.38
82,"2018-11-20","Delve","Essence",7.76531,1,8.04082,1,5,7.36,4,5,2,3,4,4,8,2,5,1,2.33,4,4.26,10,7.28204,64.5,18.05102,18.44,0.38,0.38,0.49,0.41,0.38,0.43,0.59,0.4351,4,1,0.59,0.91,0.38,0.61,0.61,0.65102,0.81531,0.59,0.59,0.59,0.59,0.77082,0.59,0.58,0.59,0.55,0.59,0.59,0.61,1.89755,1,2.37551,1,5,2,2,2,1,1,1,1.5551,3,1,2,1,1,1.43429,1,2,0.59,0.59,0.59,0.59,0.59,0.61,0.63,0.59,0.53,0.59,0.59,0.47,0.57,0.43,0.59,0.5602,0.59,0.59,0.59,0.59,0.59,0.59,0.47,0.87,0.57531,0.45,0.57,0.54,0.61,0.59,0.38,0.48
83,"2018-11-21","Delve","Essence",7.99,1,8,1,5,7.36,4,5,2,3,4,4,8,2,5,1,2,4,4,9.91,8.39,60.33,18.1,18.44,0.38,0.38,0.49,0.46,0.38,0.55,0.59,0.57,3.76,0.92653,0.59,0.9,0.38,0.75,0.72,0.59,0.59,0.59,0.59,0.59,0.59,0.62,0.59,0.59,0.59,0.55,0.59,0.59,0.62,1.27,1,2.35,1,5,2,2,2,1,1,1,1.56,3,1,2,1,1,1.22,1,2.15,0.54,0.59,0.57,0.59,0.59,0.61041,0.63,0.59,0.53,0.59,0.52,0.5,0.57,0.43,0.59,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.47,0.87,0.59,0.45,0.59,0.54,0.77,0.59,0.48,0.48
84,"2018-11-22","Delve","Essence",8,1,9,1,5,7.00347,4,5,2,3,4,4,8,2,5.59,1,2,4,4,9.9901,10,67.28082,17.29235,19.01082,0.41,0.38,0.39443,0.54,0.47,0.57,0.63,0.41051,4,1,0.57,0.95,0.53,0.58,1,0.57,0.7202,0.57,0.56,0.57,0.57,0.61,0.57,0.53,0.57,0.57,0.57,0.56,1,1,1,2,1,4,2,1,1.87031,1,1,1,1,3,1,1.26,0.57,0.9701,1,1,3,0.46,0.51041,0.42,0.57,0.48,0.38,0.58,0.51,0.44,0.41,0.44041,0.58,0.79,0.38,0.38,0.41031,0.65,0.58,0.58,0.38,1,0.58,0.56,0.57,0.41,0.38,0.6002,0.38,0.87,0.76,0.5,0.57
85,"2018-11-23","Delve","Essence",7,1,10,1,5.041,8,4,6,2,3.01,4,4,8,2,7.41628,1,2,4,4,8,9,68.7851,20,21.09694,0.48,0.38,0.38,0.59,0.56,0.4,0.52,0.49,4,0.8302,0.56,0.5451,0.56,0.77061,1,0.38,0.57,0.56,0.56,0.5,0.53,0.56,0.56,0.5151,0.56,0.56,0.56,0.5351,0.48,1,1,2,1,4,2,1,2,1,1,1,1,3,1,1.31,0.56,0.9551,1,1,3,0.43,0.43,0.42,0.38,0.38,0.38,0.38,0.5951,0.45,0.56,0.38,0.57,0.56,0.5151,0.4751,0.38,0.56,0.6302,0.54,0.38,0.57,0.56,0.44,0.38,0.38,0.59,0.56,0.77,1,0.71281,0.56,0.57
86,"2018-11-24","Delve","Essence",8,1,9,1,6,9,4,5.92204,2,3,4,4,8,2,5,1,2,4,4.92806,8,9,67.68041,19.16327,19.48041,0.41,0.38,0.5,0.48,0.38,0.38,0.38,0.38,4,0.83,0.56,0.56,0.5451,0.8051,0.72,0.5451,0.71,0.8,0.68,0.50531,0.53,0.55,0.55,0.55,0.4,0.41,0.7151,0.77,0.5451,1.93,1,2,1,4.6,2,1,2,1,1,1,1.31,3,1,2,0.98,1,1,1,3,0.51,0.45531,0.46531,0.3951,0.38,0.43,0.55,0.55,0.45,0.55,0.38,0.55,0.55,0.52,0.53,0.38,0.53,0.38,0.46,0.38,0.53,0.3851,0.42,0.38,0.38,0.79041,0.5102,0.38,0.38,0.47,0.39,0.38
87,"2018-11-25","Delve","Essence",7,1,9,1,6,8,3,5.9102,2,3,3.89,4,8.69426,2,5,1,2,4,5,8,9,65.67,18.98531,20,0.38,0.38,0.4,0.4,0.38,0.38,0.25,0.39,4,0.55,0.53,0.5451,0.43,0.55,0.5051,0.54,0.9651,0.54,0.59,0.4,0.44,0.55,0.43,0.43,0.38,0.38,0.55,0.55,0.55,1.0651,1,2,1,4.70456,2,1,2,1,1,1,1.9,2.93333,1.16,2,0.9551,0.8,1,1,3,0.38,0.4102,0.38,0.48,0.38,0.54,0.55,0.38,0.38,0.55,0.38,0.38,0.3951,0.54,0.5,0.38,0.53,0.38,0.38,0.38,0.38,0.38,0.5051,0.4451,0.38,0.54,0.5251,0.41,0.38,0.38,0.38,0.38
88,"2018-11-26","Delve","Essence",6.29,1,9.06347,1,6,8.44,3,6,2,3,4,4.31,8,2,5,1,2,4,5,8,8.48041,70,19.06102,20,0.38,0.38,0.38,0.46561,0.38,0.38,0.34,0.38,4.5,0.55,0.51031,0.38,0.54,0.51,0.55,0.55,0.55,0.55,0.67,0.38,0.55,0.74,0.53,0.46,0.46,0.38,0.74112,0.55,0.7301,1.03,0.94,2,0.94295,4.65,2,1,1.66,1,1,1,1.9975,3,2,2.57092,0.97,0.94,1,1.12,3,0.47,0.38,0.54,0.38,0.38,0.55,0.4,0.38,0.44,0.55,0.42,0.38,0.38,0.54,0.4,0.38,0.4901,0.45,0.43,0.53,0.54,0.38,0.4301,0.38,0.38,0.5301,0.5,0.39,0.38,0.38,0.4,0.38
89,"2018-11-27","Delve","Essence",8,1,9,1,6,9,3,6,2,3.42,4,5,8,2,6.54884,1,2,4,4.00511,7.69,8.13735,68,18.95,18.49,0.43,0.38,0.45,0.38,0.38,0.38,0.3851,0.38,4.61531,0.53,0.48,0.5,0.53,0.53,0.53,0.55,0.53,0.54,0.5351,0.39,0.65,0.79,0.53,0.51,0.49,0.53,0.53,0.53,0.52,1.74,0.94,2,0.88792,3.93938,2.48245,1,2,1,1,1,2,3,1,3,0.94,0.94,1.96,1,3,0.48,0.48,0.47,0.38,0.53,0.5351,0.47,0.43,0.47,0.51,0.38,0.38,0.38,0.53,0.41,0.4,0.52,0.5,0.48,0.49,0.47,0.44,0.41,0.39,0.51,0.42,0.46,0.46,0.38,0.37135,0.44,0.38
