"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
61,"2018-10-30","Delve HC","Currency",1.5,0.03995,0.03972,0.32996,524.28866,24,3,9.22981,2.2,0.41667,0.12504,21.12945,78.55039,1.7,0.38528,0.16667,2,3,13728.01205,3,0.34347,0.12714,17,0.06342,0.12271,0.69472,0.41972,0.45693,0.02287,0.02551,0.73025,0.00875,0.37037,1.23652,17,1,2.434,4.495,12.39796,0,0.68937,1.29167,0.32679,NA,NA,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-10-31","Delve HC","Currency",1.5,0.03905,0.03949,0.31988,579.418,24,3.5051,9.3,2.302,0.4,0.125,21,78,1.71653,0.39352,0.16667,2.2,3,13606.60714,3,0.3536,0.13333,18,0.06667,0.12357,0.6983,0.4,0.46792,0.02284,0.02531,0.74937,0.00934,0.36847,1.27184,17,1,4,4.495,13.27692,0,0.66909,1.306,0.32679,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-11-01","Delve HC","Currency",1.6875,0.03424,0.03561,0.3125,613.844,23.93548,4.41414,9.304,2.23636,0.40437,0.125,22.3,77,1.82144,0.38462,0.16667,2.3749,3,13475,3,0.35761,0.13569,18,0.06426,0.12411,0.69148,0.42268,0.45648,0.02494,0.01996,0.76769,0.00826,0.35199,1.3454,17.01818,1,4,4.3904,14.12143,0,0.67266,1.325,0.32808,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-11-02","Delve HC","Currency",1.74461,0.03412,0.03604,0.30268,605.25,24,5,9.42857,3,0.41667,0.125,22,76,1.84139,0.33333,0.16667,2.36899,3,13300,3,0.33923,0.13614,18,0.06562,0.12417,0.70642,0.43298,0.45455,0.025,0.01726,0.75903,0.00827,0.35787,1.35107,18.21398,1,4,4.207,14,0,0.70496,1.21965,0.32679,NA,NA,537.94022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-11-03","Delve HC","Currency",1.5,0.03624,0.03738,0.29485,601.08521,25,5,9.65521,3,0.41667,0.125,22,74,1.85401,0.37944,0.17012,2.29395,2.95697,14800,3,0.33333,0.13179,18,0.06667,0.12346,0.70961,0.44049,0.45455,0.025,0.01826,0.76923,0.00783,0.35841,1.3,16.12884,1,3.5,4.31717,14,0,0.83338,1.18468,0.32686,NA,NA,603.59333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-11-04","Delve HC","Currency",1.59177,0.03806,0.03851,0.31441,614.9697,25,5,9.77053,3,0.41667,0.12364,22,73,1.90659,0.38462,0.16938,2.41831,3,16425,3,0.33655,0.1324,16.4186,0.06667,0.12346,0.70212,0.44231,0.45074,0.025,0.02317,0.76923,0.00826,0.35719,1.30884,15.435,1,3.5,5,11.70625,0,1,1.17895,0.32679,NA,NA,618.68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-11-05","Delve HC","Currency",1.8,0.03736,0.03931,0.31595,607.15354,21.68866,5,9.90753,3,0.41667,0.12346,22,73,1.90127,0.38462,0.17921,2.38112,3,16425,3,0.33333,0.125,17.07681,0.06667,0.12349,0.71013,0.44404,0.45366,0.02427,0.0305,0.76159,0.01797,0.3533,1.4,15,1,3.5,3.59394,12,0,1,1,0.32685,NA,NA,640.41531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-11-06","Delve HC","Currency",1.79488,0.03706,0.0392,0.32562,589.28951,25,5,10.125,3,0.41667,0.12397,21.47234,72.0202,1.89602,0.38462,0.16956,2.39239,3,16204.54545,3,0.33733,0.125,18,0.06667,0.125,0.71171,0.44121,0.45214,0.02418,0.02986,0.76923,0.0182,0.33333,1.4,15,1,3.5,3,13.43,0,1,1,0.32556,NA,NA,626.14286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-11-07","Delve HC","Currency",1.8814,0.03932,0.04,0.32649,631.304,22.59381,5,14.26263,2.289,0.41667,0.12324,21.43837,73,1.9644,0.33333,0.17157,2.38491,3,16425,3,0.33824,0.125,19.4,0.06667,0.1237,0.7,0.45455,0.43478,0.0243,0.02952,0.74074,0.01551,0.33593,1.38898,17.41349,1,3.5,3.207,14,0,1,1,0.32693,NA,NA,669.57841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-11-08","Delve HC","Currency",1.83418,0.03934,0.03929,0.32854,629.06,22.04639,5,15,2.905,0.41667,0.12291,20.27742,71,1.5101,0.33333,0.17247,2.40729,3,15975,2.5216,0.33665,0.12526,19,0.06659,0.125,0.70505,0.45455,0.43488,0.02384,0.02876,0.76923,0.0182,0.33333,1.375,17.79381,1,3.5,3,14,0,1,1,0.32808,NA,NA,636.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-11-09","Delve HC","Currency",1.72311,0.03957,0.03917,0.32745,629.06,20.44632,5,14.23438,2.93367,0.41667,0.12119,20,71,1.62213,0.33333,0.16827,2.5,3,15975,3,0.33809,0.125,16,0.06667,0.125,0.71204,0.45455,0.43882,0.02414,0.02596,0.75819,0.01539,0.33333,1.33608,16.19394,1,3.25,4,14,0,1,1,0.32679,NA,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-11-10","Delve HC","Currency",1.74856,0.03945,0.03586,0.33333,658.28635,25,4.05455,13.70316,2.925,0.41667,0.12342,21.23913,70,1.91027,0.33333,0.16667,2.5,3,15753.31579,3,0.33924,0.125,18.49059,0.06667,0.125,0.70363,0.45455,0.45065,0.0238,0.02596,0.7573,0.01103,0.33333,1.33333,16.42316,0.64848,3.15155,3.5051,14,0,1,1,0.32679,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-11-11","Delve HC","Currency",1.784,0.03931,0.03596,0.33333,700,22.74513,3.95455,14.195,3,0.41817,0.125,21,70,1.95612,0.33333,0.16667,2.5,3,0,3,0.36491,0.125,19,0.06659,0.12962,0.70405,0.45455,0.46795,0.02376,0.02535,0.76567,0.00997,0.33333,1.36322,16.28173,0.59949,3,3.495,14,0,1,1,0.32679,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-11-12","Delve HC","Currency",1.7565,0.03916,0.03405,0.32143,700,12.54607,4.1697,10.808,3.73939,0.45455,0.1228,20,70,2,0.31752,0.16667,2.5,2.99444,0,2.9045,0.36739,0.12365,19.45859,0.06628,0.13221,0.69218,0.45455,0.47619,0.02498,0.02558,0.7836,0.01088,0.33333,1.39392,16.8125,0.59949,3,3.495,13.93478,0,1,0.9554,0.32556,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-11-13","Delve HC","Currency",1.80497,0.04,0.02514,0.32105,700,13.34,4.03,9.218,3.935,0.42148,0.125,20,70,2,0.33291,0.18182,2.53758,2.97697,0,3,0.3861,0.12362,18,0.06667,0.12942,0.67221,0.45455,0.46133,0.02447,0.025,0.76029,0.01046,0.32732,1.3,17.13402,0.657,2.1,3,14.44348,0,1,0.97343,0.32556,NA,NA,543.88676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-11-14","Delve HC","Currency",1.66728,0.04,0.02442,0.30009,700,9.288,4.03,8,3.844,0.41667,0.12488,20,70,2,0.25,0.16667,2.9095,2.99531,0,2.5,0.34343,0.12378,18.08046,0.06667,0.13156,0.66667,0.45455,0.43391,0.02107,0.025,0.75997,0.01096,0.32597,1.3,16.51158,0.6085,2.1,3,14.46211,0,1,0.97343,0.32306,NA,NA,544.70103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-11-15","Delve HC","Currency",1.51917,0.03976,0.02543,0.30009,708.69489,9.26061,4.31717,7.3,3.827,0.41883,0.125,21,70.98451,2,0.27458,0.16667,3,3,0,2.5,0.3776,0.125,17,0.06667,0.12949,0.66667,0.45455,0.43362,0.01951,0.025,0.76117,0.01096,0.32322,1.373,15.6625,0.6085,1.21122,3,15.58636,0,1,0.97747,0.32306,NA,NA,425.90704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2018-11-16","Delve HC","Currency",1.42065,0.03941,0.02534,0.30289,690.97732,12.81031,4,7.3134,4,0.41667,0.125,20.42845,72,2,0.33333,0.15251,3,3.01389,0,3,0.37185,0.125,18.17881,0.06667,0.12967,0.70417,0.45455,0.4355,0.01905,0.02032,0.75799,0.01168,0.31653,1.31702,17.63535,0.662,1.21122,3,15,0,0.83939,0.90309,0.32313,NA,NA,463.26645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2018-11-17","Delve HC","Currency",1.53281,0.0394,0.0382,0.29944,663.91377,10.96602,4,7.63434,4,0.41667,0.12262,20.97,73,2,0.32954,0.16341,4,3.09794,0,3,0.34087,0.12245,18.8805,0.06667,0.13266,0.70758,0.40036,0.43452,0.01755,0.02438,0.76659,0.01941,0.31785,1.34823,18.505,0.662,1.21122,3,15,0,0.841,0.90309,0.32316,NA,NA,526.07774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-11-18","Delve HC","Currency",1.40681,0.03925,0.04645,0.26832,675.28278,11.81959,4,7.85714,3.41237,0.4,0.12443,20,73.76505,2,0.39464,0.16667,3.55375,3.16485,0,2.82676,0.33333,0.1234,17.74949,0.06667,0.12617,0.67628,0.4,0.43403,0.02222,0.02438,0.76923,0.02139,0.31179,1.26575,18,1,1.21122,3,14.1551,0,0.7945,0.92612,0.32306,NA,NA,548.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-11-19","Delve HC","Currency",1.7157,0.03931,0.05,0.29311,660.33474,17.70722,4,7.66122,3.3134,0.4,0.12199,19.67667,73.34727,2,0.4,0.16667,4,3.639,0,2.41094,0.33981,0.12194,17,0.06667,0.12557,0.6823,0.4,0.43408,0.0204,0.02492,0.76843,0.02196,0.32258,1.38079,18,1,1.157,3,15.69945,0,0.5,1,0.32306,NA,NA,529.70043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2018-11-20","Delve HC","Currency",1.7379,0.03333,0.04958,0.2908,0,8.72105,4,7.66122,3.3134,0.4,0.12287,19,73.29192,2,0.4,0.16667,3.5008,3.639,0,2,0.34279,0.12195,15.24,0.06667,0.13527,0.71429,0.38136,0.43451,0.02025,0.02356,0.75733,0.01998,0.31981,1,18,1,1.1085,3.436,19.26875,0,0.7575,1,0.32466,NA,NA,488.81397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"2018-11-21","Delve HC","Currency",2,0.03333,0.04912,0.29072,881.45106,8.72105,4,7.66122,2.61354,0.4,0.12276,19,73.2383,1.96232,0.4,0.16667,3.784,3.65876,0,2.18315,0.35586,0.12195,15.24,0.06667,0.1345,0.71429,0.4,0.43469,0.01946,0.0231,0.74993,0.01256,0.31946,1,18,1,1.1085,3.436,18,0,0.71,1,0.32466,NA,NA,481.48518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"2018-11-22","Delve HC","Currency",1.91935,0.03333,0.04911,0.29671,893.25306,11.36364,4.43,9.58687,2.61354,0.4,0.12224,18,74.43776,1.8643,0.4,0.18202,4,4,0,2.28827,0.34889,0.12276,16.73583,0.06667,0.13623,0.71429,0.42502,0.46256,0.01974,0.025,0.75444,0.01251,0.32424,1,12.86364,1,1.8,3.436,18,0,0.657,1,0.32466,NA,NA,644.35794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"2018-11-23","Delve HC","Currency",1.4126,0.03706,0.04886,0.29644,748.10101,11.36364,5,9.58687,2.62,0.4,0.12216,18,74.30222,1.86359,0.4,0.1876,4,4,0,2.03333,0.33753,0.12396,17.59368,0.06667,0.13759,0.7118,0.46389,0.46569,0.02445,0.025,0.72113,0.01351,0.33277,1.20413,12.64796,1,1.5,3.436,18,0,0.5,1,0.32466,NA,NA,738.88985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"2018-11-24","Delve HC","Currency",1.13711,0.04013,0.05101,0.29673,736.12948,11.36364,4,7.58375,2.52105,0.4,0.12269,18,73.60188,1.63708,0.4,0.18691,4,4.314,0,1.982,0.33333,0.12362,17.56495,0.0644,0.12977,0.69953,0.44276,0.43423,0.02342,0.025,0.74054,0.01351,0.33111,1,16.47959,1,1.5,3.85,18,0,0.5,1,0.32608,NA,NA,663.72807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"2018-11-25","Delve HC","Currency",1.81794,0.03333,0.05217,0.30936,0,11.36364,4,7.218,2.62041,0.41624,0.12341,19.40014,75,1.54996,0.4,0.18789,4,4.66563,0,2,0.33333,0.12418,16.43939,0.06419,0.12564,0.68771,0.45747,0.43107,0.02443,0.02858,0.74968,0.01354,0.33054,1.3,12.46389,1.0545,1.5,3.85,17.74855,0,0.5,1,0.5,NA,NA,640.32304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2018-11-26","Delve HC","Currency",1.84571,0.03333,0.04928,0.35507,0,11.58163,4,7.43838,2.62041,0.43478,0.12379,20,75,0.997,0.4,0.19369,4.29697,6.31633,21000,2,0.33333,0.12428,16.23333,0.06475,0.09018,0.66667,0.48163,0.41118,0.0214,0.03228,0.75984,0.01536,0.31934,1.31296,12.24842,1.05,1.5,3.85,14.92766,0,0.51615,1,0.5,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"2018-11-27","Delve HC","Currency",1.84716,0.03333,0.04928,0.36831,0,25.99495,4,7.43838,2.42245,0.42161,0.12484,18,75,1.67204,0.4,0.19608,3.94588,4.86667,21000,2,0.33333,0.1243,14.96,0.0657,0.09004,0.71275,0.47721,0.41384,0.02159,0.03231,0.7577,0.01464,0.3125,1.36546,14.952,1.05,0,3.5,15.63192,0,0.51615,1,0.5,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"2018-11-28","Delve HC","Currency",1.84716,0.03333,0.04927,0.36083,0,26.56061,4,7.43838,2.42245,0.40604,0.125,19.33333,75,1.87177,0.4,0.19608,4,4.86667,18750,2,0.33333,0.125,15.79574,0.06535,0.0891,0.71429,0.45508,0.41169,0.02203,0.0323,0.76921,0.01559,0.3233,1.36556,13.44,1.05,0,3.5,16.81739,0,0.72684,1,0.5,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"2018-11-29","Delve HC","Currency",1.8,0.03333,0.0493,0.37917,0,25.84,4,5.4,10,0.4006,0.125,19.47619,75.45714,1.83495,0.4,0.19608,4,5.33158,18207.11111,2,0.33333,0.125,18.60816,0.06667,0.08864,0.71429,0.45455,0.41384,0.02205,0.03232,0.78694,0.01931,0.32776,1.38356,14.32323,1.05,0,3.5,12.17736,0,0.68163,1.35667,0,NA,NA,603.65714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"2018-11-30","Delve HC","Currency",1.8,0.03333,0.04908,0.34726,0,27.19899,4,5.4,10,0.40041,0.125,20,75.17857,1.76986,0.4,0.1976,4,5,18042.85714,2,0.33525,0.12622,19.51667,0.06667,0.08831,0.71429,0.45455,0.46967,0.02476,0.03254,0.78778,0.01979,0.33333,1.38179,13.47475,1,0,3.5,19.47449,0,0.5,1.7315,0.33333,NA,NA,601.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"2018-12-01","Delve HC","Currency",1.99457,0.03333,0.04885,0.36242,0,13.38283,4,5,10,0.41174,0.125,19.33684,74.28,1.75222,0.4,0.2,4,5.68687,17827.2,2,0.37376,0.12648,20.619,0.06667,0.08706,0.74428,0.45455,0.46731,0.02445,0.03234,0.78382,0.01938,0.32576,1.38568,12.61818,1,0,0,12.1,0,0.5,1.7315,0.33333,NA,NA,594.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"2018-12-02","Delve HC","Currency",1.981,0.03333,0.04861,0.36378,0,13.105,4,5,11.635,0.41044,0.12436,20,74.37412,1.91556,0.39479,0.2,3.29709,5.76122,17849.78824,2.25204,0.3924,0.125,20.42268,0.05716,0.08664,0.7223,0.45842,0.39454,0.02493,0.03237,0.78162,0.01938,0.32679,1,18,1,0,0,10.868,0,0.5,1.64264,0.33333,NA,NA,594.99294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"2018-12-03","Delve HC","Currency",1.97478,0.03333,0.04861,0.36563,0,11.656,4,5,11.635,0.41055,0.12423,20,71.9697,1.91556,0.39479,0.1629,3.29709,5.76563,17272.72727,3,0.3924,0.13047,20.42268,0.05716,0.0859,0.71993,0.46877,0.47999,0.02453,0.03237,0.78138,0.01938,0.32666,1,18,1,0,0,10.868,0,0.5,1.64264,0.33333,NA,NA,623.3457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2016-09-02","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2016-09-03","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2016-09-04","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2016-09-05","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2016-09-06","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2016-09-07","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2016-09-08","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2016-09-09","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2016-09-10","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2016-09-11","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2016-09-12","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2016-09-13","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2016-09-14","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2016-09-15","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2016-09-16","Essence HC","Currency",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2016-09-17","Essence HC","Currency",0,0,0,0.66667,NA,NA,NA,NA,NA,0.27786,0.07452,6.09167,19.99667,1.00222,0.31731,0.08333,0,0,0,0,0.25,0.05429,NA,0,0.15385,0.33333,1,0.61183,0,0,1,0,0.24365,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01993,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2016-09-18","Essence HC","Currency",0,0,0,0.58064,NA,NA,NA,NA,NA,0.28732,0.07607,6.65563,19.9993,1.04261,0.32314,0.08497,0,0,0,0,0.25139,0.05638,NA,0,0.15226,0.3445,1,0.59457,0,0,1.11975,0,0.2381,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01956,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2016-09-19","Essence HC","Currency",0,0.02345,0.03907,0.65095,NA,NA,NA,NA,NA,0.28844,0.07419,6.99931,19.55833,1.18174,0.32811,0.08522,0,0,0,0,0.25,0.05796,NA,0.03967,0.14286,0.35297,1,0.59494,0.03816,0.01667,1.19662,0.00801,0.21548,0.66629,NA,NA,NA,NA,NA,NA,NA,NA,0.01885,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2016-09-20","Essence HC","Currency",0,0.02279,0.04224,0.66667,NA,NA,NA,NA,NA,0,0.07409,7.08275,19.13028,1.13777,0.28546,0.08333,0,0,0,0,0.25,0.05586,NA,0.04006,0.1443,0.34798,1,0.58815,0.03432,0.01943,1.1607,0.00833,0.20005,0.66667,NA,NA,NA,NA,NA,NA,NA,NA,0.01952,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
