"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Anarchy.s.End.III","Anarchy.s.End.IV","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.II","Beyond.Sight.III","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fallow.At.Last","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Path.of.Betrayal","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","Thaumaturgical.History.IV","The.Alchemist","The.Ambitious.Bandit.I","The.Ambitious.Bandit.II","The.Ambitious.Bandit.III","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Child.of.Lunaris","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.IV","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.III","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Warmongers.IV","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.IV","Unbearable.Whispers.V","Undead.Uprising","Unnatural.Energy","Vaal.Invasion","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Queen.s.Sacrifice","The.Storm.Spire","Trapped.in.the.Tower","Battle.Hardened","Faith.Exhumed","The.Bishop.s.Legacy","The.Mentor","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
99,"2017-06-09","Legacy","Prophecy",0.94814,0.26169,3.04136,3.52068,0.74559,0.40034,0.36305,0.37339,0.23288,0,0.26169,0.29407,5,5.79797,15.97898,38.08864,5.04763,0.26169,0.72898,4.05475,38.28271,34.43458,1.73424,0.26169,2.47695,12.84237,0.41864,0.26169,0.49051,1.85729,14.9061,34.19441,1.81508,3.84542,3.03051,26.74797,36.13814,0.93593,1,0.74068,0.94,0.30915,0.26169,1.94881,0.48339,811.09542,0.26169,78.22254,0.96237,0.37559,1.79915,2.07712,0.26169,0.32661,11.80678,0.30729,0.26169,0.26169,0.26169,0.26169,0.26169,1.69831,0.66203,0.26169,0.26169,0.36237,0.37695,0.78508,0.42153,0,65.4739,39.05864,0.26169,0.26169,0.65271,1,1,0.99678,0.82593,1,0.98898,0.96831,0.84458,2,0.26169,0.26169,0.97356,0.83508,0.36305,0.52356,0.98898,0.27898,0.55119,0.27525,NA,0.57898,0.79017,16.5,13.2,40.04068,0.13,0.98322,15,37.8361,0.64,2.95407,0.26169,0.26068,30.00932,1,0.29424,1.63654,0.26169,0.93847,2,1,0.26169,0.26169,0.34593,2.95322,1.2778,2,0,0.67475,0.26169,0.15915,2.97068,2,0.85322,0.67797,5,0.9878,0.42746,26.41017,1.42932,8.91576,0.26169,0.26169,0.30576,0.79932,0.65847,0.79475,2,1.37441,0.43017,0.26119,0.26169,4.06153,2.67492,1.95525,0.46271,0.62712,2.99576,0.97729,1.39915,0.66186,0.86593,0.67559,0.28949,0.26169,0.5422,NA,0.89627,0.54831,0.65881,0.26169,0.26169,0,2.09356,2.39966,0.26169,0.42373,2.37627,0.26169,0.33864,2.35119,3.60763,7.06508,15.39305,3.52102,0.26169,0.48407,0,9.13136,0.23729,0.38203,0.76983,1.26932,2.02441,0.68441,0.26169,4.51814,44.61695,0.55881,1,0.45305,0.45559,10.2,0.26169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56356,15.8522,42.5061,29.99237,0.57339,0,0.26169,0.26237,0.48407,0.49339
100,"2017-06-10","Legacy","Prophecy",0.99917,0.26,3.76792,3.00125,0.90396,0.37271,1.34708,0.49208,0.23979,0,0.26,0.29146,5.02438,7.1325,15.69875,38.89042,3.76042,0.26,0.61583,4.06,32.0475,35.46104,1.73583,0.26,2.51854,12.19021,0.37604,0.26,0.50917,2.30958,15,40.5225,0.29146,4.10583,4.715,26.82271,36.42604,1.02417,1,0.76813,0.39333,0.28125,0.26,1.46979,0.47,753.1575,0.26,76.55104,0.99625,0.41604,1.86167,2,0.26,0.36979,13.09313,0.31833,0.26,0.26,0.26,0.26,0.26,1.77917,0.85625,0.26,0.26,0.35,1.55188,0.78,0.41688,0,60,40,0.26,0.26,0.63208,1,1,0.97125,0.3325,1,0.93208,0.76646,0.82813,1.67479,0.26,0.26,0.96917,0.83667,1.55438,0.47417,1.02125,0.31042,0.66375,0.28563,NA,0.60583,0.87938,30,13.68182,39.50813,0.1225,0.99521,15.295,36.09375,0.68771,3,0.26,0.25813,35.07625,1,0.32813,0.94333,0.26,0.76938,2.02854,1,0.26,0.26,0.32875,2.89313,1.00833,2,0,0.83979,0.31792,0.13354,2.97417,1.88,0.60896,0.48604,3.98354,0.94188,1.38813,26.05021,1.14292,9.69896,0.26,0.26,0.26833,0.58417,0.91458,0.71708,2,1.05,0.32375,0.26,0.26,6.01,2.7025,2,0.72375,0.41563,3,0.95,1.03771,0.59521,0.81979,0.51646,0.28354,0.26,0.46021,NA,0.8575,0.42042,0.6175,0.26,0.26,0.78,1.34167,2.19313,0.26,0.55854,1.47521,0.26,0.29125,2.02833,2.81229,8.45583,17.20813,4,0.26,0.47,0,9.31833,0.25583,0.38229,0.82292,2.67563,2,1.08696,0.26875,3.5875,44.92417,0.32021,1,0.41729,0.65375,10.2,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48521,11.28958,38.15625,30.14875,0.56896,0,0.26,0.20854,0.23063,0.56667
101,"2017-06-11","Legacy","Prophecy",1,0.25359,2.84308,2.97667,0.61615,0.3659,0.32923,0.42923,0.24103,0,0.25359,0.25359,5.12359,6.62923,15,38.94051,3.91179,0.25359,1,4.90846,28.34205,40.38,1.76077,0.30051,2.98974,11.98308,0.40231,0.25359,0.59359,2.96051,14.19256,38.84769,1.64231,4.54308,5,26.09333,39.20205,0.71821,0.87949,0.88897,0.29667,0.25872,0.25744,1.24744,0.46359,720.32282,0.25359,74.82897,0.95256,0.90128,1.74821,2,0.25359,0.29282,12.14436,0.27487,0.41385,0.25359,0.25359,0.25359,0.25359,1.61744,0.83051,0.25359,0.25359,0.61436,0.79821,0.82872,0.49718,0,59.85667,40.03692,0.25359,0.26949,0.25359,1,1,0.8541,0.19692,1,0.92231,0.50256,0.82256,0.73692,0.25359,0.25359,1,0.84333,1,0.32333,1.07538,0.30897,0.66462,0.25359,NA,0.64333,0.95385,27.71538,23.18462,39.84385,0.1341,0.91846,14.45487,39.44,0.66487,2.9759,0.25359,0.25359,41.32,0.69641,0.25564,0.69897,0.25359,0.61872,2.52769,1,0.25513,0.26077,0.46718,2.86308,1,2,0,0.81769,0.31,0.1,2.88615,1.40846,0.47821,0.79718,0.89179,0.85,1.04205,25.41333,1.0241,8.82154,0.25359,0.2541,0.26923,0.56333,0.63026,0.76846,2,1.4,0.19103,0.25692,0.25872,3.83,2.7,2,0.25359,0.43538,3,0.89282,0.99744,0.59077,0.93282,0.54897,0.25872,0.25359,0.36615,NA,0.83795,0.43051,0.30205,0.25692,0.3459,0.78154,1.31,2.02974,0.25359,0.76077,1.83,0.25333,0.26436,1.79564,3.19462,9.04667,17.36641,3.46872,0.25359,0.49769,0,8.90769,0.24487,0.28615,0.75667,3.51282,1.93949,2.17333,0.31308,2.60154,44.46103,0.69974,1.12051,0.66974,0.72051,7.60462,0.25359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87128,10.06359,29.03641,31.66564,0.54872,0,0.25609,0.20026,0.46231,0.61538
102,"2017-06-12","Legacy","Prophecy",1,0.25,2.1685,3.233,0.557,0.521,0.25,0.46775,0.2005,0,0.25,0.25,4.084,7.13,15.128,39.69075,3.985,0.4395,1,5,22.95225,39.636,1.5755,0.702,3,12.1675,0.276,0.463,0.8675,3,13.907,34.079,2.82,4.7955,5,28.236,37.50525,0.59725,0.512,0.35925,0.25,0.25,0.25625,1.0835,0.46,604.55275,0.25,69.6925,0.9995,0.939,0.95,2.00075,0.238,0.578,13.41,0.2505,0.4035,0.25,0.25,0.25,0.25,1.9785,0.86375,0.25,0.25,1,1.27575,0.964,0.57975,1.05545,59.699,39.86775,0.25,0.362,0.28975,1,1,0.72225,0.16,1.84325,0.9795,0.2875,1.78375,0.666,0.25,0.25,1,0.88325,0.73875,0.7875,1.63375,0.31175,0.731,0.25,NA,0.84375,0.96975,10.238,21.19,42.88775,0.1795,0.88025,3.17,39.65575,0.656,2.136,0.25,0.25,51.12475,0.49625,0.25,0.69525,0.25,0.648,2.10875,1,0.2575,0.25,0.7525,2.8635,1,2,0,0.82825,0.39375,0.28269,2.8155,1.0485,0.38125,0.7755,0.893,0.57725,0.75775,24.534,1.2455,9.99825,0.25,0.27,0.255,0.47025,0.25,0.9675,1.97425,1.02,0.4805,0.25,0.47975,1.4225,3.4125,2,0.25,0.65775,2.96875,0.91425,1,0.63325,0.995,0.41425,0.25,0.25,0.609,NA,0.9125,0.54675,0.5215,0.252,0.8645,0.51125,1.0775,2.933,0.25,0.66775,1.86325,0.25,0.362,1.15175,3.8695,10.42225,18.4015,3.4125,0.25,0.87775,0,8.144,0.24025,0.25775,0.7075,1,1.1605,0.52,0.32425,2.70425,41.309,3.6285,1.47,0.29675,1.09275,2.396,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69925,9.23,26.2,36.2955,0.5435,0,0,0.2125,0.25,0.80475
103,"2017-06-13","Legacy","Prophecy",0.98615,0.24897,2.76154,3.52718,0.53846,0.61795,0.25,0.50538,0.19359,0,0.25,0.25,4.25205,7.05462,15.57667,35.89513,3.57949,0.78154,0.98154,4.97359,20.66667,37.73692,0.89744,0.42872,3,10.85462,0.25,0.86821,0.92,3,13.87795,33.41538,2.89692,4.96718,7.00462,28.63,36.00513,0.25,0.3741,0.25,0.25,0.25,0.33949,1.25538,0.46,604.25974,0.25,70.17718,1.00538,0.97026,0.95385,2,0.21231,0.60256,12.77128,0.24846,0.49846,0.25,0.2841,0.25,0.47872,1.58231,0.84974,0.25,0.25179,1.13462,1,1.31718,0.68256,1.00051,59.81692,39.37718,0.24487,0.52897,0.42436,1,1,0.74846,0.16,1.91949,0.71179,0.25,2.47,1.06974,0.25,0.28077,1,1,0.25,0.69333,1.97872,0.28103,0.99667,0.25,NA,1,0.82,4.21128,22,41.66718,0.47949,0.91,3.17,35.73795,0.73205,2.73795,0.25,0.25,52.28128,0.5,0.25,0.67923,0.25,0.77718,2.08051,1,0.56538,0.25,1,2.87154,31.90368,2,0,0.75462,0.50795,0,2.96282,1.23051,0.33103,0.75615,0.89744,0.67949,0.58051,25.35513,1.02,10.32718,0.25103,0.29103,0.28795,0.48744,0.25,0.99231,1.93615,2.74949,0.43333,0.25,0.35333,1.43,3.98359,2,0.25,0.76513,2.91,0.98231,1.01538,0.64231,1,0.40385,0.25,0.25,0.88154,NA,1,0.68667,0.39385,0.25,0.59231,0.35154,1,3.16103,0.28846,0.29897,1.86,0.25,0.49051,1.08179,4.54897,15.13615,17.00718,3.44538,0.40615,0.94795,0,8.85385,0.25,0.24718,0.71718,20.09833,1.07103,0.60718,0.35205,3.48744,40.10308,2.52923,4.63795,0.25,1.59,1.71,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82154,9.00923,26.19385,32.66128,0.5,0,0,0.25538,0.25,0.72256
104,"2017-06-14","Legacy","Prophecy",0.97575,0.248,2.057,3.22875,0.798,0.5325,0.25,0.4995,0.2145,0,0.2785,0.25,5.173,7.323,16.0405,35.72825,4.06,0.9525,0.99075,4.89025,24.1375,38.6295,3.59778,0.25,2.40825,14,0.25,0.911,0.9505,3,13.96,35.61525,2.9775,9.177,9.69975,26.71025,34.45875,0.2845,0.176,0.25,0.25,0.25,0.358,1.30375,0.481,611.615,0.25,69.9985,1.85,0.9415,0.94525,2,0.34375,0.2555,13.684,0.236,0.4155,0.25,0.28,0.25,0.4455,1.08625,0.785,0.25,0.2545,1.2975,1,0.69275,0.79075,1.22,58.55525,40.9035,0.25,0.33075,0.8395,1,1,0.74725,0.16,1.536,0.25,0.25,12.993,1.1075,0.25,0.3225,1,0.952,0.25,0.25,1.90075,0.26425,0.989,0.25,NA,1,0.73525,3.7536,21.8875,40.95125,0.50925,0.887,4.0945,34.64625,0.65125,2.9915,0.25,0.25,49.57275,0.5,0.27875,0.678,0.25,0.7455,2.18225,1,0.8165,0.25,1.021,3.24525,9.47875,2,0,0.89975,0.71825,0,2.97925,1.55725,0.25,0.758,0.8905,0.70125,0.6665,26.1195,1,10.824,0.271,0.28,0.368,0.62625,0.25,0.95125,1.88025,5,0.38,0.2475,0.55375,1.43,2.14975,2,0.25,0.844,2.80775,0.977,1.0025,0.761,1,0.27525,0.25,0.25,0.90975,NA,1,0.3945,0.51525,0.25,0.55775,0.4625,1.08925,7.87525,0.25,0.2535,1.7,0.25,0.473,1.03125,3.955,17.379,17.13325,2.5465,0.43625,0.9485,0,9.80475,0.25,0.25875,0.70525,20.5375,1.51725,0.9455,0.36725,4.597,41.33,2.392,0.884,0.25,1.584,1.517,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83975,9,26.4565,28.77475,0.5,0,0,0.2795,0.253,0.8265
105,"2017-06-15","Legacy","Prophecy",0.99359,0.23949,2.82513,3.45949,0.70359,0.48154,0.25,0.49538,0.26821,0,0.41359,0.25,5.19256,7.05846,15.67923,36.1159,5.23205,0.81308,0.99718,4.73692,24.50308,37.73718,8.76923,0.25,2.88718,11.74462,0.25,0.93974,0.9859,2.98872,14.28154,43.73308,3.10897,9.56051,12.04974,27.21821,34.62949,0.6059,0.17308,0.25,0.25,0.25,0.32026,1.67513,0.86923,634.49667,0.26333,70,2.92897,0.88949,0.96769,2,0.65821,0.25564,13.56487,0.23308,0.40487,0.25,0.26769,0.25,0.41615,1.43974,0.76949,0.25795,0.59487,1,0.99179,0.68308,0.94,2.41282,51.46769,40.36923,0.25,0.3059,0.25949,1,1,0.92103,0.16,1.70462,0.28641,0.36103,18.8341,1.62385,0.25,0.49795,0.95769,0.48718,0.37359,0.25,2,0.25,0.9859,0.26897,NA,1,0.96205,0,21.65385,39.62615,0.51,0.93949,4.87538,34.82,0.72564,2.95256,0.25,0.25,51.71795,0.5,0.26,0.68256,0.24974,0.83692,2.03,1,0.97333,0.25,3.40462,3.61538,7.93179,2,0,0.97718,0.99026,0,3,2,0.2759,0.74256,0.90308,0.64282,0.77282,25.07231,1.03487,10.54051,0.2659,0.41564,0.57359,0.74692,0.25,0.90615,1.44897,5,0.41308,0.18846,0.47513,1.24,1.39,2,0.25,0.88513,2.77487,0.99205,1.59846,0.85846,1,0.29769,0.25,0.25,0.97846,NA,0.99974,0.40795,0.53538,0.25,0.44256,0.77282,1.33821,8.81538,0.25,0.25,1.59385,0.25,0.31846,0.92282,3.09359,17.54692,18.38205,1.60231,0.90615,0.75538,0,9.13897,0.25,0.26564,0.78026,17.75026,1.98795,2.22,0.40615,1.52974,42.43231,2.13949,0.22615,0.25,3.90923,0.36513,0.23462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78667,9,28.58718,30.28897,0.5,0,1,0.3159,0.27,1
106,"2017-06-16","Legacy","Prophecy",0.98775,0.24625,2.58125,3.7645,0.85225,0.50075,0.25075,0.34725,0.2865,0,0.46,0.25075,4.259,7.12075,10.08575,35.12625,6.33225,0.65375,1,4.86,20.99,39.879,6,0.25075,3,11.52975,0.26225,1,1,2.9935,17.01375,46.3975,3.964,8.87125,9.7565,24.8295,35.2655,0.46875,0.20675,0.25075,0.25075,0.25075,0.3055,1.9945,4.16675,646.566,0.50825,70.025,1.996,0.9705,1,2.05775,0.5575,0.25075,13.344,0.2185,0.75625,0.25075,0.2535,0.25075,0.58725,1.88025,0.58375,0.35325,0.721,1,0.99725,0.755,1,2.692,50.878,43.21475,0.24225,0.56,0.44425,1.23075,1,0.7995,0.16,2.721,0.27675,0.531,14.43,2,0.25075,0.96275,0.98375,0.4995,0.25075,0.25075,2,0.2675,0.9925,0.2875,NA,1,1,0,21.125,39.28925,0.5475,0.9575,15.549,35.009,0.541,2.262,0.25075,0.25075,58.72625,0.3935,0.35225,0.67275,0.25075,0.883,2.06925,1.1565,0.79575,0.25075,4.42,5,7.214,2.0045,0,0.87825,0.68675,0,3.36575,2.134,0.29025,0.95525,0.903,0.5015,0.63475,24.865,1.239,11.5085,0.25325,0.568,0.562,0.8185,0.2615,0.9455,1.85625,5,0.41,0.24475,0.25075,1.24,1.5075,2,0.25075,0.97625,2.337,1,1.7725,0.98,1,0.60425,0.25075,0.25075,1,NA,1,0.4415,0.9425,0.24975,0.41525,0.8115,1.47,8.98975,0.25025,0.25075,2.72425,0.25075,0.28975,0.52025,3,16.625,14.79225,1.811,0.74075,0.40825,0,9.69175,0.25075,0.2615,1.036,11.75875,1.98525,2.3435,0.40125,1.483,44.67,2.1285,0.21,0.25075,6.82175,0.56075,0.25075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58925,9.35925,22.635,34.0545,0.5015,0,1,0.43725,0.28025,1
107,"2017-06-17","Legacy","Prophecy",0.95436,0.22795,2.54872,3.76103,0.95897,0.39667,0.25,0.3459,0.25,0,0.96667,0.25,4.89103,11.72385,4.80308,34.25872,4.68231,0.86385,1,4.27846,20.99,39.28462,3.05103,0.25,2.83462,11.73256,0.31462,0.98513,0.92487,2.46769,24.09154,42.87,3.41615,8.09487,16.13231,25.05692,38.24538,0.84462,0.57513,0.25,0.25,0.25,0.65641,1.99692,1.94436,697.0041,0.63436,69.62051,1.97333,0.99744,1,1.47692,0.30769,0.25,13.53974,0.23564,0.69615,0.25,0.29308,0.25,0.34231,1.96641,0.47949,0.25,0.33026,1,1,0.68564,0.96154,1.15641,45.15513,42.37897,0.22179,0.67256,0.35513,1.26231,1,0.54744,0.97294,2.32051,0.61308,0.25513,1.49462,1.49,0.25,0.41923,1,0.51103,0.25,0.27051,1.74513,0.34308,0.51385,0.25,NA,1,1,0,20,35.79564,0.35974,0.99846,19.14872,35.00692,0.94615,2.09897,0.25,0.25,55.07333,0.35795,0.69436,0.83744,0.25,0.76744,2,1.1759,0.45308,0.25,1.12692,5,6.83615,2.03615,0,0.75513,0.70205,0,3.49308,2,0.35821,0.98846,1.00581,0.44795,0.70179,25.91667,1.28487,11.41744,0.29872,0.86231,1.37615,0.90974,0.25231,0.94974,2,5,0.94744,0.25,0.25,1.36923,1.81641,2,0.25,0.96897,1.98564,0.99077,1.25667,1,1,0.94615,0.25,0.25,1,NA,1,0.68744,0.59744,0.25,0.34769,0.87359,1.47,5.73308,0.27692,0.29897,3.13436,0.25,0.25,0.66385,3,15.35564,14.87538,1.76538,0.31154,0.42385,0,9.88821,0.25,0.2941,1,10.61538,1.98308,1.70436,0.74949,1.50795,43.53179,1.4,0.21923,0.25,30,0.98385,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68769,9.59154,21.90462,31.34744,0.48026,0,1,0.41872,0.40974,1
108,"2017-06-18","Legacy","Prophecy",0.63925,0.23775,3.02125,3.355,0.98025,0.27625,0.25,0.454,0.25,0,0.53175,0.25,3.71675,15.635,4.002,34.634,5.055,0.4765,1,4.0685,25.5,37.37075,2.14175,0.25,2.8425,11.4385,0.243,0.5115,0.852,1.71775,29.6075,40.0535,3,8,12.42075,24.9605,34.38925,1,0.795,0.25,1.355,0.25,0.9935,2,1.59,710.3165,0.65175,71.47725,1.52475,1,1.0235,1.2495,0.266,0.26475,13.71625,0.229,0.3965,0.2535,0.3405,0.25,0.39125,1.99275,0.41925,0.25,0.31625,1,1,0.29275,0.56425,0.93675,38.3485,42.26475,0.25,0.807,0.27325,1.38275,1,0.315,1,1.024,0.869,0.2745,0.989,1.79325,0.25,0.3925,1,0.37375,0.57725,0.323,1.6065,0.405,0.38525,0.26075,NA,1,1,0,19.4925,39.0635,0.391,0.65475,20.16425,34.14175,0.99725,2.32325,0.25,0.25,55.343,0.4495,0.4475,1,0.25,0.94625,2,1.04475,0.2945,0.25,0.25,5,6.07775,2.5855,0,0.72825,0.76475,0,3.17175,2,0.516,1,2,0.4185,0.71575,27.88025,1.1895,10.31475,0.3635,0.51025,3,0.91575,0.283,0.84675,1.98875,4.788,3.8155,0.25,0.25,2.504,2,2.126,0.25,0.59875,2.549,0.655,1.4465,1,1,0.894,0.294,0.25,1,NA,1,0.72775,0.78125,0.25,0.292,1.736,1.588,5.195,0.23275,0.25,3.117,0.25,0.40325,0.8105,3,15.44075,16.878,1.7185,0.39025,0.264,0,8.66975,0.25,0.35775,0.98125,6.7575,2,0.9995,0.75025,1.56625,42.8155,1.026,0.23,0.25,24.1275,2.15675,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81275,9.44725,17.7185,30.48,0.48625,0,1,0.417,0.512,1
