"Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Light.and.Truth","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Scholar.of.the.Seas","Shard.of.Fate","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Fox","The.Gambler","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Queen","The.Rabid.Rhoa","The.Risk","The.Road.to.Power","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spoiled.Prince","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wrath","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Atziri.s.Arsenal","Beauty.Through.Death","Blessing.of.God","Boon.of.the.First.Ones","Call.to.the.First.Ones","Forbidden.Power","Harmony.of.Souls","Immortal.Resolve","Left.to.Fate","Lingering.Remnants","Might.is.Right","Mitts","No.Traces","Perfection","Rebirth","Struck.by.Lightning","The.Admirer","The.Army.of.Blood","The.Beast","The.Blazing.Fire","The.Breach","The.Cacophony","The.Celestial.Stone","The.Coming.Storm","The.Darkest.Dream","The.Deceiver","The.Dreamer","The.Dreamland","The.Endless.Darkness","The.Eye.of.the.Dragon","The.Fathomless.Depths","The.Forsaken","The.Garish.Power","The.Hale.Heart","The.Innocent","The.Insatiable","The.Iron.Bard","The.Jeweller.s.Boon","The.Master","The.Mayor","The.Obscured","The.Opulent","The.Polymath","The.Porcupine","The.Price.of.Protection","The.Professor","The.Puzzle","The.Realm","The.Rite.of.Elements","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Samurai.s.Eye","The.Spark.and.the.Flame","The.Standoff","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Valley.of.Steel.Boxes","The.Wilted.Rose","The.Witch","The.Wolven.King.s.Bite","The.Wolverine","The.World.Eater","The.Wretched","Three.Voices","A.Dab.of.Ink","The.Master.Artisan","The.Nurse","The.Sacrifice","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Boon.of.Justice","Dark.Temptation","Monochrome","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Golden.Era","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Seeker","Alluring.Bounty","Buried.Treasure","Burning.Blood","Dark.Dreams","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Pride.of.the.First.Ones","The.Archmage.s.Right.Hand","The.Deep.Ones","The.Fool","The.Primordial","Thirst.for.Knowledge","Vanity","Akil.s.Prophecy","Azyran.s.Reward","More.is.Never.Enough","Nook.s.Crown","Remembrance","The.Bargain","The.Damned","The.Deal","The.Demon","The.Eye.of.Terror","The.Heroic.Shot","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest","NA."
2019-11-09,"Standard","DivinationCard",0.51,95,0.4,1,1,3.04,2.12,1,12.52,1,255.42,1,0.81,0.36,3,1,1.04,1,1,4,1,1,1,0.73,0.42,20.16,5,5787.48,1,4,1.34,255.3295,2,0.53,4,1,2,1,1,8,1,100,8.11,10,1,0.41,1,1,1,0.43,1,1.04,39.22,3,1,1,2,10,1,0.36,8.2,1.65,1,29.62,3,1.08,7.61,5,5,1,1191.54,1,1,34.3,1,1,0.89,12.63,6.8,1,1,848.97,3,0.36,3.92,1,1,1,1,1,2.46,0.91,13,2,496.935,0.36,1,1,7,0.35,7.15316,6,1,1.602,0.83,0.36,1,1.25,0.36,1,2,2,0.99,1,1,1.18,78.82,1,10,1.38,0.86,1.5,1,32,1,1,13.35,1,2,1,1,0.36,1.82,1,15.95,5,1,2,1,1,4,2.08,10,80.2,1,7.87,1,6,1,1,8.82,16.74,1,1,1,1,4.62,1,1.99,0.34,2.33,1,54.1,2,594.23,5,9,1,3.78,3,181.09271,4,1.12,1,1,1,10,3.83,0.36,2.7,0.95,1,1,5,2,127.28,0.42,2.85,1,8,1,3,1,1,3,3,9.8,3.4825,7.45,340.42069,2,7.17,58.46,2,0.56972,9.22,4.7266,2,20.77574,1,1,1,1,32,87.43,340.44,2.2,1.48,2,19.12,14.89,3.11,2,1.57,57.17,0.57,23.82,2.48,1,1.85,1,133.04,6,4.16,5,1,1,4,3,140,1,7,19,80,1.28,3,3.85,13.839,224.05,17,38.3,26.57,4.13,3.19,2,382.67057,1,10,0.9,2,1,4,8,29.18,5,595.77,60,20,818.03857,2,4238.5,94.23,9.35625,1,1702.2,107.57,9,3,4.7,1.11,323.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-10,"Standard","DivinationCard",0.58,95,0.7,1,1,2.88,2.12,1,15,1,61.44,1,0.9,0.36,3,1,1.8,1,1,4,1,1,1.62,0.8,0.49,18.39,5,5766.74,1,4,2,254.42,2,0.5,3.15,1,2,1,1.26,8,1,100,8.11,9.71,1,0.78,1,1,1.24,0.93,1,1,40,3,1,1,2,15.5,1,0.36,8.79,1.13,1,28.69,3,1.21,7.46,5,5,1.19,1186.66242,1,1,38.73,1,1,0.94,12.56,5.8,1,1,848.05,3.14,0.37,3.83,1,1,1,0.87,1,2.46,0.86,13,1.91,508.51,0.36,2.7,1,7,0.51,7,6,1,1.85963,1.72,0.42,1,1.28,0.36,1,2,2,0.99,1,1,1.38,80,1,10,1.26,0.87,1.56,1,30.48,1,1,18.47,1,2,1,1,0.56,2,1,16.71,5,1,2,1,1,3.34,3.03,9,65.76,1,8.1,1,5.0224,1,1,8.82,17.27,0.41,1,0.81,0.61,4.64,1,1.94,0.36,2.83,1,50,2,593.46,6.55,8.78262,1,3,3,170.32,4,1.24,1,1,1,9.68775,3.87,0.77,2.7,0.95,1,1,5,2,120,0.51,2,3.68,7.86,1,3,1.15,1,2.79,1.34,9.61,3.4,7.68,339.252,2,6.45,59.53,2,0.45,9.22,5,2,20.04,1,1,1,1,32,88.65,328.35923,2.24,1.51,2,19.12,14.31,3,2,1,55,0.55,25,2.14,1,1.88,1,130,7.68,3.96,5,1,1,4,3,145.68,1,7,18.28,80,2,3.79,2.56,9.63,237.52333,14.72,40,26,4.08,3.29,2,382.52,1,8.98,0.94,1.9,1,3.24,8.44,23.94667,5,593.64,62.53,20,815.74,2,4240.25,94.36,9.45,1,1696.1,90,9,3,4.69,1.32,308.77649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-11,"Standard","DivinationCard",0.57,95,1,1,1,2.88,2.08,1,15,1,61.49,1,0.9,0.66,3,1,1.02,1,1,4,1,1,1.67,1,0.67,17.34,3.75,5775.58,1,4,1.03,254.90143,1.76,0.65,3.39,1,2,1,1.16,8,1,99.55,10,9,0.99,0.76,1,1,1,1,1,1,40,3,1,1,2,10,1,0.36,8.55,1,1,30,2.19,1.34,7.37,5,5,1.19,1172.57863,1,1,38.69,1,1.03,1,15,8.14,1,1,849.70952,3.9,0.36,3.54,1,1,1,0.99,1,2.49,0.6,14,2,509.79409,0.36,2.69,1,7,0.58,7,7.12,0.94,2,2.83,0.37,0.63,1.08,0.43,1,2,2,1,1,1,1.33,80,1,10,1.18,0.8,1.06,1,33,1,1,14.76,1,2,1,1,0.97,1.51,1,16.71,5,1,3.15,1,2.35,3.33,3.81,10,61.82,1,8.71,1,5,1,1,9.65,19.61,0.38,1,0.98,0.42,5.51,1,1.14,0.34,3,1,53.11,2,595.04,10.46,9,1,3,3,169.933,4.07,1,1,1,0.97,10.84,4,1,1.54354,0.91,1,1,4.86,2,120,0.84,2,3.68,4.08,1,3,1.09,1,1.77,1,9.72,3.21,10.7,339.87667,2,7.29,60,2,0.36,10,5,2,20.92,1,1,1,1,32,87.65,328.45,2.16,1.47,2,19,30.04,3,2.97,1,59,0.77,25.67,2.69371,1,2.77,1,130,8.66,3.11,4.65,1,1,4,3,154.79,1.12,7,18,80,2,3.95,2.65,9.73,237.9,15,40,25,4.08,3.89,2,375.99432,1.07,9.06,0.95,1.34,1,3,8,20,4.15,594.54,63.12,18.76,826.38813,1.46,4248.75,94.58,8.84,1.46,1699.5,93.68,7.5,3,4.32,1,309.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,"Standard","DivinationCard",0.45,95.14,0.992,1,1,2.63,1.89,0.79,15,1,61.43,1,0.80103,1,3,0.95,1,1,1,4,1,1,1.28,1,0.36,17.22,2,5758.58,1,4,1,254.26,2,0.36,1.94,1,1.65,0.83,1.28,10.76,1,98.42,10,9,0.36,0.36,1,1,1,1,1,1,40,3,1,1,1.89,12.46,1,0.36,8.6,1,1,30,2.41,1.25,6,5,5,1,1169.38875,1,1,41.45,1,1,1,15,8.84,1,1,791.22,3.9,0.36,3.33,1,1,1,0.64,1,1,0.36,14,1.55,508.215,0.36,1.92533,1,7,0.44,7,8,0.99,2,2.45,0.36174,0.36,1,0.36,1.11,2,2,0.91,1,1,1.2,80,1,10,1.07,0.79,1,1,32.17,1,3.26,15.06,1,2,1,1,0.93,1.34,0.93833,16.71,5,0.93,1.74,1,1.64308,3.26,2.52,10,63.15,1,9.15,0.36,5,1,1,9.53,16.58,0.37,1,0.57091,0.36,4.62,1,1.13,0.35,2,1,53.11,2,519.41939,18.41,9.16,1,3,3,169.51,4,1,1,1,1,10.74,4,1,1.3,0.94,1,1,5,1.73,120,0.36,2,3.09,6.81,1,3,1.07,1,1.77,1,9.93387,2.14,10.7,339.02,2.64,8.09,65,2,0.36,10.1,5,1.29,20,1,1,1,1,32,88.61,322.52333,2,1,2,19.01,24.95,2.51,2,1,57.5401,0.36,30,2,1,2.97,1,125,9.64,2,4.8,1,1,3.33,3,162.23875,1.07,6.72571,19,80,1.19,3,2.59,9.84,237.31,15.63,40,22.94,3.98,3.84,2,372.94583,1.06,9.06,0.91,1.71481,1,2.96,8,20,4.27,504.45629,63.93,19.59,816.2,1.46,4236.5,94.58,8.63,1.21,1695.1,91.8,6.02,2.08,5,1.07,254.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,"Standard","DivinationCard",0.48,95,1,1,1,2.91,1.89,0.79,15,1,61.39,1,0.82,1,2.44,0.94,1,1,1,4,1,1,1.29,1,0.36,15.58,2,5705.66,1,4,1,253.89857,2,0.36,2.21,1,1.67,0.72,1,14.45,1,99,10,8.88,0.36,0.36,1,1,1,1,1,1,40,3,1,1,1.95,12.46,1,0.36,8.6,1,1,30,2.63,1.25,5.7,5,5,1,1168.02,1,1,41.45,1,1,1,15,9,1,1,845.15,2.18,0.36,3.33,1,1,1,0.66,1,1,0.36,13.29,1.54,505.83,0.36,1,1,6,0.48,7,8,1,1.60217,2.64,0.58,0.36,1,0.36,1.17,2,2,0.92,1,1,1.16,80,1,9.96,1.12,0.79,1,1,33,1,3.65,15.84,1,1.45,1,1,0.95,1.26,0.75,16.71,5,0.94,1.56,1,1,3.28,2.54,10,68.45,1,9.4,0.36,5,1,1,9.74,16.78,0.38,1,0.58,0.36,4.7,1,1.1,0.36,2,1,56.36,2,507.86,18.41,10,1,3,4.24,169.2708,4,1,1,1,1.11,10,4,1,2.96,0.95,1,1,5,1.6,120,0.36,2,3.09,6.98,1,3,1.05,1,1.9,1,10,2.25,11.45,338.52714,2,8.12,65,2,0.36,10,5,1.69,20.15639,1,1,1,1,33,90.35,338.06,1.77,1,2,19,24.95,2,2,1,55,0.36,30,2.86,1,2.9785,1,128.67,9.47,2,4.8,1,1,3,3,160,1.12,7,19.95073,85,1.22,3.01,2.81,9.95,236.64,15,40,20.23,3.98,3.85,2,371.36,1.46,9.72,0.93719,1.88,1,2.84,8,20,4.27,507.09,63.23,20,815.73,1.25,4232,94.58,8.63,1.20692,1542.72,99.3,5.73,2.08,5,1,253.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-14,"Standard","DivinationCard",0.36,95.52,1,1,1,2.72,1.92,0.7,15,1,54.1325,1,0.7,1,2.29,1,1,1,1,4,1,1,1.25,1,0.38,15.58,2,5652.03,1,3.25,1,254.3,2,0.36,2,1,1.68,0.72,1,13.06,1,98.81,10,9,0.36,0.36,1,1,1,0.98,1,1,40,3,1,1,1.99,11.82,1,0.2,9.06,1.09,1,30,2.98,1.25,4,5,5,1,1169.76,1,1,40,1,1,1,14.778,9,1,1,847.65,3.18,0.36,3.33,1,1,1,0.55,1,1,0.36,13.84,2.05,500.36,0.36,1,1,6,0.48,7,8,1,1.55,3,0.59,0.36,1,0.36,1.12,2,2,1,1,1,1.01,80,1,10,1.09,0.54,1,1,33,1,4.11,15,1,1.38,1,1,0.43,1.27,0.77,16.62,5,0.95,1.58,1,1,3.28,2.57,10,67.94,1,10,0.36,5,1,1,9.41742,16.91,0.37,1,0.38,0.36,4.71,1,1,0.36,2,1,58.94,2,508.59,18.41,9.28,1,3,4.47,169.53,4,1,1,1,1.11,10,4,0.36906,3,1,1.08,1,5,1.61,120,0.36,2.85,3.09,8.03,1,3,1.01,1,1.81,1,9.39,2.31,11.45,339.06,2,8.12,65,2,0.36,10.04,5,1.69,20.18,1,1,1,1,33,85,339.06,1.56,1,2,19.92,33.94,2,2,1,59.23663,0.36,29.92188,2.88,1,2.09,1,129.55,10,2.07,4,1,1,3,3,160,1.12,7,19.54,84.6,1.23,3.09,2.73,9.8915,236.64,15,40,20.11622,4,3.23,2,339.06,1.02,9.8,0.94,1.88,1,3,8,20.53,4.12,508.35818,60,21.39,825.5925,1.16,4238.25,94.58,8.63,1.19,1542.72,91.47,5.46,2,5,1,254.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,"Standard","DivinationCard",0.36,95,1,1,1,2.72,2.52,0.77,15,1,54.08,1,0.71,1,1.29,1,1,1,1,3.83,1,1,1.55,1,0.5,17.2,2,5597.405,1,4,1,253.7875,2,0.36,1.96,1,1.67,0.92,1.19,8.87,1,98.88,10,9,0.36,0.36,1,1,1,0.91,1,1,40,3,1,1,1.97,10.24,1,0.19536,4.7,1.08,1.03,30,3,2,5.39,5,5,1,1167.25605,1,1,40,1,1,1,13.72,9,1,1,838.4955,3.3,0.36,8.17,1,1,1,0.51,1,1,0.36,14,2.56,502.3,0.36,1,1.03,6,0.67,6.4,8,1,1.57,3,0.56,0.36,1,0.36,1.12,2,2.41,1,1,1,1.01,80,1,10,1.1,0.55,1,1,33.51,1,1.83,15,1,2,1,1,0.45,1.48,0.88,16.73,5,0.95,2.21,1,1,3.39,3,10,51.57,1,10,0.36,4.72,1,1,6.81,17.95,0.37,1,0.4,0.36,5.6,1,1.05,0.36,2.09,1,58.94,2,507.6,19.28,8.22,1,3,4.44,169.2,4.11,1,1,1,1.85,10,4,0.33,2.63484,1,1.02,1,5,1.61,110.07,0.36,2.98,3.09,9,1,3,1.01,1,1.81,1,10,2.31,9.51,338.39586,2,7.29,64.43,2,0.36,10.01,5,1.7,20,1,1,1,1.28,33,82.79,338.06,1.65,1,2,19.65,32.97,2,2,1,55,0.36,30,2.98,1,2.09,1,130.34442,10,2.23,4,1,1,3.19,3,162.98,1.18,7,19.55,80,1.54,3.14,3,9.75,234.81545,13.55,40,20.43,4,3,1.98,356.43,1.41,9.08,0.97,1.77,1,2.74,8.62,20,4.23,507.6,60,21.18,814.64,1.25,4230,94.13,8.63,1.1,1539.72,91.03,5.39,2,5,1,253.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-16,"Standard","DivinationCard",0.37,95,1,1,1,2.53,1,0.83,15,1,54.1475,1,1,1,1.23,0.83458,1,1,1,3.78,1,1,1.17,1,0.4254,17.33,1.06,5585.09,1,4,1,247.955,1.09,0.37,1.97,1,1.22,1,1,8.98,1,99.44,9.66,9,0.37,0.37,1,0.79,1.22,0.89,1,1,38.43,3,1,1,1.44,10.24,1,0.28,4.6,1,1,29,1.57,1.27,5.31,5,5.11,1,1168.65,1,1,37.37,1,1,0.67,12.04,9,1,0.94,840.81125,3,0.37,5.94,1,1,1,0.5,1,1,0.37,13,2.59,503.90333,0.37,1,1,6,0.9,6,8,1,2,1,0.96,0.37,1,0.37,1,2,2.39,1,1,1,1,80,1,10,0.99,0.62,1,1,33.46202,1,1.06,14.46,1,1.38,1,1,0.98,1,0.91,16.75,5,0.96,0.94,1,1,4,2.87,10,54.49,1,10,0.37,5,1,1,5,17.19,0.38,1,0.48,0.37,5.51,1,1,0.37,1,1,58.91875,2,509.38036,18.4,8.3,1,3,3.82,169.49803,4.02,1,1,1,1.01,10,4,0.35,2,1,1,1,4,1.46,126.33,0.37,2.19,1,8.22727,1,3,1,1,1,1,10,1.6,7.54,339.56286,2,3.78889,64.47,1.44,0.37,9.2,5.03,1.7,18.95731,1,1,1,1,33,83.07,294.22645,1.08,1,1,18.92,31.01,2,2,1,56.56,0.37,30,2,1,2.99,0.67,133.21,10,2.16,4,1,1,1.27,3,163.57565,1.18,7,19.51,84.75,1.49,3,3.71278,9.06,237.6592,15,35,19.21886,4,3,2,354.14,1.37,8.9,1,1.26411,1,3.03,8.72,20,4.14,509.35734,60,20,811.02,1.03,4241,93.8,8.63,1.0005,1542.585,90.15,4,2,5,1,169.75136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-17,"Standard","DivinationCard",0.37,95,1,1,1,3.06,1,0.98,15,1,47.335,1,1,1,1,1,1,1,1,3.16,1,1,1.17,1,0.37,13.72,1.05,5600.95867,1,3.08,1,247.01417,1,0.41,2.34,1,1.23,0.83,1,9,1,99.43,9.78,9.16,0.44,0.55,1,0.89,1,1,1,1,33.9,2.81,1,1,1.04,10,1,0.28,4.32,1,1,25,1.65,1.27,5.54,5,5.25,1,1173.3136,1,1,37.97,1,1,0.82,11.55,9,1,0.99,850.75,3,0.37,5.65,1,1,1,0.64,1,1,0.37,13,2.24,500.92563,0.37,1,1.04731,6,0.98,7,8,1,1.54,1,1,0.37,1,0.49,1,2,2.837,1,1,1,1,79.6,1,10,1.88,0.732,1,1,33,1,1,14.25,1,1,1,1,1,1,1,16.77,4.65,0.98,0.95,1,1,3.94,2.97,9.45,81.77,1,9,0.46,4.84711,1,1,4.99,10.33,0.39,1,0.57,0.37,5.51,1,1,0.37,1,1,56.11,1.35,510.46313,18.31,7,1,3,3.74,170.03647,4.26,1,1,1,1.43,10,4,0.19,2,1,1,1,3.49,1.65656,128.13167,0.37,2.19,1,8.27,1,3.42,1,1,1.22,1,10,1.26,7.54,340.3,2.18,4.46,63.28,1,0.98,5,5,1.86,10.03333,1,1,1,1,33,90,339.92,1.69,1,1,19.69,31.01,2,2,1,55,0.37,30,3,1,3,1,130,9,2.74,5.2,1,1,1.31,3,161.69,1.28,7,20,84.9,1.09,3.29591,4,10,233.485,14.83,30.51,15,3.77,3,2,357.16329,1.45,8.9,1,1.28,1,2.92438,8,25.04,5,510.31615,60,20.76,933.975,1.13,1871.98,90,5.67,1,1531.35,48.84,4.1,2,4,1,171.14806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-18,"Standard","DivinationCard",0.37,95,1,1,1,3.94,1,1,15,1,40,1,0.82,1,1,0.66,1,1,1,3,1,1,1.23,1,0.39,13,1.55,5606.64357,1,4,1,245.38,1,0.37,2.87,1,1.28,0.85,2,8,1,99.34,9.54,8.41,0.44,0.37,1,0.94,1,1,1,1,28.83,1.32,1,0.95,1.28,10,1,0.3,4.35,1,1,25,2.11,1.26,5.58,5.92,5.7,1,1172.31,1,1,35,1,1,0.37,12,8.74,1,0.87,851.5087,3,0.37,7.31,1,1,1,0.72,1,1,0.37,13.79,2.95,510.96,0.37,1,1.08,5.43,0.75,7,8,1,1.49,1,1,0.41,1.1,1,1,1.93,3.03,0.97,1,1,1,80,1,10,1.88,0.48,1,1,31.76655,1,1,20,1,1,1,1,1,1,1,16.79,6.94,0.82,0.95,1,0.99,4.08,3,9.45,82.09,1,9,0.59,5,1,1,5.65,14.54,0.47,1,0.57,0.37,5.9,1,1.28,0.37,1,1,55.91,1.68,510.87,18.53,7.25,1,3,3.05,170.2375,4.49,1,1,1,1.56,10,4,0.2,2,1,1,1,3.08,1.77,123.6,0.37,2,1,8.59,1,3,1,1,1.22,1,9.47824,1.79,7.26,340.58,3,7,63.04,1,0.92,4.59,5,2,15.16,1,1,1,1,33,89.01,340.55053,1.95,1,1.03,20,31.01,2,2,1,55,0.43,29,2,1,3.17,1,122.4,9.06,3,7.92,1,1,1.79,3,163.42,2.42,7,18.76,84.9,1.19,3.22,4,10,237.10823,14,30,15,4,3,2,348.34923,1.47,8.26,1,1.18,1,3,8,25,5,498.43934,60,21,891.82143,1.11,0,90,5.82,1,1532.61,50,4.13,2,2.94,1.22,185.65351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-19,"Standard","DivinationCard",0.37,95.01,1,1,1,3.99,1,1,15,1,40,1,0.85,1,1,0.77,1,1,1,4,1,1,1.79,1,0.45,11.45,1,5616.14,1,4,1,255.69,1,0.37,2.99,1,1.39,0.96643,2,9.11,1,92.8,7.39,8.97609,0.5,0.46,1,1,1,1,1,1,27,1,1,1,1.33,10,1,0.34,4.08,1.16,1,25,3,1.26,5,6.99,5.48,1,1169.67,1,1,33.89,1,1,0.61,11.28,8.86,1,0.85,852.3,3,0.37,7.31,1,1,1,0.8,1,1,0.37,13.75958,3,511.38,0.37,1,1.14,5.43,0.52,7,8,1,1.65,1,1,0.46,1.21,1,1,1.99,2,1,1,1.04,1,80,1,10,1.81,0.59,1,1,30,1,1,20,1,1.82,1,1,1,1.07,1,16.91,6.6,0.74,1,1,1,4.19,3,10,77.55,0.84,9,0.86,5,1,1,7,12.08,0.62,1,0.85,0.37,6.06,1,1.34,0.6,1,0.73,54.55,1.96,511.38,14.32,7.68,1,2.24,3.29,170.46,5.47,1,1,1,1.69,10,4,0.2,2,1,1,1,3.13,1.97,124.08,0.43,2,1,8.7,1,3.8,1,1,1.13,1,9.38,1.86,6.43,340.92,3,8,64.67,1,0.95,5,5,2,18.8,1,1,1,1,33,86.59,340.92,2,1,1.48,20,30,2,2.34,1,55,0.77,27,2,1,3.76,1,130,9,3.17,8,1,1,4.33,3,162.5,2.54,7,18.10929,85,1.23,3,4,10,237.76,13,26.71,14.76,4,2.95,2,357.97,1.59,6.26,1,1.1,0.97,3,8,25,4.94,451.14434,57.49,24.09,852.3,1.09,0,90,5.24,1,1534.14,76.17,4.16,2,2.47,1.25,179.98111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-20,"Standard","DivinationCard",0.37,95,1,1,1,4.08,1,1,13.98,1,40,1,0.77,0.64,1,0.59,1,1,1,4,1,1,1.82,1,0.49,11.75,1,5574.28,1,4,1,256.54,1,0.46779,3,1,1.41,0.93,2,9.04,1,92.8,7.23,9,1,0.38,1,1,1,1,1,1,20,1.02,1,1,1.38,10,1,0.33433,4.41,1.1,1,21.85,2.98,1,5,5.67,5,1,1163,1,1,32.03778,1,1,0.72,11.22,8.11,1,0.84,855.15,3,0.37,7.31,1,1,1,0.79043,1,1,0.37,13,3,513.09,0.37,1,1.14,4.86,0.37,7,8,1,1.74,1,1,0.58,1.03,1,1,2,2.56,1,1,1,1,79.97,1,8,1.83,0.74,1,1,30,1,1,20,1,1.40526,1,1,1,1.13,1,17.08,5,0.74,1,1,1,3.12,3,10,77.98,0.8,9,1,5,1,1,8,12.39,1,1,1,0.37,5.12,1,1.25,0.9,1,0.38,54.75,1.76,513.24197,16.07,7.91,1,1.31,3.41,171.03,7,1,1,1,1.14,9,3.74,0.2,2,1,1.67,1,3.04,1.97,119.62,0.67,2.32,1,8.73,1,4.86,1,1,1.09,1,9.3,1.86,7.62,341.8,3,7.62,64.02,1,0.91,5,5,2,20.85,1,1,1,1,31.51698,89.99705,342.06,2,1,1,19.26,30,2.8,2.76,1,55,0.75,27.14,2,1,3,1,130,9.21,4,5.91133,1,1,3.97,3,156.47,2.45,7,19,85,1,2.07,4,10,226.93364,13.33174,28.26,15,4,2.95,2,358.58643,1.59,6.26,1,1.06,1,3,8,25,4.07,428.44792,57.8,35.22,855.15,1.08,2229.89,90,6.8,1,1539.27,164.37,5,2,2.45,1.07,195.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
