"Day","Date","League","Type","Agony.Collar","Agony.Heart","Agony.Medallion","Andvarius","Angler.s.Plait","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Behemoth.Torc","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Chimeric.Scarab","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Demigod.s.Eye","Demon.Beads","Dire.Collar","Dire.Scarab","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Eagle.Braid","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Horror.Clasp","Hypnotic.Choker","Hypnotic.Noose","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Nemesis.Strap","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Plague.Noose","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","Tempest.Torc","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Woe.Clasp","Wrath.Locket","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Blightwell","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","Stormfire","The.Effigon","The.Flow.Untethered","The.Nomad","The.Tactician","Timetwist","Winterweave","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Demigod.s.Bounty","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Hallowed.Ground","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
3,"2019-12-15","Metamorph","UniqueAccessory",NA,NA,NA,1,NA,0.32,3,46,1,3,0.33,NA,1,6,2,126.40071,8.99505,23.10371,0.92505,NA,1,1,1,39.97175,2,NA,30,16.98941,3,1,1,NA,NA,NA,NA,1,1,1,11.99551,NA,1,14,0.33,0.35,157,NA,7,4,4,20,4748.24,0.96,1,NA,NA,NA,0.33,55,0.8603,8.62491,6,0.33,2,3,1,0.72,0.33,0.33,1,0.5901,1,0.99,1,NA,1,6.49448,NA,0.33,9,4,NA,1,172.4925,1,1,0.33,1,10,NA,1,10,0.33,9.59,1,0.33,404.125,1,0.61505,NA,0.33,0.33,NA,2,0.33,NA,0.33,4.13217,0.33,199.79596,1,0.33,0.33,214.33083,20,14,140.59045,1,9,0.98,2,0.33,16.61,1,9,1,18.35967,1,6,44.09731,0.33,0.33505,NA,NA,0.33,176.08429,131.73,278.11,NA,1,1,398.725,338.08,NA,1,69.71605,19.99833,4,17,7.05865,4,8,0,3,0,0,1.66667,39.24867,NA,50,6,0.34,0,35,0,9.07576,3,468.48,NA,121.6565,3,0,0,170.5925,141.74,454.07,79.48769,80.00313,80.60833,330.73,37.47,27.05718,6,0.35,16.91583,1,10,NA,30,19.86875,75.05273,5.99419,31.545,21.67013
4,"2019-12-16","Metamorph","UniqueAccessory",NA,NA,NA,10.8502,NA,0.43,2,75,1,2,0.44,NA,1,7,2,213.8725,9.52106,22.80833,1,NA,1,1,2,60,2,NA,40,12.50423,3,1,1,NA,NA,NA,NA,1,1,1,6,NA,1,12,0.44,1,944.9,NA,5.17106,4,3,24.62516,5161.545,1,1,NA,NA,NA,0.44,46.964,1,9,6.47,0.44,2,6.66071,1,1,0.44,0.44,1,0.88,1,1,1,NA,1,5.98095,NA,0.45,7,2,NA,1,239.21538,1,1,0.44,1.55534,6.85326,NA,1,15,0.44,9,1,0.44,392.84,2,0.45,NA,0.43,0.44,NA,2,0.44,NA,0.44,17.01364,0.44,300.66947,1,0.43,0.44,334.54,46.59806,13,231.15,1,8,1,2,0.44,13.59,1,10,1,25,1,5,80.2087,0.44,1,NA,NA,0.44,248.2392,237.45,201.07467,NA,1,1,288.68,545.64429,NA,1,27,18,3,17.13417,7.7819,4,6,0,3,10,0,2,41.75,NA,25.51,5,0.44,22.05,0,0,5,2,895.185,NA,226.89455,3,0,0,65.715,85,551.26889,35,49.61692,69.96127,198.052,29.26029,18,4,0.44,10,1,7,NA,22.06841,17,40,3,19.77293,4.17465
5,"2019-12-17","Metamorph","UniqueAccessory",NA,NA,NA,6,NA,0.49,2,74.39081,2,2,0.49,NA,1,8,2,209.81381,8,16.00268,1,NA,1,1,2,50,2,NA,36.93382,7.0048,3,1,1,NA,NA,NA,NA,1,1,2,4,NA,1,10,0.49,1,327.1675,NA,5,4,3,19.00025,5101.71,1,1,NA,NA,NA,0.49,31.97636,1,10.4125,7,0.5,2,4.77025,1,1,0.49,0.49,1,1,1,1,1,NA,1.9402,6,NA,0.49,7,2,NA,1,209.29348,1,1.62056,0.49,2,4,NA,1,25.33551,0.49,6,1,0.49,139.79167,2,0.49,NA,0.49,0.49,NA,2,0.49,NA,0.49,17,0.49,381.37333,1,0.49,0.49,429.66,40,12,226.78889,1,8,1,1,0.49,15,1,12,1,27.26304,2,4,79.011,0.49,1,NA,NA,0.49,256.45,236.29467,192.36435,NA,1,1,156.65,322.554,NA,1,9.3304,19,3.22894,18,7,4,4.5,0,3,10,549.94,2,74.7,NA,15.03,4.51005,0.49,16.42,96.47125,0,5,2,1013.64,NA,221.9,3,58.32667,0,21.05984,74.67714,766.384,30,40,34.98561,142.55455,24.42015,18,4,0.5,6,1,5,NA,19,15,12,3,14,2
6,"2019-12-18","Metamorph","UniqueAccessory",NA,NA,NA,6,NA,0.51,2,79.25071,2,1.01005,0.51,NA,1,9,2,230.54846,9,10,1,NA,0.93,1,2,44,2,NA,39.952,5,3,1,1,NA,NA,NA,NA,1,1,2,3,NA,1,8.24025,0.51,1,116.05071,NA,4,5,2,17,5329.63885,1,1,NA,NA,NA,0.51,30.10797,1,10.3,7,0.51,2,4,1,1,0.51,0.51,1,1,1,0.93,2,NA,2,5,NA,0.38,7,2,NA,2,190.18815,1,2,0.51,2,3,NA,1,30,0.51,5.33481,1,0.51,95.48,3,0.51,NA,0.51,0.51,NA,2,0.51,NA,0.51,14,0.51,476.3,1,0.51,0.51,551.425,30,12.71829,254.21625,1,8,0.98,1,0.51,15,1,13.3804,1,28.87,2,4,73.5225,0.51,1,NA,NA,0.51,256.15,230.35,202.69,NA,1,1,133.61,334.97,NA,1,4,18,3,17.74343,8.48491,3,4,292.29,7.77882,10,528.5775,2,80,NA,8.29872,3,0.51,16,69.26,0,5,1.58035,642.06773,NA,219.6,5,43.70412,675.36,10,62.72,856.15714,29.04485,40,24.56045,95.48,21.48101,15,4,0.51,5,1,4,NA,13.00313,13,8.00298,2,9,1.87005
7,"2019-12-19","Metamorph","UniqueAccessory",NA,NA,NA,5,NA,0.51,2,100,2,1,0.51,NA,1,14,2,250.41205,8,10,1,NA,0.93,1,2,40.54545,2,NA,34,5,3,1,1.40515,NA,NA,NA,NA,1,1,2,2,NA,1,8,0.51,1,104.61684,NA,4,5,2,28,6699.48391,1,1,NA,NA,NA,0.51,50,1,15,7,0.65,2,4.00505,1,1,0.51,0.51,1,1,1,0.93,2,NA,2,4,NA,0.44505,6.10091,2,NA,2,216.33118,0.6302,2,0.51,2,2,NA,1,40,0.42515,5,1,0.51,70.89043,3,0.51,NA,0.51,0.51,NA,2,0.51,NA,0.31,10,0.51,619.38214,1,0.51,0.51,643.88536,23.17172,13,271.64782,1,7,0.93,2,0.51,15,1,15,1,23,2,3,50.93,0.51,0.66505,NA,NA,0.51,285.52415,255.99731,296.69526,NA,1,1,190.92214,376.2,NA,1,3,17.62333,3,15.05471,9,3,3.06,309.15,7,49,313.64167,2,89.61,NA,5.6,3,0.51,12.98,39.88217,428.91,4,2,706.44455,NA,198.51,5,36.16395,693,10,59,918.83143,24.57606,24.5204,20,92.4702,12.08081,12,4,0.6602,4,1,3,NA,9,15,5,2,10,1
8,"2019-12-20","Metamorph","UniqueAccessory",NA,NA,NA,5,NA,0.51,3,114.50859,2,1.9103,0.51,NA,1,10,2,241.84135,8,9.3901,1,NA,0.96,0.52,2,37.47404,1,NA,30.85788,5,3,1,2,NA,NA,NA,NA,1.08515,1,2,2,NA,1,6,0.51,2,95.72,NA,4,4.02525,2.06505,27.4782,7086.9963,1,1,NA,NA,NA,0.4,42.1388,0.99,17.92485,7,0.52,2,5,0.96,1,0.51,0.51,1,1,1,0.97505,2,NA,2,5,NA,0.51,6,2,NA,2,234.34,0.5301,2,0.51,2,2,NA,1,70,0.36,5,1.53,0.35,45,3,0.51,NA,0.51,0.44,NA,2,0.51,NA,0.46,10,0.38505,661.18671,1,0.51,0.51,692.38,20,13,262.55,1,7,0.96,2,0.51,14.25455,1,10.5302,1,20,2,3,52.38423,0.51505,0.64,NA,NA,0.51,290.49254,278.10727,251.72845,NA,1,1,195.18897,420.29,NA,1,2,18.76914,3,15,8.99763,3.97,3,255.65,5,24,525.375,2,106.52,NA,5,3,0.51,14,30,286.79375,4,2,600.03,NA,160.78818,4,30,533.8,7,59,990.09,17.99081,20,15,76.92929,10,10,4,0.52,4,1,3,NA,9,15,5,2,9,1
9,"2019-12-21","Metamorph","UniqueAccessory",NA,NA,NA,5,NA,0.49,4,116.57545,2,1,0.42,NA,1,10,2,230.83813,7.66525,8,1,NA,1,0.52,2,39,1,NA,30.04727,5,3,1,1.47,NA,NA,NA,NA,1,1,1.9701,2,NA,1,5,0.49,3,50,NA,4,4,3,23.90035,6983.47267,0.9901,1,NA,NA,NA,0.48505,30,1,18,7,0.52,2,5,1,1,0.51,0.36,1,1,1,1,2,NA,1.34576,5,NA,0.41,5,2,NA,1.27525,233.24,0.52,2,0.49,2,2,NA,1,80.1425,0.43505,5,1,0.37,24.75049,2,0.37505,NA,0.51,0.36,NA,2,0.49,NA,0.36505,9,0.36505,665.48484,1,0.49,0.36,690.19869,15,13,241.71586,1,7,1,2,0.49505,11.82779,1,10,1,18.63515,1,3,60,0.51,0.68515,NA,NA,0.44,245,224.06544,181.08,NA,1,0.98,106.52,316.56,NA,1,2,18,2.3902,15,9.26451,4,3,163.57,4,19,266.3,2,106.02,NA,4,2,0.49,15.35,30,316.56,4,1.19051,456.32,NA,138.35545,4,30,499.155,5,46.97,1103.74605,15,15,12.81545,59.04626,10,10,4,0.52,3.66535,1,2,NA,10,13,4,2,9,1
10,"2019-12-22","Metamorph","UniqueAccessory",NA,NA,NA,4,NA,0.42,5,115,2,1,0.35505,NA,0.83505,9.3203,2,204.21,7.89606,8,1,NA,1,0.47,2,34.45111,1,NA,25.74232,5,2,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,5,0.45,3.13505,22.05051,NA,4,3,2.45505,20,7123.90273,1,1,NA,NA,NA,0.38,22.44227,1,17.49525,7.97298,0.40505,1,5,1,1,0.46,0.34,1,1,1,1,1,NA,1,5,NA,0.35,5,1,NA,1,236.70677,0.46,2,0.46,1.93,2,NA,1,106.35071,0.35,5,1,0.35,14,2.7604,0.45,NA,0.46,0.37505,NA,2,0.4,NA,0.35,5,0.45,669.274,1,0.46,0.35,700.78036,13,12,230,1,6,1,2,0.46,11.50426,1,10.49535,1,15,1.92505,3,50.56087,0.35,0.37,NA,NA,0.35,240.97,214.96356,161.01,NA,1,0.95505,106.435,317.7263,NA,1,2,21.5729,3,14,9,3.98098,3,161.22,3,15,320.69677,2,107.60357,NA,3,2,0.41,14.24966,40,282.3725,4,1,375.34125,NA,127.79505,4,43.11,383.36,4,55,1174.11471,15,13.33556,14.92576,50,9.0202,8,3,0.47,3,1,2,NA,10.21505,15,3,2,9.09515,1
11,"2019-12-23","Metamorph","UniqueAccessory",NA,NA,NA,4,NA,0.39,5,127.57,2,1,0.36,NA,0.94005,10,2,218.985,7.12056,8,1,NA,1,0.44,2,29,1.95025,NA,23,5,3,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,5,0.42,3,13,NA,3.04051,3,2,19,8299.00125,0.99005,1,NA,NA,NA,0.33,15,1,18,7,0.39005,1,4.23121,1,1,0.43,0.33,0.65005,1,1,1,1,NA,1,5,NA,0.41005,5,1.8702,NA,1,244.18,0.39005,2,0.4001,1.32,2,NA,1,138.56,0.33,5,1,0.33005,11.03333,2.75005,0.33,NA,0.41005,0.33,NA,2,0.41,NA,0.33005,5,0.33,737.15842,1,0.40005,0.35,807.08787,12,11.62,254.03,1,5,1,2,0.41,10,1,10,1,13,1,3,47.51436,0.4,0.33,NA,NA,0.33,240.76944,219.04,150.10949,NA,1,0.99,70,288.68,NA,1,2,24.84396,3,15,9,3.3,3,100,3,13,354.56635,2,115.12657,NA,3,2,0.41005,14.98,42.94,391.51,4,1.5701,403.12073,NA,115.97,4,70,229.73667,4,55.13,1349.07556,15,11.41081,15.00056,44.80101,10,7,4,0.43,3,1,2,NA,110.08227,15,2,2,10,1
12,"2019-12-24","Metamorph","UniqueAccessory",NA,NA,NA,4,NA,0.35,8,135.00005,2,1,0.35,NA,1,8,2,234.33875,7.9602,9,1,NA,0.67,0.36,2,24,1.96015,NA,23.79005,5,3,1,1,NA,NA,NA,NA,1,1,1.94005,1,NA,1,5,0.36,3,10,NA,3,3,2,15,9563.11548,0.85,1,NA,NA,NA,0.34,11.00015,0.81005,19,7.85,0.36,1,5,0.70025,0.65,0.36,0.32,0.67,1,1,0.78015,1,NA,1,5,NA,0.32,5,1.94005,NA,1,255.96333,0.34,2,0.36,2,2,NA,1,175.81065,0.32,5,1,0.34005,8,3,0.32,NA,0.35,0.36,NA,2,0.32,NA,0.36,6.00111,0.36,807.52289,1,0.35,0.32,842.26,12,12,258.74889,1,6,0.64,2,0.36,8.46035,1,10,1,10,1,3,50,0.32,1,NA,NA,0.32,220,199.0401,117.35924,NA,1,0.3601,60,270.2,NA,1,2,28.04852,2.28025,14,10,3,3,85.09,3,10,329.31047,2,144.4,NA,2,2,0.32,12,39.83667,482.08,4.9401,1.4601,375.94,NA,98.34091,4,65.60625,232.17,4,45,1515.10566,15.52409,10,15,35.00056,10,6,3.01051,0.39,4,1,2,NA,70,16.52242,2,1,9.06015,1
13,"2019-12-25","Metamorph","UniqueAccessory",NA,NA,NA,5,NA,0.32505,8,132.35141,2,1,0.32,NA,0.5,9,2,236.98189,8,9,0.64,NA,0.64,0.33,2,20,2,NA,23.51505,4,3,1,1,NA,NA,NA,NA,1,1,1.99,1,NA,1,4.64535,0.33,4,8,NA,3,3,2,14.48535,10180.30685,0.64,1,NA,NA,NA,0.32,10,0.64,17,8,0.32,1,7,0.64,0.64,0.33,0.33,0.5304,1,1,0.64,1,NA,1,4.5503,NA,0.32,5,2,NA,1,239.04,0.32,2,0.32505,2,2,NA,1,203.18,0.32,5,1,0.32,6,3,0.33,NA,0.33,0.33,NA,2,0.33,NA,0.32,5,0.33,826.21,1,0.33,0.33,853.70156,14,11,269.00505,1,6,0.64,1.04,0.33,8,1,10,1,10,1,2.98515,50,0.32,0.64,NA,NA,0.32,200.88202,180,108.14071,NA,1,0.75061,50,262.94,NA,1,2,27.63824,3,14.80505,10,3.85515,3,60,3,7,238.04,2,154.87821,NA,2,2,0.32,9,35,446.95,5,2,351.18173,NA,60,4,65.33793,236.085,3,47.58667,1407,12,10,13.32535,35,10,6,3,0.66,4,1,2,NA,50.94131,10,2,1,8,1
14,"2019-12-26","Metamorph","UniqueAccessory",NA,NA,NA,6,NA,0.31,9,145,2,2,0.31,NA,0.4902,8.90051,2,242.19927,8,9,0.64,NA,0.64,0.32,2,15.2003,1,NA,20,4,2,1,1,NA,NA,NA,NA,1,1,1.99005,1,NA,1,4,0.31,4,7.65015,NA,3,3,2,13.27025,10077.5407,0.64,1,NA,NA,NA,0.31,10,0.64,17.41035,7.6301,0.32,1,5,0.64,0.64,0.31,0.31,1,0.99,1,0.64,1,NA,1,4,NA,0.32,5,1.02015,NA,1,243.0002,0.32,2,0.32,1.47,2,NA,1,235.08025,0.31,4,1,0.3,5,3,0.32,NA,0.31,0.31,NA,2,0.31,NA,0.31,5,0.32,871.42031,1,0.31,0.3,895.0253,11,13,269.91005,1,5,0.64,1.62071,0.31,8,1,10,1,9.63091,1,3,47,0.32,0.64,NA,NA,0.32,180.5103,160,70,NA,1,0.63005,45.94,251.52212,NA,1,2,29,2.71071,15,10,4,3,50,3.4904,7,196.54,2,153.61067,NA,2,2,0.31,10,32.0341,383.787,5,2,300.05,NA,47.64182,4.07,50.33,277.51143,4,49.78,930.00872,13.9704,10,14.63061,33.39313,8.0001,5,3,0.92005,5,1,2,NA,30,10,2,1,6,1
15,"2019-12-27","Metamorph","UniqueAccessory",NA,NA,NA,6.25556,NA,0.28505,9,154.79111,2,2,0.28505,NA,0.32,8,2,236.93646,7.92576,9,0.8703,NA,0.64,0.32,2,14.66505,1,NA,18.9901,4,2,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,4,0.29,5,8,NA,3,3,2,10,10985.69074,0.64,1,NA,NA,NA,0.28,9,0.82515,24,8,0.32,1,5,0.92505,0.92515,0.29,0.32,0.70515,1,1,0.7701,1,NA,1,4,NA,0.32,6,1,NA,1,230,0.32,1,0.32,1,2,NA,1,280.31,0.28,4,1,0.28,4.6301,2.40556,0.29,NA,0.29,0.28,NA,1,0.32,NA,0.29,6.61333,0.29,887.48172,1,0.29,0.29,914.90717,11,13.13515,275.61576,0.92,5,0.64,1.47545,0.29,6,1,10,1,9,1,2.99505,49.42717,0.31,0.47505,NA,NA,0.29,193.36929,174.55,54.2902,NA,1,1,40,221.3,NA,1,2,29.10376,2,15,10,4,3,54.59652,3.2,7,147.65051,2,174.55,NA,2,2,0.29,16.68,27.42283,294.794,5,2,329.20535,NA,40.43293,5,43.63956,295.57952,3,51.47058,869.76,12.98374,10,11.48051,30,9.46071,4,3,0.79556,5,1,2,NA,26,8,2,1,6,1
16,"2019-12-28","Metamorph","UniqueAccessory",NA,NA,NA,3,NA,0.27,8,149.50015,2,2,0.27,NA,0.82005,8,2,222.04076,8,9,0.78,NA,0.5701,0.32005,1,11.34177,1,NA,18,4,2,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,4,0.28,4.00348,6,NA,3,3,2,10,10921.46526,0.7,1,NA,NA,NA,0.27,8,0.6,30,7,0.31005,1,5,0.67,0.63005,0.32,0.28,0.41005,1,1,0.5801,1,NA,1,3.17,NA,0.32,6,1,NA,1,218.27273,0.32,1,0.28,1,2,NA,1,279.8304,0.27,4.52,1,0.27,4,3,0.28,NA,0.28,0.28,NA,1,0.28,NA,0.28,5,0.27,885.18,1,0.28,0.28,914.69,30,11.21,265.72222,0.78,5,0.64,2,0.28,5,1,10,1,8,1,2.4,50,0.32,0.32,NA,NA,0.28,193.82485,176.44,50,NA,1,1,35,205.84045,NA,1,2,30,2,15.32005,10,3,3,55,4,7,146.49111,2,177.14962,NA,1,2,0.28,30,25,293.98,5,2,309.81,NA,35.0103,5,39.97045,221.3,3,64.76,1088.12667,12.29172,10,12.0002,33.61096,8,4,3,0.54,4,1,2,NA,25,7,2,1,5,1
17,"2019-12-29","Metamorph","UniqueAccessory",NA,NA,NA,4.47111,NA,0.27,8,150,2,2,0.27,NA,0.7403,8,2,197.23556,8,9,0.88505,NA,0.56,0.43515,1,10,1,NA,15.12051,4,3,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,4,0.27505,4,4.99,NA,3,3,2,10,10883.78947,0.54,1,NA,NA,NA,0.27,8,0.58505,37.7901,7,0.2901,1,5.63374,0.63,0.63505,0.27,0.27,1,1,1,0.55,1,NA,1,3,NA,0.33,5,1,NA,1,210.01515,0.27,1,0.32,1,2,NA,1,240.1902,0.27,4,1,0.24,4,3,0.27,NA,0.27,0.27,NA,1.92,0.27,NA,0.27,10,0.27,872.8284,1,0.27,0.27,890.14465,30,12.54,241.29798,0.80505,6,0.63505,1,0.27,5,1,10,1,7,1,2,50,0.27,0.32,NA,NA,0.27,183.3102,166.88626,45,NA,1,1,30,187.20152,NA,1,2,30,2.8604,15,10,3,3,77.67529,5,7.03525,100,2,192.98956,NA,1.75525,2,0.27,23.23354,25,281.6,5,2,282.0103,NA,29.0404,4,38,183.26813,3,59.99682,1077.98571,10.65737,10,12.11616,29.8304,7.38576,4,2,1,5,1,2.79515,NA,20,7,2,1,5,1
18,"2019-12-30","Metamorph","UniqueAccessory",NA,NA,NA,7,NA,0.26,8,150.59626,2,3,0.26,NA,0.76515,8,2,192.77283,8,8,0.83505,NA,0.62505,0.32,1,10,1,NA,15,4,2,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,4,0.26,5,4.0303,NA,2.83505,2.62051,2,9.31,11329.73843,0.64,1,NA,NA,NA,0.26,8.25646,0.70535,35.53626,7,0.32,1,5,0.8502,0.62,0.32,0.26,1,1,1,0.62,1,NA,1,3,NA,0.32,5,1,NA,1,190,0.26,1,0.31,1,2,NA,0.64,233.6802,0.26,4,1,0.26,4,3,0.26,NA,0.26,0.26,NA,2,0.26,NA,0.26,10,0.5101,851.13476,1,0.26,0.26,868.19,29,13.80551,235.65111,0.71515,6,0.5701,2,0.26,5,1,10,1,5,1,3,50,0.27505,0.97,NA,NA,0.26,190,165.1802,45,NA,1,1,29.92,178.83091,NA,1,1.96535,30,3,15,11,3,3,99.62,4,8,100,2,192.25417,NA,1.5601,2,0.27,15.72,24,276.06077,6.46525,2,219.78636,NA,22,5,35,179.48031,3,56.9,1024.07108,12.70576,12.4301,15,25.19091,8.49051,5,2,0.58525,5,1,2,NA,20,5,2,1,5,1
19,"2019-12-31","Metamorph","UniqueAccessory",NA,NA,NA,9.36005,NA,0.26,9,148.19025,2,3,0.26,NA,0.59015,8,2,175.47,9,10,0.66,NA,0.62,0.33,1,10,1.1404,NA,17,3,3,1,1,NA,NA,NA,NA,1,1,2,1,NA,1,4,0.26,5,4,NA,2,3,2,8,12378.4,0.52015,1,NA,NA,NA,0.26,7.00227,0.58,35,7.10222,0.26,1,5,0.66,0.65,0.26,0.26,0.99,1,1,0.52,1,NA,1,3,NA,0.33,6,1,NA,1,170,0.33,1.64071,0.33,1,2,NA,0.99,203.22,0.26,4,1,0.26,4,3,0.26,NA,0.26,0.26,NA,2,0.26,NA,0.26,14.9801,0.26,827.64,1,0.26,0.26,857.3904,24.74051,12,215,0.66,6,0.74,1.07,0.26,5,1,10,1,5,1,3,44.7801,0.26,0.66,NA,NA,0.26,174.17,149.46076,40,NA,1,1,25,161.05116,NA,1,2,32,2,15,12,3,3,91.98,5,7.96,97.8252,3,189.07056,NA,2,2,0.33,15,25,269.96,8,2,256.46,NA,20,5,37.9701,193.39,3,50,1009.76538,15,10,18.74177,27.95298,8,4,2,1,5,1,3,NA,23,5,2,1,5,1
20,"2020-01-01","Metamorph","UniqueAccessory",NA,NA,NA,10,NA,0.26,10,150,2,3,0.26,NA,0.99,7.28101,2,147.38,10,10,0.8301,NA,0.4101,0.33,1,8,1,NA,15,4,3,1,1,NA,NA,NA,NA,1,1,2,1,NA,1,4,0.26,5,5,NA,2,3,2,7,12145.22263,0.6601,1,NA,NA,NA,0.26,8,0.62,34.23525,7,0.26,1,5.4304,0.97505,0.60505,0.33,0.26,0.66081,1,1,0.52,1,NA,1,2,NA,0.33,5,1,NA,1,158.77182,0.37505,1,0.28505,1,1,NA,1,209.92081,0.26,4,1,0.26,4,3,0.26,NA,0.26,0.26,NA,1.70545,0.26,NA,0.26,17.6702,0.32,824.54,1,0.26,0.26,854.94,24,11,195.16162,0.66,7,0.87505,1.9404,0.26,5,1,10,1,5,1,3,40,0.33,0.89535,NA,NA,0.26,171.84141,153.31677,35,NA,1,1,23.11111,146.84051,NA,1,1,30,2,15,15,3,3,70,5,8,84.78081,3,184.9942,NA,2,2,0.26,18.02071,25,267.96,8.97621,1.06,250.21606,NA,19,5,40,197.3196,3,50,987.98896,14.7302,10,17.95051,25,7.91091,4.78222,2,1,5,1,3,NA,25,5,2,1,17.82,1
21,"2020-01-02","Metamorph","UniqueAccessory",NA,NA,NA,8.13086,NA,0.23,10,151.62076,2,2,0.23,NA,1,7,2,136.78146,10,10,0.7802,NA,0.6001,0.29005,1,8,1,NA,14,4,2.69141,1,1,NA,NA,NA,NA,1,1,2,1,NA,1,4,0.24,5,5,NA,2,2,2,7,11382.86058,0.84015,1,NA,NA,NA,0.23,8,1,35,8,0.44005,1,7,0.90005,0.7201,0.23,0.23,0.99005,1,1,0.83025,1,NA,1,2,NA,0.74005,5,1,NA,1,145,0.56,1,0.25,1,1,NA,1,192.52374,0.23,4,1,0.23,4,4,0.23,NA,0.25,0.23,NA,1,0.23,NA,0.24,17.66071,0.2901,806.12,1,0.24,0.24,819.13636,21.13253,11,170.0202,0.56,6,0.64,1.77045,0.23,5,1,10,1,4.0604,1,3,40,0.23,1,NA,NA,0.23,156.02,135,30,NA,1,1,20,128.8403,NA,1,1,30,2,18,14.11,3,3,70,5,6,88.51071,3,169.03,NA,2,2,0.23,18.96,27,387.25,9.90444,1.21015,208.43162,NA,19,6.31035,42.62324,194.66,3,55,1040.16,14.77116,10,18.82071,23.91025,9.94,4,2,1,4,1,5,NA,20.7802,5,2,1,16,1
