"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
96,"2017-11-07","Harbinger","Fragment",114.056,1,6.17,7,6.376,4.228,4.008,4.99,28.81,2,94.774,59.904,4.376,1,1,5.98,1.28886,1,0.06667,0.07158,0.11111,0.16255,6.99867,7.006,39.726,13.547,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"2017-11-08","Harbinger","Fragment",110.23333,1,6.00882,6.81765,7.01961,4,4.00784,5.11961,27.63922,2,98.61176,60.27255,4.98431,1,1,5.82745,1,1,0.06667,0.07094,0.11111,0.1538,6.8602,7.45182,40.6,12.99804,13.33137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"2017-11-09","Harbinger","Fragment",109.566,1,5.932,6.134,7.136,4.274,4.212,5.682,28.204,2,99.554,63.722,4.998,1,1,5.002,1.039,1,0.06667,0.07424,0.11111,0.15168,6.149,7.61486,39.956,11.76858,13.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"2017-11-10","Harbinger","Fragment",110.69997,1,6.07717,6.87858,7.1625,5,4.47001,5.88824,28.64315,2,103.99372,60.7925,4.38125,1,1,5.895,1.11911,1,0.06667,0.07338,0.11055,0.14453,6.788,7.23125,39.9375,11.0175,13.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"2017-11-11","Harbinger","Fragment",109.80576,1,6.032,6.30466,7,4.01558,4.01811,5.42145,28.66369,2,98.32741,59.94463,5,1,1,5.49746,1.02835,1,0.06667,0.07085,0.11111,0.15242,6,6.71641,39.57725,11,13.6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"2017-11-12","Harbinger","Fragment",107.71742,1,6,6,6.90878,4,4,5.00382,28.20353,2,94.32193,58.77682,4.64121,1,1,5.00104,1,1,0.06667,0.06995,0.11111,0.16029,6,6.30251,39.85267,10.99148,12.1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"2017-11-13","Harbinger","Fragment",106.8,1,6,6,6.46755,4,4,5,28.06962,2,96.46645,60,5,1,1,5,1,1,0.06667,0.07379,0.11111,0.16037,6,6.85932,38.21684,11.01534,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"2017-11-14","Harbinger","Fragment",108.39924,1,5.97895,6,6.83998,4.20956,4,5,28,2,97.47894,59.97878,5,1,1,5,1,1,0.06667,0.07372,0.11111,0.16089,6,6.98035,37.18298,11,10.93346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"2017-11-15","Harbinger","Fragment",105.96716,1,5.99145,6,6.99951,4.64439,4,5,28.21381,2,97.83428,56.23608,5,1,1,4.98592,1,1,0.06667,0.07394,0.11111,0.16344,6,6.93707,35.93951,10.93525,11.67496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"2017-11-16","Harbinger","Fragment",104.84722,1,6,6,7,4.94727,4,5,28.09823,2,102.17362,55.3989,5,1,1,4.99378,1,1,0.06667,0.07563,0.11111,0.16196,6,6.97993,37.15996,10.70153,10.13981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"2017-11-17","Harbinger","Fragment",104.87556,1,6,6,6.92995,4.62889,4,5,28.26064,2,100.85776,55.68596,5,1,1,5.2457,1,1,0.06667,0.07731,0.11111,0.15703,6,6.98427,37.31281,10.81482,9.96407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"2017-11-18","Harbinger","Fragment",104.71911,1,6,6,6.90056,4.454,4.05201,5,28.82061,2,103.13473,55.76192,4.71027,1,1,5.78149,1,1,0.06667,0.07898,0.11111,0.16007,6,7.23475,38.67676,11.06899,10.01678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"2017-11-19","Harbinger","Fragment",106.63696,1,5.99971,6,6.94924,4.81871,4.85435,5,29.97036,1.95541,108.82009,60.30492,5,1,1,6.04143,1,1,0.06667,0.08053,0.11111,0.15585,6.03715,7.75221,38.68236,11.94639,11.05091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"2017-11-20","Harbinger","Fragment",106.76346,1,6.02978,6.03141,6.93257,5,5,5,34.44157,2,120.01232,63.34636,5,1,1,6.49632,1,1,0.06817,0.08221,0.11111,0.16291,6,7.60021,35.5072,11.88946,12.79403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"2017-11-21","Harbinger","Fragment",107.07412,1,6.93066,6.01054,6.88354,5,5,5,40.26432,2,124.59373,74.5539,4.89347,1,1,6.46952,1,1,0.06784,0.08208,0.11111,0.16157,6,7.24834,38.43645,11.96375,15.43256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"2017-11-22","Harbinger","Fragment",109.89247,1,7.78696,6,7.15066,5,5.051,5.12669,40.89833,2,138.66659,74.92319,5,1,1,7.05235,1,1,0.07117,0.08235,0.11111,0.16651,6,7.68139,40.30491,12,17.26634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"2017-11-23","Harbinger","Fragment",116.39459,1,7.90915,6,7.79865,5,5.2972,5.99692,42.4684,2,142.69736,81.15326,5,1,1,7.51683,1,1,0.07415,0.08275,0.11111,0.16667,6,7.9846,42.62041,12,21.90056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"2017-11-24","Harbinger","Fragment",119.8901,1,8.90231,6,7.86406,5,5.75744,5.38036,50.0863,2,149.04945,85.17676,5,1,1,7.63322,1,1,0.07579,0.0827,0.11111,0.16667,6,7.81643,45.12585,12,23.77117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"2017-11-25","Harbinger","Fragment",120,1,9.2639,6,7.41338,5,5.09382,5.0499,44.09347,2,157.54433,85.85135,5,1,1,7.24752,1,1,0.07329,0.08188,0.11111,0.16667,6,7.16499,42.31527,11.93797,18.80666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"2017-11-26","Harbinger","Fragment",120.27041,1,8.53873,6,7.77031,5,5,5.22602,45.62563,2,157.0454,85.23552,5,1,1,7.81799,1,1,0.07237,0.08135,0.11111,0.16667,5.99749,7.08557,43.26186,11.73523,18.54993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"2017-11-27","Harbinger","Fragment",120,1,7.64469,6,7.91451,5.12459,5,5.10055,45.79512,2,157.53685,86.43889,4.87486,1,1,6.65095,1,1,0.07502,0.08192,0.11111,0.16667,5.97121,7,47.98633,11.94727,19.31593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"2017-11-28","Harbinger","Fragment",120.12395,1,7.45107,6,7.98898,5.93573,5,5.54953,50.08849,2,155.96311,85.19687,4.72464,1,1,5.9056,1,1,0.07557,0.08182,0.11111,0.16667,5.98876,7,46.54856,11.88758,19.88739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"2017-11-29","Harbinger","Fragment",120.72511,1,7.60761,6,8.34427,5.54408,5,5.20099,49.93576,2,146.01967,84.76876,5,1,1,6.01376,1,1,0.07358,0.08122,0.11111,0.16667,5.90643,7.30354,49.60228,11.24396,18.64927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"2017-11-30","Harbinger","Fragment",119.99916,1,6.77721,6,9,5.55953,5,5,49.98679,2,141.59059,83.85493,4.9733,1,1,6.47841,1,1,0.07308,0.08052,0.11111,0.16667,5.7523,7.82657,49.11984,11.82104,18.83088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger","Fragment",119.9993,1,6.65113,6,8.99546,5.87092,5,5.25259,47.75005,2,153.23393,83.08132,4.94197,1,1,6.3461,1,1.03655,0.07228,0.08097,0.11111,0.16667,5.4732,7.57089,48.88592,11.96348,18.70776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger","Fragment",123.44733,1,6.82637,6,7.88356,5.57785,5,5.18316,45.98517,2,150,84.64569,4.70808,1,1,6.73954,1,1.21805,0.07143,0.08071,0.11111,0.16686,5.03037,7.06605,48.7039,10.65448,19.37005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger","Fragment",130.77138,1,6.79957,6,8.62451,5.51855,5,5,46.80496,2,148.70309,86.65564,4.67421,1,1,5.48295,1,1.03697,0.07599,0.08096,0.11129,0.16905,5.28012,7.35801,47.02732,10.80518,19.79942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-12-04","Harbinger","Fragment",135.18664,1,7.1132,6,9.46785,5.66807,5,5,46.73957,2,146.26805,87,4.82947,1,1,6.18093,1,1.03093,0.07168,0.08164,0.11111,0.16708,5.99161,7.1208,41.66419,10.73318,19.86551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback","Fragment",100,1,2,14.08175,0,0,0,0,9.29697,2,17.89366,11.0822,4,1,1,3,1,1,0.18821,0.20357,0.48541,0.18654,15.19394,17.5,10,21.77172,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback","Fragment",137.83766,1,2,13.9335,38.29862,32.72997,31.57313,37.59394,5,2,16.60674,13,4,1,1,2.58533,1,0.8726,0.14278,0.125,0.33333,0.14286,6.07437,20.324,9.95455,15.04291,8.83675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback","Fragment",105.57002,1,2,8,23,22.98056,15.16439,20.76798,5,3,15,12.03834,4,1,1,3,1,1,0.125,0.11577,0.25,0.16667,4,20,7,15,8.27097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback","Fragment",108.60116,1,2,7,19,20,13,13.1586,5,3,15,11,4,1,1,3,1,1,0.125,0.1,0.25,0.16667,3.674,14,7.49702,14.76044,8.67973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback","Fragment",116.1932,1,2.61003,6.0032,18.01073,18,13,16,5,3,14.05184,12,4.5422,1,1,3,1,1,0.11802,0.09086,0.22701,0.2,3,12.48866,7,15.03279,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback","Fragment",100,1.5,3.18182,5,19,18,14.62768,19,5,3,14,13,5,1,1,2.85823,1,1,0.125,0.08333,0.2,0.19719,3,10,7,16.11292,6.26373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback","Fragment",94,1,5,4.27705,18,17.94698,15,18,4.00064,3,14,13,5,1,1,2,1,1,0.11765,0.08406,0.2062,0.2,3,10,7,17,7.86717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback","Fragment",95,1.43933,5,4,18,16.53571,12.44693,18,4,3,14.06432,14,5,1,1,2,1,0.93767,0.11446,0.08749,0.2,0.2,3,10,8,15.22986,8.96237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback","Fragment",95,2,5,4,17.99615,13,10,17,4.20918,3,14.52308,15,5,1,1,2,1,0.90909,0.11111,0.08333,0.1989,0.19827,3,8.41429,8.3795,17,9.18933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback","Fragment",95,1.80213,5,4,17,13.83583,10,17,4.03404,4,15,15.67367,5,1,1,2,1,0.92587,0.11093,0.07143,0.16667,0.2,3,8,8.091,16.96922,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback","Fragment",98,2,5.44767,4,17,13.8128,10,16,4.02037,4,15,18.29769,6.50608,1,1,2,1,0.91012,0.10867,0.06943,0.16667,0.2,3,8,9.02235,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback","Fragment",98,2,6,4,17,14,11,15,5,4.1138,15,19,7.52237,1,1,2,1,0.97633,0.10598,0.07573,0.14902,0.2,3,7.349,11.61153,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback","Fragment",97,1,6,4,17.60534,14,12,16,5,4.0727,15,20,7.21514,1,1,2,1,0.99768,0.1,0.07546,0.13149,0.2,3,7,15,15.61442,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback","Fragment",97,1,6,4,17.3171,14,12.68753,15,6.87123,5,17,20,8,1,1,2,1,1,0.1,0.07143,0.125,0.2,3,7,14.59677,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback","Fragment",95.24597,1,6,4,17.28042,14,12.60956,15,7,5.11229,20,20,9.19844,1,1,2,1,1,0.1,0.06667,0.14286,0.2,3,8,16.05,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback","Fragment",100,1,6.775,4,18,14,15,16,6.11471,6.85786,21.59007,25,10,1,1,2,1,1,0.1,0.06667,0.14286,0.2,3,8,22.63505,16,10.2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback","Fragment",100,1,7,4,18,15,15,15.44979,10,7,22,26.03784,9.1202,1,1,2,1,1,0.1,0.06732,0.14286,0.2,3,8,21.26032,15.03031,10.44986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback","Fragment",99.86364,1,7,4,18,15,15,15,10.73131,6,22.51382,25,9,1,1,2,1,1,0.1,0.07111,0.14742,0.2,4,8,23.40648,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback","Fragment",100,1,8,4,18.80519,14,14,15,15,6.48337,22,25.67074,8.76902,1,1,2,1,1,0.1,0.0691,0.15624,0.2,3,8,24,15.75367,11.32572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback","Fragment",110,1,7,4,18,13.37632,14,14,13.98729,8,23,27.07126,9.01505,1,1,2,1,1,0.1,0.06742,0.15869,0.2,3,8,22.33422,15,11.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback","Fragment",110,1,7,4,18,13,14,14,15,8,23.46239,30.46158,9,1,1,2,1,1,0.1,0.06915,0.14286,0.2,3,10,21.97051,15,13.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-08-25","Incursion Flashback","Fragment",101.06478,1,7.67216,4,18.0414,13,14,14.43072,16.96296,7.87051,24,30.57034,8.9939,1,1,2,1,1,0.1,0.07143,0.14286,0.2,3,10,21.22,15,14.69773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback","Fragment",123.80588,1,8,4,19.71828,13,14,14.14024,18.71062,7.10625,24.13232,36.86973,9,1,1,2,1,1,0.1,0.07744,0.16387,0.2,3.7542,9.84909,20,15,14.62523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback","Fragment",141.07314,1,8.52135,4,19.58835,13,14.23541,15,20,8,25,45,9,1,1,2,1,1,0.09964,0.08333,0.1651,0.2,3.902,9.65444,22,15,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion","Fragment",200,1,3.02062,45,0,0,20,0,4,2,11.78025,8,2,1,1,3,1,1,0.5061,0.5,0.5,0.5,10,0,17.82879,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion","Fragment",101.42902,1,2,33.89246,20,25,18.83939,25,4,2,16,8,2,1,1,2.47488,1,0.72743,0.28178,0.2,0.33333,0.25,11.29091,32.525,5,19.82584,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion","Fragment",128.87097,1,2,25.60526,20,17,12,18.9249,4,2,17.46466,12,3,1,1,3,1,1,0.25,0.16667,0.32242,0.22554,17.73163,27.31533,4.94252,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-06-05","Incursion","Fragment",144.15306,1,2,28.87949,17,10.2426,11.28849,16.63652,3,2,20,13,4,1,1,2,1,1,0.33333,0.16667,0.28571,0.2,15.63524,28,4,23.0056,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-06-06","Incursion","Fragment",173.39394,1,2,25.61283,17.07877,10,11.95709,14,3,2,20.14831,13,4.6723,1,1,2,1,1.03206,0.30828,0.16667,0.28656,0.2,13,28.03477,4,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-06-07","Incursion","Fragment",211.96814,1,2,26,17,10,14.25333,12,3,2,23.01356,13,5,1,1,2,1,1.5,0.28175,0.14287,0.25937,0.2,11.03362,29.79439,3,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-06-08","Incursion","Fragment",210,1,2,23,17,10,12,12,3,3,25,13.36871,5,1,1,2,1,1.89476,0.25,0.14286,0.27444,0.2041,10.95423,30,3,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
