"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
119,"2017-11-30","Harbinger HC","UniqueJewel",0,0,0.44868,0.18158,0,7,0.55105,4,7.8,0.46079,0.61684,13,21.17263,0.21158,0,0.59158,0,0.72632,0.84026,0.44079,0,35.06105,25.35526,0.45368,0,0,0,0,6.40632,33.31368,1,0,0.71605,15.21,1.59447,0,0.81053,0.27211,8.42105,0.27579,1.12737,8.4,0.54211,2,0.38342,0.65632,12,0.63,0,0.46,1,0,65,0,85,0.4,0,0.58,0.47737,0,0,0.48737,0.48368,0.27605,0.58,1.17474,0,2.1,2.44895,175,1,NA,4.01789,0.42,0,1,0.55789,1.47,1,0.40632,NA,1.78053,0.45947,0.4,0.77316,12,0.44,0.27421,1,0.18158,1.04421,0,0,NA,0,NA,NA,0,0,1.16053,0,16.5,0.56421,1.29053,0.4,2.2,0.26921,NA,1,1,0.76526,0.41263,0.71132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger HC","UniqueJewel",0,0,0.4959,0.17718,0,7,0.53,4,7.8,0.5059,0.63744,13,14.8941,0.20744,1.01371,0.61769,0,0.6959,1,0.42821,0,37.42769,26.38231,0.44487,0,0,0,0,7.03128,48.40821,1,1,0.70154,14.48436,1.06872,1,0.78154,0.27897,2.21795,0.43641,2.45385,7.30769,0.51615,0,0.41538,0.67692,0,0.63026,0,0.4959,1,0,0,0,85,0.44487,0,1.14205,0.51846,0,0,0.49282,0.56846,0.28821,0.47026,1.46205,0,1.58643,2.36103,166.08108,0,NA,3.13872,0.49538,0,1.09487,0.56667,2.82769,1,0.44487,NA,1.43,0.45564,0.44487,0.84949,0,0.49385,0.54385,1,0.17718,0.98,0,60,NA,0,NA,NA,0,0,1.04872,0,11.43026,0.44487,1.24,0.44487,2.09231,0.27821,NA,1,1,0.63487,0.44487,0.44487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger HC","UniqueJewel",15,0,0.45744,0.17333,0,0,0.48154,4,7.59487,0.48436,0.62154,13,3.43,0.20205,1.21538,0.63692,0,0.63231,1.00462,0.47077,1.68625,42.08769,25.47,0.48154,0,0,112.34783,0,7.14051,60,1,1,0.69436,14.79051,1.09744,1,0.46744,0.27359,2,0.77154,3.44615,5.1,0.48564,0,0.38872,0.65949,10,0.64282,0,0.47436,1,0,0,0,85.46897,0.41795,13,1.37436,0.48795,0,0,0.46077,0.68,0.26051,0.31051,1,0,2.35897,2,180,1,NA,4.6,0.43615,35,1.03846,0.60205,5.14769,1,0.41795,NA,1.43,0.42103,0.41795,0.8341,7.20741,0.46154,0.51154,1,0.17333,0.34333,0,63.05487,NA,0,NA,NA,263.89548,0,1,64.57083,7.4,0.41795,1.26462,0.53103,2,0.25051,NA,1,1,0.67205,0.41795,0.41974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger HC","UniqueJewel",15,0,0.41923,0.18718,0.9,0,0.26,0,6.81538,0.49179,0.59641,13,3.66,0.21487,1.24,0.60615,0,0.71487,1.01,0.45333,1.63385,43.54,25.0659,0.72538,0,0,113.23077,0,6.82,60,1,1.09846,0.76769,15,1.04103,1,0.48538,0.27385,2,0.76769,3.95385,5.07436,0.47231,1,0.45128,0.60641,10,0.93,0,0.47538,1,135.53333,0,3,85,0.41923,13,0.86487,0.48538,0,0,0.45333,0.66538,0.29051,0.30769,1.17897,0,2.68205,2.3141,0,1,NA,4.6,0.26179,0,1,0.63667,7.06872,0.86154,0.41923,NA,1.22308,0.42846,0.41923,0.81872,7.35,0.4541,0.50923,1,0.18718,0.38103,0,64.03538,NA,0,NA,NA,257.64821,0,1.07077,64.41205,7.4,0.41923,1.2659,0.54179,1.87308,0.25846,NA,1,1,0.72487,0.41923,0.41923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-12-04","Harbinger HC","UniqueJewel",15,0,0.45,0.16833,0.9,0.17,0,0.17,3.4,0.56,0.525,13,3.66,0.20972,1.27972,0.57,0,0.74833,1.00056,0.50333,1.62,43.54,21.39833,0.75,0,320,145,0,1.79667,60,1.29778,1.24,0.98111,15,1,1,0.51,0.28,2,0.81,2.12222,5,0.20639,1,0.58417,0.60139,10,1,0,0.47778,0.69389,0,0,3,85,0.45,13,0.97,0.51,0,1,0.47,0.80222,0.47,0.32,1.01667,0.45,2.72,2.47333,263.94788,1,NA,4.6,0.24583,0,1,0.64444,8,0.985,0.45,NA,1,0.51,0.45,0.73722,7.35,0.45,0.58,1,0.16833,0.34833,0,63.16667,NA,0,NA,NA,270.04722,0,1.12,66.22472,7.36111,3.00611,1.755,0.65,1.005,0.15639,NA,1,1,0.79,0.48833,0.49833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback HC","UniqueJewel",0,0,0,0,0,0,1.4,0,0,6.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1.025,0,1,0,0,0,0,0,1.44,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,1.55,1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,0,NA,5,0,NA,0,0,0,0,0,2,2,0,0,0,0,1.1,0,0,0,15,2,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback HC","UniqueJewel",3,0,1,0.5,2,0.98083,1,1,0.94429,1.43,1,0.62,4,0.43,1,0.84,4,1,0.73,0.78222,0,3.72,0.976,1,NA,NA,NA,NA,0.25,11.45,1,14.1,1,1.55,1,1.17333,0.64,0.28,15,8,1,2.94,0.5,1,1,1,0,0.466,10,1,0.91896,80,10,9,19,16.4,3,0.9685,1,2,0,0.82075,0.83815,1,0,0.56857,1,2,7,27.964,2,20.22,3.12,1,4.96,1,1,0,1.67,0.55,1,1,1,0.67,0.8871,2,0.39318,0.4,0.5,0.25,0.82889,0,0,1,0,NA,2.25375,0,NA,0.38,7.485,4.45,4,5.6,1,0.5,0.25,0,1,0.84,1,1,1,26.82667,36.86167,1,0.90921,0.43,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback HC","UniqueJewel",2.31,2,0.3,0.29224,4.75,0.53,0.3,0.98636,0.93184,1,0.93452,0.56,3,0.60414,1,1,4,0.9402,0.97,1,1,4,1,1,NA,NA,NA,NA,0.16,9.20714,1,10.49875,1,1.78,1,1,0.36,0.29,5,3,0.8301,4.28125,0.365,1,1,1,30,0.32,10,1,0.62196,126.922,10,6.65,18,1,3,0.45733,1,1,0,0.31,1,1,2,0.28,1,2,5,34.98,0.38235,14.41,1,0.94,5.66,0.94,1,0,1,0.36,0.77,0.98,1,0.66,0.32,1,0.716,0.41222,0.3,0.15,0.15,0,0,1,0,NA,2,0,NA,0.47,6.6,5.7725,1,4.12,1,0.65,0.45,0,1,0.58514,1,1,0.86154,30,37.895,1,0.40025,1,NA,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback HC","UniqueJewel",2.31,2,0.49,0.61,4.2,0.91,0.49375,1,1,1,1,0.76643,2,0.53531,1,0.9051,4,0.6602,0.61895,1,1,4,1,1,NA,NA,NA,NA,0.92,7,0.92,10,1,1.99,1,1,0.6685,0.38521,4.79,2.01273,1,5.34,0.67789,1,0.8,1,9.28,0.16575,5.95,1,0.95,117.47444,8,4.16,13,1,2,1,0.96551,1,3,1,1,1,2,0.43,1,2,4.22,50,0.29,10,1,0.75,6,0.89,1,15.5,1.94,0.3,0.80786,1,1,0.51,0.79,1,0.74625,0.20653,1,0.16,0.16,100,0,1,0,NA,1.39628,0,NA,0.74083,6,6.06,1,2.4,1,1,0.94059,20.1975,0.52,0.86956,1,1,0.24545,59.4,31.515,1,0.8,1,NA,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback HC","UniqueJewel",4.24,2,0.44,0.83,4.42,0.76,0.63031,1,1,1,1,1,2,0.82,1,0.77,2.2,0.95,0.93734,1,1,3,1,1,NA,NA,NA,NA,1,7.44273,1,13.58,1,1,1,1,0.75,0.38,4.88,2,0.9901,6,0.77083,1,0.5202,1,6,0.15,4.6,1,1,150.16,7.84115,3.44,10.83,1,1,1,1,1,3,0.83,0.7001,1,1.2,0.53031,1,1,3,43.315,1,9.03,1,0.72,4,0.66,1,15,1.61576,0.37,0.7,1,1,0.56,0.7402,1,0.89,0.17,1,0.15,0.15,90,0,0.81,0,NA,2,936,NA,1,7,6.17,1,1.4,1,1,1,7.88,0.522,0.7402,1,0.72,0.91041,69.32,39.47462,0.72,0.79,0.57061,NA,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback HC","UniqueJewel",4.24,2,0.39,0.39,4.42,1,0.92551,0.91,1,1.2975,0.8,1,2,1,1,0.78,2.2,0.8402,0.27,0.9,1,2.55,1,0.9,NA,NA,NA,NA,1,9.69,1,10,1,1,1,1,0.95,0.47,5,2,1,7.16,0.8,1,0.98041,1,4.05,0.17,2.8,1,1,131.11,7,3.18109,11.59,0.65,1,0.78,1,1,3,1,0.94,1,1.33,0.78,1,1,2,30.695,1,12.3,1,1,3.28,0.45,1,5,1,0.4,0.92541,1,0.9,1,1,1,0.96,0.16,0.94,0.33,0.15,60,60,0.49,0,NA,1.97,930.9,NA,0.99,7,6,1,1.4,1,1,0.91,9.93,0.6,0.8102,1,0.46714,0.84531,70,39.39,1,1,0.61571,NA,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback HC","UniqueJewel",4.37667,2,0.41,0.41,4.31,1,1,0.89083,1,1,0.8701,1,2,0.96,1,0.94031,1.2,0.96041,0.3,0.69041,1,2,1,1,NA,NA,NA,NA,1,7.87,1,14.72,0.82,1,1,1,0.88,0.48,5,2,1,7.6,1,1,0.67031,0.9101,3,0.21,2,1,1,127.28,7.01,2.61,12,0.88,1.19,0.82,1,1,3,1,0.81,1,1.31,0.49,1,1,3,28,1,14.84,1,1,5,0.41,0.94,4.08,1,0.48,0.96,1,0.99,1,1,1,0.93,0.33,0.41,0.3955,0.15,60,40.5,0.43,0,NA,1.1201,666.2,NA,0.97,6.3,5.54174,1,1,0.98,0.95,1,29.25,0.37,0.82,1,0.68041,1,60.72,41.24222,1,1,0.55031,NA,25,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback HC","UniqueJewel",3.86,1.4,0.4,0.15,4.4,1,1,0.84,0.78,1,0.84531,1,2,1,1,1,1.2,0.55,0.15,0.79918,1,3,1.026,0.89,NA,NA,NA,NA,1,6.54,1,18.7,0.8,1.05,1,0.91,0.89,0.58,4,2,1,5.6,0.94,1,0.8651,1,2.99,0.29,1.43,1,1,138.98,7.91444,2.67673,12,0.48082,1.69941,0.7851,1,1,2.39,1,0.33,1,1,0.15,1,1,3,25.54,1,10,1,0.7451,5,0.4,0.8,4.08,1,0.733,0.81,1,1,0.91,0.97,1,0.87,0.4,0.21,0.23,0.15,60,30.99,0.45,50,NA,1.29531,202.5,NA,0.94,7.01,5.075,1,1,1,0.8151,0.8,56.56,0.45,0.53,1,0.82,1,53.80889,40,1,1,0.4,NA,24,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback HC","UniqueJewel",2.77,1,0.94,0.4151,4,0.97,1,0.91,1,1,0.8,1,2,1,1,1,1,1,0.33,1,1,3,2,1,NA,NA,NA,NA,1,6.78,1,22.22,0.82,1,1,0.89,0.95,0.69,4.11,2,1,5,0.82,1,0.9351,1,3.04258,0.39,1.43,1,1,144.11,8.32,2.49444,15.3,0.82,1.1,0.81,0.9851,1,2,0.9051,0.71061,1,1.43,0.15,1,1,3,35,1,9.70717,0.98,0.84,4,0.95,1,2.79,1,0.84,0.9,1,1,0.82,1,1,0.96,0.74,0.24,0.41,0.15,82,31.6,0.51435,15,NA,1.0051,200.59,NA,1,7.47,4.64211,1,1,1,0.4251,0.72,45.34,0.44,0.82,1,0.99,1,59.976,40,0.84,0.94,0.41,NA,24,29.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback HC","UniqueJewel",3.78,1,0.43,0.43,3.3,0.97,0.8802,1,1,1,1,1,2,1,1,0.98,1,1,0.36,1,1,3,1,0.94,NA,NA,NA,NA,0.95,7.11,0.94,41.80714,0.83031,1,1,0.95,1,0.43,4,2,1,5,0.44,1,1,1,3,0.43,1.43,1,0.9401,146.16,7.74,3,17,0.88,1.04,0.49193,0.63,1,1,0.94,0.86,1,1.43,0.16,1,1,3,48.77,1,7.9126,1,0.86,4,1,0.81,2.86,1,0.99,0.88,1,1,0.86,0.95,1,0.47,0.6802,0.16,0.43,0.16,0,32.12,0.52,15,NA,1,164.62,NA,1,7.87,4,1,1,1,0.43,0.43,46.04,0.44,0.87,0.9601,0.92347,1,60,45.5225,1,0.9802,0.33,NA,24,26.132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback HC","UniqueJewel",5.46,1,0.43,0.4,2.1,0.99667,0.84,1,1,1,1,1,2,0.99,1,0.67,1,1,0.24,0.61,1,3,1,0.93,NA,NA,NA,NA,0.43,7.18,0.96,41.006,0.84,1,1,0.94,0.99,0.43,3.91714,2,1,5,0.46,1,1,1,3,0.43,1.46,0.98,0.86,142.68,5.96071,2,14,0.86,1,0.44,0.4851,1,1,0.86,0.86,1,0.79,0.16,1,1,3,46.14,1,7.78,0.99,0.86,4,0.95,0.79,3.6,1,0.97,0.66,1,1,1,0.8551,1,0.46305,0.46,0.16,0.43,0.16,80,27,0.62426,15,NA,1,162.1,NA,1,5.54,4,1,1,1,0.74755,0.43,47.2225,0.48,0.86,0.97,0.61,1,49.2,40,0.98,0.87,0.36,NA,0,29.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback HC","UniqueJewel",3.83,1,0.42,0.42,2,0.84,1,1,1,1,1,1.67,2,1,1,0.71,1,1,0.27,0.70957,1,3,1,0.98,NA,NA,NA,NA,0.59061,10.5,1,41.262,0.87,1.92,1,1,1,0.34,3.85,2,1,4,0.53,1,1,1,2.46,0.74,1.33,1,0.9,141.22,5.04,2.19,14,0.84,1.17,0.32,0.42,1,1,0.85,0.89,1,0.79,0.16,1,1,3,44.06,0.89,10,0.91433,1,4,0.9501,0.87,3.51,1,0.98,0.84,0.85,0.96,1,0.73,0.89,0.47,0.91,0.16,0.46479,0.16,80,26.533,0.97,15,NA,1,159.39,NA,1,5.20375,3,1,1,1,0.96,0.42,39.49,0.49,0.84,0.95,0.97,0.94,51.16,37.85,0.94,0.9,0.39,NA,0,29.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback HC","UniqueJewel",3.99,1,0.79,0.45,2,0.87,0.32,1,1,1,0.98,1,1.34,1,1,0.8951,1,0.8802,0.43,0.9,1.24,2,1,1,NA,NA,NA,NA,1,4.88,0.99943,36.681,1,2.58,1,1,0.97,0.36,3,2,1,4,0.34,1,1,1,2,0.42,1.86,1,0.99,180.04,7.44286,2.53778,14,0.88393,0.91,0.3,0.88,1,1,1,0.88,1,0.76,0.15,1,1,3,46.77,0.86,10,1,1,3.82955,0.98,0.74,0.97,1,1,0.86,0.84,0.89,1,0.9251,0.91,0.51,1,0.15,0.43,0.63,80,26.38,1,15,NA,1,156.47,NA,1,4.4,4,1.01,1,1,0.43,0.15,39.04,0.5,1,0.99,1,0.81,52.7,40,0.89,0.91,0.43,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback HC","UniqueJewel",4.026,1,0.42,0.26,2,0.52,0.37,1,1,1,0.83,1,2,1,1,0.8202,1,0.8902,0.29,0.69,1.2,2,1,1,NA,NA,NA,NA,0.92,13.11,0.98,26.18,1,1.34,1,1,0.97,0.37,3,1.48235,1,4,0.3,1,1,1,2,0.44,1.47,0.98,0.97,217.4,9.88,2.59853,13.1,0.84,0.8,0.26,0.98,0.99,1,1,0.87,1,0.99,0.13,1,1,3,49.46,0.84,7.76,1,0.8301,3.66,0.4201,0.59,1.35,1,0.94,0.84,0.82,1,1,0.76061,0.89,0.42,1,0.13,0.42,0.37,80,27,1,15,NA,1,156.47,NA,1,6.2945,4,1.52,1.36,1,0.42,0.11,51.73,0.86,0.98,0.9202,1,0.82,39.48,40.87,0.96,0.88,0.37,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback HC","UniqueJewel",4.86,0.94,0.68,0.28,1.58,0.58,0.61,1,1,1,0.1451,1,2,1,1,0.28,1,1,0.36,0.50564,1.4,2.903,1,1,NA,NA,NA,NA,1,13.7,0.95,33.94667,1,1.66,1,1,0.99037,0.44,3,1.56485,1,4,0.16,1,1,0.56,2,0.51,5,0.74,0.97,211.7,9.02188,3,14,0.91,0.79,0.32,0.99,0.96,0.97,1,0.88,1,2.475,0.15,1,1,3,49.46,0.88,8.01265,1,0.8151,3.53,0.68,0.84,1.35,1,0.89,0.88,0.86,1,1,0.44,0.9,0.44,1,0.17,0.43053,0.33,0,27,1,15,NA,1,156.47,NA,1,8,3,1.43,1.83,1,0.52673,0.13,89.15,0.89,1,0.95,1,0.87,34.69,38.96,0.96,0.88,0.44,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback HC","UniqueJewel",4.86,0.94,0.45,0.34,1.71,0.62368,0.57,1,1,1,0.31,1,2,1,1,0.32,1,0.9,0.38795,0.45,1.4,3,1.21,1,NA,NA,NA,NA,1,12.01,1,29.08,1,1.418,1,1,1,0.44,3,2,1,4,0.23389,1,1,0.81,2,0.86,5,0.848,0.49767,249.51,13.72,3.42,13.88474,0.96,0.81,0.30579,1,0.931,0.95,1,0.8841,0.98,2.71,0.19,1,1,3,32.54,0.9085,6.9,1,1,3.53,0.44,0.7,1.34,1,0.93,0.91,0.87333,1,0.94,0.71364,0.96,0.47,1,0.15143,0.39,0.37105,0,27,1,15,NA,1,116.16,NA,1,8,3,2,1.87,1,0.45,0.15,78.38,1,0.68,1,1,0.9,31.57,50.91,1,0.9,0.43,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback HC","UniqueJewel",4.86,0.94,0.45,0.39,1.74,0.49,0.4,1,1,1,0.91,0.83,2,0.96,1,0.92,1,0.9,0.37,0.88,1.4,3,1.36,1,NA,NA,NA,NA,0.99,13.01,1,25.65,1,1.38,1,1,1,0.28,3,1.55303,1,3.985,0.16,1,0.92,1,2,0.92,5,0.49957,0.99,233.66,13.97,3.42,10.91,0.94,0.97,0.29,1,0.94,0.94,1,0.44132,0.95,2.71,0.18,0.85583,2,3,36.28,0.92,9.06324,1,1,3.59,0.45,0.82,0.97,1,0.87,0.98,0.73,1,0.93,0.67742,1,0.45,0.99,0.27,0.39,0.39,0,27,1,15,NA,1,155.99,NA,1,8,3,2,1.77,1,0.65791,0.14,76.25,1,0.92,1,1,0.9,32.88,48.68,0.6,0.87,0.4884,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback HC","UniqueJewel",4.52,0.97,0.48,0.41,1.32,0.55,0.50704,0.98,1,1,0.97,0.84,2,0.96,1,1,1,0.49,0.9,0.97,1.4,3,3.36,1,NA,NA,NA,NA,0.98,11.36,1,25.65,1,1.33,1,1,1,0.34,3,1,0.99,4.21,0.2,1,0.66,1,2,0.99,0,0.37,0.98,197.01,24,3,10,0.98,1.03,0.34,1,0.97,0.98,1,0.33,0.36,8,0.36,0.772,2,3.46,35.66,0.96,9.93,0.92,1,4,0.65,0.94,1.85,1,0.51,0.99,0.85,1,0.97,0.91,1,0.46577,0.71581,1,0.41,0.6,0,0,1,15,NA,1,155.5,NA,1,10.29,3,2,1.12,1,0.86697,0.17,77.35556,0.71,1,1,1,0.92,37.42,43.98,0.72,0.96,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback HC","UniqueJewel",5,0.9525,0.48,0.61,1.22,0.45676,0.46957,0.92,1,1,0.94635,0.79,2,0.96,1,1,1,0.96,0.86,0.93107,1,3,3.42,1,NA,NA,NA,NA,0.98594,10.04,1,25.65,1,2.99,1,1,1,0.53,1.87,1,1,5.01,0.2,1.17,0.72,1,2,0.98467,0,0.305,0.98,196.36,20,2.91,12,1,1.77,0.5,1,1.0575,0.96143,1,0.17,0.38,8,0.39,0.62313,1.69548,3,35.95,0.99,10.5125,0.99,1,4,0.56,0.96217,1.85,1.012,0.48526,0.99,0.9,1,0.86,1,1,0.51154,0.73,1,0.43,0.65467,0,0,1,29.28,NA,1,190.7,NA,1,9,3,2,1,0.9601,0.83,0.17,86.12,0.74188,1,1,1,0.9552,45.06556,56.74,0.81,0.96,0.95944,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback HC","UniqueJewel",5,0.95,0.46,0.98,1.48,0.45,0.97,1,1,1,0.92,0.8,2.07,0.95,1,1,1,0.98,0.95,0.96,1,2.51,3.63,1,NA,NA,NA,NA,0.95,6.34,1,29.38,1,2.64,1,1,1,0.2,3,1,1,7.16,0.3,1.27,1,1,3.18,1,0,0.17,1,157.18556,20,2.83,12.35,0.98,2,0.34,1,1.05,0.95,1,0.17,0.45,8,0.46,0.6,1,3.57138,32.24,1,11.45882,0.9575,1,4,0.66,1,3.83,1.46,0.26,1,0.46,1,0.88,1,1,0.5,0.53,1,0.89,0.56,0,0,0.98,29.26,NA,1,410.6575,NA,1,7.04,3,2.42,1,0.92,0.86,0.17,71.65429,1,1,0.99,0.95,0.72,43.83,69.04333,0.93,1,0.95,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback HC","UniqueJewel",5,0.94,0.45,1,1.7,0.82667,0.97,0.99885,1,1,0.93,1.27,2.79,0.93,1,0.98,1,0.95,1,1,1,2.98,4.48,1,NA,NA,NA,NA,0.97,7.2,0.95944,65.24,0.93565,5.47,0.91,0.95,1,0.23,3,1.55,1,6.92,0.33,1.31,1,1,3.1,1,0,0.25,1,139.67,6.83,2.78,13.1,1,1.39,0.32,1,1.1,0.95,1,0.16,0.42,8,0.46,0.77,1,3,31.99,0.94,12,0.97,1,4,0.98,0.94,2.5,1,0.43,1,0.46,1,0.89,0.9522,1,0.37,0.6,1,0.99,0.63,0,0,1,136.5,NA,0.96,414.05,NA,1,7.30214,2.97,2.42,1,0.95,0.91,0.16,76.98,1,1,1,0.86,0.46,48.25143,97,0.9,1,0.93,NA,45.95,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback HC","UniqueJewel",5.93375,1,0.44,1,3.21,0.89,0.96143,0.99,1,1,0.92,1.14,2.78,0.91,0.99,0.95,1,0.97,1,0.99,1,3,3.934,1,NA,NA,NA,NA,0.98,6.92,0.94,45.71,1,6.79,0.88,0.83,1,0.27,5.33,1.54789,0.98,3,0.91,2.18,1,1,2.18,1,2,0.564,1,151.38,6.77,2.51,13.48667,1,1.39,0.72,1,1.1,1.35,1,0.37,0.44,4.1,0.46733,0.59143,1,3,29.72,0.91,13.19,0.92,1,4,0.94,0.93,2.5,1.02794,0.43,1,0.46,1,0.47,0.96,1,0.4,0.56,1,0.99,0.52,55,0,1,139.8,NA,0.91,423.9925,NA,2.51,6.91,2.92,2.45,1.56,0.86,0.81,0.184,86.01375,1,0.96,1,0.84667,0.46,48.79857,90,0.9,1,0.90147,NA,46.59,0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
