"Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Blackheart","Blightwell","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Daresso.s.Salute","Death.Rush","Demigod.s.Bounty","Demigod.s.Eye","Demigod.s.Presence","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Natural.Hierarchy","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Praxis","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Ignomon","The.Magnate","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Angler.s.Plait","Aul.s.Uprising","Bisco.s.Collar","Bisco.s.Leash","Choir.of.the.Storm","Coward.s.Chains","Coward.s.Legacy","Cyclopean.Coil","Darkness.Enthroned","First.Piece.of.Time","Gloomfang","Gluttony","Impresence","Maligaro.s.Cruelty","Mark.of.Submission","Mark.of.the.Elder","Mark.of.the.Shaper","Perquil.s.Toe","Perseverance","Precursor.s.Emblem","Presence.of.Chayula","Ryslatha.s.Coil","Sacrificial.Heart","Second.Piece.of.Time","Soul.Tether","Stormfire","String.of.Servitude","The.Effigon","The.Flow.Untethered","The.Halcyon","The.Hungry.Loop","The.Nomad","The.Pandemonius","The.Primordial.Chain","The.Tactician","Timetwist","Voice.of.the.Storm","Winterweave","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Zerphi.s.Heart","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Hyperboreus","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Solstice.Vigil","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Hyrri.s.Truth","Tavukai","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Icefang.Orbit","Siegebreaker","The.Jinxed.Juju","Venopuncture","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift","Hallowed.Ground","NA."
2019-12-20,"Standard","UniqueAccessory",3,0.34,7.85,100,1,9,0.34,0.7,10,2,614.305,1,0,0,1,12.78,2,18.2501,6.46121,3.58,1,17750.44,13623.837,116994.16,1,1,1,1,1,9.48,0.34,1,5,0,5,5,8.9702,9475.38,0.7,20,0.35,0.68,45,11.35,0.38,1,5,1,1,1,1.88121,0.7,1,0.87,1.88,0,3,7.2,0,0.34,5.48,1,1,1,1,1.3,6.53,0,1,0.34,60,1,0.34,4.58535,1,0,0.34,0.34,15536.99,2.8,0.4,0.44505,1,1,0.34,0.34,27.45,38.72,701.88,1,5.3801,1,6.96,0.34,50,1,22.18081,1,1,10,175.5231,1,0.78,0.34,0,482.77788,20,15,50,5.36,245.6852,4.55,1,5,4.47,1,40,0.68,2.88,10,14.63,1,2,122.22416,175.52505,60,1,5,7.38,3,0,31.6,45,351.05044,2,70.45,473.75,51.81,50,10,25.15857,17.75,345.90535,215.81,40,359.16,351.05744,10,20,5,48.64,526.56808,15,175.52505,12.34,50.18,702.10077,10,18.19,6.7,702.1002,98.45,175.52505,175.47,175.52505,79.20808,10,1,2,5,0,0,175.47,352.12,0,30,0,0
2019-12-21,"Standard","UniqueAccessory",3,0.34,8.26131,77.13768,1.47,9.1865,0.34,0.71505,6.86,2,613.97,1,0,0,1,14.12,2,18.3901,5,4,1,17781.86,13694.64,117435.08,1,1,1.93,1,1,9.11,0.34,1,5,0,5,5,8.8,9312.34747,0.72,19.21726,0.45505,0.9801,45,15,0.51,1,5,1,1,1,1,1,1,0.69,2,0,2,6.46,0,0.34,7.03,1,1,1,1,1,6.34,0,1,0.34,60,0.65505,0.34,4.6502,1,0,0.34,0.66,15528.36,2.05,0.34,0.34,1,1,0.34,0.63,30,38.83,688.50495,1,4,1,6.81242,0.27,50,1,19.51172,1,1,10,175.42,1,1,0.68,0,474.31556,20.87,15,50,5,245.42,5,1,5,4,1,40,0.68,3,10,10,0.92,2,116.55,175.42,80,1,5,7.0202,3,0,30.71,40,350.84,2,70.7,511.80182,51.58,50,10,26.14,14.4,346.36707,234.59919,46.23,357.81,350.84,10,20,5,48.64,526.26,15,175.42,10.82,50.61,701.68,5,20,8,701.3002,76.31,175.23505,175.42,175.42,73.28071,10,1,2,5,0,0,108.54318,348.38,0,26.23357,0,0
2019-12-22,"Standard","UniqueAccessory",3,0.36,8.97,80,2,9.4,0.36,0.96505,6.85,2,614.46,0.78,0,0,1,9.01,2,15,5,4,1.14,16068.42667,12802.58,13167,1,1,2,1,1,8.75,0.4,1,5,0,5,5,9.55,9298.9597,1,19.29744,0.72505,0.99505,46.3,15,0.71,1,10,1,1,1,1,1,1,0.77,2,0,2,7.31,0,0.36,8.04,1,0.59,1,1,1.47,6.22,0,1,0.36,50,0.9,0.36,4.99,1,0,0.36,0.36,13167,2,0.36,0.36,1,1,0.36,1,31.28,38.92,664.89,1,5,1,6.8,0.28,50,1,10,1,1.71,10,175.56,1,1,0.36,0,474.2903,25,19.07,50,5.54,245.78,5,1,5,4.09,1,35,1,3,9.2,9.81,0.98,2,110.41,175.56,80,1,5,7.28,3,0,29.76,40,351.12,2,70.97,438.9,49.08,50,10,27.28,14.3,351.12,237.75,48.67,360.52,351.12,10,20,5,45,526.68,15,175.56,10,58.03,702.24,9.29,20,8.18,657.5901,144.92,175.01505,100,175.56,52.27,10,1,2,5,0,0,60,174.97,0,14,0,0
2019-12-23,"Standard","UniqueAccessory",2.0001,0.36,10,80,2,9.4,0.44,1,8,2,614.28,1,0,0,1,9.01,2,16.01111,4.7,4.31,1.82,13173,12798.93,13163.25,1,1,1.98,1,1,10,0.36,2.06,5.45,0,4.59,4.54,10,9386.37146,1,9.84,0.7,1,44.74,14.94327,0.69,1,5.88,1,1,1,1,0.80005,1,1,2,0,2.57,7.84,0,0.42,8,1,0.59,1,1,1,5,0,1,0.38,55.92,1,0.36,5,1,0,0.36,0.7,13163.25,2,0.36,0.36,1,1,0.36,1,35,39.05,675.85318,1,5,1,6.36,0.36,50,1,17.63136,1,1,10,175.51,1,1,0.54,0,481.95056,28.65,19.23,50,5.65,245.71,5.44,1,5,4,1,34.91,1,3,9.76,8,1,2,110.41,175.51,82.76,1,5,6,3.91,0,24.26,40,351.02,2.21,70.96,438.78,50,50,10,27.09,14.03,351.02,210.61335,45,360.87,351.02,10,20,5,47.14,526.53,15,175.56,5.49,55,702.04,10,20,8.49,702.04,162.98449,106.85,96,141.42,53.77,10,1,2.02,7.21,0,0,50,0,0,10,0,0
2019-12-24,"Standard","UniqueAccessory",1.06035,0.36,9.74,80,1.25,15.17,0.37,1,8,1.67,614.6275,1,0,0,1,8.47,2,15,5,5,1.49,13170.375,12738.07,13170.375,1,1,1,1,1,9.72,0.36,1,5.48,0,4.75,4.58,9,9477.21465,1,9.94,0.36,1,47.85,10,0.72,1,8.45,1,1,1,1,0.36,1,1,2,0,2.81,7.61797,0,0.36,6.69,1,0.38,1,1,1,5,0,1,0.59,57.78,1,0.36,5,1,0,0.36,0.36,13170.375,2,0.36,0.36005,1,1,0.36,0.94,30,37.12,674.80197,1,9.44,0.95,6.09,0.36,50,1,10.26,1,1,8.47,175.58781,1,1,0.36,0,513.50121,29.07,19.61,50,5.62,245.08,8.29,1,4.74,4.09,1,34.2,1,2.54,10,9.4804,0.8401,2,97.90778,175.60141,80,1,5,6.64,3.9,0,20,40.44,351.77263,2,73.05,521.2603,50,50,10,27.86,13.42,351.2001,231.44577,44.64182,369.32,351.22923,9.85,19.64,5,45,510.15706,11.84,175.6101,5,55,702.28833,10,20,9.95,702.4002,150,117.75,100,123.29,49.72,10,1,2.53,7.41556,0,0,44.31,0,0,8.21,0,0
2019-12-25,"Standard","UniqueAccessory",1,0.36,10,83.06,1,28.83,0.36,1,7.83,1.73,611.15469,1,0,0,0.71,8.47,2,14.98,5,4.56,1.27535,13095.75,12566,13095.75,1,1,1,1,1,9.40556,0.36,1,5,0,5,4.75194,7,9428.40545,1,11.99,0.36,1,40.01,10,0.93,1,8.7,1,1,1,1,0.6801,1,1,2,0,3,8.18,0,0.36,7.09,1,0.98,1,1,2.01,7.14,0,1,0.7,60.91,1,0.36505,5,1,0,0.36,0.36,13095.75,2,0.36,0.63,1,1,0.36,0.98,32.81737,37.64,686.47,1,7,0.7,6.23278,0.36,50,1,12.14,1,1.12,8.54,174.6176,1,1,0.36,0,494.78111,25.07,19.69,50,6,245.08,5,1,5,5,1,34.61,1,3,10.62,10,0.98,1.9601,129.48,174.63213,88.85,1,5,6.48,3.87,0,20,50,361.3544,2,75.14,525.07606,50,66.3,8.61,26.97,9.92,349.2002,246.26,45,437.65,350.12,7.48,18.45,8,45,489,10,174.6001,5,55,620.24313,10,17.7,9.68696,698.44283,99.16566,174.3,100,170.33606,50,10.21,1,2,5,0,0,30,0,0,5,0,0
2019-12-26,"Standard","UniqueAccessory",1,0.35,10,88.88126,1.02,21.05,0.35,1,8,1.92,608.9,1,0,0,1,16.25,2,12.27,5,5,1,13047.75,12436.22,13047.75,1,1,1,1,1,10,0.35,1,5,0,5,4.36,7.67,9394.38,1,10,0.35,1,41.87,8.95,0.48,1,8,1,1,1,1,0.36,1,1,2,0,3,10.19,0,0.35,8.70045,1,1,1,1,3,5,0,1,0.35,59.6275,1,0.42,5,1,0,0.35,0.35,13047.75,2.06,0.36,0.38,1,1,0.35,1,35,37.4,692.44197,1,5.00111,0.72,6.37,0.35,58.67125,1,22.24,1,1.37808,8.43,173.97,1,1,0.35,0,521.40106,17.8,15.49025,60,6,237.93182,5,1,5.19,4.01,1,40,1,3,15,10,0.98,1.49,107.67,173.97,80,1,5,5.22,3,0,38.1,41,434.24171,1.65,81.21,591.5,50,65.71,8.11,25,9.88,347.8403,249.63,46.19908,452.53923,452.5,8.12,19.09,9.2,48.31,457.658,10,177.52045,5,55.98,619.3625,10,16.63,8.4,695.88,120.5003,173.87035,95.15899,100,50,15,1,2.16,5,0,0,27.89763,0,0,5,0,0
2019-12-27,"Standard","UniqueAccessory",1,0.35,10,80,2,18.54,0.35,1,8,1.00505,567.94,0.69,0,0,1,13.44,2,14.04505,5,5,1.28,13046.25,13544.24,13046.25,1,1,1,1,1,10,0.35,1,5.85,0,5,4.64,7.07,9373.54808,1,9.94,0.35,0.7,46.65,6.2,0.49,1,5.77515,1,1,1,1,0.71,1,1,2,0,3,9.47,0,0.35,8.85,1,0.95,1.03,1,3,5,0,1,0.35,57.31,0.81,0.35,5,1,0,0.35,0.35,19252.6,2,0.35,0.35,1,1,0.35,1,35,31.66,695.54682,1,5,1,6.97,0.35,54.78,1,14.13687,1,1.43,9.15512,256.44294,1,1,0.35,0,502.61576,18.51515,15,69.99,6,261.69652,7.06,1,6.64,3.77,1,43.17,1,3,10,8.48525,0.99,2,87.71,179.9725,80,1,5,8,3,0,152.99,47.19,459.59,1,89.32,611.38464,50,55,7.8025,20.65,9.79,334.12778,250,50,432.14,419.8825,8.77,20,10,46.38,376.09857,10,173.8901,5,55,695.13385,10,14.31,7.67,694.64,124.54505,100,95.13273,165.21525,63.75,14.29,1,2.56,6.41,0,6082.475,21.05,869.525,6080.1125,5,0,0
2019-12-28,"Standard","UniqueAccessory",1,0.34,10,80,1.87,16.77,0.34,1,9,1,520.5,0.71,0,0,0.76005,13.44,2,13.18,5,5,1,0,0,0,1,1,1,1,1,10,0.34,1,8.31125,0,4,4.19,7,9193.91,1,9.89,0.38,0.71,49.89,6.86,0.35,1,8.77,1,0.71,1,1,0.71,1,1,1.83,0,3,11.38,0,0.34,7.88,1,1,1,0.67,3,5,0,1,0.34,57.25,0.76,0.34,5.11,1,0,0.34,0.34,69388,2,0.34,0.34,1,0.93,0.34,0.98005,34.69,33.02,693.88,1,5,1,6.16,0.34,54.78,1,25.07005,1,2,10,346.94,1,0.95,0.69,0,511.11152,25,15.92,66.99,6.19,252.65,6.32108,1,6.86,3.36,1,50,1,3,10,9.65,0.98,2,104.42,260.2,97.97,1,5,10,3,0,142.42,39.34,520.41,1.89005,87.97,693.88,50,58.58,9.18,19.87,10.6,316.7799,208.3,46.51675,429.09024,417.77,9,20,10,53.38778,324.2,10,173.51,5.86,55,676.745,7.63,13.53,9.05,693.88,100,100,100,173.47,75,15,1.06,3,8.14,17358,6071.45,19.32,867.35,6071.45,5,0,0
2019-12-29,"Standard","UniqueAccessory",1,0.33,12.17,80,2,16.77,0.33,1,9.31,1.11,539.41,0.66,0,0,1,11.04,2.92,10,5,3.82505,1.01,39143.25,13046.4375,0,1,1,1,1,1,10,0.33,1,8.41583,0,4.06172,4.20915,6.26,9041.76525,1,10,0.58505,1,48.91,7.55,0.33,1,6.50586,1,1,1,1,0.99,1,1,1.14,0,2,10,0,0.33,9.93,1,1,1,0.67,3,5,0,1,0.33,57.25,0.88505,0.33,5,1,0,0.33,0.33,69588,2.66,0.33,0.46,1,1,0.33,0.63,30,28.82,695.87414,1,5,1,8,0.33,65.98,1,20,1,2,10,347.94,1,0.72,0.66,0,348.12,30,15.9,65.4,5.89,260.96,8.65,1,5.04,3.69,1,31.62,1,3,10.4701,15,0.7344,2,87.71,260.94,138.99,1,5,8.744,4,0,146.81,36.93,521.91,1.85,80.46,693.88,50,74.7,9.58,21.37,10.33,316.65778,208.7407,45,521.74425,1183,9,26.78,6.17432,45,363.25417,10,187.17566,5.51,55,695.88,8.47,14.78,9.28,695.88,100,80,80,148.69333,132.0001,15,1.41,4.80586,11.3,13913.6,6088.95,15,869.85,6088.30833,4.4796,0,0
2019-12-30,"Standard","UniqueAccessory",1,0.33,14.46,80,2,14.97,0.33,0.99,9.56,1.43,523.36,0.95515,0,0,0.66505,9.27,3,10,5,5,1.43,39030.75,13010.25,0,1,1,1,1,1,10,0.33,1,9,0,4.95,4.62,6.44,8846.97,1,9.5625,0.51505,1,49.24,6.53,0.47,1,4.55,1,1,1,1,0.69,1,1,1.41,0,2,9,0,0.33,8.05,1,0.69,1,0.67,3,5.63,0,1,0.33,56.87,1,0.33,5,1,0,0.33,0.33,69388,2.89538,0.33,0.33,1.32,0.67,0.33,0.6,30,25.04,693.88,1,5.86525,1,7.74,0.33,79.02727,1,19.34172,1,2,9.21,346.94,1,0.39,0.33,0,514.98263,36.61758,17.85,70,5.92,262.13,9.26,1,4.83,4,1,30,1,3,10,15,0.87,1,436.75885,260.2,173.47,1,5.4,8.68,3.84,0,145.57,40,520.41,1,80.84,685.58172,50,59.4,9.67,25,11.32,346.5802,207.36,45,520.41,1179.6,9,29.07,6.5,45,362.87,10,173.47,6.22,55,693.88,10.07,15.48,10,693.88,80,100,80,100,68.4,13.95,1.89,4.9,15,8846.97,6071.45,14.39,867.35,6070.6625,4,0,0
2019-12-31,"Standard","UniqueAccessory",1,0.33,11.94,89.40056,2,13.16,0.33,1,10,1.1,525.72833,0.6,0,0,0.52,7.93,3,10,5,5.00747,1.67,36323.7,11243.05,0,1,1,1,1,1,10,0.33,1,9,0,5,4.69,5.11,8648.5,1,9.85,0.33,0.52005,40.88,9.74,0.51,1.14,4.79,1,1,1,1,0.68,1,1,1.47,0,2,9,0,0.33,7,1,0.7,1,0.55,3,8.2,0,1,0.33,60,1,0.33,5,1,0,0.33,0.33,69188,2.74,0.33,0.33,1.78,0.63005,0.32,0.5501,30.99,25.73,691.88,1,6,1,7.57,0.33,76.21,1,22.9502,1,2,8.35,345.94,1,0.49,0.33,0,344.8803,28.99,15,70,5.99,284.87,9.99,1,4.78,4.97,1,30,1,3,10,15,0.84,1,435.55,250.80386,172.97,1,5.12,10,3,0,150,40,518.89417,1,74.76,680.01141,50,59.47,9.81,25.5675,22.98,344.94,196.56,45.98,518.91,1176.2,7.64,40,6.21,43.16,361.78333,10,178.86,6.69,60,671.58,10.6375,15.48,10,692.42323,80,99.2703,73.56672,106.8899,60,11.11,2,3.14,17.28,7091.77,6036.45,14.63,864.85,6053.95,3,0,0
2020-01-01,"Standard","UniqueAccessory",1,0.33,14.42,98.6004,2,54.65,0.33,1,10,1.83,582.44,0.9101,0,0,0.7,17.6,3.34,10,4.81566,7,1,27204.44,11029.44,0,1,1,1,1,1,10,0.33,1,7.44,0,5,4.63411,5,8599.05051,1,10.01,0.34,0.71,50,6.69,0.34505,1,5,1,1,1,1,0.41,1,1,1.86,0,2.73,9.4,0,0.33,6.06,1,0.61,1,0.58911,3,5.86,0,1,0.34,60,1,0.33,5,1,0,0.33,0.33,68872,2.82,0.3362,0.5,2,0.61,0.33,0.44,30,26.57,688.12,1,6,0.69,6.11,0.33,72.12,1,20,1,2,5,344.3975,1,0.42,0.33,0,344.21152,24.91586,15,65,6,258.08688,10,1,10,7,1,30,1,3,10,19.41,0.75,1,437.61,256.54,172.03,1,7.08,10,2.18,0,150,40,508.43081,1,72.21,678.81,50,59.38,9.86,25.57125,24.36,343.61051,199.01,45,516.11647,643.2525,5,40,5.67,37.63,322.277,10,178.28525,7.45,60,637.44,12.37,31.91,7.88517,831.22,76.48798,149.42576,65.4,93.1897,49.15636,10.75,1.90142,3,16.39,7068.71,6021.05,10,859.875,6021.05,3,0,0
2020-01-02,"Standard","UniqueAccessory",1,0.33,14.57,100,2,41.28,0.33,1,10,1.05,513.02625,0.73,0,0,0.84,17.6,3.26,10,4,5,1.3,25648.5,15388.65,0,1,1,1,1,1,9.78005,0.33,1,7.74,0,5,5,7,8550.50505,1,13.2,0.49,0.91,43.36,12.03,0.51,1,7.48,1,0.92,1,1,0.33,1,1,1.09,0,3,8.63,0,0.33,6.71,1,0.5503,1.54,0.68,2.42,5.22,0,1,0.33,60,1,0.33,5,1,0,0.33,0.33,68400,2.03,0.57,0.65,2,0.42,0.33,0.66,28.4,29.31,684.05237,1,5,0.67,6.57,0.33,65.97,1,22.81,1,2.49,5,289.162,1,0.42005,0.65,0,340.29,20,15.22,66.51,6,219.406,10,1,10,6.34,1,30,1,3,10,15.09,0.9,1.45,269.56,256.52949,162.6813,1,7.42,10,2,0,120,40,513.073,1,70,600.2804,50,59.43,9.45,25.64,12.8,305.23697,202.52317,46.17,487.48125,458.155,6.84,42.23,5.91,37.92,357.78667,10,171.03,7.75,60.89,663.3,12.45,31.91,8,840.49129,50,76.6402,65.16091,100.36515,50,10.62,2.09331,3,15.17,7010.13,5958.05,10.11,774.73,5958.05,3,0,0
2020-01-03,"Standard","UniqueAccessory",1,0.32,15,108.8701,2,41.28,0.32,1,10,1.09,512.7396,0.94505,0,0,0.64,17.11,3,10,4,5,1,20214.435,11942.35,0,1,1,1,1,1,8,0.32,1,6.53,0,5,4.59,7,8529.51515,1,15.67,0.33,1,50,18.12,0.55505,1,9.08545,1,0.68,1,1,0.32505,1,0.96525,1,0,3,9.44,0,0.32,7.53,1,0.32,2.73,0.57,2.61,5,0,1,0.32,60,1,0.32,5,1,0,0.32,0.32,14501.425,2.39,0.71,0.32,1.6,0.32,0.32,0.64,30,32.42,682.34545,1,5,0.64,5,0.32,52.49,1,20,1,2.15,5,288.5,1,0.54,0.58,0,327.21111,20,15,69.47,6,218.04,10,1,9.3,3,1,31.56625,1,2.95545,15,15,0.84,1,288.31,255.54672,170.44195,1,6.45,10,2,0,123,40,510.90828,2,70,662.03,50,56.74368,10.27,25,12.8,321.91636,180.61051,49.72,511.77529,510.52,6.31,42.88,5.14,30,511.881,11.94,170.97051,9.16,60.89,513.09,13.42862,45,7.24,845.67354,50,78.84525,100,96.35,55.68,10.67,2,3.74,18.35,4361.26,4423.64,10,854.375,4423.64,3,0,0
2020-01-04,"Standard","UniqueAccessory",1,0.33,15,118.6904,1,57.89,0.33,0.63025,10,1.99,511.38,0.91005,0,0,0.34,16.62,3,10.60202,5,5,1,20905.57,11972.1,0,1,1,1,1,1,8.53,0.33,1,5.58653,0,5,4.23,8,8536.00505,1,15.67,0.33,1,50,8.74,0.66,1,9.67,1,0.68,1,1,0.56,1,1,1,0,2.88,8.39,0,0.33,5,1,0.33,1,0.54,2.43,5,0,1,0.33,67.9,1,0.33,5,1,0,0.33,0.33,14520.55,2.89,0.72,0.34005,1,0.33,0.33,0.66,28.70313,36.52,683.00061,1,5,0.86,5,0.33,52.49,1,14.2102,1,2.31,5.766,267.61824,1,0.34,0.34,0,256.54,20,15,67.57872,6,255.36595,10,1,9.58,3,1,30.33,1,2.11,14.36025,15,0.88,2,300.32333,255.15,170.74346,1.61321,13.06,10,2,0,124.39,40,512.24803,3,59.78075,597.73056,47.68,59.48,10.65,25,9.02,340.5404,195.51,50,512.25265,512.185,6.32,43.48,6.22714,30,548.86,14.19,170.75015,9.29,60,512.2545,15,45.15,8.09,839.69768,48.49061,118.89,93.59,100,61.17298,10.43,1,3,17.85,4441.22833,4428.32,10,854.325,4428.32,3,0,0
2020-01-05,"Standard","UniqueAccessory",1,0.31,12.18,101.99,1,172.35,0.33,0.49,10,1.56,512.88,1,0,0,0.33005,16.62,3,12,4,6.9,1.27,25522.95833,13676.8,0,1,1,1,1,1,8,0.33,1,6,0,4.31,4.52,8.65,8547.5,1,19.89,0.69,1,50.1,8.78,0.33,1,6.14,1,0.72,1,1,0.93005,1,1,1,0,3,8.6,0,0.33,6.11747,1,0.33,1,0.33,2,3.77,0,1,0.33,74.18,0.98005,0.33,4.62,1,0,0.33,0.33,68384,2.98,0.42,0.33,1,0.33,0.33,0.66,30,35.09622,683.84,1,5,0.74,5,0.33,54.1,1,14.82,1,2,7.42,341.28947,1,0.33,0.33,0,341.5801,20,10,61.3,6,256.44,10,1,9.46,5.46,1,30.73,1,2.76,14.24056,10,0.72,1.67,325.94231,237.35,170.14,2,10,10,2.05,0,150.11,39.66,512.88,3,67.63,636.07,40.39,59.39,11.72,25,8.85,341.92,202.75765,50,512.43094,408.49714,6.61,37.25,5,30,624.4125,13.89,170.96,9.95111,60,512.88,11.29,45,8.88,844.66106,76.62101,170.95,83.12005,94.96172,68.40106,10.85,1,3,17.2,4168.694,4263.25,10,1537.2,4431.96,3,0,0
2020-01-06,"Standard","UniqueAccessory",1,0.32,10.07,110,1,124.481,0.32,0.71,10,1.41,510.56661,0.74,0,0,0.33,16.62,2,10,4,6.62697,2,24933.32667,13615.46667,0,1,1,1,1,1,8,0.32,1,6.17,0,4,4.91,9,8451.08949,1,19.97,0.8,0.71,50,12.79,0.32,1,8.58081,1,1,1,1,0.89,1,1,1,0,2.6,8.73,0,0.33,6.37,1,0.32,1.97005,0.59,2,3,0,1,0.32,75.04,1,0.33,4,1,0,0.32,0.32,68080,2.99,0.32,0.32,1,0.32,0.21,0.46,25,30,680.7604,1,5,0.76,5,0.32,49.09,1,30,1,2.55,7.98,340.361,1,0.32,0.32,0,340.7403,15,10.39,65.08,6,255.13968,5,1,9.76,6.14,1,30,1,2,16.68,12.0901,0.98,1.28,344.63536,255.69,161.34408,2,10,10,2,0,167.48,49.54,510.55563,2.17,70.56231,653.50091,50,59.61,9.97,28.59,8.99,340.3802,255.06341,50,510.48,435.64944,6.98,39.1,5,29.37,661.468,20,170.1901,11.37734,60,510.63667,12.87507,40.01,8,850.3625,100,155.86631,80,100,69.69167,7.46,2,3,18.01184,3680.54,4251.75,10,1529.37,4421.82,2,0,0
2020-01-07,"Standard","UniqueAccessory",1,0.32,10,81.62,1,123.77,0.32,0.48,8,1,504.18,0.99,0,0,0.32,16.62,2,10,4,10,1.64,24620.79,13462.4,0,1,1,1,1,1,8,0.32,1,7.5,0,4,5,8.78,8369.78424,0.71,18.53,0.5,0.74,50,11.9,0.32,1,8.85111,1,0.96505,1,1,0.99,1,1,1,0,2,8,0,0.36525,5.39,1,0.32,1,0.56836,2.87,3,0,1,0.32,70,0.98,0.6001,4,1,0,0.32,0.32,67224,2.99767,0.32,0.32,1.34,0.5,0.29,0.32,25,33.04366,672.24,1,5,0.68,5,0.28,49.49,1,19.34,1,2.42,8,336,1,0.32,0.32,0,336.12,15.0101,10,65,6,249.83219,9.16808,1,10,5,1,31.72,1,2,10,10,1,1.42477,296.56,309.305,168.06,2,10,10,2,0,168.06,40,504.18,2,71.7,589.97586,47.12,59.59,10.11,29.88,8.89,336.12,263.52098,50,474.565,432.6,7.07,30,5,25.0796,839.435,19.43,168.47,12.06,53.01133,504.18,15.33227,41.02,7.74,834.0645,81.84222,99.42586,111.42242,86.58475,40.9,7.83,1,3,18.02,4102.945,3522.74,10,2219.6,4355.26,2.64,0,0
2020-01-08,"Standard","UniqueAccessory",1,0.31,10,96.34,1,131.74,0.31,0.6201,8,1,501.64034,1,0,0,0.31,16.62,2,10,2.54,8,1.64,23786.42,13371.6,0,1,1,1,1,1,9.07,0.31,1,9.89,0,4,5,9.13047,8345.5,0.62,19.98,0.32,0.96,49.5,11.63,0.32,1,8,1,0.76,1,1,1,1,1,1,0,2,8,0,0.31,6.07005,1,0.31,1,0.62,2.81,3,0,1,0.31,70.08,0.72,0.68,4,1,0,0.31,0.31,66892,2.98,0.31,0.31,1,0.53,0.3,0.31,20.81,36.25378,668.92,1,4,0.7,5,0.28,49.49,1,40.61551,1,2.33,6.47,334.456,1,0.31,0.31,0,334.46,20,10,60,5.79,250.52,8.21,1,9.41,4,1,32.44,0.31,2,10,11.74,0.69,2,328.88714,317.15186,167.20478,1.9,10,10,2,0,148.03,40,501.665,3,80,585.02141,50,59.75,12.28,29.88,11.1,334.46,261.82,50.77,501.03,477.3335,7.72,45,5,25.76,668.73333,19.48,215.88303,10.8,53.79,501.675,16.36558,39.25,8,831.35544,41.98571,100.77768,100,100,40,7.84,1,3,18.66,4175.25,3506.37,10,2201.23167,4336.88667,2,0,0
