"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
97,"2017-11-08","Harbinger HC","Essence",25.11068,3.7184,22.5912,2.032,15.233,30,10.0288,30,5.7898,12.3208,0,0,0,10,0,6.2,0,9,13.24,0,41.863,39.4456,15,25.2896,1,0.2988,0.3962,0.6934,0.3352,0.2754,0.6264,0.7208,4,1.254,0.6264,0.9766,0.634,1,2.1794,1,1.0482,1,1,0.9648,1,1,1,1.0082,0.6256,1,1,1,1,9.3256,1.2672,8.92,1,1.6776,3.0194,3,11.3712,2,8.647,1.707,4.0882,3.1234,1.5304,2.64,0.8162,2,2.6944,10.4,3.2054,1,0.6264,1.304,0.7554,1,1.1512,1.2588,0.5532,0.6264,0.395,1,0.6264,1.1008,1,0.7064,0.769,0.7522,0.3876,0.7806,0.4446,0.6854,0.83,0.6264,0.6264,0.6264,0.3352,0.7254,1,0.3454,0.3216,0.7384,0.3352
98,"2017-11-09","Harbinger HC","Essence",20,5,27.17647,2.69608,15.2402,30,11.2,28.58824,4.81,12,0,20,0,10,20,6.2,0,9.03765,13.33471,0,36.99,31.32216,15,24.56745,1,0.29275,0.35706,0.72529,0.34529,0.24098,0.61863,0.71824,3.92216,1.03863,0.61863,0.84216,0.63059,1,1.61157,1,1.18098,1,1,1,1.00784,0.97706,1,1,0.61863,1,1,1.00824,1,8.62,1.2749,8.92,1,1.7449,2.96137,3,12.71,2,7.55,2.07843,4.60176,2.73529,1.32745,3.26745,0.80059,2,2.70157,10.08627,3.11216,1.09647,0.61863,1,0.72784,1,1.37255,1,0.44471,0.61863,0.49078,1,0.61863,1.2251,1,0.69784,0.79078,0.75098,0.41706,0.77765,0.40882,0.65784,0.78137,0.61863,0.61863,0.61863,0.30137,0.69784,1,0.3751,0.29196,0.55725,0.29667
99,"2017-11-10","Harbinger HC","Essence",20,5,23,3.90025,15.25375,30,12,28.7625,4.74025,12,0,20,0,0,20,6.2,0,9.033,13.047,0,53.37675,35.71875,15,25.41125,0.7285,0.30725,2.0825,0.7125,0.6915,0.5115,0.6695,0.7125,3.73925,3.131,0.6985,1,0.669,1,2.3775,1,2.4995,1,1,1,1.23975,0.81225,1,1,0.6265,0.977,1,1.391,1,8.404,1.22,9.919,1,3.23,4.9745,3,14.08219,2,7.439,4,4.45675,4,2.9775,3.808,0.8035,2,2.9835,10,2.682,0.9135,0.625,0,0.715,1,1.35,1,0.58,0.6355,0.6225,1,0.6615,0.817,1,0.7655,0.86625,0.6645,0.40275,0.7405,0.49925,0.6225,0.7895,0.6565,0.6495,0.6625,0.5805,0.6635,0.62063,0.5445,0.26725,0.26375,0.52975
100,"2017-11-11","Harbinger HC","Essence",20,5,20,8,15.42125,30,12,28.5375,7.5375,12,0,20,20,0,16.4,6.1775,0,9.039,13,0,53.47925,50.65075,15,27.70275,0.657,0.3,6.5735,0.707,1.35,1,0.75,0.707,3.77025,4,0.8825,1.015,0.7425,1,2.3785,1.34725,2.2555,1,1,1,1.33875,0.59725,1,1.2035,0.587,0.89,1,2,1,7.765,1.32,10,1.0435,3.2685,4.83,3,0,2,7.18,4,4.45,4.08,3,3.94,0.894,2,3,10,2.64,0.987,0,1,0.722,1,1,1,0.51,0.66,0.617,1,0.747,0.697,1,1,1,0.697,0.397,0.707,0.697,0.617,0.75,0.707,0.68975,0.75,1,0.66,0.617,0.75,0.26,0.24,1
101,"2017-11-12","Harbinger HC","Essence",20,5,20,8,16.96154,0,12,25.26667,9,12,0,20,20,0,15.5,6.02564,0,9.04615,0,0,52.97103,50.10462,15,26.77667,0.64231,0.28359,6.64417,0.82667,1.35,1,0.8541,0.82667,3.56538,4.08821,1.18615,1.12,0.67615,1,5,1.91923,1.98231,1,1,1,1.64692,0.68846,1,1.4,0.65846,0.87538,1,2,1,7,1.39923,10,1.17692,4,4.83,3.02692,0,2,6.00462,4,4.38308,4.2,3,3.89513,1.06821,2.01615,3,0,2.46872,1.30974,0,1,1.23231,1,1,1,0.69846,0.80333,0.60273,1,0.74821,0.68231,1,1,1,0.68231,0.3741,0.71641,0.71359,0.60273,0.79667,0.82667,0.71385,0.76077,1,0.80333,0.60231,0.8541,0.25692,0.24,1
102,"2017-11-13","Harbinger HC","Essence",20,5,20,8,17.58462,0,12,25,9,0,0,20,20,0,15.5,6,0,9.01846,0,0,48.23821,50,14.98769,26.29462,0.64179,0.21882,0.14,0.76308,0.95103,1,1,1,3.60897,4.30872,1.2659,1.54872,0.7859,1,0,2,2.44077,1,1,1.09744,2,0.63974,1.53641,1.24308,1.04872,0.72667,1.10231,2,1,0,2.09744,9.28256,1.53949,4,7.8359,3.98333,0,2,3.73872,4,4.77744,4.06154,3,5.72154,3.66897,2.59897,3,0,3.2641,1.10949,0,1,4,1,1,1,1,1,0,1,1.07923,0.67154,1,0,1,0.69,0.62565,1,1,0,1.02308,1,1,1,0.76308,1,0.61,1,0.21882,0.23154,0.76308
103,"2017-11-14","Harbinger HC","Essence",16.84211,5,16.84211,8,12.6,0,12,21.84211,9,0,0,16.84211,20,0,15.5,6,0,9.11692,0,0,43.27282,50.24692,14.79974,26.23128,0.61,0,0.13795,0.6241,0.13795,1,1,1,3.43436,4,1.07667,2,1,1.01282,0,2,3.23462,1,1,1.09744,2,0.53077,2,1.21,1.03333,0.71821,1.25923,2,1,2,3,9.11282,1.67692,4,11,2.61769,0,2,3.58256,0,5.86462,5.36842,3,8.12,5,3,3,0,4.03846,0.85,0,1,4,1,1,1,1,1,0,1,1.07923,0.65,1,0,1,0.69,0,1,1,0,1.1,1,1,1,0.50564,0,0.61,0.72231,0,0.19795,0.19795
104,"2017-11-15","Harbinger HC","Essence",15,0,15,8,10.69744,0,12,20,9,0,0,15,20,0,15.5,0,0,9.97744,0,0,48.85333,50.40897,14.51154,25.09538,0.43769,0.14,0.14,0.6841,0.14,1,1,1,3,4.11282,1,0,1,1.1,0,2,3.37538,1.06897,1.01692,1,2,0.50154,1.97949,1.21,1,0.64872,1.23,2,1,2,3,9,1.05897,4,11,2.37949,0,2,3.16923,0,5.52941,6,0,8.12,5,0,3,0,4,0.85,0,1,4,1,1,1,1,1,0,1,1.12974,0.65103,1,0,1,0.7141,0,1,0,0,1.1,1,0.71282,0.72359,1,0,0.61,0.15615,0,0.2,0.14
105,"2017-11-16","Harbinger HC","Essence",15,0,15,0,10,0,10,20,5,0,0,15,20,0,15.37179,0,0,8.38462,0,0,50.89949,45.76051,13.13846,19.83538,0.18333,0.13385,0.13385,0.16615,0.13385,0,1,1,3,4.00513,1.04718,0,1,1.06538,0,0.98051,4.11769,2,1.30179,2.51316,5,0.5,1.18974,1.54462,1,0.56,1.36821,0,0,2.16641,3,9,1,5,0,2.06154,0,2.02462,3,0,4.04,6,0,9,5,0,3,5,4,0.79872,0,1,4,1,1,1,1,1,0,1,1.76743,0.63769,1,0,1,0.60179,0,0,0,0,1.08974,1,0.22333,0.21462,1,0,0.60179,0.13385,0,0.33872,0.13385
106,"2017-11-17","Harbinger HC","Essence",15,0,15,0,10,0,10,20,5,0,0,15,20,0,15,0,0,9.712,0,0,50.69769,41.91487,12.55769,19.18,0.45026,0.45872,0.45872,0.45872,0.15359,3,3,3,3,3.28205,1.43821,0,0,3,5,1.30872,2.82872,2,2.86462,3.10769,4.76923,1.50256,1.14795,2.67179,1.21538,0.82795,2.07692,3,3,2.59,3,9,1.21538,3.38462,6,2,0,2.41333,3,0,4.12,6,0,9,3.38462,3,3,5,4,0.59333,3,1,3.24103,1,1,3,3,3,3,3,0,0.59333,1.21538,1.22286,2.70462,2.64436,3,3,3,2.53714,1.21538,3,0.33231,0.15359,0,3,2.64436,0.15359,0,2.64436,0.15359
107,"2017-11-18","Harbinger HC","Essence",15,0,15,0,10,0,0,20,0,0,0,15,20,0,15,0,0,10,0,0,50.70179,43.08308,13.53769,18.10769,0.49462,0.49462,0.49462,0.49462,0.15462,3,1.66154,3,3,2.77949,1.47,0,0,2.26154,5,2.16154,2.31308,2,3,3.2,3.2,2.30769,1.21,3,1.24,1.23,2.07282,3,3,2.59,3,9,1.19128,3.2,0,2.44872,6,3,3.42179,4,4.12,5.28205,0,0,3.2,2.97692,3,5.3141,4,0,3,1.10526,3.1,0,1,3,3,3,3,3,0,0,1.37538,1,3,3,3,3,3,2.1,1.20923,3,0.34462,0.15462,0,3,3,0.15462,0,3,0.15462
108,"2017-11-19","Harbinger HC","Essence",13.91304,0,15,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,50.85436,44.31231,13.57154,19.12,0.49615,0.49615,0.49615,0.49615,0.15795,3,1.2,3,3,2.6,2.09103,0,0,2.1,3.52308,2,2.48769,2,2.52564,3.2,3.33846,2.1,1.17769,3,1.87179,1.54231,1.2,3,3,6.66077,3,9,1.16,3.25769,0,2.47,6,3,4.55615,4,4.32308,5.1641,0,0,3.13846,2.82,3,5.35,4,0,3,3,3.1,0,1,3,3,3,3,3,0,0,3,1.06769,3,3,3,3,3,2.1,1.18974,3,0.48846,0.15795,0,3,3,0.15795,0,3,0.15795
109,"2017-11-20","Harbinger HC","Essence",10,0,15,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,50.93487,41.17282,13.54308,19.12,0.51231,0.51231,1.34,0.51231,0.18,3,1.2,3,3,2.37692,3.2,2,2,2.14615,1.4,2.08179,2.43,2,2,3.2,5,2.1,1.12,3,3,2.1,1.2,3,3,7,0,9,1.15692,3.45,0,2.47,0,3,7,4,5,5.1,0,0,3,2.80154,3,5.35,0,0,3,3,3.1,0,1,3,3,3,3,3,0,0,3,1.24,3,3,3,3,3,2.1,1.2,3,0.51231,0.18231,0,3,3,0.18231,0,3,0.18
110,"2017-11-21","Harbinger HC","Essence",10,0,15,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,42.81026,40.8959,13.40667,19.32051,0.52,0.46615,2.30769,0.46615,1,2.30769,1.2,2.30769,3.5441,2.58436,2.48692,2,2,3.02436,1.46103,2.27513,2.43,2,2,3.17436,5,2.09744,1.07385,3,2.30769,1.75385,1.12308,2.65385,1.38462,7.01821,1,0,1.3759,3.26538,0,3.92359,0,3,6.93077,4.09231,5,5.1,3,0,3,2.82,3,5.35,2,0,2.30769,2.30769,2.44615,1,1,2.30769,3,1.38462,3,3,0,0,2.30769,1.14769,2.30769,2.30769,2.30769,2.30769,2.30769,1.75385,1.12308,2.30769,0.46615,0.22846,1,2.30769,2.30769,0.48333,1,2.30769,1
111,"2017-11-22","Harbinger HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.41872,41.29282,12.67615,19.02051,1.52821,1.30718,1.8,1.30718,1,1.8,1.2,1.8,3.63103,3.92256,1.97,2,2,2.08718,1.33,2,2.81,2.05128,1.72105,3.13846,2.96923,2.7,1,2.79231,1.8,1.8,1.06667,2.88462,1.2,7,0,0,1.82692,3,0,4.16,0,3,7,4.08,0,5.08462,0,0,3,2.84769,3,5.35,2,0,1.43077,1.52308,1.95128,1,1,1.8,3,1.17436,3,2.72308,0,0,1.8,1.04923,1.8,1.8,1.8,1.8,1.8,1.24615,1.06667,1.8,0.70462,0.44471,1,1.8,1.8,1,1,1.8,0.53103
112,"2017-11-23","Harbinger HC","Essence",0,0,28.22368,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,69,42.70949,6.79564,21.92154,3,2.09179,3,2.49231,0,2.53846,1.2,2.26154,3.64205,5,3.00513,1,0,1.85615,1.38231,1.93744,3.10462,2.1,1.35,3,1.01026,3,0,2.1,3,3,1.2,3,1.2,7,0,0,1.81564,3.47333,0,4,0,3,7,4,0,5,0,0,3,2.82923,3,6.23333,0,0,1.2,1.2,2.90769,0,1,3,3,1,3,1.2,0,0,3,1,3,3,3,3,3,1.2,1.2,3,1.2,1,0,2.81538,3,0,1,3,0.18282
113,"2017-11-24","Harbinger HC","Essence",0,0,22.03846,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,69,43.12,6.96769,21.61077,3,0.2259,3,1.14286,0,1.02564,1.02564,1.02564,3.55821,5.04308,3,1,0,1.34744,1.53026,1.30282,3.12,1.51026,1.35,3.14897,1.05538,4.44118,0,2.03571,1.45455,3,1.08103,2.19487,1.09231,0,0,0,1.71103,12.7,0,4,0,0,7,4,0,3.15385,1,0,3,2.82615,3,8,0,0.24789,1.02564,1.10256,1.02564,0,1,3,3,1,3,1.02564,0,0,1.38462,1.17436,3,3,3,3,3,1.06923,1.02564,3,1.02564,1,0,1.02564,1.29412,0,1,3,0.19
114,"2017-11-25","Harbinger HC","Essence",0,0,26.88462,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,69,43.08308,6.05333,21.62,0,0.20385,0,0,0,1,1,1,3.5141,5.12,0,1,0,1.3,1.94,1.25308,3.21263,1.16974,1.35,3.83,1.09,10,0,0,1,0,1.10744,1,1,0,0,0,1.68,0,0,4,0,0,7,4,0,1.05128,1,0,0,2.8,0,8,0,0.67231,1,1,1,0,1,0,0,1,0,1,0,0,1,1.2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.20385
115,"2017-11-26","Harbinger HC","Essence",0,0,18.23077,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,69.96,43.14718,5.82,25.91,0,0.20641,0,0,0,1,0,1,3.46872,5.12,0,1,1,1.3,3.18308,1.2,4,1.16615,1.35,3.83,1.09051,10,0,0,1,0,1.70308,1,1,0,0,7,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1.14359,0,0,0,0,0,1,0,0.2,1,1,0.203,0.63231,0.81538,0,1,0,0.20641
116,"2017-11-27","Harbinger HC","Essence",0,0,22.73077,0,10,0,0,20,0,0,0,15,0,0,0,0,0,10,0,0,67.69231,43.97769,5.77795,34.49,0,0.2,0,0,0,1,0,1,3.16436,5.12,0,1,1,1.2641,4.97,1.2,4,1.02,1.35,3.83,1.09308,10,0,0,1,0,1.08,1,1,0,0,7,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.2,1,1,0.2,0.28,0.28,0,1,0,0.2
117,"2017-11-28","Harbinger HC","Essence",0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.61538,40.96385,6.56,32.19564,0,0.19974,0,0,0,1,0,1,2.02231,5.08308,0,1,1,1.00513,4.71692,1.19487,4,1.02,1.35,3.83,1.09,10,0,0,1,0,1.08,1,1,0,0,7,0,0,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.19974,1,1,0.19974,0.27974,0.27974,0,1,0,0.19974
118,"2017-11-29","Harbinger HC","Essence",0,0,26.07538,4,10,0,0,20,0,0,12,15,0,0,0,0,0,10,0,0,60.5,41.31,7.71308,28.29282,0,0.2,0,0,0,1,0,1,2.17308,5.09974,0,1.05538,1,1,4.5,1.06872,4,1.05,1.64444,5.72846,1.45359,10,0,0,1,0,1.09308,1,1.02769,0,1.14,7,1.14,0,5,4,13,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.2,1,1,0.2,0.28,0.28,0,1,0,0.2
119,"2017-11-30","Harbinger HC","Essence",0,0,15.92256,4,10,0,0,20,0,0,12,15,0,0,0,0,0,10,0,0,64.34333,42.35949,12.22436,35.54231,1,0.1825,1,1,1,1,1,1,3.06333,5.63538,1,1.42051,1,1,6.42282,1.32308,0,1.03282,1,10,1.7244,10,0,0,1,1,1.14641,1,1.12,0,1.16051,0,1.16051,0,5,0,13,0,0,4,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.26359,1,1,0.18154,0.34692,0.34359,1,1,1,1
120,"2017-12-01","Harbinger HC","Essence",0,0,17.35385,4,10,0,0,20,0,0,12,15,0,0,0,0,0,10,0,0,69.68,41.61103,11.61949,62.87,1,1,1,1,1,1,1,1,3.98897,6,1,3,1,1,10,2,0,1,1,7.45641,0,7.43256,0,0,1,1,1.21026,1,1.61641,0,1.15846,0,1.15846,0,5,0,13,0,0,4,6,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.27692,1,1,0.17692,0.36692,0.29744,1,1,1,1
121,"2017-12-02","Harbinger HC","Essence",0,3,20.61359,4.12,9,36,13.0159,0,12,20,12,20,30,15,15,0,5.20487,10,0,0,68.7041,40.11487,11.87308,0,1,1,1,1,1,1,1,1,3.43641,5.12308,1,2.12308,1,1,2,2,0,1,1,2,0,2.06154,0,0,1,1,1.08923,0,2,0,1.11179,0,1.11179,0,4.43821,12,13,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0.24795,1,1,0.17359,0.34051,0.24795,1,1,1,1
122,"2017-12-03","Harbinger HC","Essence",0,3,20.89,4.12,9,36,14.83,0,12,20,12,20,30,15,15,0,5.47,10,0,0,64.08333,41.44718,11.81,35,0,1,1,0,1,1,1,0,3.31103,4.2,0,1.2,1,1,2,2,0,0,1,2,0,2,0,0,0,0,1.05538,0,2,0,1.08923,0,1.08923,0,4.33282,12,13.21538,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1.08333,0,1,0,0,1,0,0.18655,0,0,0.18474,0.65154,0.18655,1,0,1,1
123,"2017-12-04","Harbinger HC","Essence",0,3,20.89,4.12,9,36,14.83,0,12,20,12,20,30,15,15,0,5.47,10,0,0,65.28457,41.47,11.81,35,0,1,1,0,0,0.27,1,0,3,4.2,0,1.2,0,1,2,2,0,0,1,0.60114,0,2,0,0,0,0,1.12,0,2,0,1.08,0,1.08,0,4.6,12,13.24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,"2018-08-03","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"2018-08-04","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,20,50,28.83,21.25667,0.59,1,0.505,0.48,0.24,0.47,0.34,0.25,1,4,1,1.4,0,0,0,3,0,0,3,3,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0.825,0.55,1,1,5,1,1,0,2,2,2,1,1,1,0.44375,0.41,2,0.32,1,1,1.1,1,1,0.48,1,0.25,0.25
3,"2018-08-05","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,29.91,41.98,28.944,15.59,0.63,1,0.47333,0.6,0.15625,0.33,0.205,0.16,2,1,1,1.62429,1.23,2.5,2,1,3,1.35,2,2.51,1,1.23,2.1,2.2,1,2,1.53,3,1.23,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,1,1.11,1,1,1,0.545,0.6,1,1,3,0.44,1,1.03,2,1,2,0.43,1,1,0.15,0.529,1,0.32,0.41,1,1,1,1,0.15,1,0.15,0.15
4,"2018-08-06","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,20,30.26167,16,18.42,0.17,1,0.86,0.78,0.46,0.33,0.45,0.22,2,1,1.12,1.97,1.35,2.3,2,1,3,1.68,2,2,1.47,1.24,2,2,1,2,1.06364,2,2,0,0,7,0,4.2,10,0,8,0,0,0,18,6.47,8,0,2,0,4,0,0,1,1.15,1,1,1.19167,0.52,0.56,1,2,0.72,0.56,1,0.53,2,0.46,1,0.25,0.56,1,0.3,0.71,1,0.23,0.16,1,0.78,0.52,0.93,0.16,0.56333,0.16,0.16
5,"2018-08-07","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,13,34.10167,11.21048,18,0.18,1,0.85,0.87,0.54,0.18,0.63,0.31,2,1.78,1.35,1.88737,1,2,2,1,2.35,1.21,2,2,2.39,1.46,2,2,1,2,1.52433,2,2,7,0,3.455,0,2.1,6.79,5,0,0,12,5.99,20,5,8,0,2,0,4,6,0,0.63,0.66,1,1,1,0.89,0.46,1,1.36,0.81,0.72,1,0.73,2,0.23,1,0.24,0.66,0.5,0.29,0.8,1,0.15,0.15,1,0.78,0.63,1,0.15,0.56,0.15,0.15
6,"2018-08-08","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,9.13,31.02,6.92568,15,0.82,1,0.82,0.97,1,0.15,0.83,1,2,1,1,1.17,1,2,2,1,2.45333,1,2,2,1.94,1.89,1.83,2,1,1.99038,1.32,2,2,6.1,0,4.2,0,3,5.29,5,6.71,15,12,5.99,15,5,8,0,2,0,4.12,6,0,0.56,0.77,1,1,1,0.62,0.47,1,1,0.85,0.8,1,1,2,0.23,1,0.26,0.91,0.69,0.85,1,1,0.16,0.15,1,0.86,0.15,1,0.24,0.15,0.15,0.15
7,"2018-08-09","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,8,29.28206,6,11.96,0.82,1,0.34,0.97,1,0.15,0.83,1,2,1.62,1,1.64906,1,1,1.86,1,2.64,1,2,2,1.85,2,1.57,2,1,1,1.49,2,2,7,0,4.43,5,2.94,5.64,6.37333,12,15,12,5.99,0,5,8,0,2,0,4.35,6,15,0.51,0.91,1,1,1,0.71,0.63,1,1,0.94,0.87,1,1,1.07,0.29,1,0.27,1,0.69,0.87,1,1,0.15,0.15,1,0.86,0.15,1,0.24,0.15,0.55,0.15
8,"2018-08-10","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,7.39,30.04,6.5,10,0.82,1,0.15,1,1,0.15,0.83,1,2,1.97,0.99,2,1,1.85,1.9,1,2.138,1,2,2,2.38,2,1.91,2,1,1.63,1.88,2,2,7,0,4.235,5,2,5.66,6.41,0,0,12,7.95,0,5,8,0,2,0,4.23,6,15,0.59,0.22,1,1,1,0.7,0.88,1,1,0.99,1,1,1,1.07,0.34,1,0.36,1,0.69,0.87,1,1,0.17,0.15,1,0.17,0.16,1,0.26,0.15,0.73,0.15
9,"2018-08-11","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,8,30.31,6,10,0.68,0.59,0.15,1,1,0.16,0.74,1,2,1.44,1,2,1,2,2.3,1,2.51688,1,2,2,1,1.496,1.87,2,1,2,2,2,2,7,8,3.3,5,2.8,5.43,7.49,20,6,12.12,12.43,0,3.6,8,5,2,0,5,6,15,0.16,0.3,1,1,1,0.77,1,0.67,1,1,1,1,1,1,0.42,1,0.36,1,0.72,0.36,0.97,1,0.35,0.15,1,0.24,0.16,1,0.27,0.15,0.83,0.16
10,"2018-08-12","Incursion Flashback HC","Essence",0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,0,NA,0,8,33.39,7,10.25091,0.73,0.59,0.16,0.79,1,0.72,1,0.89,2,1.35,1,2,1,2,2.18579,1,2.72,1,0.92,2,2,2,1.97,2,1,2,1.61,2,2,5.2,8,3.67,5,10,5.4,4.41,10,6,12.12,8.58,7,3.4,8,7,2,2,4.1,6,15,0.16,0.28769,0.9055,0.88,1,1,1,0.7,1,1,1,1,1,1,0.38,0.86,0.8025,1,0.69,0.95455,1,1,0.27,0.16,1,0.19,0.26,1,0.28,0.16,1,0.66
