"Day","Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Miracle.Gorget","Mokou.s.Embrace","Mutewind.Seal","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Stormfire","The.Effigon","The.Nomad","The.Tactician","Timetwist","Winterweave","Blightwell","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","The.Flow.Untethered","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Eyes.of.the.Greatwolf","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Demigod.s.Bounty","Demigod.s.Eye","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
61,"2020-02-11","Metamorph HC","UniqueAccessory",1,0.09,9.11,246.04,3,2,1,2,10,2,39.37,3.79,3,1,NA,0.94,1,1.97,15,4.65,11.92,7,3,1.17,2,1,2,4,2,1,4,0.09,3,14.12,2.77,3,3,2.03,4221.7,0.47,0.95,0.57,10,1,64.22,4.61,1,2,7.11,1,1,0.94,1,0.96,1.96935,1,NA,0.77,2,2,3,NA,0.47,7,2,2,85.43,1,1,0.95,1,3,NA,1,327.12,0.98,13.85,0.94,1,9.74,8,0.94,NA,0.09,0.19,2,1,1,1,1,123.02,1,0.09,1,154.21,5.43,12.04,92.04,1,9,0.94,2,0.09,5.43,1,3.74593,1,3.28,2,3.07,11.11,0.94,0.47,1,160.23,124.05,20,2,1.73,5,2,10.8,19.73,18.68,3.5,3.42,NA,10,NA,1,4,66.38,5,24.45,260.2525,1.44,101.4,NA,2.36,2,1,123.02,12.95,0,4.79,4,505.055,NA,28.45,2.42,61.51,129.72,5,74.86,246.04,15,9.93,60,61.51,5,7.4,4,1,5.86,5,3.95,NA,NA,97.88,23.88,5,31.38,26.02,2
62,"2020-02-12","Metamorph HC","UniqueAccessory",1,0.09,9,246.04,3,2,1,2,10,2,39.17,3,3,1,NA,0.94,1,1.92,15,4,15,7.31,3,1.13,2,1,1.58,4,1.9,1,4,0.09,3,12.84,2.77,3,3.66,2.05,3888.45,0.5,0.95,0.75,10,1,61.45,4.51,1,2,7.29,1,1,0.95,1,1,1.12,1,NA,0.5,2,2,3.81,NA,0.47,7,2,2,89.62,1,1,0.99,1,3,NA,0.99,265.35625,1,13.85,0.94,1,7.86,8,0.94,NA,0.09,0.32,2,1,1,1,1,121.24,1,0.09,1,144.39,5.69,14.41,73.63,1,9.83384,0.94,2.97,0.09,5.43,1,3.83,1,3.28,2,3.18,60,0.94,0.57071,1,150.87,124.29,20,2,1.31123,5.125,2,10.8,19.55,18.68,1.82,2.52,NA,10,NA,1,3.89,66.38,5,25.1,168.05,1.46,95.36,NA,3.2,2.1,1,123.02,12.95,0,4.5,4,551.682,NA,27.03482,2.42,51.15,129.72,5,74.86,246.04,14.95,9.64803,60,61.51,5,7.72,4,1,5,5,3.97,NA,NA,96.48,24.26,5,31.62,28.31,2
63,"2020-02-13","Metamorph HC","UniqueAccessory",1,0.1,8.84,249.64,3,2,1,2,10,2,38.82,3,3,1,NA,0.94,1,1.98,16.13,4,15,7.7794,3,1.28362,2,1,1.44,4,2,1,4,0.28,3,12.96,2.9,3,3.51,1.85,4146.01,0.67,0.93,0.92136,14.81,0.83,63.48545,4.51,1,2,7,1,0.95,0.97,1,1,1,1,NA,0.5,2,2,4,NA,0.88,7.65,2,1.63,89.5,1,1,0.99,1,3,NA,1,325.63,0.99,13.85,0.97,1,7.06,7.04,0.92,NA,0.1,0.26,2,1,1,1.02,1,124.82,1,0.1,1,149.91381,6,14.41,78.17,1,10,0.92,3,0.11,5.43,1,4,1,3.75,2,3.21,0,0.92,0.46,1,155.18,126.13,20,2,1,5,2,14.46,22.54,18.3,1.71,2.52,NA,10,NA,1,3.89,214.32,5,29.73,170.36938,1.3,95.3325,NA,3.11,2,1,124.82,12.95,0,6.82,4,559.411,NA,30,4.43,51.24,131.62,5,130.2525,249.64,10,8,60,62.36117,5,7.72,4,1,5,5,3.97,NA,NA,96.13667,25.09,5,29.39,30.63,2
64,"2020-02-14","Metamorph HC","UniqueAccessory",1,0.1,7.75,254.64,3,2,1,2,10,2,38.85,3,2.93,1,NA,0.94,1,2,15.98,5,15,7.77277,3.04,1.52,2,1,1.44,4,2,1,4,0.3,3,12.96,2.94,3,3.72,2.44,4232.18429,0.8,0.9355,0.94,14.81,0.65,66.54,4.6,0.94,2,7.06,1,1,1,1,0.99,1,1,NA,0.93005,2,2,4,NA,0.74,7.3,2,1.75015,84.08,1,1,0.98,1.44,3,NA,0.99,758.52,0.95,11.39,1,1,7.06,8.68,0.94,NA,0.1,0.24,2,1,1,1.18,1,126.74,1,0.1,1,159.05,6.24273,14.282,79.9925,1,10,0.94,2.7,0.1,6,0.95,4.24297,1,3.79,2,3.21,0,0.97,0.47,0.69,145.20722,140,20,2,1,5,2,14.46,21.07,18.38,1.71,2.63,NA,10,NA,1,3.89,322.6725,5,29.85,168.92,1.53188,97.663,NA,3.11,2,1,127.86,12.95,0,6.82,4,571.74556,NA,25,5.65,51.385,134.15,5,134.165,253.725,10,8,60,60.72,5,7.46,3.99,1,5,5,3.81,NA,NA,228.76,36.51,5,28.94,41.92,2
65,"2020-02-15","Metamorph HC","UniqueAccessory",1,0.1,9.16,255.78273,3,2.61,1,2,10,2,38.42,3,3,1,NA,0.96,1,1.82,17.64,4.6,14.96,8,3,2,2,1,1.6,4,1.87,1,4,0.3,3,10.9,2.89,3,3.56,1.85,4241.93,0.64,0.94,0.95,10.47,0.94,70.55,4.6,0.95505,1.94,7.63,1,1,1,1,0.99,1,1,NA,0.97,2,2,4,NA,0.73,7.76,2,2,84.36,0.94,1,0.99,1.67,3,NA,0.99,778.68,1,21.62,1,1,7.16,8.51039,0.94,NA,0.1,0.11,2,1,1,1.62,1,113.12,1,0.1,0.99,150.42,8.79,14.11,86.99045,1,10,0.94,2.81,0.1,6.21,0.98,4.53609,1,3.79,2,3.45,0,0.97,0.52,0.48,147.67,130.87542,20,2,1,5.42,2,11.21,21.07,17.11,1.71,2.63,NA,10,NA,1,4,325.6,5,29.77,130.2925,1.15,98.68,NA,2.92,2,1,130.24,12.95,0,6.85,4,580.91,NA,23.36,5.65,51.51,195.36,4.31,78.14,260.38571,10.46,8,60,45,5,9.86,4,1,5,5,2.9,NA,NA,454.39,36.51,5,27.63,30.73,2
66,"2020-02-16","Metamorph HC","UniqueAccessory",1,0.26,9.67,250,3,2.57,1,2,10,2,38.42,3,3,1,NA,1,1,1.73,19,4.47,14.96,7,3,2,2,1,1.6,4,1.92,1,4,0.3,2.77,10.9,3,3,3,1.85,4328.7,0.83,1.37,1,15.66,1,71.51,4.41,0.96,2,7.55,1,1,1,1,1,1,1,NA,1,2,2,4,NA,0.93,10,2,2,84.42,1,1,1,1.55,3.38,NA,0.99,1630.5,1,28.34,1,1,7.07,7.54894,0.96,NA,0.19,0.1,2,1,1,1.62,1,128.04111,1,0.1,1,129.19,9,14.11,87.98,1,9.75618,0.96,2.83167,0.1,4.3,1,4,1,3.79,2,3.69,0,0.96,0.85,0.47,150.41,130.72,18.81,2,1,7.8,2.47,11.26,35.71,18.61,1.71,2.53,NA,10,NA,1,4,325.6,5,29.67,261.38,1.15,81.72,NA,3.73,2,1,130.24,13.19,0,6.85,4.19,581.19,NA,26.58,5.65,51.5,195.345,3.12,78.14,260.49143,12.72,9.3,54.96,45,5,9.59,4.62,1,5,5,3.62,NA,NA,588.565,33.44,5,26.64,29.25,2
67,"2020-02-17","Metamorph HC","UniqueAccessory",1,0.1,9.69,229.48,2.9,2.54,1,2,10,2,46.75,3.82,2.48,1,NA,0.99,1,1.53,19,4.95,15,7,4,2,2,1,1.45,4.51444,2,1,4,0.38628,2.65,10.9,3,3,3,2.68,4405.3,0.91,1.28,1,13.64,1,72.08,6.07,0.96,1,7.65,1,1,1,1,1,1.52,1,NA,1,2,2,4,NA,0.81,10,2,2,84.99,1,1,1,4.66,3.29,NA,0.98,1625.25,0.98,32.54,1,1,7,9,1,NA,0.21,0.1,2,1,1,2,1,131.4,1,0.1,1,110.7,9,14.22,88.09909,1,8,0.97,2.8,0.1,3.2,0.99,4,1,5.15,2,3.88,30,0.97,0.96,0.48,184.68,130.72,18.25,2,1,7.73,2.25,11.26,35.71,17.09,1.66,2.43,NA,10,NA,1,3.93,325.25,5,29.67,246.77,1.84,82.48,NA,3.73,2,1,130.1,11.5,0,6.65,4.25,580.2,NA,26.26,5.42,42.5,0,3.18,78.06,260.155,11.08,8.03,48.09,49.84582,5,9.04,4.62,1,5,5,3.66,NA,NA,573.81,33.94,5,26.10143,22.68,2
68,"2020-02-18","Metamorph HC","UniqueAccessory",1,0.2,9.22,250,3,2.66,0.98,2,10,2,46.75,3.32,2.24,1,NA,1,1,1.53,15,5,15,6.87,3.98,2,2,1,1.52,4,1.31,1,4,0.45,2.52,10.9,3,3,3,3.1,4328.41286,0.92,1.36,1,12.96,1,71.52,4,0.96,1,7.82,1,1,1,1,1,1.18111,1,NA,1,1.98,2,4,NA,0.98,10,2,2,84.82,1,1,1,3,3.2,NA,0.99,1322.25,0.99,32.54,1,1,7,7.93795,1,NA,0.1,0.1,2.45,1,1,2,1,138.71,1,0.1,1,120,8.49,16,84.62,1,8,0.98505,2.8,0.1,3.1,0.99,4.17,1,9.52,2,5.25,30,0.99,1,0.48,184.68,130.52,18.25,2,1,8.86,2,9.24,35.71,16.8,1.69,2.54,NA,10,NA,1.16,3.93,0,5,29.79,195.02357,1.95,71.92,NA,3.63,2,1,130.02,10.81,0,6.65,4.54,576.78,NA,25.33,5.42,30,0,3.25,78.0075,260.0225,14.16,8,59.72106,48.14,5,7,4.53,1,5,5,3.7,NA,NA,569.95167,33.94,5,26.85,22.18,2
69,"2020-02-19","Metamorph HC","UniqueAccessory",1,0.28,8.4,250,3,2.78,0.54,2,10,2,46.58,3.99,2.3,1,NA,1,1,1.64,15,5,14.47,6.8,4,2,2,1,1.52,4.88,1.8,1,4,0.45,2,10.9,3,3,3,3.1,4269.26,0.94,1.36,1,12.96,0.97,71.01625,4.97,0.98,1,8.48,1,1,1,1,1,1,1,NA,1,1.98,2,4,NA,1,5.48,2,2,84.51,1,1,1,2.49,3.11,NA,1,772.53,0.6,37.03,1,1,7,7.67378,1,NA,0.1,0.11,2,1,1,1.4,1,135.09,1,0.1,1,120,8.49,17.42,81.35,1,8,0.98,2.71,0.1,3.1,0.99,4.05,1,9.43,2,5,30,1,0.97,0.61,172.7205,128.91318,18.27,2,1,8.56,2,9.24,21.27,16.52,1.69,2.54,NA,9.32,NA,1.28,3.95,129.05,5.78,33.04,363.32,3.07,71.95563,NA,3.63,2.72,1,129.1,10.81,0,8.63,4,574.73188,NA,24.58,1.8,30,0,3.48,77.8125,257.97429,13.94,7.06,52.14326,60,5,7,4.43,1,5,5,3.7,NA,NA,297.56,25,5,27.1,20,2
70,"2020-02-20","Metamorph HC","UniqueAccessory",1,0.29,8.47,250,3,2.81,0.5,2,10,2,43.66,5,2.25,1,NA,1,1,1.75,15,4.93,14.47,6,4,2,2,1,1.52,5,2,1,4,0.49,2.57,9.91,3,3,3,2.72,4143.54,0.98,2.15,1,11.66,0.5,72.52,4.97,1,1.97,8.54,1,1,1,1,1,1,1,NA,1,1.98,2,4,NA,0.93,5,2,2,84.57,1,1,1,3.99,3,NA,1,773.23,0.88,37.03,1,1,6.8,7,1,NA,0.12,0.12,2,1,1,1.48,1,134.87,1,0.12,1,108.4,8.49,29,79.4175,1,8,1,2.71,0.12,3.1,1,4.83,1,9.43,2,5,30,1,0.98,0.65,174.17,128.423,18.29,2,1,8.56,2,9.24,33.72,16.22,1.74,2.54,NA,9.09,NA,1.21,3.95,128.84,7.62,33.04,363.32,2.09,71.94,NA,3.54,2.86,1,128.84,9.02,0,8.63,4,569.95,NA,17.62,2.25,30,0,5,135.2,227.645,10,8,45.4,59.27,5,7,4.43,1,5,5,3.5,NA,NA,477.6575,34.7,5,27.62,21.21,2
71,"2020-02-21","Metamorph HC","UniqueAccessory",1,0.38,8.97,250.27,3,2.63,0.51,2,10,2,43.74,4.43,2.12,1,NA,1,1,1.75,12.65,4.86,14.47,5.94,4,2,2,1,1.65,5,2,1,4,0.51,3,10.24,3,3,3,3.16,4034.9,0.88,2.15,1,10.41,0.54515,74.132,4.97,1,1.98515,8.5583,1,1,1,1,1,1.8,1,NA,1,1.98,2,3.97,NA,0.72,5,2,2,85.46,1,1,1,3.99,3,NA,1,514.7,0.94,55.15,1,1,6.91,8.36,1,NA,0.23,0.14,2,1,1,1.48,1,131.99,1,0.12,1,106.6,8.43,29,70.18,1,8,1,2.62,0.12,3.1,1,4.55,1,10,2,5,0,1,0.82,0.65,191.02786,127.33,18.09,2,1,8.61,2.53,18.81,31.09,15.93,1.74,3.27,NA,8.16,NA,1,3.88,63.88,5,43.19,457.66,1.99,72.99,NA,3.44,3,1,127.76,8.03,0,8.43,4,567.33,NA,17.56,2.25,30,0,4.94,127.76,216.8,10,9.03643,45.74,43.9,5,7,5.44,1,5,5,3.31,NA,NA,473.8,32.11,5,27.1,21.33,2
72,"2020-02-22","Metamorph HC","UniqueAccessory",1,0.44505,9,251.86526,3,2.53,0.51505,2,10,2,52.61,4.83366,3,1,NA,1,1,1.75,11.99167,5,12.4,5.8,4,2,2,1,1.75,5,2,1,4,0.51,2,9.96,3,3,3,5,4094.34,0.98,2.09,1,10.41,1,75,4.97,1,2,8.09458,1,1,1,1,1,1.36,1,NA,1,2,2,3.6,NA,0.85,5,2,2,84.68,1,1,1,3.8,3,NA,1,460.23,1,48.02,1,1,6.81,7,1,NA,0.13,0.29,2,1,1,1.56,0.67,120.26,1,0.12,1,113.99,8.34,25.84,65.31333,1,8.47,1,2.62,0.12,3.1,1,5,1,10,2,5.21,0,1,0.60638,0.52,189.39,126.13,17.49,2,1,8.05,2.65,18.81,31.09,15.93,1.75,3.27,NA,8.16,NA,1.11,3.78,63.13,5,44.88,453.36,2,71.93,NA,5.32,3,1,126.26,8.03,0,8.43,3.82,558.5,NA,26.1,2.64,30,0,4.77,126.26,208.97,10,7.89,45.74,44.12,5,8.52,5.44,1,4.61,5,3.31,NA,NA,558.595,19.46,5,26.77,26.15,2
73,"2020-02-23","Metamorph HC","UniqueAccessory",1,0.26,8.95,250.08,3,3.47,1,2,10,2,51.25,5,2.69,1,NA,1,1,2.52,10,5,11.74,6.21,4,2,2,1,1.67,5,2,1,4,0.53,2,12.22,3,3,3,5,3950.55,1,2.09,1,11.76,1,75.32,4.97,1,1.21,8,1,1,1,1,1,1.52591,1,NA,1,1.03,2,2.98,NA,0.89,6.24,2,2,87.79,1,1,1,4.02,3.54,NA,1,456.79,1,48.02,1,1,6.68,8.2,1,NA,0.12,0.12,2,1,1,1.44857,0.73,117.26,1,0.12,1,113.12,8.25,25.84,62.54,1,8,1,2.43,0.12,3.1,1,5,1,10,2,5.21,0,1,0.76,0.62,182.73333,125.05429,18.35,2,1,8.05,1.79,18.81,31.09,18.84,1.7,3.27,NA,9.2,NA,1.94,4.02,62.54,12.5,52.71,988.13,3.6,71.81125,NA,11.64,3,1,125.08,9.97,0,9.2,4,587.077,NA,26.23,3.08,20,0,3.88,125.08,187.62,10.04,7.26,45.9,43.37,5,8.56,5.44,1,3.55,5,3.31,NA,NA,555.75,17.68,5,30.94,24.38,1.92
74,"2020-02-24","Metamorph HC","UniqueAccessory",1,0.54,8.95,248.76,3,3.47,1,2,10,2,51.22,5,2.78,1,NA,1,1,2.63,10,5,15,6.05,4,1.8,2,1,1.12,5,1.36,1,4,0.54,1.23,11.93,3,3.54,3,5,3932.23,1,2.25,1,11.76,1,84.57,7.6,1,1.96,7.37,1,1,1,1,1,2,1.07,NA,1,1,2,2.79,NA,0.53505,7.42,1.94,2,88.29,1,1,1,4.47,3.44,NA,1,454.24,0.9969,53.69,1,1,6.62,7.88829,1,NA,0.41,0.12,2,1,1,1.47,0.58,117.9,1,0.12,1,120.85115,7.17,25.84,62.19,1,10,1,3.3,0.12,3.1,1,5,1,10,2,5,30,1,1,1,180.66667,124.38,18.39,2,1,8.49,1.77,18.81,29.66,18.84,4.6,3.32,NA,9.23,NA,2,4.35,62.19,12.65,54.24,982.6,3.6,72.76,NA,25,3,1,124.38,9.97,0,9.2,4.03,586.66,NA,24,3.14,20,0,5,124.38,186.57,10,6.67,45.08,41.48,5,8.56,7.22,1,3.18,5,5.74,NA,NA,1222.28,16.98,5,31.43,20,1.72
75,"2020-02-25","Metamorph HC","UniqueAccessory",1,0.54,8.95,245.52,3,3.28,0.85,2,12.73,2,51.04,5,2.7,1,NA,1,1,2.7175,10,6,17.62,5.91,3.92,1,2,1,1.12,5,2,1,4,0.54,1.23,11.93,3,3.52,3,5,4011.97333,1,2.18,1,11.76,1,85,7,1,1.65,7.23,1,1,1,1,1,2,1,NA,1,1,2,2.99,NA,0.54,7.07,1.94,2,89.7,1,1,1,4.47,3.44,NA,1,587.96,1,59.61,1,1,6.52,8.42,1,NA,0.52505,0.12264,2,1,1,1.37,0.61,117.52,1,0.15,1,119.85,7.17,25.84,61.33,1,10,1,3.3,0.12,3.1,1,5.66,1,10,2,5,30,1,0.88,1,165.29,122.76,18.24,2,1.38,8.72,1.77,18.81,29.66,18.78667,4.51,3.33,NA,9.05,NA,2,4.35,61.38,12.65,54.24,922.125,3.83,71.75,NA,25,3,1,122.66,7.5,0,9.2,4.5,613.8,NA,26.29,3.14,20,0,4.97,122.76,184.14,12.79,10,44.01,40,5,24,7.22,1,3.86444,5.23,8.85,NA,NA,1206.36,16.02,5,32.37,20,1.48
76,"2020-02-26","Metamorph HC","UniqueAccessory",1,0.55505,9.67,244.04,3,4.95,0.81,2,14.27,2,51.59,5,2.64,1,NA,1,1,2,12.57,6,15,5.91,4,2,2,1,1.42,5,2,1,4,0.55821,1.15,11.93,3,3.63,3,3.62,6132,1,3,1,21.97,1,85,7,1,1.31,7.1,1,1,1,1,1,2,1.42,NA,1,1,2,2.8,NA,0.54,7,2,2,87.23,1,1,1,4.47,4.62,NA,1,1533.75,1,59.69,1,1,6.52,8.52,1,NA,0.52505,0.13,2,1,1,1.38,0.73,117.49,1,0.2396,1,119.85,7.19,25.84,0,1,10,1,3.4,0.13,3.1,1,5,1.46,9.36,2,5,30,1,1,1,167.71667,122.69167,17.36,2,2,8.49,1.74423,18.81,29.66,18.76,15.54,5.97,NA,9.65,NA,2,11.01,61.35,5,53.27,920.25,3.83,70.82563,NA,25,3,1,21.64,30,0,9.2,4.49,613.46667,NA,25.03,3.14,20,0,4.77,122.7,196.06,11.24,10,42.52,40,5.08,24,7.22,1,11.41,5,8.85,NA,NA,1185.1875,16.02,5,31.91,20,1.5
77,"2020-02-27","Metamorph HC","UniqueAccessory",1,0.27,9.38,223.58,2.45,5,0.76,2,15,2,51.59,5,2.58,1,NA,1,1,2.4,14.6,6,12.6,5.7741,4,2,2,1,1.42,4.9537,2,1,4,0.57418,1.29,11.63,3,2.63,3,3.36,6203,1,3,1,21.97,1,85,7,0.93,1,6.45,1,1,1,1,1,2,1,NA,1,1,2,2,NA,0.38,7,2.11775,2,97.63,1,1,1,4.47,4.62,NA,1,1561.25,1,59.68167,1,1,6.82,8.2,1,NA,0.54,0.13,2,1,1,1.44,0.5755,116.45333,1,0.28,1,119.06409,7.12,25.84,0,1,8,1,3.61,0.13,3.1,1,5,1.31,8.78,2,5,14.22,1,1,1,167.89,124.86667,15.09,2,1.88,7.74,1.78,7.56,29.66,18.76,15.54,5.97,NA,9.29,NA,2,16.41,62.45,5,53.27,936.75,3.6,72.08313,NA,0,3,1,21.64,30,0,9.2,4.49,688.8,NA,23.18,2.76,20,0,4.77,124.9,199.81,14.26,10,41.04,40,5.92,24,9,1,11.67,5.99118,8.85,NA,NA,1202.43625,12.49,5,31.76,20,1.55
78,"2020-02-28","Metamorph HC","UniqueAccessory",1,0.27,9.38,201.45969,2.6,5,0.92,2,15,2.02,51.59,5,2.58,1,NA,1,1,2.4,15,6.86,12.6,6.8,4,2,2,1,1.42,5,1.61,1,4,0.61,1.21,11.63,3,2.63,3,3.4,4991.2,1,3,1,21.97,1,85,7,0.82005,1.05,5.98,1,1,1,1,1,2,1,NA,1,1,1.01,2,NA,0.4001,7,2.98,2,91.03,1,1,1,4.7,8.2,NA,1,1559.75,1,59.66,1,1,6.85,8,1,NA,0.5,0.26,2,1,1,1.45,0.68,116.40167,1,0.28,1,117.09,8.53,25.84,0,1,8,1,3.2,0.12,3.1,1,5.56,1.22,10,2,5,14.22,1,1,1,158.36,124.78,14.12,2,1.81,6.68,1.84,7.56,17.53,18.43,11.8,8.4,NA,9.19,NA,2,16.41,62.39,5,52.01,935.85,3.26,62.51125,NA,0,3,1,21.64,30,0,9.2,5,690.48,NA,23.18,3.21,20,0,4.58,124.78,199.46,18.45,13.19,41.04,40,6.77,24,124.78,1,13.45,6.65,8.85,NA,NA,909.25,12.49,5,31.83,20,1.55
79,"2020-02-29","Metamorph HC","UniqueAccessory",1,0.24,9.06,207.62,2.31,5,0.94,2,15,2.41,51.59,5,2.7,1,NA,1,1,2.3,13.5,8,12.6,8,4,2,2,1,1.87,5,2,1,4.166,0.58,1,14.04,3,2.32,3,3.36,5091.2,1,3,1,33.45,1,85.83,7,1,1.26,5,1,1,1,1,1,1.32,1.1,NA,1,1,1.01,2,NA,0.38,6.82,2.61,2,95,1,1,1,4.93,8,NA,1,1591,1,59.46,1,1,7.27,8.31,1,NA,0.53,0.43,2,1,1,1.76,0.69,122.16,1,0.28,1,115.2,9.26,25.84,0,1,8.09532,1,3.2,0.12,3.1,1,5,1.22,10,2,5,14.22,1,1,1,131.97,125.91,11.6,2,2,7.75,1.75,6.39,18.19,18.43,11.8,8.4,NA,9.69,NA,2,16.31,63.64,5,52.01,549.58,3.26,63.64,NA,0,3,1,21.64,30,0,9.1,3.23,505.31,NA,30.93,3.21,20,0,8.82,127.28,190.92,15,11.84,40.55,83.10735,6.65,24,21.7825,1,13.75,7.07,8.85,NA,NA,897.8,12.49,5,31.83,20,1.55
80,"2020-03-01","Metamorph HC","UniqueAccessory",1,0.24,8.72,202.60292,2.42,5,0.79,2,10.45,2.59,51.59,5,3.27,1,NA,1,1,2.3,13.26,8,12.6,8.26,4,2,2,1,1.87,4,1,1,4.86,0.58,1.12766,14.04,2.73,4.08,3.78,3.68,5150.2325,1,4.9,1,33.4525,1,100,7.54,0.61,1,5,1,1,1,1,1,1.48,1,NA,1,1,1.02,2,NA,0.44,5.7,2,2,111.17,1,1,1,5.16,8,NA,1,1597.25,1,59.45,1,1,7.27,9,1,NA,0.39,0.55,2,1,1,1.88,0.7,122.08125,1,0.27372,1,114.24,9.26,25.84,253.32,1,8,1,3,0.12,3,1,5,1.16,10,2,5,10.82,1,1,1,127.96182,125.66,11.6,2,2,8.61,1.82,5.2,21.92,20.5,11.8,8.4,NA,9.5,NA,2,16.31,63.515,5,52.01,151.975,3.49,69.56,NA,0,3,1,35,10,0,9.1,3.33,488.04833,NA,34.61,3.21,20,63.42,10,127.03,194.63,15,14.18,58.44,63.85,6.65,24,3.59,1,13.75,8.42,8.65,NA,NA,1243.01,9.84,5.21,35.88,20,1.61
81,"2020-03-02","Metamorph HC","UniqueAccessory",1,0.28,8,197.4,2.70429,5,0.84,2,14.1,2.85,51.59,5,4.12,1,NA,1,1,2.3,15,7.77,12.6,8.17,3.78,2,2,1,1.87,4,1,1,5,0.54,1.29,10.3,2.73,5,4.79,3.56,5024.34,1,4.9,1,36.125,1,100,7.54,1,1,5.07,1,1,1,1,1,1.45,1,NA,1,1,1,2,NA,0.5,5,2,2,111.17,1,1,1,4.77,8,NA,1,185.88,1,59.3,1,1,7.27,8.8,1,NA,0.45,0.65685,2.18,1,1,1.94,0.6,121.15875,1,0.27,1,121.24,9.26,25.84,248.96,1,9.13,1,0,0.14,0,1,5,1.16333,10,2,5,10.82,1,1,1,164.79,123.92,11.6,2,2,8.96,1.79,5.2,21.92,18,11.8,8.61,NA,9,NA,2.74,16.31,61.96,5,52.01,148.27,3.3,67.53,NA,20,3,0.98,35,10,0,10,3.34,526.64,NA,34.13,3.21,20,61.96,10,123.92,190.69,11.23,10,54.73,61.96,6.39,24,3.59,1,29.81,9,39.87,NA,NA,1065.47,6.94,5.86,34.42,20,1.51
