"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Corona.Solaris","Dreadbeak","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Stormwall","Cameria.s.Avarice","Disintegrator","Dreadsurge","The.Enmity.Divine","The.Rippling.Thoughts","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
31,"2019-04-07","Synthesis HC","UniqueWeapon",0.31,1,2,2,2,2,1,0.31,1,2,1,240.13,182.24,0.31,60,1,0.48,2,1,6,0.55,0.31,0.31,1,2,15,4,13,0.31,0.31,0.97,1,1,0.41,1,15,0.31,0.31,0.31,1,0.51,6,0.31,1,0.31,4.22,0.65,2,45,0.31,1,158.73,0.31,1,0.31,1,1,0.62,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,35,6.04971,30,1,2,1,1,1.84,1,0.31,0.87,3,0.39,1,0.31,0.99,0.31,1,0.31,50.45,5,0.31,1,1,0.31,0.31,2,0.31,1,0.31,0.31,22.48,0.99,0.31,8.92,0.93,0.4269,0.31,1,50,1,0.53,0.52,1,0.31,120.84,1,0.62,0.31,1,1,0.31,0.31,0.31,4,2,8,1,4.24,0.31,0.62,0.31,0.55505,0.31,0.31,0.31,26,50.21,0.62,0.31,0.83,8,84.31,2,0.31,5,1,2,0.48,3,19.59,11,71.2,0.76545,0.31,0.31,1,1,0.31,0.31,7.07,0.65,0.31,6,1,0,8,9.74,18,1,4,1,1,0.31,1,14.11,1,1,1,15,1,0.31,857.7075,1.52,10,0.31,0.31,0,79.31,2,12.79,79.41,0.31,1,1,0.31,0.31,0.31,0.31,79.31,0.31,3.59353,1,4,10.44,8.48,1.63,4,3,3,14.34,9.3,7.22,19.03,2.75,7.98,10,36.41,35.89,1.82,0.54,50,26.78,0.5,65,3,5.12,15.92,NA,NA,NA,NA,NA,NA
32,"2019-04-08","Synthesis HC","UniqueWeapon",0.31,1,2,2,2,2,1,0.31,1,2,1,313.13545,161.96,0.31,60,1,0.40005,1.6801,1,7.5,0.56,0.31,0.31,1,2,15,4,14,0.31,0.31,0.69,1,1,0.53015,1,15,0.31,0.31,0.31,1,0.94,6,0.31,1,0.31,4.24,0.68,2,40,0.31,1,161.96,0.31,1,0.31,1,1,0.62,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,33.65287,6.28,28,1,2,1,1,2,1,0.31,0.77,3,0.31,1,0.31,0.99,0.31,1,0.31,53.84,5,0.31,1,1,0.34,0.31,2,0.31,1,0.31,0.31,22.65,1,0.31,9.09643,0.93,0.47,0.31,1,50,1,0.59,0.31,1,0.31,128.53,1,0.54,0.31,1,1,0.31,0.31,0.31,4,2,7.1,1.03,4.24,0.31,0.96,0.31,0.33,0.31,0.31,0.31,25.05,45.2,0.64,0.31,0.72,6.27581,82.81471,2,0.31,5,1,2,0.31,2.84288,19.96,10.44,80,0.6,0.31,0.31,1,1,0.31,0.31,5.81,0.58,0.31,5,1,0,7.99,10,18,1,4,1,1,0.31,1,14.52,1,0.93,1,15,1,0.31,862.375,1.54468,10,0.31,0.31,0,80.98,2,12.92,81.54,0.31,1,1,0.31,0.31,0.31,0.31,82.98,0.31,3,1,4,10,9.5,0.98,4.02,3,3,14.34,8.21,7,18,2.8,8.14,10.54,36.47,39.0385,1.73,0.31,50,28.66,0.76596,73.07,2.38,7.20118,16.85,NA,NA,NA,NA,NA,NA
33,"2019-04-09","Synthesis HC","UniqueWeapon",0.29,1,2,2,2,2,1,0.29,1,2,1,276.79,171.92,0.29,52.31,1,0.54,1.91,1,8.19,0.56,0.29,0.29,1,2,15,4,14,0.33,0.29,0.65,1,1,0.29,1,15,0.29,0.29,0.29,1,0.45,6.32,0.29,1,0.29,3.3,0.67,2,41.47,0.29,0.96,0,0.31,1,0.29,1,1,0.58,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,30,8.98,28.38,1,2.9,1,0.9755,2,1,0.29,0.84,3,0.33475,1,0.29,0.94,0.54,1,0.29,57.45,5,0.29,1,1,0.29,0.29,2,0.29,1,0.29,0.53,21.87,1,0.29,8.09,0.98,0.32,0.29,1,50,1,0.76,0.36288,1,0.29,107.98,1,0.54,0.29,1,1,0.3,0.29,0.29,4,2,7,1.01,5.75,0.29,0.97,0.29,0.31505,0.29,0.29,0.29,27.12,45.2,0.75,0.29,1,5.33,84.5,2,0.29,5,1,2,0.49,3,20,10,80,0.55,0.29,0.29,1,1,0.29,0.29,5.9,0.54,0.29,5,1,0,8,10,18,1,4,1,1,0.29,1,15,1,0.58,1,15,1,0.29,30.5,1,10,0.29,0.29,0,85.96,2,12.1,87.18,0.29,0.99,1,0.29,0.29,0.29,0.29,85,0.29,3,1,4,10,9.4,2,3.83,3,3,14.46778,8.21,6.3,15,1.61,8.14,10.55821,24.47,40,1.62,0.55,40,27.7,0.55,73.3,2.24,6.75,17.23,NA,NA,NA,NA,NA,NA
34,"2019-04-10","Synthesis HC","UniqueWeapon",0.27,1,2,2,2,2,1,0.27,1,2.02,1,264.45,174.36,0.27,59.86,1,0.56,2,1,9.27,0.56,0.27,0.27,1,2,13.53,4.7,14,0.5,0.27,0.54,1,0.79,0.27,0.99,15,0.27,0.27,0.27,1,0.28,6.52,0.27,1,0.28,3,0.93,2,40,0.27,1,0,0.42,0.99,0.27,1,1,0.54,0.29,0.27,0.27,0.27,0.27,0.27,0.27505,0.27,0.27,32.44459,9.1,29.47,1,2.12,1,0.94,1.77,1,0.27,0.79,3,0.27,1,0.27,0.9,0.54,1.2,0.27,54.42,4.96,0.27,1,1,0.28,0.27,2,0.27,1,0.27,0.54,20,1,0.27,8,0.96,0.43,0.27,1,50,1,0.97,0.28,1,0.27,110,1,0.54,0.27,1,1,0.54,0.27,0.27,4,2,5,1.11,5.75,0.27,0.79,0.27,0.46,0.27,0.27,0.27,30,43.95,0.89,0.27,1,5.26,96.1,2,0.27,5.37,1,2,0.51,3,20,10,80.18,0.54,0.27,0.27,1,1,0.27,0.27,6,0.54,0.27,5,0.81,0,8.73,10,18,1,4,1,1,0.27,1,15.24395,1,0.56,1,13.37455,1,0.27,30.66,1.3,10,0.27,0.27,0,87.18,2,14.25,90.24333,0.27,0.93,1,0.27,0.27,0.27,0.27,77.11,0.27,3.49,1,4,8,9.3,2,2.39,3,3,14.34,8.21,6.3,12.02,1.51,7.86,11.35,28.02,39.73,1.42,0.93,39.6,24.1,0.94,85.57077,2.11,8.84,16.09,NA,NA,NA,NA,NA,NA
35,"2019-04-11","Synthesis HC","UniqueWeapon",0.27,1,2,2,2,2,1,0.27,1,2,1,264,176,0.27,59.97,1,0.92,2,1,10,0.59,0.27,0.27,1,2,12.48,5,14,0.54,0.27,0.54,1,0.62,0.27,1,16.3,0.27,0.27,0.27,1,0.27,6.98,0.41,1,0.27,3,0.96,2,40.77,0.27,1,176,0.54,1,0.27,1,1,0.54,0.27,0.27,0.27,0.27,0.3401,0.27,0.34,0.27,0.27,35,8,30,1,2.55,1,0.94,2,1.11,0.27,0.6,3.66,0.27,1,0.27,0.9,0.54,1.2,0.27,53.97,5,0.27,1,1,0.27,0.27,2,0.27,1,0.27,0.54,20,1,0.27,10,1,0.48,0.27,1,50,1,0.99,0.35,1,0.27,105.22,1,0.54,0.27,1,1,0.27,0.27,0.27,4,2,5,1.04,5.57,0.27,0.9,0.27,0.54,0.27,0.27,0.27,30,37.94,0.96,0.27,1,6,97.42,2,0.27,5,1,2,0.96,3,20,10.46,77.41,0.54,0.27,0.27,0.99,1,0.27,0.27,5,0.54,0.27,5,0.81,0,8.67,10,18,0.91005,4,0.94,1,0.27,1,15,1,0.91,1,14.78,1,0.27,38.65,1.5,10,0.27,0.27,200,88,2,21.02,89.07,0.27,0.84,1,0.27,0.27,0.27,0.27,75,0.27,3.43,1,4,8,9,2,2.86,3,3,12.18,8,6.2,14.7,1.41,8,11.36,24.54,44.22029,1.42,0.97,39.6,20,1,86.33,2.57,8.01,18.89,NA,NA,NA,NA,NA,NA
36,"2019-04-12","Synthesis HC","UniqueWeapon",0.26,1,2,2,2,2,1,0.26,1,2.77,1,247.38,180,0.26,60,1,1,2,0.83958,10,0.52,0.26,0.26,1,2,10,4.10487,14,0.53,0.26,0.63505,1,1,0.43,1,15,0.26,0.26,0.26,1,0.26,6.66,0.26,1,0.26,3,0.96,2,45,0.26,1,180,0.54,1,0.26,1,0.96505,0.52,0.26,0.26,0.26,0.26,0.38,0.26,0.26,0.26,0.26,36.12,8,28.29,1,2,1,0.93,2,1,0.26,0.73,3,0.26,1,0.26,0.93,0.52,2,0.26,58.55,5,0.26,1,1,0.26,0.26,2,0.26,1,0.26,0.54,20,1,0.26,10,1,0.52,0.26,1,50.39,1,1,0.4,1,0.26,91.50833,1,0.52,0.26,1,1,0.28,0.26,0.26,4,2,5,1.56,3.79,0.26,0.95,0.26,0.52,0.26,0.26,0.26,29.91,38.49,1,0.26,1,6.11,100,2,0.26,5.27,0.94,2,0.96,3,20,10,75.97,0.52515,0.26,0.26,1,1,0.26,0.26,5,0.53,0.26,4,0.77,0,8.94,10,17.16,1,4,0.91,1,0.26,1,15,1,0.98,1,14.86,1,0.26,34.55,1.58,10,0.26,0.26,200,90,2,22.62,89.06,0.26,1,1.03,0.26,0.26,0.26,0.26,71.25,0.26,2.36,1,3.92,7.5,9,2.31,3.58,3,3,12.53,8,6.2,14.43,1.14,8,11.27,26.58,42.92,1.42,0.99,39.71,34.7,1,87.747,2,4.58,19.22,NA,NA,NA,NA,NA,NA
37,"2019-04-13","Synthesis HC","UniqueWeapon",0.25,0.86,2,2,2,2,1,0.25,1,2.77,1,213.86525,185.55,0.25,60,1,0.9401,1.9,1,12.54909,0.5,0.25,0.25,1,2,12.83,5,14.04,0.51,0.25,0.5,1,0.40462,0.53,1,15.66,0.25,0.25,0.25,1,0.3201,7,0.53,0.95,0.25,3.83,0.95,2,45,0.25,1,177.02,0.54,1,0.25,1,0.81,0.5,0.25,0.25,0.25,0.25,0.37,0.25,0.25,0.25,0.25,40,8.08,28.46105,1,2.41,1,0.98,2,1,0.25,0.75,3,0.25,1,0.25,0.93,0.53,1.98,0.25,57.98,5,0.25,1,1,0.25,0.25,2,0.25,1,0.25,0.5,20,0.58,0.25,10,1,0.5,0.25,1,50.27357,1,1,0.25,1,0.25,99.22,1,0.54,0.25,1,1,0.25066,0.25,0.25,4,2,6.58217,1.49,3.79,0.25,1,0.25,0.77,0.25,0.25,0.25,29.75,38.18,1,0.25,1,6,100,2,0.25,5.18,0.73,1.95257,1,3,20,10.25,76.95667,0.25005,0.25,0.25,1,1,0.25,0.25,5,0.55,0.25,4.17,0.79,0,9,7.86,16.46333,0.96,4,1,1,0.25,1,14.88,1,1,1,15.38,1,0.25,53.98,1,9,0.25,0.25,180,26.89,2,26.3,89.35,0.25,0.92,1,0.25,0.25,0.25,0.25,69.528,0.25,2,1,4,8,8.9,2.31,2.85,2.62,3,15.42077,8,6.2,11.67,1.3,6.48,11.19,30,40,4.04,1,39.71,46.29,0.98,75,2.08,4.28,17.72,NA,NA,NA,NA,NA,NA
38,"2019-04-14","Synthesis HC","UniqueWeapon",0.24,0.77,2,2,2,2,1,0.24,1,3,1,204.85,185.61,0.24,60,1,0.53,2,1,13.53,0.53,0.24,0.24,1,2,13.54,4.2,14.22,0.53,0.24,0.55,1,0.57,0.34,1,15,0.24,0.24,0.24,0.97,0.80505,7.58,0.52,0.97,0.24,3.99,0.93,2,45,0.24,0.88,176.74,0.53,1,0.24,1,0.96,0.68,0.24,0.24,0.24,0.24,0.25,0.24,0.28,0.24,0.24,40,9.63,29.60692,1,2,1,0.88,2,1.2,0.24,0.76,4,0.24,1,0.24,0.85667,0.52,2,0.24,58.55,5,0.24,1,1,0.24,0.24,2,0.24,1,0.24,0.5,20,1,0.24,10,0.78,0.27053,0.24,1,53.2,1,1,0.24,1,0.24,100.22714,1,0.86,0.24,1,1,0.42,0.24,0.24,4,3,6.27,1,3.72,0.24,1,0.24,0.72,0.24,0.24,0.24,29.41,38.18,0.98,0.24,1,6,88.52,2,0.24,5,0.56,2,0.94,3,20,10,77.43,0.89,0.24,0.24,1,1,0.24,0.24,5,0.69,0.24,4.29,0.63359,0,8.16,7.78,17.88,1,4,0.90505,1,0.24,1,15,1,0.97,1,17.26,1,0.24,40,1.46323,10,0.24,0.24,150,26.84,1.99,35.14,89.05,0.24,1,1,0.24,0.24,0.24,0.24,68.13,0.24,2.87,1,4,8,9,2.63,2.85,2.63,3,18.40071,8,6.2,9.76,1.15,6.11,12.14,22.37,40,22.3,1,38.07,47.82,0.75,72.94,2.19,3.92,18.87,NA,NA,NA,NA,NA,NA
39,"2019-04-15","Synthesis HC","UniqueWeapon",0.24,0.72,2,2,2,2,1,0.24,1,2.24,1,188.78737,177.02,0.24,60,1,0.53,2,1,17.04,0.9263,0.24,0.24,1,2,14.62,4,14.2,0.53,0.24,0.59,1,0.69,0.41,1,15.35,0.24,0.24,0.24,0.98,1,6.67,0.51,1,0.24,7.38,0.87444,2,45,0.24,0.91,177.02,0.37318,0.85,0.24,1,1,0.79,0.24,0.24,0.24,0.24,0.53,0.24,0.24,0.24,0.24,37.84895,9.50973,25,1,2,1,0.82,2,1.1,0.24,0.68,3,0.24,1,0.24,0.66,0.52,2,0.46,67.88,4.93,0.24,1,1,0.24,0.24,2,0.24,1,0.24,0.48,20,1,0.24,10,0.72,0.4,0.24,1,57.53828,1,1,0.24,1,0.41,107.16,1,0.83,0.24,1,1,0.48,0.24,0.24,3.6,3,6.6,2,3.62,0.24,1,0.24,0.46,0.24,0.24,0.24,28.96273,34.67,0.94,0.24,1,6,88.51,2,0.24,6.17,0.52,2,0.72,3,20,10,75.75,1,0.24,0.24,1,1,0.24,0.24,5.53,0.74,0.24,3,0.55,0,8.18,7.18,19.64,1,4,1,1,0.24,1,14.845,1,0.72,1,17.26,1,0.24,36.96,2,10,0.24,0.24,150,26.85,1.92,29.45,89.15,0.24,1,1,0.24,0.24,0.24,0.24,70,0.24,5,1,4,8,9,2.97,2.46,2.63,3,18.7,8,6.2,10,1.15,5.96,12.09,30,40,7.79,1,38.07,57.15,0.98,75,2,4.36,18.48,NA,NA,NA,NA,NA,NA
40,"2019-04-16","Synthesis HC","UniqueWeapon",0.23,0.64,2,2,2,2,1,0.23,1,2.15,0.76,177.69368,186.67,0.23,60,1,0.53,1.5901,1,18.11544,1,0.23,0.23,1,2,14.52,5,14,0.53,0.23,0.53,1,0.32,0.23,1,17.24,0.23,0.24,0.23,0.94,1,6.27,0.24,1,0.46,7.97,0.66,2,45,0.23,0.96,177.02,0.53,0.83,0.23,1,1,0.46,0.23,0.23,0.23,0.23,0.53,0.23,0.23,0.23,0.23,37.92,9.4,20,1,2,1,0.85,2,1.44,0.23,0.69543,3.39701,0.23,1,0.23,0.6,0.53,2,0.4,67.88,5,0.23,1,1,0.23,0.23,2,0.23,1,0.23,0.38,25.08,1,0.23,10,0.92,0.32,0.23,1,59.32,1,1,0.23,1,0.44,98.41,1,0.61,0.23,1,1,0.5,0.23,0.23,3.96,2.68056,5.26294,2,3.24,0.23,1,0.23,0.46,0.23,0.23,0.23,19.32,37.4,0.95,0.23,1,6,88.51,2,0.23,6.97,0.42,2,0.46,2.92,22.15438,10.44,70,0.78,0.23,0.23,1,1,0.23,0.23,5.53,0.74,0.23,5,0.62,0,8.09,6.03632,19.53,1,4,1,1,0.23,1,12,1,0.69,1,13.07,1,0.23,28.82,1.6,10,0.23,0.23,120,44.89,2,34.61,94.06,0.23,1,1,0.23,0.23,0.23,0.23,70,0.23,5,1,4,8,9,2,2.26,2.7,2.74,20,8,5.3,10,1.15,5.96,14.04,30,40.84559,5.39,0.975,38.07,60,0.47,108.67,2,4.36,18.09,NA,NA,NA,NA,NA,NA
41,"2019-04-17","Synthesis HC","UniqueWeapon",0.23,0.8,2,2,2,2,1,0.23,1,2.07,0.73,177.02,186.67,0.23,60,1.44,0.53,1.56,1,15,1,0.23,0.23,1,2,12,5,14,0.69,0.23,0.65944,1,0.43,0.23,1,17.37,0.23,0.23,0.23,0.78,1,6.34,0.3,1,0.46,7.38,0.6,2,45,0.23,1,177.02,0.53,0.98873,0.23,1,1,0.47,0.23,0.23,0.23,0.23,0.29,0.23,0.23,0.23,0.23,37.8,9,20,1,2.01,1,0.97,2,2.51,0.23,0.81,3.95,0.23,1,0.23,0.62,0.53,2,0.44,66.21,5.61,0.23,1,1,0.23,0.23,2,0.23,1,0.23,0.43,21.71,1,0.32,10,0.69,0.46,0.23,1,59.11,1,1,0.23,1,0.46,98.41,1,0.71,0.23,1,1,0.53,0.23,0.23,3.88,2.86,5.85,2,3.53,0.23,1,0.23,0.46,0.23,0.23,0.23,19.52,31.54,0.99,0.23,1,6,88.51,2,0.23,8,0.45,2,0.46,2.94,21.01,12.09,70,1,0.23,0.23,1,1,0.23,0.23,5.45,0.95,0.43,5,0.91,0,8,5.49,19.49543,1,4,1,1,0.23,1,13.36,1,0.8101,1,13.07,1,0.23,22.45,1.19,10,0.23,0.23,120,35.85,2,34.61,95.12,0.23,1,1,0.45,0.23,0.23,0.23,70,0.23,4.26,1,4.23,8,9,2,2.21,2.61,2.64,20,8,5.3,10,1.15,5.89,12.09,30,41.21,5.39,1,38.07,57.26,0.53,108.88667,2,4.4,18.09,NA,NA,NA,NA,NA,NA
42,"2019-04-18","Synthesis HC","UniqueWeapon",0.24,0.74,2,2,2,2,1,0.24,1,3,0.87885,177.96,186.9,0.24,60,2,0.52,2,1,15,1,0.24,0.24,1.5,2,13.86,4,14,0.53,0.24,0.56,1,0.52,0.24,1,18.22,0.24,0.24,0.24,0.6,0.98,7.51,0.26,1,0.48,6.88,0.57,2,45,0.24,0.99,177.96,0.49,1,0.24,1,1,0.5,0.24,0.24,0.24,0.24,0.51,0.24,0.24,0.24,0.24,38.33,10,20,1,2,1,0.97,2,3.13,0.24,0.9,4,0.24,1,0.24,0.67,0.54,2,0.48,62,8.51,0.24,1,1,0.24,0.24,2,0.24,1,0.24,0.24,21.84,0.53,0.29,10,0.72,0.48,0.24,1,75.44,1,1,0.24,1,0.38,90,1,0.89,0.24,1,1,0.53,0.24,0.24,4,2,5,2,3.42,0.24,1,0.24,0.42,0.24,0.24,0.24,19.92,31.8,0.89,0.24,1,6,88.98,2,0.24,9.84,0.24,2,0.44,3,22.68,12.33406,72.42,0.64,0.24,0.24,1,1,0.24,0.24,6.94,0.98,0.45,5,1,0,8.12,6.41,19.36,1,4,1,1,0.24,1,12.44271,1,0.92,1,13.07,1,0.24,17.92,1.9,10,0.24,0.24,120,35.9,2,34.14,98.494,0.24,1,1.68,0.46,0.24,0.24,0.24,70,0.24,2.44,1,4.23,8,9,2,2.15,2.72,2.47,20,8,5,10,1.01,5.8,14.18,30,49.01,5.39,1,37.58,56.77,0.53,107.31,2,3.78,18.09,NA,NA,NA,NA,NA,NA
43,"2019-04-19","Synthesis HC","UniqueWeapon",0.23,0.7,2,2,2,2,1,0.23,1,3,0.53,178.54,178.45,0.23,89.48,2,0.46,1.97005,1,15,0.66,0.23,0.23,1.44,2,14.26,4,13.19,0.72,0.23,0.53,1,1,0.23,1,19.59,0.23,0.23,0.23,0.78,1,8.8,0.39716,1,0.46,7.48,0.606,2,45,0.23,1,178.96,0.32,1,0.23,1,0.78015,0.5,0.23,0.23,0.23,0.23,0.48,0.23,0.23,0.23,0.23,39.95,10,20,1,2,1,0.97,2,3.04,0.23,0.9,4,0.23,1,0.23,0.67,0.55,2,0.46,62,8.91,0.23,1,1,0.23,0.23,2,0.23,1,0.23,0.23,20,0.53,0.46,10.75,0.69,0.41,0.23,1,79.8537,1.04033,1,0.23,1,0.45,96.48,1,0.96,0.23,1,1,0.56,0.23,0.23,3.95,2,5.57,1.92,4.89,0.23,1,0.23,0.47,0.23,0.23,0.23,20,30.03,0.9,0.23,1,6.05,81.07,2,0.23,10,0.26,2,0.46,3,22.89,10,78.06,0.85,0.23,0.23,1,1,0.23,0.23,7.19,0.98,0.46,4.33,1,2,8.37,6.34,20,1,4,1,1,0.23,1,12.94,1,0.93,1,14.12214,1,0.23,18,2,10,0.23,0.23,0,26.95,2,34.14,101.52,0.23,1,1.72,0.43,0.23,0.23,0.23,74.16,0.23,3.64,1,4.44,8,9.63,2,2.15,2.73,2.47,20,8,5,10,2.66,5,14.72,25,40,5.39,0.88,37.52,50,0.71,123.91,3,3.78,18.5125,NA,NA,NA,NA,NA,NA
44,"2019-04-20","Synthesis HC","UniqueWeapon",0.23,0.71,2,2,2,2,1,0.23,1,3,0.52,179.14438,120,0.23,89.48,2,0.51,1.93505,1,15.59806,0.65,0.23,0.23,1.53,1.95,14,4,12.16,0.52,0.23,0.52,1,1,0.26,1,20,0.23,0.23,0.23,0.8,1,10,0.42,1,0.28,7.48,0.6255,2,44,0.23,1,178.96,0.48,1,0.23,1,0.66505,0.46,0.23,0.23,0.23,0.23,0.35,0.23,0.23,0.23,0.23,40,9.76,20,1,2,1,0.99,2,2.87,0.23,0.9,4,0.23,1,0.23,0.67,0.35,2,0.48,62,8.67,0.23,1,1,0.23,0.23,2,0.23,1,0.23,0.23,20,0.52,0.46,10,0.69,0.23,0.23,1,74.96806,1.15,1,0.23,1,0.46,71.45,1,1,0.23,1,1,0.58,0.35,0.23,4,2.16,7.12,1.85,6.43,0.23,1,0.23,0.59,0.23,0.23,0.23,20,30,0.97,0.23,1,6.17,81.17,2,0.23,11.73,0.3,2,0.94,3,26.1,11.26,72.22,1,0.23,0.23,1,1,0.23,0.23,7.28,0.47,0.46,4,1,2,8.30933,5.76,20,1,4,0.8,1,0.23,1,12.14,1,0.98,1,9,1,0.23,18,2,7.19,0.23,0.23,0,26.94,2,38.52,101.52,0.23,1,1.81,0.33,0.23,0.23,0.23,80,0.23,4.32,1,4.33,8,9.73,2,2.06,2.75,2.47,20,5.6,5,9.24,2.66,5.8,15.13,25,39.70206,2.3,0.88,37.05,46.55,0.77,109.68,2.24,3.86,18.08,NA,NA,NA,NA,NA,NA
45,"2019-04-21","Synthesis HC","UniqueWeapon",0.23,0.48,2,2,2,2,2,0.23,1,2.96,0.53,179.84167,120,0.23,89.85125,2,0.52,2,1,17,0.53,0.23,0.23,1.53,1.54,14.23118,4,11.31,0.53,0.23,0.53,1,1,0.29,1,22.3,0.23,0.23,0.23,0.92,0.97,9.64,0.46,1,0.46,8.84,1,2,44,0.23,1,179.71,0.47,1,0.23,1,0.69,0.49,0.23,0.23,0.23,0.23,0.37,0.23,0.23,0.23,0.23,40,8.88481,20,1,2,1,0.89,2,1.94,0.23,1,4,0.23,1,0.23,0.77,0.31,1.17,0.46,89.85,7.13,0.586,1,1,0.23,0.23,2,0.23,1.35,0.23,0.23,20,0.53,0.46,14.01,0.69,0.23,0.28,1,59.01,1,1,0.23,1,0.23,111.45,1,0.84,0.23,1,1,0.53,0.45,0.23,4,2,7,1.51,6,0.23,1,0.23,0.51,0.23,0.23,0.23,20,30,1,0.23,1,6.76,89.78813,2,0.23,10.94,0.49,2,0.9436,3,26.1,10.58,75,1,0.33,0.23,1,1,0.23,0.23,6.39,0.62,0.5,3,0.83,0,9,5,20,1,4,0.93005,0.96,0.23,1,12.22688,1,0.98,1,8.61,1,0.23,17.52,2,7,0.23,0.23,0,20,3.82,36.21,100,0.23,1,1.94,0.41,0.23,0.23,0.23,71.76,0.33,5.06,1,4,8,9.83,2,1.86,3.54,2.34,20,5.6,5,10,2.66,5.88,19.4,25,38.81,2.3,1,37.05,50,0.64,113.14,2.92886,3.92,17.63,NA,NA,NA,NA,NA,NA
