"Day","Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
20,"2019-06-26","Legion","Scarab",15,14,7.30025,18,30,10,16.5003,14,4,2,28,12,6,4,2.86061,10,15,3,7,6,1,0.82,18.24106,4,2,2,0.9201,4,4,0.91005,2.2202,3,0.82,0.41,15,1,NA,NA,NA
21,"2019-06-27","Legion","Scarab",15,14,8,17,33,9,15,15,4,2,28.7304,12,5,5,3,10,15,3,7,7,1,0.82,19,4,2,2,1,4,4.06566,1,2,3,0.8,0.41,15,1,NA,NA,NA
22,"2019-06-28","Legion","Scarab",15,14,8,17,35,9,16,14,4,1,29,11.32096,6.05015,4,2,7,15,2.45005,6,6,1,0.82,19,4,2.99005,2,1,4,5,0.41,2,3,1,0.41,15,1,NA,NA,NA
23,"2019-06-29","Legion","Scarab",15,15,8,16,35,9,16,13,4,2,28,12,6,4,2,7,15,3,5.68005,6,1,0.84,19,3,3,2,0.97,4,5,0.84,2,3,0.84,0.42,15,1,NA,NA,NA
24,"2019-06-30","Legion","Scarab",15,13,8,15,34.80505,8,15,13.9901,4,2,28,12,5,4,2,7.76,15,2,6,6.1902,1,0.86,19,3,3,1,0.88505,4,4,0.86,2,3,0.43,0.43,15,0.9501,NA,NA,NA
25,"2019-07-01","Legion","Scarab",15,13.74061,7.9602,15,37,8,15,13.22217,4,2,28,11.74051,6,4,2,7,15,3,6,6,1,0.49,18,3,3,1,1,4,5,0.5203,2,3,0.47005,0.44,15,1,NA,NA,NA
26,"2019-07-02","Legion","Scarab",16,11,8,15,37,8,15.0202,13,4,2,28,10,5.90061,4,2,7,15,3,5,6,1,0.88,19,3,2,1,1,3.23606,5,0.65505,2,3,0.45,0.47,14.5502,0.90505,NA,NA,NA
27,"2019-07-03","Legion","Scarab",15,10,7.95005,15,38,9,15,13,4,2,28,10,6,3.9502,2.22056,7,14.47126,3,5,6,1,0.75005,18,3,2,2,0.9,3,5,0.46,3,3,0.45,0.46,13,0.46,NA,NA,NA
28,"2019-07-04","Legion","Scarab",15,10,7.99,14.5704,37,9,15.05051,13,3,2,28,10,6,4,2,7,14,3,6,6,1,0.96,18,3,2,1,0.72,3,4,0.47,2,3,1,0.47,13,0.97,NA,NA,NA
29,"2019-07-05","Legion","Scarab",15,10,6,14,34,8,14,14,3,2,28,10,6,4.75126,3,7,14,3,5,6,1,0.90005,18,2.0902,2,1.00086,0.93005,3,5,0.92,1.49,3,0.49,0.5,13,0.60051,NA,NA,NA
30,"2019-07-06","Legion","Scarab",15,10,6.9601,14,30,9,13.05136,14,3.68071,2,29,9,6,4,2.0003,7,13,3,5,6,1,1,19,2,2,2,0.63015,3,4,0.51,2,2.90051,0.58015,0.51,14.27066,0.51,NA,NA,NA
31,"2019-07-07","Legion","Scarab",15,10,6,15,30,9,13,14,4,2,30,10,5,4.47061,2,7,12,3,5,6,1,1,19,1.9901,2,1.77515,1,3,4,0.52,1.85515,2,0.53,0.52,15,0.52,NA,NA,NA
32,"2019-07-08","Legion","Scarab",17.4102,10,6,15,32,9,13,14.05015,4,2,31.7801,9,6,4.66035,2,6.2403,14,3,5,7,1,1,20,2,2,2,0.9301,3,4.91045,0.54,2,3,0.54,0.54,15,0.54,NA,NA,NA
33,"2019-07-09","Legion","Scarab",20,10,7,15,34,9,14,15,4,2,33,9,6,5,2,7,13,3,5,7,1,1,20,1.43015,2,2,0.77025,3,4,0.83005,2,3,0.59,0.56,14.50167,0.57,NA,NA,NA
34,"2019-07-10","Legion","Scarab",16.02525,10.14101,7,15,35,9,15,15,3,2,34.0202,9,6,5,2,7,12,3,5,6,1,1,20,1.20051,2,2,0.81051,3,4.87061,0.71505,1.93,3,0.62,0.61,15,0.62,NA,NA,NA
35,"2019-07-11","Legion","Scarab",16,13,6.68505,15,37.24162,9,14.18162,15,3.4604,2,35,8,7,5,2,7,11.68081,2.67505,5,6,1,1,23,1.65,2,2,0.73505,3,3,0.65,2,3,0.64,0.64,17,0.64,NA,NA,NA
36,"2019-07-12","Legion","Scarab",17.1904,15,6.4404,15.2602,38,9,14,15,3.81,2,38,8,6.49566,5,2,7,14,2.60505,5,7,1,1,24.61566,2,3,2,0.63,3,4,0.62,2,3,0.62,0.62,17.47515,0.62,NA,NA,NA
37,"2019-07-13","Legion","Scarab",18,15,7,16,39,8,14,15,3,2,39.3204,8,6.20096,5,2,7,15,3,5,7,1,1,24.91025,2,3,2,0.62,3,4,0.62,2,3,0.62,0.62,17.6101,0.62,NA,NA,NA
38,"2019-07-14","Legion","Scarab",18,16,7,16,37,8,13.31081,15.8804,3,2,38,8,6,4.85051,2,7,15,2.0302,5,7,1,1,24,2,2,2,0.62,3,4,0.62,2,3,0.62,0.62,18,0.62,NA,NA,NA
39,"2019-07-15","Legion","Scarab",17,14,6,15.9402,38,8,14,17.99505,3,2,37.5401,8,6,5,2,7,15,2,5,7,1,1,23.0702,1.02,3,2,0.9001,3,4,0.61,2,3,0.61,0.61,18,0.6,NA,NA,NA
40,"2019-07-16","Legion","Scarab",18,18,6,16,40.6903,8,15,16.92545,3,2,37.9901,8,6.82,5,2,7,15,2,6,7,1,1,24,1,2,2,0.6,3,5,0.6,2,3,0.59,0.6,19,0.6,NA,NA,NA
41,"2019-07-17","Legion","Scarab",17,19.50515,7,16,45,7,15,17,3,2,38,8,6.78515,5,2,7,16.89,2,6,8,1,1,24,1,2,2,0.59,3,5,0.59,2,3,0.59,0.59,19.3101,0.59,NA,NA,NA
42,"2019-07-18","Legion","Scarab",17,20,7,16,45,7,15,17,3,2,39,8,7,6,3,7,19,2,7,8,1,1,25,2,3,2.73051,0.65005,3,5,0.58,2,3,0.58,0.58,20,0.58,NA,NA,NA
43,"2019-07-19","Legion","Scarab",19,20,6,16,45,7,15,17,3,2,38,5.35045,7,6.5901,2,7,17.43288,2,7,8,1,1,25,1.5,3,2.12035,0.57,3,5,0.57,3,3,0.58,0.57,20,0.57,NA,NA,NA
44,"2019-07-20","Legion","Scarab",20,24.69116,6,16,40,6,15,16,3,2,40,7,6,6,2,7,15,2,6,8,1,1,25,1.07005,2.7104,3,0.57,3,5,0.57,2,3,0.57,0.57,20,0.57,NA,NA,NA
45,"2019-07-21","Legion","Scarab",19,25,6,16,40,7,14,17,3,2,40,8.18061,6,7.95005,2.4101,7,15,2,7,8,1,1,28,2,3,3,0.57,3.7903,4,0.57,3,3,0.57,0.57,22,0.57,NA,NA,NA
46,"2019-07-22","Legion","Scarab",19,25,6.1602,15,40,7,15,17,2.9103,2,40,9,6,8,2,7.8901,17,2,6.15657,8,1,1,29,2,3,3,0.55,3,5,0.55,3,3,0.53,0.53,23,0.53,NA,NA,NA
47,"2019-07-23","Legion","Scarab",20,25,6,15,40,7,15,17,2.64005,2,40,9,6,8,2.68025,7,15,2,6,8,1,1,29,1,3,3,0.74005,3,5,0.49,3,3,0.49,0.49,23.86,0.49,NA,NA,NA
48,"2019-07-24","Legion","Scarab",20,25,6,16,40,6,16,17,2.80101,3,42.00313,9,6,9,2.02015,7,15,2,6,8,1,1,30,1.63,2.09217,3.12035,0.48,4,5,0.49,3,3,0.48,0.48,25,0.49,NA,NA,NA
49,"2019-07-25","Legion","Scarab",20,25,6,16,39,6,16.1902,18,3,3,50,9,7,10,3,7,15,2,6,9,1,1,34,1.96,2,4,0.49505,3.81,5,0.48,3,3,0.48,0.48,28.97505,0.48,NA,NA,NA
50,"2019-07-26","Legion","Scarab",19,35,6,16,35,6,15,17,3,3,55,9,7,14.00081,2,7,15.4701,2,6,8,1,0.99,35.77015,2,1.94005,3,0.46,3,5,0.46,3,3,0.46,0.46,28.29005,0.46,NA,NA,NA
51,"2019-07-27","Legion","Scarab",19,38,7,16,34,6,15,17.8803,3,2,54,9,7,15.47242,2,7,15,2,6,9,1,0.48005,36,2,2,4,0.45,4,4.37116,0.44,2.84081,3,0.44,0.44,29,0.44,NA,NA,NA
52,"2019-07-28","Legion","Scarab",19.87056,35.21081,7,17,31,6,15,18,3,2,52.84005,10,7,12.35015,2,7,15,2,5,8.84005,1,1,37,1.86025,2,4,0.43,4,5,0.43,3,3,0.43,0.43,30,0.43,NA,NA,NA
53,"2019-07-29","Legion","Scarab",18.01515,42.28283,7,17,34,6,15,18,3,2.0101,55,10,7,15.28535,2,7.08566,15,1,5,8.82505,1,1,37,2,2,5,0.42,4,5,0.42,3,3,0.42,0.42,30,0.42,NA,NA,NA
54,"2019-07-30","Legion","Scarab",20,52.01061,7,16,31.28364,6,15,18.78143,3,3,56,10,7,25.1103,2,7,15,1,5,8,1,0.78,39,2,2,5,0.39,4,5,0.39,2.9601,3,0.38,0.38,32,0.38,NA,NA,NA
55,"2019-07-31","Legion","Scarab",20,51.37146,7,18,36.93035,6,15,18.15121,3,2.79,60,10,7,30.7003,2,7.76045,14.59076,1.89015,5,8,1,1,45,2,2,5.14005,0.38,4,5,0.38,3,3,0.38,0.37,40,0.37,NA,NA,NA
56,"2019-08-01","Legion","Scarab",20,60,7,18,37.0301,7,14,20,3,2.01005,65,10,7,40,3,7,16.35045,1,5,9,1,1,48.07091,2,2,7,0.35,4,4,0.36,3,3,0.35,0.36,40,0.36,NA,NA,NA
57,"2019-08-02","Legion","Scarab",20,64.0002,7,17,38,7,15,20,3,2,64.7901,10,7,40,2,7,17.15101,1,5,8,1,0.86005,47.0001,1.96,2,8,0.34,4,4,0.33,2,3,0.34,0.33,40,0.49005,NA,NA,NA
58,"2019-08-03","Legion","Scarab",21.07035,57.74131,6,17,41.41152,6,15,20,3,3,65,10,6.06045,37,2,7,16,1,4.9101,8.15066,1,0.96005,47,2,2,5.00015,0.33,3,3.86025,0.33,2,3,0.33,0.33,40,0.33,NA,NA,NA
59,"2019-08-04","Legion","Scarab",22,57,6,18,40,7,14.63056,20,3,3,65,10,7,26.5,2,7,18.6104,1,4.4501,8,1,0.6,48,2,2,5.00035,0.32,4,3.00025,0.32,2,3,0.32,0.32,40.9302,0.32,NA,NA,NA
60,"2019-08-05","Legion","Scarab",23,55.07187,7,18,40,7,14.55005,20,3,3,66.25005,10,7,26,2,7,17,1,5,9,1,0.96005,50,2,2,5,0.43015,4,4,0.49,2,3,0.31,0.31,45,0.32,NA,NA,NA
61,"2019-08-06","Legion","Scarab",21,54,7,17.95025,35,7,14.82061,20,3,2,67.12005,10,7,25,2,7,15,1,5,10,1,1,50,2,2,7,0.96,3,4,0.3,2,3,0.5,0.3,45,0.3,NA,NA,NA
62,"2019-08-07","Legion","Scarab",20,60,7,18.73,29.0002,7,16.5701,22,3,3,68.49061,10,7,26.16172,2,7,13,1,5,9,1,1,49,2,2,6.33,0.9801,3.76015,4,0.5,2,3,0.5,0.3,40,0.47,NA,NA,NA
63,"2019-08-08","Legion","Scarab",20,59.58157,7,19,28,7,16,20,3,3,68.2801,10,6.94,28,2,7,12.00005,1,5,9.7401,1,1,47.91045,2,2,7,0.99,3,4,0.31,2,3,0.31,0.31,40,0.38,NA,NA,NA
64,"2019-08-09","Legion","Scarab",20,61.62071,7,20,25,7,15.26035,22,2.29,3,69,10,6,29.20146,2,7,12,1,5,9,1,1,50,2,2,6,0.31,3,3,0.31,2,3,0.31,0.31,43,0.31,NA,NA,NA
65,"2019-08-10","Legion","Scarab",20,62,7,18,27.99015,6.7101,15,23,2,3,68.00025,10,7,29,2,7,10,1,5,10,1,1,49,2,2,7.35056,0.33005,3,4,0.32,2,3,0.32,0.32,41.84025,0.32,NA,NA,NA
66,"2019-08-11","Legion","Scarab",20,60,7,18,27,7,16.9801,22,2,3,70,10,7,27.25035,2,8,9,1,6.34071,10,1,1,49,2,2,8,0.34,4,4,0.33,2,3,0.33,0.33,40,0.33,NA,NA,NA
67,"2019-08-12","Legion","Scarab",19.83086,59.29167,6.00045,18,29,7,16,22,2,3,64.00288,10,6.6,28.17015,2,8,8.84,1,6,9,1,1,47,2,3,8,0.86,4,4,0.38,2,3,0.38,0.38,41.0103,0.38,NA,NA,NA
68,"2019-08-13","Legion","Scarab",19,54.08253,7,16.5703,29,7,16,20,2,2.01005,59.30253,10,7,28,2,8,6.00758,1,6,9,1,1,44.91025,2,3,8,0.66005,4,3,0.40005,3,3,0.38,0.38,40,0.39,NA,NA,NA
69,"2019-08-14","Legion","Scarab",18,53.21051,7,16.68535,27,7,15,20,2,2.7401,54,9,7,27,2,8,7,1,5,8,1,1,42.66626,2,3,8,0.39,4,3,0.37,3,3,0.37,0.37505,40,0.37,NA,NA,NA
70,"2019-08-15","Legion","Scarab",17,54,7,17,27,7,12.11101,20,2,2,60,9,7,27,2,7.5201,7.67015,1,5,9,1,1,43,2,3,8,0.87005,4,3,0.36,2.0001,3,0.36,0.36,40,0.36,NA,NA,NA
71,"2019-08-16","Legion","Scarab",16,54.5,7,17,27.2,5,12,20,2,2,62.07576,9,6.68061,27,1.9301,7,7,1,5,9,1,1,41.6201,2,2.77515,9,0.5,4,2,0.35,2,3,0.35,0.35,39.80505,0.35,NA,NA,NA
72,"2019-08-17","Legion","Scarab",15,50.49212,5,17,26.51005,5,10.26066,21,2,2,65,9.6804,6,26.66045,2,7,6.04045,1,4.9602,9,1,1,45,2,2,10,0.41,3,2,0.34,2,3,0.34,0.34,40,0.34,NA,NA,NA
73,"2019-08-18","Legion","Scarab",16,50,6,17,26,5.62,11.56737,22,2,2,65,9.9601,6.06505,26,2,7,7,1,5,9,1,1,45,2,2,10,0.35,3.09091,2,0.34,2,3,0.34,0.34,40,0.39,NA,NA,NA
74,"2019-08-19","Legion","Scarab",15,49.4902,7,15,24,6,12,20,2,2,64.07167,10,7,25.23076,2,7,6.54222,1,5,9,1,1,43.71449,2,2,11,0.99005,4,2.05005,0.33,2,3,0.33,0.33,39.75,0.44,NA,NA,NA
75,"2019-08-20","Legion","Scarab",15,49.01081,6.46737,15,24.38091,6,11.67535,21.28283,2,2,63,10,7,26.41525,2,7,6.00505,1,5,9,1,1,44.11758,2,2,12,0.99505,3.86556,2.0301,0.31,1.83,3,0.31,0.32,39.38,0.5,NA,NA,NA
76,"2019-08-21","Legion","Scarab",14,47.00025,6,15,20,5,11,23.8502,2,2,60.71071,10,6,25,2,5.87,6.38,1,5,10,1,1,40.1001,2,2,14.43227,1,3,2,0.31,1,3,0.31,0.5,39,0.6001,NA,NA,NA
77,"2019-08-22","Legion","Scarab",13,45,5.85091,14,20,5,10,23,2,2,60,10,5.98,26,1,5,6,1,4,9,1,1,41.33525,2,2,11.56556,1,3,2,0.3504,2,3,0.44505,0.36,38.5903,0.31,NA,NA,NA
78,"2019-08-23","Legion","Scarab",13,48,5,15,20,5,10,21,2,2,55,10,5.19,25.87066,2,5.1804,6,1,5,9,1,1,42,2,2,14,1,3,2,0.31,2,3,0.32,0.31,38,0.31,NA,NA,NA
79,"2019-08-24","Legion","Scarab",13,45,5,14,18,5,10.12061,22,2,2,54,10,6,25,1.51,6,5,1,4,9,1,1,43,2,2,13.9901,0.81505,3,1.41051,0.31,2,3,0.31,0.31,38.79505,0.31,NA,NA,NA
80,"2019-08-25","Legion","Scarab",13,43,6,14,18,5.94,11.94,20,2,2,60,10,7,23.9602,2,6,5,1,4,9,1,1,44.21005,2,2.22035,14.03005,0.9601,2,1,0.31,1.08197,3,0.5,0.31,39.7102,0.5,NA,NA,NA
81,"2019-08-26","Legion","Scarab",13,39.00051,7,14,19.04,6,13,20,2,2,60,10,7,24,1,6.52,4,1,4,9,1,1,43.10005,2,2,14,0.95,2,2,0.42,1,3,0.5,0.3,39,0.5,NA,NA,NA
82,"2019-08-27","Legion","Scarab",13.3,36.00015,7,13,18,5,13,20,2,2,63,10,7,23.09096,1,6,4,1,4,8,1,1,42.8902,2,2,13,0.4502,2,2,0.5,1.95025,3,0.5,0.5,37.00005,0.66076,NA,NA,NA
83,"2019-08-28","Legion","Scarab",14,30,6,12.04,18.02,5,12.01,20,2,2,60.05066,10,6,23.4701,1,6,4,1,3.04,9,1,1,42,2,2,14,0.3503,2,2,0.31,2,3,0.31,0.31,37,0.92,NA,NA,NA
84,"2019-08-29","Legion","Scarab",14,29.33525,5.2502,12.9,19,5,12,20,2,2,59,10,6,20,2,6,4.14,1,4,9,1,1,43,2,2,13.34535,0.75505,2,2,0.31,1.69,3,0.31,0.31,36.03535,1,NA,NA,NA
85,"2019-08-30","Legion","Scarab",13,25,5,12,17.7402,5,12.00015,20,2,2,58,10,6,19,2,6,5,1,4,9,1,1,41.76071,2,2,10.9204,1,2,1.64,0.31,2,3,0.3101,0.31,35,0.5,NA,NA,NA
86,"2019-08-31","Legion","Scarab",11,26.44025,5,10.75,17.96005,4.99,13,20,2,2,59,10,6,16.10096,2,6,5,1,4,9,1,1,43,2,2,11.72116,0.5,1,1,0.3,2,3,0.3,0.3,34.70015,0.33,NA,NA,NA
87,"2019-09-01","Legion","Scarab",12,29,7.24015,11.04005,18,4.67,14.58,20,2,2,60,9.76,5,18.25035,1.69005,6,4,1,4,8,1,1,44,2,2,12,0.62,1,1,0.3,2,3,0.39,0.3,36,0.52,NA,NA,NA
88,"2019-09-02","Legion","Scarab",12,27,8,12.92,19.46505,4.5,14,20,2,2,65,9,5,20,1.34,6,4,1,4,9,1,1,45,2,2,11.93071,0.55,1.07,1,0.3,2,3,0.33,0.3,35,0.47,NA,NA,NA
89,"2019-09-03","Legion","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1,"2019-12-13","Metamorph","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"2019-12-14","Metamorph","Scarab",6.2,5.11,4.35,16.39,8,5.72786,2.43,3.9775,2,7.07,16.52,7.92,2.88,5,4.66,4,3.98,2.80444,3,2.87,2,3,5.932,1.63,1,1,1,1,1,1,1,1,1,1,4,1,15,4,1
3,"2019-12-15","Metamorph","Scarab",4,7.69323,3.79345,11.90091,7,6,3,3,2.75,5,10,5,2,4,2,4,3,2,3,2,2,2.77828,6,2,1,2,1,1,1,1,1,1,1,1,4,1,10,4,2
4,"2019-12-16","Metamorph","Scarab",4,8,4,11,7,6,7,3,3,4,11.61505,5,2,4,2,5,3,2,2.99551,1,2,2,8,2,1,2,1,2,1,1,1,0.99505,1,1,5,0.92,10,5,2
5,"2019-12-17","Metamorph","Scarab",4,18,4,10,6.37081,5,10,4,3,4,13,3,1.85005,8.16,2,5,3,2,3,1,2,2,8,2,1,4,1,2,1,1,1,0.83,0.98005,1,7,0.5,10,5,2
6,"2019-12-18","Metamorph","Scarab",4,18,4,10,7,4,9,3,3,4,15,3,1.0101,9,1.04505,5,3,2,2,1,1,1,9,1,0.92,4,0.51,2,1,1,1,0.96535,0.52505,1,7,0.51,10,4,3
7,"2019-12-19","Metamorph","Scarab",4,16,4,10,7,4,6,3,3,4,16,3,1.08515,8,1.90535,5,3,1.3702,3,1,1,1,9,1,1,4.03535,0.56505,2,1,1,1,0.86505,0.51,1,7,0.51,10,5,3
8,"2019-12-20","Metamorph","Scarab",4,19,4,10,10,3,6,3,3,4,16,2.89056,2,11,2,5,3,2,3,1,1,1,9,1,1,5.34025,1,2,1,1,1,0.8801,0.52,1,7.02,0.51,11,6,3.02066
9,"2019-12-21","Metamorph","Scarab",4,20,4,10,10,3.95025,6,3,4,3,15,2,2,12,2,5,3,2,3,1,1,1,9,1,0.91005,5,1,2,1,1,1,0.53035,0.98005,1,7,0.99,12,7,4
10,"2019-12-22","Metamorph","Scarab",5,20,4,9,12,4,7,3,4,3,15,2,2,12,2,5,3,2,2.81515,1,1,1,9,1,0.49,5.9703,0.9701,2,1,1,1,0.47,0.47515,0.97,7,0.46,11,7.50505,4
11,"2019-12-23","Metamorph","Scarab",5,19,4.5,9,12,4,7,3,4,3,15,2,2,12,2,5,4,2,2,1,1,1,10,1,0.45,7,0.82005,2,1,1,1,0.44,0.44,0.45,8,0.43,15,9,4
12,"2019-12-24","Metamorph","Scarab",5,20.88025,5,8.23121,11,4,7,3,4,3,16,2,2,12,2,4,3,2,2,1,1,1,10,1,0.38,6,0.43,2,1,1,1,0.71015,0.39005,0.75005,8,0.36,14.0704,9,4
13,"2019-12-25","Metamorph","Scarab",5,23,5,9,12,4,7,3,5,3,18,2,2,15,2,4,3,2,3,1,1,1,10,1,0.33,7.1903,0.34,2,1,1,1,0.4203,0.5504,0.33,8,0.33,14,9,4
14,"2019-12-26","Metamorph","Scarab",5,23,5,9,13,4,7,4,5,3,18.3204,2,2,15,2,4,4,2,3,1,1,1,11,1,0.51,8,0.74005,2,1,1,1,1,0.93,0.66005,9,0.32,13,8,4
15,"2019-12-27","Metamorph","Scarab",6,23.64061,5,9,13,4.0804,7.7803,4,4,3,19,3,2,15,2,4,4,2,3,1,1,1,11,1,0.60005,7.58152,0.4,2,1,1,1,1,0.53,0.29,9,0.31,13,8,4
16,"2019-12-28","Metamorph","Scarab",6,16.98515,5,9,14,5,8,4,5.58101,3,20,3,2,12.90596,2,4,4,1.8402,3,1,1,1,12,1,0.58515,8,0.47,2,1,1,1,0.52,0.28,0.28,9,0.30505,13,8,4
17,"2019-12-29","Metamorph","Scarab",7,25,6,8,13,4,8,4,6,3,20,2.3902,2,15.88025,2,4,4,1.07005,3,1,1,1,12,1,0.65005,6.24056,1,2,1,1,1,0.32,0.36005,0.32,9,0.32,14,8,4
18,"2019-12-30","Metamorph","Scarab",7,23.11515,6,8,14,5,10,4,5,3,20,2,2,14,2,4,3.95545,2,3,1,1,1,12,1,1,5,1,2,1,1,1,0.32,0.5601,0.29515,9,0.55,15.44525,9,4
19,"2019-12-31","Metamorph","Scarab",6,23,8,8,14,16.49556,13,4,5,4,20.21717,2,2,13,2,4,4,2,3,1,1,1,12,1,0.95,6.28505,1,2,1,1,1,0.4502,1,0.3,9,0.33,15,9,4
20,"2020-01-01","Metamorph","Scarab",7,21,8,8,13,10,12,4,5,4,21,2,2,12,2,4,4,2,3,1,1,1,12,1,1,5,1,2,1,1,1,1,1,0.5801,9,0.33,16,10,4
21,"2020-01-02","Metamorph","Scarab",6,20.99005,6.95015,7.47025,12,10,11.11111,4,5,4,22,2,2,12,2,4,3,2,4,1,1,1,12,1,0.61,5,0.8402,2,1,1,1,0.98,0.41035,0.24,9,0.29005,16,10,5
22,"2020-01-03","Metamorph","Scarab",7,24,7,8,13,9,14,4,5,5,22,2,2,14.63015,2,4,3,2,3,1,1,1,12,1,1,7,1,2,1,1,1,1,0.21,0.5,9,0.5,18,10.29015,5
23,"2020-01-04","Metamorph","Scarab",7,28,7,8,13,9,13,4,5,4,22,2,2,15.89056,2,4,3,2,3,1,1,1,13,1,1,6.7603,1,2,1,1,1,1,1,0.7401,9,0.21,19,10,4.90051
24,"2020-01-05","Metamorph","Scarab",7,28,7,8,12,8,13,4,4,4,24,2,2,17,2,4,3,2,3,1,1,1,12,1,1,6,1,2,1,1,1,0.96005,0.70005,0.46005,8,0.30015,17,10,5
25,"2020-01-06","Metamorph","Scarab",7,27,7,7.80202,12.40596,8,13,4,5,3.58505,23,2,2,16.91091,2,4,3,2,3,1,1,1,12,1,0.42,6,0.98,2,1,1,1,1,0.2,0.2,8,0.4,20,10,5
26,"2020-01-07","Metamorph","Scarab",7,26.9101,7,7,12,8,12,4,5,4,21,2,2,15.58126,2,3,3,2,3,1,1,1,12,1,0.92005,5,0.8502,2,1,1,1,1,0.82056,1,8.0003,0.5,25,10,5
27,"2020-01-08","Metamorph","Scarab",7,25,7,7,11,9,12,4,5,4,21,2,2,15,2,3,3,1,4,1,1,1,12,1,0.9701,6,1,1.00066,1,1,1,1,1,0.49005,9,0.34,25.9602,10.40005,5
28,"2020-01-09","Metamorph","Scarab",7,25,7,6,10,8,12,4,5,4,22,2,2,16,2,3,3,2,4,1,1,1,13,1,1,6,1,1,1,1,1,1,1,0.5,9,0.16,25,10,6
29,"2020-01-10","Metamorph","Scarab",7,25,7,6,11.06076,9,12,4,5,4,22,2,2,14,2,3,3,2,4,1,1,1,13,1,1,5.00015,1,1,1,1,2,1,1,1,9,0.5,26.61025,11,5.67015
30,"2020-01-11","Metamorph","Scarab",6,25,6.88015,6,12,8,13,4,4,4,21,2,2,13.85076,2,3,3,2,4,1,1,1,13,1,1,4.80015,1,1,1,1,1.62106,1,0.91015,0.42,8,0.5,24,9,5
31,"2020-01-12","Metamorph","Scarab",7,25,6,6,12,7,14,4,4,4,20,2,2,11.56015,2,3,3,1,3.26096,1,1,1,12,1,1,4,1,1,1,1,1,1,0.95,0.16,9,0.15,24,8.0704,5
32,"2020-01-13","Metamorph","Scarab",7,25,6,6,11,6.70005,13,4,4,4,21,2,2,11.27015,2,3,3,1.4801,4,1,1,1,13,1,1,4,1,1,1,1,1,1,0.66005,1,9,0.15,23.2902,9,5
33,"2020-01-14","Metamorph","Scarab",7.19,27.31237,7,6,11,6,14,4,4,4.53035,22,2,2,14,2,3,3,1.69,4,1,1,1,14,1,1,5,1,1,1,1,1,1,0.9601,0.78,9,0.14,24,9.5601,6
34,"2020-01-15","Metamorph","Scarab",8,28.85015,7,6,11,5.3201,15,4,4,5,22,2,2,10.96192,2,3,3,1.13066,4,1,1,1,14,1,1,6,1,1,1,1,2,1,1,0.4001,9,0.5,25,10,6
35,"2020-01-16","Metamorph","Scarab",9,32,7,6,10,6,15,4,5,5,23,2,2,14.51525,2,3,3,2,4,1,1,1,14,1,1,6.0503,1,1,1,1,1,1,0.81,0.90515,9,0.49,30,10,6
36,"2020-01-17","Metamorph","Scarab",9,31.9403,8,6,11,6,17,4,5,5,24,2,2,19.29,2,3,3,2,5,1.9602,1,1,15,1,1,7,1,1,1,1,2.46126,1,1,1,10,0.37005,32,11.13146,6
37,"2020-01-18","Metamorph","Scarab",10,29,8,6,12,7,17.00121,4,4,5,23,2,2,14.47172,2,3,3,2,5,2,1,1,13.64111,1,1,7,1,1,1,1,2.5102,1,1,1,9,0.63,33,11,6
38,"2020-01-19","Metamorph","Scarab",10,28,8,6,13,7,17,4,4,4,23,2,2,13.92081,2,3,3,2,5,1,1,1,14,1,1,6.55596,1,1,1,1,2,1,1,0.78505,10,0.74515,35,11,6
39,"2020-01-20","Metamorph","Scarab",10,29.9204,8.12005,6,14,7,17.7102,4,5,4,24,2,2,16,2,3,3,1.06152,5,1,1,1,14,1,1,7.33005,1,1,1,1,2,1,0.7201,1,10,0.41,37,12,7
40,"2020-01-21","Metamorph","Scarab",9.22616,28.18182,9,6,14,6,18,4,5,4,25.6402,2,2,14.99505,2,3,3,2,5.18515,1,1,1,15,1,1,7,1,1,1,1,2,1,0.52,0.5,10,0.17,38,12,7
