"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
59,"2016-10-30","Essence","UniqueFlask",0.4045,2.532,NA,1,2,1,289.7274,0.2038,70.9535,15,11.557,0.2889,11.973,NA,361.1916,0.8094,0.2889,NA,5.0044,77.178,13,62.963,NA,NA,NA,NA
60,"2016-10-31","Essence","UniqueFlask",0.4,2.74706,NA,1,2,1,299.02853,0.17284,72.05314,15.13922,10.75294,0.28706,10.33431,NA,369.57902,0.77333,0.28706,NA,5,76.69314,12.7598,64.74314,NA,NA,NA,NA
61,"2016-11-01","Essence","UniqueFlask",0.4,3.10686,NA,1,2,1,292.17529,0.13245,74.47814,15.86961,11.49804,0.27716,10.63431,NA,364.31275,0.82196,0.27716,NA,5.02157,76.51765,12.99118,53.33098,NA,NA,NA,NA
62,"2016-11-02","Essence","UniqueFlask",0.4,3.03922,NA,1,2,1,291.27059,0.12137,74.22892,18.1549,11.70196,0.27765,11.91765,NA,364.0451,0.95922,0.27765,NA,5.8951,74.60667,12.38235,42.18039,NA,NA,NA,NA
63,"2016-11-03","Essence","UniqueFlask",0.4,3.09208,NA,1,2,1,293.07921,0.16178,72.29792,18.16634,11.11782,0.27,11.17228,NA,357.12851,0.79861,0.27,NA,6.18713,74.60307,12.11188,47.78218,NA,NA,NA,NA
64,"2016-11-04","Essence","UniqueFlask",0.4,3.64742,NA,1,2,1,293.40536,0.19392,73.32969,16.5268,10.73196,0.27,10,NA,357.97536,0.8,0.27,NA,6.82866,74.14722,12.61649,46.11443,NA,NA,NA,NA
65,"2016-11-05","Essence","UniqueFlask",0.4,4,NA,1,1.9935,1,294.70875,0.18763,72.8315,15,11.265,0.267,10,NA,347.90888,0.80013,0.267,NA,6.91,74.61263,12.825,43.0975,NA,NA,NA,NA
66,"2016-11-06","Essence","UniqueFlask",0.4,3.47273,NA,1,2,1,310.77455,0.15485,78.37227,15.47424,10.49091,0.26076,10,NA,347.96561,0.81697,0.26076,NA,5.1197,73.39364,11.60909,39.10455,NA,NA,NA,NA
67,"2016-11-07","Essence","UniqueFlask",0.4,3.20634,NA,1,1.97842,1,304.37832,0.12673,85.02871,17.56634,10.21287,0.26,10.33861,NA,351.16376,0.81287,0.26,NA,5,74.9298,10.82673,31.13366,NA,NA,NA,NA
68,"2016-11-08","Essence","UniqueFlask",0.4,3.81132,NA,1,2,1,291.68632,0.13802,85.59623,19.78396,10.25925,0.26,10,NA,355.03915,0.8,0.26,NA,5,75.09198,11.68113,31.15943,NA,NA,NA,NA
69,"2016-11-09","Essence","UniqueFlask",0.4,3.93486,NA,1,1.99899,1,284.04688,0.12,90.44037,20.08073,11.01578,0.26376,10.00642,NA,348.90358,0.81927,0.26376,NA,5.52202,74.96055,13.12661,34.33211,NA,NA,NA,NA
70,"2016-11-10","Essence","UniqueFlask",0.40651,2.80183,NA,1,1.97119,1,282.91147,0.14422,92.40734,19.77982,11.07982,0.27092,10.05413,NA,351.36541,0.80917,0.27092,NA,5.00275,74.98679,13.0211,33.62018,NA,NA,NA,NA
71,"2016-11-11","Essence","UniqueFlask",0.41883,1.86383,NA,1,1.86223,1,277.98255,0.18457,101.07883,20.1266,11.05319,0.28298,10,NA,341.58596,0.72989,0.28298,NA,5,78.73936,13.46404,32.37872,NA,NA,NA,NA
72,"2016-11-12","Essence","UniqueFlask",0.41839,4.28495,NA,1,2,1,274.83742,0.18,115.03151,23.09785,11.35484,0.28355,10,NA,313.41495,0.83817,0.28355,NA,5,75.00323,15.11591,29.9828,NA,NA,NA,NA
73,"2016-11-13","Essence","UniqueFlask",0.42,5.8,NA,1,2,1,270.69256,0.18256,111.93718,23.10256,10.7,0.28,9.88846,NA,303.90782,0.84218,0.28,NA,5,74.58205,15.03974,28.94359,NA,NA,NA,NA
74,"2016-11-14","Essence","UniqueFlask",0.41961,5.0549,NA,1,2,1,275.73882,0.18725,103.68412,20.93333,10.07451,0.2798,9.99608,NA,303.75471,0.85922,0.2798,NA,5.29608,74.43137,14.96667,27.17843,NA,NA,NA,NA
75,"2016-11-15","Essence","UniqueFlask",0.41358,4.39245,NA,1,2,1,295.95132,0.18528,106.89811,26.41132,10.2283,0.28113,9.28302,NA,307.8966,0.84491,0.28113,NA,5,73.44226,15,26.95094,NA,NA,NA,NA
76,"2016-11-16","Essence","UniqueFlask",0.41912,5.16491,NA,1,2,1,301.96158,0.18298,102.51228,26.38947,10,0.28333,9.71579,NA,318.3314,0.8386,0.27965,NA,5,73.2193,15,27.96491,NA,NA,NA,NA
77,"2016-11-17","Essence","UniqueFlask",0.42,6.94483,NA,1,2,1,300.02603,0.22517,100.46828,25.95517,10,0.31276,10,NA,310.95569,0.96931,0.28103,NA,4.77759,71.07931,14.76034,25.37241,NA,NA,NA,NA
78,"2016-11-18","Essence","UniqueFlask",0.42,7.26545,NA,1,2,1,301.88818,0.19436,105.90273,20.31273,10,0.28382,10,NA,303.15855,1,0.32018,NA,4.00182,69.47509,13.43636,25.01455,NA,NA,NA,NA
79,"2016-11-19","Essence","UniqueFlask",0.41796,5.55185,NA,1,2,1,320.76074,0.24037,113.7487,24.82407,10.08426,0.28,9.66111,NA,298.00074,1,0.32926,NA,4.25926,86.3213,14.57222,24.95185,NA,NA,NA,NA
80,"2016-11-20","Essence","UniqueFlask",0.42,7.10536,NA,1,2,1,327.63286,0.26732,102.10429,31.76429,11.26071,0.27304,9.66071,NA,295.54429,1,0.34214,NA,4.91429,81.54893,15.08929,23.45714,NA,NA,NA,NA
81,"2016-11-21","Essence","UniqueFlask",0.43302,9.8,NA,1,1.95349,1,337.13628,0.26767,109.71465,28.53372,12.53302,0.27302,10,NA,274.10023,0.98721,0.34209,NA,4.18302,77.66605,16.63302,19.33419,NA,NA,NA,NA
82,"2016-11-22","Essence","UniqueFlask",0.57389,3.045,NA,1,1.67333,0.99148,339.8287,0.24019,124.60815,26.56704,19.3513,0.3163,10.04074,NA,276.96611,0.90648,0.36667,NA,4.43815,70.54333,18.96852,19.9063,NA,NA,NA,NA
83,"2016-11-23","Essence","UniqueFlask",0.69255,6.26863,NA,1,1.76137,0.99667,320.68765,0.26039,127.96765,28.91451,22.38451,0.33314,9.98431,NA,288.26725,0.99412,0.37392,NA,4.35882,79.01157,19.51412,19.27824,NA,NA,NA,NA
84,"2016-11-24","Essence","UniqueFlask",0.65536,8.89036,NA,1,2.00179,1,320.2025,0.26964,124.87196,29.60089,20.01196,0.33982,9.54214,NA,278.89054,0.98321,0.385,NA,4.95732,74.90536,19.56554,18.76304,NA,NA,NA,NA
85,"2016-11-25","Essence","UniqueFlask",0.64,9.5714,NA,1,1.72684,1.04491,329.90737,0.26842,115.8507,27.82404,20.58719,0.35351,10.14544,NA,256.40737,0.99404,0.38509,NA,4.73772,79.74333,21.51298,18.89368,NA,NA,NA,NA
86,"2016-11-26","Essence","UniqueFlask",0.59839,9.91964,NA,1,1.91179,0.99554,314.56054,0.25018,115.85857,25.44536,22.77143,0.33304,9.80964,NA,249.10857,0.95857,0.36625,NA,3.87429,77.55446,21.91214,20.21643,NA,NA,NA,NA
87,"2016-11-27","Essence","UniqueFlask",0.70411,13.54982,NA,1,1.99946,0.99929,322.38482,0.24571,119.66196,24.84054,23.34696,0.33857,10.15821,NA,254.11964,0.99821,0.36893,NA,2.95196,80.26036,22.12696,19.78946,NA,NA,NA,NA
88,"2016-11-28","Essence","UniqueFlask",0.6698,11.27451,NA,1,2.0202,1,336.89118,0.20098,123.69824,24.69157,22.08529,0.29882,9.86294,NA,264.76294,1,0.35765,NA,3.58529,71.29392,25.04725,19.40412,NA,NA,NA,NA
1,"2017-08-04","Harbinger","UniqueFlask",0,0,NA,0,1.705,1.65857,0,0,0,0,0,0,0,0,0,0,0,3.375,0,0,0,0,NA,NA,NA,NA
2,"2017-08-05","Harbinger","UniqueFlask",7.55953,0,NA,0,1.83169,0.23644,0,0.32519,3.95424,15,16.17649,0.82436,10.67533,480.81109,101.80263,0.67466,0.33109,5.92288,2.93656,94.11364,17.06633,0,NA,NA,NA,NA
3,"2017-08-06","Harbinger","UniqueFlask",3.99912,30.08977,NA,25.28807,0.9986,0.47228,390.92308,0.34281,4.15842,5,21.88368,0.47491,4.63789,91.65298,105.39982,0.48789,0.46982,8.0914,1,50.42649,16.90491,0,NA,NA,NA,NA
4,"2017-08-07","Harbinger","UniqueFlask",2.77175,33.50719,NA,22.56789,1,1,443.03942,0.96667,3.78684,40.49128,27.2493,0.99561,3.9193,91.7693,143.32439,0.98281,0.98544,10.91018,1,45.03842,22.09579,0,NA,NA,NA,NA
5,"2017-08-08","Harbinger","UniqueFlask",2.0456,43.2918,NA,24.6426,0.9986,1,269.9974,0.9328,3.0278,32.2636,28.9156,0.9734,3.4096,109.8296,159.3662,0.9682,0.9386,10.699,1,49.44,20.6418,0,NA,NA,NA,NA
6,"2017-08-09","Harbinger","UniqueFlask",1.8828,33.296,NA,20.88,1,0.9998,247.3164,0.9654,2.993,27.0538,30.1126,0.9904,3.5956,94.3862,167.5066,0.9884,0.9788,10.8022,1,56.1898,19.2942,0,NA,NA,NA,NA
7,"2017-08-10","Harbinger","UniqueFlask",1.3562,31.4408,NA,18.595,1,1,233.466,0.9834,2.9982,34.5252,29.7912,0.978,3.4172,92.0446,173.198,0.9782,0.973,10.9986,0.9992,53.3684,16.3196,92.204,NA,NA,NA,NA
8,"2017-08-11","Harbinger","UniqueFlask",1.13204,44.94918,NA,18.13816,1,1,226.96592,0.87531,2.99082,42.76143,25.94143,0.89449,3.34388,90.1102,173.78224,0.92878,0.88898,11.02633,1,45.42143,12.63429,51.00531,NA,NA,NA,NA
9,"2017-08-12","Harbinger","UniqueFlask",1,45.5888,NA,16.6526,1,0.9762,211.0746,0.5976,2.9438,55.384,24.383,0.7144,2.9518,101.1118,166.5562,0.7908,0.6672,11.3468,0.97,44.464,10.1618,34.8686,NA,NA,NA,NA
10,"2017-08-13","Harbinger","UniqueFlask",1,47.20604,NA,16.31146,1,0.97354,193.77396,0.52896,2.99229,49.43042,23.33125,0.59688,2.83396,101.85313,160.40688,0.61313,0.49208,11.05458,0.99479,44.16167,9.35479,33.64938,NA,NA,NA,NA
11,"2017-08-14","Harbinger","UniqueFlask",0.9994,50.6122,NA,14.4816,1,0.9796,192.8654,0.6114,2.9932,50.2824,22.4962,0.6496,2.8612,99.2954,159.4098,0.654,0.6388,10.6586,0.9996,43.6394,8.8384,34.897,NA,NA,NA,NA
12,"2017-08-15","Harbinger","UniqueFlask",1,53.39,NA,13.4452,0.9994,0.9236,195.6612,0.5844,3.1856,46.158,22.3558,0.6472,2.852,100.9962,161.1158,0.5788,0.597,10.2062,0.9918,41.8168,8.0042,33.9166,NA,NA,NA,NA
13,"2017-08-16","Harbinger","UniqueFlask",0.98388,63.3598,NA,12.72082,0.99918,0.97531,210.27755,0.58,3.42163,49.81469,20.05061,0.69265,3.17898,109.70918,165.68184,0.62531,0.62204,10.66837,0.97531,40.5349,7.58265,24.04551,NA,NA,NA,NA
14,"2017-08-17","Harbinger","UniqueFlask",0.98388,55.61653,NA,12.06612,1,0.99163,221.72592,0.52449,3.49102,37.86163,18.95224,0.61776,3.48694,125.01449,167.78531,0.61449,0.58163,11.45,0.99122,41.53184,7.02408,15.99204,NA,NA,NA,NA
15,"2017-08-18","Harbinger","UniqueFlask",0.98327,39.68816,NA,11.39633,1,0.99837,204.99204,0.63857,3.02204,26.84633,17.24265,0.72633,3.42796,128.59224,170.37102,0.6298,0.59143,10.87041,0.96959,40.92673,6.47102,14.57918,NA,NA,NA,NA
16,"2017-08-19","Harbinger","UniqueFlask",0.94959,32.12653,NA,10.54102,1,0.95857,195.27163,0.55204,2.9402,23.78918,14.59286,0.63163,3.21571,123.63224,170.82367,0.64224,0.55449,10.14082,0.9651,39.83429,5.47102,14.10122,NA,NA,NA,NA
17,"2017-08-20","Harbinger","UniqueFlask",0.8904,39.491,NA,9.3904,0.9996,0.9204,193.6226,0.438,3,23.151,13.4148,0.4902,2.6208,123.7222,166.3868,0.5332,0.46,8.6852,0.9836,38.3196,4.6636,14.0126,NA,NA,NA,NA
18,"2017-08-21","Harbinger","UniqueFlask",0.97102,46.02939,NA,8.5198,0.99857,0.9698,185.52755,0.47408,3.00449,19.02041,17.2451,0.72837,3.29837,126.39694,169.07673,0.62347,0.58122,11.31653,0.97918,38.44122,5.21918,10.88265,NA,NA,NA,NA
19,"2017-08-22","Harbinger","UniqueFlask",0.9842,51.4132,NA,7.5138,1,0.9964,176.72,0.547,2.9786,20.3838,16.043,0.8172,3.3926,127.7912,174.2252,0.6298,0.626,11.5194,0.9974,41.5002,5.1634,10.3864,NA,NA,NA,NA
20,"2017-08-23","Harbinger","UniqueFlask",0.9716,47.5042,NA,7.6402,1,0.9926,167.624,0.5082,3.528,22.0516,15.434,0.7352,3.021,131.8406,170.123,0.5828,0.5758,10.237,0.9854,44.1328,4.83,10.6366,NA,NA,NA,NA
21,"2017-08-24","Harbinger","UniqueFlask",0.97063,49.42688,NA,6.96917,1,0.99854,161.63479,0.50604,3,24.67833,14.79458,0.65229,3.15708,139.10521,175.61833,0.60229,0.55563,10.14708,0.99729,45.48896,4.95875,10.77417,NA,NA,NA,NA
22,"2017-08-25","Harbinger","UniqueFlask",0.97367,50.10367,NA,5.94388,1,0.99245,160.01102,0.4398,2.97959,29.55714,14.02571,0.62796,2.95776,156.07265,174.53959,0.52429,0.60714,9.84184,0.97184,46.42429,4.63265,9.91612,NA,NA,NA,NA
23,"2017-08-26","Harbinger","UniqueFlask",0.9354,47.8806,NA,5.2798,0.999,0.9982,142.8736,0.4258,2.898,29.1568,12.2938,0.629,2.8186,148.1014,175.6728,0.5532,0.5208,8.8238,0.9632,44.2636,3.8478,9.8684,NA,NA,NA,NA
24,"2017-08-27","Harbinger","UniqueFlask",0.9558,44.3498,NA,4.8476,1,0.9984,127.0422,0.5634,2.8564,31.4118,11.2852,0.6498,2.9614,146.7256,176.6794,0.6166,0.4394,7.8576,0.8982,42.986,3.9298,8.1214,NA,NA,NA,NA
25,"2017-08-28","Harbinger","UniqueFlask",0.91367,43.7902,NA,4.74653,1,0.99245,115.93143,0.49837,2.65449,31.66224,11.69878,0.51653,2.97143,149.80469,178.41082,0.61857,0.4849,7.48898,0.99939,40.6251,3.86633,6.40714,NA,NA,NA,NA
26,"2017-08-29","Harbinger","UniqueFlask",0.8618,37.3816,NA,4.84,0.998,0.9974,113.2284,0.4002,2.4678,30.213,10.4838,0.5206,2.9558,155.384,178.4392,0.5548,0.4934,6.6276,0.9648,39.4734,3.689,5.8374,NA,NA,NA,NA
27,"2017-08-30","Harbinger","UniqueFlask",0.85306,36.53673,NA,4.16939,0.99735,1,107.36143,0.32245,2.97673,27.62306,9.74633,0.42531,2.80612,160.34184,173.94776,0.67102,0.39878,5.87612,0.96694,38.08878,3.73102,5.97918,NA,NA,NA,NA
28,"2017-08-31","Harbinger","UniqueFlask",0.7466,38.4298,NA,3.5756,0.9954,0.9986,104.8894,0.276,3,25.8812,9.7156,0.3782,2.5566,155.122,173.8736,0.5574,0.3978,5.8904,0.92,38.2068,3.424,5.4716,NA,NA,NA,NA
29,"2017-09-01","Harbinger","UniqueFlask",0.71224,40.21449,NA,3.6851,1,0.99878,100.35837,0.22714,2.99959,26.48531,9.84143,0.27694,2.02245,142.23122,178.3651,0.4049,0.25388,5.5898,0.90878,36.56245,3.17286,5.47408,NA,NA,NA,NA
30,"2017-09-02","Harbinger","UniqueFlask",0.6068,39.1992,NA,2.9996,0.9784,0.9988,93.8028,0.2186,2.9992,26.0072,9.468,0.2668,2.0238,138.3594,174.0324,0.2144,0.21,5.4004,0.9374,36.3122,3.1832,5.4762,NA,NA,NA,NA
31,"2017-09-03","Harbinger","UniqueFlask",0.62959,40.58837,NA,2.99347,0.99673,0.99469,84.04898,0.20653,2.98837,24.2551,8.47327,0.21082,2.00143,138.73143,168.82143,0.20837,0.20061,4.99755,0.84633,34.00551,2.93245,5.06898,NA,NA,NA,NA
32,"2017-09-04","Harbinger","UniqueFlask",0.6382,40.7212,NA,2.9982,0.9998,1,86.1562,0.194,3,22.2718,8.9502,0.1964,1.9974,149.011,174.2574,0.214,0.2008,5.0914,0.9822,33.041,2.9528,5.896,NA,NA,NA,NA
33,"2017-09-05","Harbinger","UniqueFlask",0.5432,47.1872,NA,2.9622,0.949,1,82.2052,0.1984,2.9984,24.6184,8.6262,0.2048,1.997,156.5422,172.9948,0.228,0.1906,5.5496,0.9278,34.1386,2.9036,6,NA,NA,NA,NA
34,"2017-09-06","Harbinger","UniqueFlask",0.587,67.511,NA,2.9328,0.9592,0.9986,80.7332,0.19,2.993,24.4668,8.3986,0.1996,2.02,165.2344,178.4702,0.2054,0.1966,5.7914,0.988,36.009,2.9696,6.3736,NA,NA,NA,NA
35,"2017-09-07","Harbinger","UniqueFlask",0.48673,69.62551,NA,2.42633,0.98388,1,81.10796,0.19204,3,25,8.41633,0.19673,1.9998,177.66163,178.48673,0.20408,0.20082,6.08367,0.96265,34.86837,2.98122,7.17265,NA,NA,NA,NA
36,"2017-09-08","Harbinger","UniqueFlask",0.4156,68.0656,NA,2.274,0.9966,1,88.0566,0.2128,2.9846,24.9414,8.105,0.19,1.963,175.751,176.248,0.2096,0.1972,5.9636,0.9672,34.671,2.904,7.0664,NA,NA,NA,NA
37,"2017-09-09","Harbinger","UniqueFlask",0.4518,61.965,NA,2.1158,1,0.9984,94.9544,0.2018,3,25.0556,7.4324,0.2088,2.0026,167.786,181.0728,0.1928,0.2076,5.897,0.9872,32.5458,3.0032,7.3004,NA,NA,NA,NA
38,"2017-09-10","Harbinger","UniqueFlask",0.42857,65.22367,NA,2,0.9898,0.99939,101.36939,0.22122,3,28.11102,7.79776,0.22714,2.0051,171.35102,198.77388,0.21347,0.21857,6.33449,0.84755,29.81143,3.0002,7.85347,NA,NA,NA,NA
39,"2017-09-11","Harbinger","UniqueFlask",0.4582,63.9748,NA,2,1,1,118.018,0.2576,2.9926,38.7236,8.0504,0.2056,1.9766,212.6442,234.0648,0.2162,0.2594,6.4636,0.7272,28.643,2.9874,7.547,NA,NA,NA,NA
40,"2017-09-12","Harbinger","UniqueFlask",0.4726,64.617,NA,1.9782,0.9934,0.9992,115.7694,0.2114,3.348,52.358,8.183,0.201,2.035,187.0008,237.0876,0.2126,0.2064,6.5838,0.7112,28.626,2.98,6.9628,NA,NA,NA,NA
41,"2017-09-13","Harbinger","UniqueFlask",0.49286,67.95918,NA,1.98939,0.99592,0.99184,114.95612,0.20102,3.49,52.47837,8.78184,0.20102,2.04184,187.20347,239.18735,0.20102,0.20163,6.74082,0.86306,28.54286,3.15429,7.75633,NA,NA,NA,NA
42,"2017-09-14","Harbinger","UniqueFlask",0.4568,71.2892,NA,1.9896,0.9888,1,106.6838,0.2056,3.9952,53.6036,9.22,0.2288,2,183.8706,249.8102,0.2056,0.2056,6.9244,1,29.8894,3.5042,8,NA,NA,NA,NA
43,"2017-09-15","Harbinger","UniqueFlask",0.4694,71.366,NA,1.9464,1,1,101.141,0.21,4,49.8826,9.7176,0.21,1.9614,178.3624,246.9872,0.2114,0.21,6.9628,0.9984,29.665,3.6206,9.0054,NA,NA,NA,NA
44,"2017-09-16","Harbinger","UniqueFlask",1.05408,69.82571,NA,1.94898,0.9998,1,98.11592,0.21449,3.92143,47.28939,9.9349,0.21449,2,194.5698,250.86918,0.21449,0.21449,6.81367,0.99286,29.40265,3.53102,25.23469,NA,NA,NA,NA
45,"2017-09-17","Harbinger","UniqueFlask",0.4106,69.8418,NA,1.885,1,1,99.308,0.22,3.9784,44.7464,9.9118,0.22,1.973,197.6248,253.8974,0.22,0.22,7.1404,0.9986,31.7324,3.9808,19.2248,NA,NA,NA,NA
46,"2017-09-18","Harbinger","UniqueFlask",0.3934,70.5082,NA,2,0.998,0.9762,99.12,0.2246,4.2562,43.2886,9.4376,0.2246,2,213.8164,265.8746,0.2246,0.2246,6.9612,0.9976,30.7808,3.7428,15.5814,NA,NA,NA,NA
47,"2017-09-19","Harbinger","UniqueFlask",0.45104,75.77625,NA,1.82917,0.98333,1,99.07438,0.22979,4.89771,43.10146,9.57542,0.22979,2,241.69854,273.48792,0.22979,0.22979,6.88792,0.99729,32.11875,3.9275,16.90875,NA,NA,NA,NA
48,"2017-09-20","Harbinger","UniqueFlask",0.39765,108.7202,NA,1.94098,1,1,99.4351,0.23196,4.74294,40.59863,9.6898,0.23196,2.00098,295.21235,289.09667,0.23412,0.2402,6.82863,0.99216,30.83588,3.93353,15.72824,NA,NA,NA,NA
49,"2017-09-21","Harbinger","UniqueFlask",0.41531,106.88469,NA,2,1,1,102.79551,0.24,4.74959,40.66796,9.40408,0.24,2,286.72408,273.32,0.24,0.2398,6.86673,0.99469,29.71837,3.45816,16.23429,NA,NA,NA,NA
50,"2017-09-22","Harbinger","UniqueFlask",0.4264,97.9744,NA,1.9098,0.9996,0.9766,112.907,0.2416,4.4996,41.4994,9.7314,0.2416,1.9946,280.596,257.7966,0.2416,0.2414,6.4164,1,28.8942,3.9574,16.732,NA,NA,NA,NA
51,"2017-09-23","Harbinger","UniqueFlask",0.36102,91.47735,NA,1.78531,1,0.99918,112.58694,0.2502,4.60184,45.17959,9.5449,0.24878,2,251.96224,263.58531,0.2502,0.2502,6.70143,0.99857,28.86,3.89061,16.80633,NA,NA,NA,NA
52,"2017-09-24","Harbinger","UniqueFlask",0.37898,88.92673,NA,1.86878,1,1,107.52184,0.25837,4.89939,48.11551,9.94265,0.25837,1.96367,250.75102,272.43041,0.25837,0.25857,6.87776,0.98837,28.81633,3.66327,17.22918,NA,NA,NA,NA
53,"2017-09-25","Harbinger","UniqueFlask",0.37863,90.9451,NA,1.9902,1,0.99843,107.52627,0.26,4.99765,49.87529,10.02412,0.26,1.98627,259.5,277.00216,0.26,0.26,6.72667,0.99451,31.19176,3.79431,15.84078,NA,NA,NA,NA
54,"2017-09-26","Harbinger","UniqueFlask",0.364,83.9198,NA,1.9824,1,1,109.5986,0.2622,4.8008,49.9976,9.8084,0.2622,1.9748,261.4864,280.1614,0.2622,0.2622,7.2536,0.997,29.6808,3.699,15.1002,NA,NA,NA,NA
55,"2017-09-27","Harbinger","UniqueFlask",0.37294,84.85471,NA,1.66392,1,1,108.50961,0.27,4.46157,48.85471,9.78431,0.27,2.03353,262.18235,275.29059,0.27,0.27,6.95784,0.99922,29.95549,4.00765,15.44941,NA,NA,NA,NA
56,"2017-09-28","Harbinger","UniqueFlask",0.4398,81.004,NA,2,0.999,0.999,108.8944,0.27,4.7954,49.766,9.68,0.27,2.03,266.0116,267.6982,0.3046,0.27,6.7856,0.9982,29.3724,3.9456,14.6964,NA,NA,NA,NA
57,"2017-09-29","Harbinger","UniqueFlask",0.36824,88.70039,NA,1.98784,1,0.99843,103.92725,0.2702,4.95412,53.26039,9.6402,0.27137,2.2149,268.36196,270.63588,0.2702,0.2702,6.5749,1,28.24922,4.06098,13.97039,NA,NA,NA,NA
58,"2017-09-30","Harbinger","UniqueFlask",0.4194,92.8426,NA,2,0.9972,1,108.2528,0.27,4.8316,73.4526,9.476,0.27,2.006,267.2282,270.3036,0.2748,0.27,6.8194,1,33.3462,3.9232,13.9624,NA,NA,NA,NA
59,"2017-10-01","Harbinger","UniqueFlask",0.39255,91.78667,NA,1.98078,0.99706,0.99961,112.83412,0.27137,5,76.92647,9.58882,0.27,1.97157,279.31725,275.7198,0.27,0.27,6.79941,0.99745,34.84843,3.83353,14.73392,NA,NA,NA,NA
60,"2017-10-02","Harbinger","UniqueFlask",0.35,94.197,NA,1.9968,1,0.9692,109.6408,0.2726,5,69.0452,9.6042,0.2678,2,279.2478,255.7718,0.2682,0.2674,6.7714,0.9398,33.6274,3.9784,14.9652,NA,NA,NA,NA
61,"2017-10-03","Harbinger","UniqueFlask",0.3412,93.9584,NA,2,1,1,109.312,0.2634,4.9858,60.3042,9.124,0.2634,2,278.5366,265.9596,0.2634,0.2634,6.7432,1,30.7754,3.9804,14.5562,NA,NA,NA,NA
62,"2017-10-04","Harbinger","UniqueFlask",0.41137,93.18353,NA,1.99765,1,0.99275,111.26608,0.26451,5.07314,58.07373,8.93882,0.26451,2,271.36667,276.06157,0.26961,0.26451,6.88863,1,33.1502,4.12804,14.21608,NA,NA,NA,NA
63,"2017-10-05","Harbinger","UniqueFlask",0.37373,96.34961,NA,1.97765,1,0.99765,109.49961,0.26294,5,58.04588,8.60098,0.26294,1.99471,276.13039,266.61078,0.28863,0.26294,7.10157,0.99314,33.27118,4.11431,14.54039,NA,NA,NA,NA
64,"2017-10-06","Harbinger","UniqueFlask",0.396,104.8548,NA,1.987,0.993,0.9976,105.2398,0.2608,5,51.221,7.6874,0.2654,1.9734,293.1204,246.709,0.2608,0.2608,7.6778,1,31.4768,4.2158,14.3722,NA,NA,NA,NA
65,"2017-10-07","Harbinger","UniqueFlask",0.41275,103.22,NA,1.76039,1,1,100.27314,0.26961,5.08314,56.08588,7.80098,0.26961,2.0151,313.36961,239.22451,0.27471,0.26961,6.93941,0.98667,30.16157,4.37765,14.99745,NA,NA,NA,NA
66,"2017-10-08","Harbinger","UniqueFlask",0.3646,100.718,NA,1.9892,1,0.9926,105.5318,0.27,5.378,52.8066,8.215,0.27,1.9538,300.765,235.5826,0.27,0.27,6.8732,0.9906,29.3434,4.4386,14.763,NA,NA,NA,NA
67,"2017-10-09","Harbinger","UniqueFlask",0.34196,95.27471,NA,2,1,1,101.09549,0.26647,4.85784,50.57745,7.87706,0.26647,2,274.47157,224.55608,0.26647,0.26647,6.62431,0.93078,27.39471,4.18725,15.53275,NA,NA,NA,NA
68,"2017-10-10","Harbinger","UniqueFlask",0.3804,92.2322,NA,1.8106,0.9998,0.9898,98.9008,0.2652,5,49.5524,7.2824,0.2652,2,262.3032,206.2168,0.2652,0.2652,6.6038,1,26.2188,4.3256,17.401,NA,NA,NA,NA
69,"2017-10-11","Harbinger","UniqueFlask",0.33725,91.60667,NA,1.99588,0.99627,0.98745,98.26098,0.26941,5,47.82608,7.39,0.27196,2,249.76902,209.82706,0.28176,0.26902,6.42216,0.98431,25.24902,4.35784,19.63961,NA,NA,NA,NA
70,"2017-10-12","Harbinger","UniqueFlask",0.2974,93.7232,NA,1.9888,0.9994,0.9822,98.849,0.264,5,46.8306,6.906,0.264,2,248.194,210.9412,0.2646,0.264,6.1922,0.9846,25.3314,4.1974,21.4012,NA,NA,NA,NA
71,"2017-10-13","Harbinger","UniqueFlask",0.3302,91.13667,NA,1.85902,1,0.99412,96.69941,0.26,5.28137,44.8602,6.72294,0.26,1.97961,239.13235,205.16882,0.26647,0.26,6.08745,1,24.76569,4.17529,20.03647,NA,NA,NA,NA
72,"2017-10-14","Harbinger","UniqueFlask",0.3406,89.7336,NA,1.9138,0.9982,0.9852,95.5776,0.26,4.6694,43.9126,6.7062,0.26,2,222.9562,198.9458,0.26,0.26,6.0194,0.9978,24.3008,4.0024,21.727,NA,NA,NA,NA
73,"2017-10-15","Harbinger","UniqueFlask",0.3288,89.9078,NA,2,0.9836,0.96,99.0238,0.2604,4.8616,44.9272,7.0296,0.2604,1.9894,213.2804,200.0812,0.2604,0.2604,6.3476,0.9802,22.6018,4.4474,21.8294,NA,NA,NA,NA
