"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
123,"2017-12-04","Harbinger HC","Fragment",0,1.37278,2,8,3.35511,0,4.80918,0,0,2,3.8,2,2.53333,1,1,1.28514,1,2.22076,0.15251,0.10555,71.67912,11.48884,8.3,13,0,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback HC","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback HC","Fragment",0,1.57671,0,0,0,0,0,0,0,0,0,0,0,1,1,2.45474,1,1,1,0.49928,1.1,0.33333,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback HC","Fragment",0,1.202,0,0,0,0,0,0,0,10,0,14,0,1,1,3,1,1,0.29484,0.12941,0.88432,0.20451,0,0,10,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback HC","Fragment",0,1.7482,2,22.3,59.8551,0,0,0,25,10,20,10,13.39798,1,1,3,1,1,0.23896,0.12661,0.807,0.19922,5,12,10,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback HC","Fragment",105,1.71395,10.5,9.3273,61.494,250,250,250,25,7,17,7.58485,9.125,1,1,3,1,1,0.31466,0.33333,1,0.25631,6.278,12,10,14.58868,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback HC","Fragment",96,1.51591,7.39394,10,0,250,250,250,21.035,5,10.064,7,8,1,1,2,1,1,0.24219,0.2,0.74184,0.2235,7,25,10,12.83142,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback HC","Fragment",96,1,5.495,6.57143,250,205.45,250,250,20,4,10.19592,5.335,5.42,1,1,2,1,1,0.2907,0.18967,0.5,0.28628,5,18.436,10,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback HC","Fragment",98.195,1.832,2.80306,5,40,200,250,0,17.21237,4,10,7,4.67938,1,1,2.42821,1,1,0.29241,0.21957,0.5,0.29635,4.62436,14.51546,5.414,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback HC","Fragment",98.82474,2,2.198,5,41.09,50,0,50,13.78182,4,9.31122,7,4,1,1,3,1,1,0.28654,0.2351,0.35488,0.30011,4.655,18.5425,5,8.98603,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback HC","Fragment",99.39583,2,2.198,5,40,40,0,50,12.912,3.99691,10.10505,6,4,1,1,2,1,1,0.23546,0.22088,0.44804,0.3,4,20.9223,6.09,9.88902,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback HC","Fragment",100,1.41205,2.71667,4,31.79091,40,35,40,11.98,4,11.03608,6,4,1,1,2,1,1,0.2,0.2,0.3735,0.20987,4,21.15625,12.3,9.43176,14.29697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback HC","Fragment",90.78351,1,2.94737,4,31.79091,26.9697,35,40,9.67879,3,11.00532,5.31856,4,1,1,2,1,1,0.16667,0.16667,0.2,0.2,3.61124,21.85978,10.39798,10,11.18788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback HC","Fragment",77.1751,1,2.75579,3,27.19192,27.98485,35,0,9.68287,3,10.04945,5.86122,4,1,1,1.14116,1,1,0.14703,0.11857,0.18095,0.2,4,15,10.39798,11.15206,10.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback HC","Fragment",80.97872,1,2.79574,3,27.19192,21.48485,35,0,8.37143,3,10,5.57526,4,1,1,1,1,0.93946,0.12581,0.11576,0.15661,0.18776,4,15,10.71039,10.04124,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback HC","Fragment",93.64,1,3,3,25,21.48485,20,0,8.05714,3,10.18222,5.57526,4,1,1,2,1,0.93262,0.11599,0.1,0.14879,0.14346,4,15,10.62041,9,8.59394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback HC","Fragment",86.09,1,3,3,21.48485,21.52,20,0,7.77245,3,10.01966,5.38557,4,1,1,2,1,0.91826,0.11872,0.1,0.14286,0.14286,4,15,10,9.3051,8.81633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback HC","Fragment",80.36842,1,3,3,22.04082,21.52,20,0,8.5,2,10.21443,4.76453,3.70909,1,1,1.54639,1,0.93752,0.11522,0.1,0.14286,0.17109,3.06,4.96934,10,8.16042,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback HC","Fragment",88.67368,1,3,3,15,18.93939,15,0,8.40206,2,10.07,4,3.43,1,1,1.465,1,0.91413,0.11594,0.1,0.14286,0.1677,3,14.05263,10,8.9383,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback HC","Fragment",89.84043,1.554,3,3,11.26364,18.04,15,0,8.40204,2,9.3875,4,3.51031,1,1,1.28948,1,0.88756,0.11194,0.11321,0.13772,0.15783,3,13.84848,11.09,8.32937,10.21122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback HC","Fragment",80.59783,2,3,3,9.75186,15,15,30,8.40204,2,8.80938,4,3,1,1,1.85979,1,0.89963,0.10708,0.11077,0.13972,0.15801,3,11.59592,11.09,9,10.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback HC","Fragment",85.10526,1.6303,3,3,9.80412,15,15,30,8.6,2,8.80938,4,3,1,1,2.62525,1,1,0.10209,0.10537,0.13972,0.1561,3,10.548,10.217,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback HC","Fragment",94.38776,2,10,3,9.80412,15,15,30,8.6,2,8.81515,0,3,1,1,2.84948,1,1,0.10514,0.10821,0.13915,0.1754,3,4.464,11.09,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-08-25","Incursion Flashback HC","Fragment",108.26531,2,10,3,9.80412,15,15,30,8.6,2,8.5303,0,3,1,1,2.84948,1,1,0.13688,0.14091,0.15224,0.19729,3,4.68485,20,9.09694,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback HC","Fragment",500,1,0,3,9.78,18.36,15,50,8,2.60306,7.942,0,3,1,1,1.95109,1,1,0.10552,0.10504,0.14286,0.17564,3,20,0,9.83061,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback HC","Fragment",120,1,0,3,9.78,18.36,15,50,0,3,7.651,0,3,1,1,2.588,1,1,0.09952,0.10088,0.14286,0.17311,3,20,0,9.66915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback HC","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion HC","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.08175,0,2,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion HC","Fragment",0,1,5.3,0,0,0,0,0,8.2,2,25,10,75,1,1,2,1,1,0.5,1,0.798,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion HC","Fragment",0,1,2.733,15,20,0,0,0,5,2,10.414,7.8,19.4,1,1,2,1,1,0.48503,0.5,0.5,0.5,10.2,0,3,33,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion HC","Fragment",180,1,2,38,20,0,0,45,3.975,2,8.60102,7,17.59091,1,1,2,1,1,0.33333,0.33333,0.5,0.25,9.39394,10,3,27,8.4899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-06-05","Incursion HC","Fragment",135.7,1,2,19.29697,20,0,29.19394,45,3,2,7,7,4.56732,1,1,2,1,1,0.25177,0.3,0.33333,0.24244,20.5,10,3,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-06-06","Incursion HC","Fragment",161.9899,1,2,17.58485,21.09,22,29.19394,25.5,2,2,7,7,4,1,0.96979,1.97605,1,1,0.20712,0.2,0.33333,0.22518,16.59184,10,2.22347,18,2.46712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-06-07","Incursion HC","Fragment",146.5,1.1646,2,15.41224,15.81667,50,21.48485,15.9,1.98989,2,7,7,4,1,1,1.23529,1,1,0.23327,0.2,0.33333,0.2,13.15885,13.038,2.719,15.01836,2.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-06-08","Incursion HC","Fragment",162,1,2,15,14,35,19.4899,15.195,2,2,9,7,4,1,1,1,1,1,0.22913,0.2,0.33333,0.2,12,18.4697,2,15.232,2.75408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-06-09","Incursion HC","Fragment",157.5,1,2,12.31771,12.28991,18.21443,14,14.95313,2,2,10,7.19368,4,1,1,1,1,1,0.2,0.2,0.33333,0.2,10,20.13266,2.01,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-06-10","Incursion HC","Fragment",171,1,2,14,11.33505,15,10.22347,13.62121,2,1.5,10,10,4,1,1,1,1,1,0.2,0.15869,0.33333,0.1875,9,24.525,2,13.28307,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-06-11","Incursion HC","Fragment",148.105,1.16469,2,10.70729,10,15,10,16.5135,2,1,9,10.9898,4,1,1,1,1,1,0.16667,0.14286,0.33011,0.19889,8,20,2,17.39293,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-06-12","Incursion HC","Fragment",200,1.26315,2,12,10,13.97,8,16.14545,2,1,9,11,3,1,1,1,1,1,0.16667,0.125,0.28571,0.18182,6,19.01596,2,16.69753,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-06-13","Incursion HC","Fragment",213.2976,1,2,11.504,7.65556,12.08245,8,15.30103,2,1,9,11,3,1,1,1,1,1,0.14286,0.11111,0.25,0.16667,5.35,18.78543,2,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-06-14","Incursion HC","Fragment",183.64,1,2,10,7,12,7.60303,17.604,2.46494,1,9,10,3,1,1,1,1,1,0.125,0.10093,0.25,0.16667,5,20,2,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-06-15","Incursion HC","Fragment",159.75051,1,2,9.1321,6.78918,11.222,7,18,2.1628,1,10,10.93504,3,1,1,1,1,1.2965,0.11899,0.1,0.24714,0.16667,5,18.14583,2.68384,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-06-16","Incursion HC","Fragment",171.45833,1,2,10,6,11,7,15,3,1,10,10.83694,3,1,1,1,1,1.5,0.125,0.1,0.25,0.16667,5,19.162,2.8866,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-06-17","Incursion HC","Fragment",168.12626,1,2,10,6,11,7,15,2.6095,1,10,11,3,1,1,1,1,1.45059,0.125,0.1,0.2,0.16667,5,19,2,17.12822,2.0151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-06-18","Incursion HC","Fragment",164.22449,1,2,10.53292,7,11.09394,7,15,3,1,10,11,3,1,1,1,1,1.5,0.125,0.09768,0.2,0.17012,5,17,2.23131,18.44362,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-06-19","Incursion HC","Fragment",180,1,2,10,7,11.94161,7.11856,15,3,1,10,11,3,1,1,1,1,1.5,0.125,0.09783,0.2,0.18003,5,15,3,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-06-20","Incursion HC","Fragment",194.02805,1,2,10,7,14.78,7.5989,17.204,2.45154,1,10,11.52111,3,1,1,1,1,1.5,0.125,0.09885,0.2,0.2,5,13,2.965,20,2.60606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-06-21","Incursion HC","Fragment",222.65137,1,2,10,7,15,7.48242,18,2,1,10,16.28327,3,1,1,1,1,1.82879,0.11111,0.09903,0.2,0.25,4.90356,12,3,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-06-22","Incursion HC","Fragment",240.97727,1,2,9,7,15.36534,7.73034,18,2.06,1,10,17.09375,3,1,1,1,1,2,0.11111,0.1,0.2,0.36991,4.31306,10.237,3,29.37391,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-06-23","Incursion HC","Fragment",249.29711,1,2,9,7,17.26383,8.3999,18,2,1,10.55875,19,2.25,1,1,1,1,2,0.11111,0.1,0.2,0.35743,4,9.14523,2.64845,30.85293,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-06-24","Incursion HC","Fragment",205.23718,1,2,10,7,16,11.06,18,2,1,11,21.28283,3,1,1,1,1,2,0.11111,0.08993,0.2,0.4,3.6617,8,2.7625,33.57756,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-06-25","Incursion HC","Fragment",222.92424,1,2,9,8.29091,16,14.44362,18,2,1,10.28361,21.92473,3,1,1,1,1,2,0.10504,0.09673,0.2,0.37878,3.79202,8,3,34.402,2.94825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-06-26","Incursion HC","Fragment",233.93939,1,2,9.30008,8.81505,16.32708,16.71224,19,2,1,11,20,3,1,1,1,1,2,0.1,0.1,0.23342,0.33333,3,8,4.50832,32,2.84433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-06-27","Incursion HC","Fragment",200,1,2,9.38542,9.68182,15.24659,16.11474,19,2.08118,1,10,15.15955,3,1,1,1,1,2,0.1,0.1,0.2,0.33333,4,8.52905,8.09474,25.08834,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-06-28","Incursion HC","Fragment",212.12121,1,2,7,13.4066,15,16,18,4.07708,1,10,18,3,1,1,1,1,2,0.1,0.09924,0.2,0.33333,3.5,11.98977,9,26.8954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2018-06-29","Incursion HC","Fragment",210.34585,1,2,6,13.455,14.472,15,16.42828,5,1,10,18.47646,3,1,1,1,1,2,0.09901,0.09891,0.22712,0.33333,3.54747,15,8.549,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2018-06-30","Incursion HC","Fragment",210,1,2,6.95,12.39916,14.26231,14,15.67865,6,1,10,18,3,1,1,1,1,2,0.09594,0.0977,0.2324,0.33333,3.93299,14.77,8,26.32873,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2018-07-01","Incursion HC","Fragment",218.77551,1,2,7,13,14.92,14,17.26326,6.28395,2,10.3825,20,3,1,1,1,1,2,0.09096,0.09624,0.2371,0.33333,4,14.53505,8.52525,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2018-07-02","Incursion HC","Fragment",224.89899,1,2,7,13,14,15,17.2102,8,2,10.51735,20.24667,3,1,1,1,1,2,0.09224,0.08893,0.2,0.33333,3,13,8,27.37431,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2018-07-03","Incursion HC","Fragment",199.80825,1,2,7,13,13,15,18.63814,7.93196,2,10.84073,25,3,1,1,1,1,2,0.0984,0.09029,0.22833,0.33333,4,12.75319,8,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2018-07-04","Incursion HC","Fragment",213.94898,1,2,6,13,13.02128,14.632,19,6.08138,2,10.61616,25,3,1,1,1,1,2,0.09141,0.08122,0.2,0.3,3.29372,13.06044,7,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2018-07-05","Incursion HC","Fragment",224.04,1,2,6,12,13.77216,14,17.11166,5.36988,2,10.2029,25,4,1,1,1,1,2,0.08362,0.08333,0.2,0.32883,4,14,7,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2018-07-06","Incursion HC","Fragment",220,1,2,6.99708,12,12,13.16653,15.90909,5.88293,2,10,24,3.98111,1,1,1,1,1.94517,0.08792,0.08333,0.2,0.33333,4,14,7,29.81511,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2018-07-07","Incursion HC","Fragment",206.33333,1,2,7,11,10,13.65354,16,5.27959,2,11,23,4,1,1,1,1,1.80436,0.08594,0.08333,0.2,0.33333,4,12,6,30,3.15957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2018-07-08","Incursion HC","Fragment",210.25921,1,2,6.43878,10,10,13,16.31989,5,2,10,21,3.36768,1,1,1,1,1.93333,0.08547,0.08333,0.2,0.33333,4,11,6.65859,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
