"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","The.Alchemist","The.Ambitious.Bandit.I","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.V","Undead.Uprising","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Beyond.Sight.II","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Storm.Spire","Trapped.in.the.Tower","Anarchy.s.End.III","Anarchy.s.End.IV","Beyond.Sight.III","Fallow.At.Last","Path.of.Betrayal","Thaumaturgical.History.IV","The.Ambitious.Bandit.II","The.Child.of.Lunaris","The.Feral.Lord.IV","The.Queen.s.Sacrifice","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Warmongers.IV","Unbearable.Whispers.IV","Unnatural.Energy","Vaal.Invasion","Battle.Hardened","Faith.Exhumed","The.Ambitious.Bandit.III","The.Bishop.s.Legacy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Mentor","The.Plaguemaw.III","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
27,"2019-07-03","Legion HC","Prophecy",0.89,0.81,1,NA,7,0,1,0.29,0.27,0.58,1,0.3,0.93,1,4,0.63,0.42,3.48,1.55,1,1.61,10,0.76505,0.63,0.54,1,1.29,1.37,0.97,0.89,0.6,0.97,0.97,1,1.12,4.1,1.2,1,0.53,1,644.24,0.89,0.72505,1,0.6,15,30,0.67,0.65,0.61,0.35,0.59,1.78,0.39,1,1,0.94,1,1,0.65515,5,3,0.55,0.76,1,90,15,0.63,1,3,0.39,0.61,1,1,1,0.68,1,1,1,1,1,1,0.57505,1,7,0.93,1,1,1,0.58432,0.46,0.81,0.71,0.54,0.47,9.37,1.97,1,0.61,1,0.99,0.87,0.76,1,2,1,1.11,0.8,0.55,0.53,2,0.34,1,1.5,0.84,0.97,1,0.82,0.83007,1,25,2,9.97,14.52769,0.57,2,1,5,2.55,0.27,1.03,1,0.53,0.45515,0.98,2,0.96,0.54,2.78061,1,2,1,3,0.5,0.39,0.93,0.99,1,0.58,0.98,1,0.62,0.57,6,0.48,0.81,0.47,0.39,1,0.39,0.48,0.85,0.64,0.29,0.94,0,5,0.63,0.95,0.54505,1.08,0.72,3,1,0.75,1,1,111.425,1.41,2,0.96,2,0.47,0.99,0.96,0.99,1,0.93375,1,1,1,1.11189,1.52594,1,1,1,1,1,1,3,1,28.81,5,1,3,1,0.81625,1,1,1.4,1,0,0.96,0.59,0.88,0.55,900.13,1,0.93,0.49,0.72,0.29,1,3.82,1,1,1,1,1.21,22.66,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-07-04","Legion HC","Prophecy",0.96,0.8,1,NA,7,0,0.78,0.33,0.28,0.52,1,0.68,0.58,1,5,0.6,0.39,3.1,1.55,1,1.93,10,0.73,0.63,0.74,1,1,2,0.99,0.86,0.52,0.96,0.99,0.75,1,4.04,1.3,1,0.49,1,685.604,0.89,0.74505,1,0.39,15,22.44,0.68,0.61,0.64,0.32,0.64,2,0.39,1,1,0.8301,1,1,0.61,5,3,0.53,0.96,1,90,15,0.63,0.55,3,0.36,0.54,1,1,1,0.66,1,1,1,0.97,1,1,0.57,1,7,0.72,0.67,1,1,0.57,0.44,0.96,0.64,0.62,0.39,9.04,2,1,0.64,1,0.87,0.92,0.64,1,1.64515,1,1.11,0.67594,0.39,0.52,2,0.34,1,1.41,0.5,0.96,1,0.82,0.65747,0.68,25,2,9,14,0.76,2,0.97,5,2.78,0.74,1.52,1,0.34,0.5,0.97,2,0.92,0.51,2,1,2,1,3,0.42,0.39,0.96,1,1,0.6,0.96,0.55,0.53,0.56,6.1,0.5,0.64,0.43,0.39,1,0.39,0.48,0.83,0.64,0.29,0.89,0,5,0.66,0.96,0.53,1.70556,0.66,3,1,0.75,1,1.31,116.68,1.79,2,0.97,2,0.48,0.99,0.79,0.98,1,0.72,1,1,1,1.8,1.93,1,1,1,0.81,1,1,3,0.96,27.51,5,1,3,1,0.89,1,1,1.3,1,0,0.96,0.81,0.96,0.45,1254.2,0.96,0.72,0.52,0.89,0.32,1,3.94,1,1,1,1,1.21,23.93,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-07-05","Legion HC","Prophecy",0.96,0.8,1,NA,7,0,0.42,0.39,0.3,0.52,1,0.7,0.59,1,4,0.6,0.4,3.1,1.38,1,1.99,10,0.68005,0.63,0.87,1,1,2,0.95297,0.64,0.49,0.97,1,0.85,1,4,1.41,1,0.39,1,672.4,0.75,0.93,1,0.96,15,12.8925,0.58,1,0.73,0.33,0.52,2,0.39,1,0.99,0.62,1,1,0.79,5,3,0.54,0.96,1,90,15,0.61,0.51,3,0.37,0.62,1,1,0.99,0.75,2.1,1,1,0.83,1,1,0.59,1,8.08,0.67,0.71,1,1,0.58,0.39,0.95,0.66,0.6,0.39,9,1.12,1,0.66,1,0.51,0.92,0.72,1,1.88,0.99,1.32,0.675,0.49,0.52,2,0.34,1,1.38,0.38,0.96,1,0.82,0.79,0.68,26,2,9.65,13,0.57,2,0.99,2.21,3,1,1,1,0.57,0.39,1,2,0.86,0.45,2,0.35,2,0.99,2,0.67,0.39,0.91,1,1,0.61,0.96,0.51,0.52,0.4,6,0.5,0.66,0.43,0.39,1,0.36,0.39,0.96,0.71,0.28,0.86,675.08,6,0.73005,0.96,0.52,1.95015,0.6,3,1,0.81,0.33,1.44,118.075,1.29214,3,0.99,2,0.47,0.98,0.68,0.98,1,0.76,1,1,0.99,1.96,1,1,1,0.98,1,1,0.96,3,0.96,47.81,5,1,3,1,0.62,1,1,1.3,1,0,0.98,0.73,0.99,0.52,1271.57,0.93,0.94,0.52,0.98,0.33,1,3.74,1,0.91,1,1,1.22,23.16,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-07-06","Legion HC","Prophecy",0.96,0.76023,1,NA,7,0,0.52005,0.39,0.31,0.52,1,0.86,0.59,1,4,0.42,0.39,2.72,0.65,1,1.58005,10,0.79,0.64,0.52,1,1,2,0.96,0.59,0.46,0.98,1,0.66,1,4,1.32,0.96,0.39,1.46,688.16,0.83,0.98,1,0.96,15,21.75,0.96,1,0.83,0.37,0.52,2,0.39,1,0.99,0.49,1,1,0.96,4.2,3,0.72,0.8901,1,90,14,0.6,0.51,3,0.39,0.58,1,1,1,0.78,2.1,1,1,0.68,1,1,0.58,1,9,0.39,0.83,1,1.44,0.52,0.37,0.96,0.74,0.64,0.39,8.59,1.0903,1,0.74,1,0.48,0.89,0.68,1,1.2503,1,1,0.8,0.52,0.52,2,0.34,1,1.46,0.44,0.89,1,0.82,0.79,0.38,26,2,9,13,0.57,2,0.99,2.21,3,1,1,1,0.51,0.37,1,2,0.79,1,2.48005,0.59,2,1,3,0.86,0.39,0.91,1,1,0.65,0.96,0.52,0.52,0.4,6,0.37,0.74,0.41,0.38,1,0.38,0.49,0.91,0.65,0.88,0.89,680.16,6.4001,0.52,0.94,0.56,2,0.63,3,1,0.81,0.29005,1.44,120.04,1,2,1,2,0.84,0.97,0.72,0.98,1,1,1,1,0.86,2,1,1,1,0.99,1,1,1,2.92,1,76.47,5,1,2.1,1,0.85,1,1,1.3,1,0,0.98,0.88,1,0.76,1441.95,0.94,1,0.52,0.98,0.37,1,3.12,1,0.69,1,1,1.22,26.33188,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-07-07","Legion HC","Prophecy",0.84,0.59,1.01409,NA,7,0,0.37,0.38,0.31,0.46,1,1,0.59,0.95,4,0.44,0.39,2.72,0.65,1,1,10,0.94,0.54,0.5,1,1.08,2,0.39,0.68,0.44,1,1,0.78,1,4,1.42,1,0.38,1.08,683.316,1,0.7,1,0.9,15,25.18,1,1.1,0.85,0.37,0.52,2,0.39,1,1,0.43,1,1,1,4.2,3,0.52,0.86,1,90,13,0.53,1,3,0.39,0.93,1,1,0.55,0.82,2,1,1,0.77,1,1,0.61,1.25,9,0.39,0.9,1,3.11,0.49,0.37,0.91,0.74,0.39,0.39,8.81,1.66446,1,0.74,1.82,0.42,0.86,0.37,1,1.45,1,1.2,0.96,0.52,0.51,1.99,0.34,1,1.71,0.46,0.93,1,0.83,1,0.37,25.14,2,8,14,0.77,2,1,2,3,1,1,1,0.37,0.37,1,2,0.72,1,2,0.72,2,1,3,0.8,0.37,0.9,1,1,0.8375,1,0.68,0.52,0.37,7,0.37,0.76,0.46,0.38,1,0.38,0.51,0.91,0.73,1,0.77,0,6.0001,0.72,0.95,0.77,1.97,0.51,3,1,0.86,0.32,1.66,120.39,1,3,0.98,2,0.57,1,0.71,1,1,0.77,1,1,0.98,1.87,1,1,1,1,1,1,1,3,1,70.98,5,1,2.94,1,0.82,1,1,1.21,1,0,0.96,0.73,1,0.75,1342.0125,0.75,1,0.52,1,0.37,1,4.68094,1,0.71,1,1,2.3,33.0925,0.77035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-07-08","Legion HC","Prophecy",0.79,0.44,1.34,NA,7,0,0.37,0.37,0.31,0.46,1,1,0.59,0.8,4.63,0.34,0.38,2.72,0.65,1.21,1,10,1,0.57,0.92,0.63,1,2,0.39,0.7,0.42,1,1,0.98,1,4,1.42,1,0.47,1.92,684.38071,1.54,0.74,1,0.94,15,28.98,0.51,1.1,0.91,0.37,0.52,2,0.39,1,1,0.38,1,1,1,1.645,3,0.55,0.89,1,90,13,0.78514,1,3,0.39,0.9,1,1,1,0.95,0,0.96,1,1,0.89,1,0.43,1,8.78,0.39,0.92,1.21,4,0.47,0.38,0.91,0.74,0.39,0.39,8.78,2,1,0.7,2,0.43,0.39,0.47,1,1.17,1,1.3,0.9,0.52,0.59,2,0.39,1,2,0.41,0.79,1,10.45,1,0.41,25,2,8,14.86,0.77,1.39,1,2,3,1,1,1,0.39,0.38,1,2,0.34,1,2,0.72,2,1,3,0.61,0.35,1,0.57,1,1.08,1,1,0.82,0.38,7,0.37,0.78,0.51,0.38,1,0.45,0.52,1,0.75,1,0.77,0,6,0.61,0.99,0.76,2,1,3,1,0.91,0.31,3.22,120.54,1.26,2.57,0.99,2,0.60385,1,0.58,1,1,0.88,1,1,1,1.26,1,1,1,1,1,1,1,3,1,62.14,5.1,1,2.44,1,1,1,1,1,1,0,0.96,0.73,1,0.88,1342.2,0.74,1,0.52,1,0.57,1,5,1,0.75,1,1,2.62,35.18,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-07-09","Legion HC","Prophecy",1.25,0.39,1.2,NA,7,0,0.37,0.37,0.32,0.39,1,1,0.59,1,4.89,0.37,0.39,1.65,1.01,2.1,1,10.05,0.67,0.57,0.93,0.69,1,2,0.43,0.58,0.4,1,1,0.51,1,4.33,1.42,0.52,0.48,1.99,681.17,1.54,0.82,1,0.93,15,25,0.38,0.91,0.98,0.38,0.51,2,0.39,1,0.86,0.39,1,1,1,1.61,3,0.55,0.86505,1,0,13,0.86,1,3,0.39,0.56,1,1,0.73505,1,0,0.92,1,1,0.89,0.8,0.63,1.6,9.08,0.39,0.76,1.32,4,0.43,0.37,0.85,0.74,0.39,0.39,9,2,1,0.64,1.32,0.45,0.39,0.54,0.91,1,1,1.3,0.88,0.49,0.50505,2,0.39,1,1.85,0.42,0.8,1,10.4775,0.97,0.59,24,2,8,15,0.77,1.5,1,1.2,2.62,0.99,1.3,1,0.39,0.38,1,2,0.34,1,2,0.37,2,1,3,0.64,0.36,1,0.57,1,1.08,0.92,1,0.85,0.5,7,0.37,0.87,0.84,0.38,1,0.79,0.52,1,0.75,1,0.79,0,6,0.63,1,0.75505,2,1,3,1,0.88,0.31,3.22,126.43,1.51,3,0.98,1,0.5,1,0.52,1,1,0.94,1,1,1,1,1,1,1,0.93,1,1,1,3,1,60.08,5,1,2,0.99,1,1,1,1,1,0,0.64,0.76,1,0.92,0,0.73,1,0.89,1,0.57,1,4.81868,1,0.75,1,1,2.62,36.13,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-07-10","Legion HC","Prophecy",2,0.38,1.38829,NA,7,0,0.37,0.37,0.32,2,1,0.91,1.63,0.895,4,0.38,0.73,1.65,1.01,2.1,1,10.05,0.64,0.57,0.94,1,1,2,0.64,0.4211,0.37,1,0.97,0.51,1,4.33,1.42,0.59,0.72,1.94,685.18083,2,0.9,1,0.88505,15,23.32,0.38,0.91,0.96,0.38,0.84,1.56,0.72,1,0.72,0.39,1,1,1,1.61,3,0.49525,0.98,0,0,13,0.97,1,3,0.39,0.56,1,1,0.52,0.91855,0,1,1,1,0.95,0.68,0.5902,1.6,9,0.39,0.61,1.32,4,0.68,0.55,0.85,0.74,0.37,0.39,9,2,0.85,0.52,1,0.44,0.46,0.55,1,1,1,1.3,1,0.52,0.4304,2,0.59,1,1.5,0.44,0.65,1,10.56,0.97,0.63,25,2,9,14.29325,0.77,1.3,1,1.21,2,1,1.2,1,0.38,0.38505,1,2,0.29,0,2,0.36,2,1,3,1,0.35,1,0.57,1,1.08,0.94,1,0.8,0.4302,7,0.37,0.76,0.99,0.37,1,0.97,1,1,1.1,1,0.79,1821.9,6,0.38,1,0.85,1.13,1,3,1,0.88,0.33,2.2,120,1.5,3,0.97,1,0.98097,1,0.46,1.01,1,1,1,1,1,1.29,1,1,1,0.93,0.98,0.98,1,3,1,67.12,5,1,2,1,1,0.46,1,1,1.11,0,0.6,0.53,1,0.88,0,0.7703,1,0.95,1,1,1,4,0.88,0.76,1,1,1.8,39.99,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-07-11","Legion HC","Prophecy",2,0.36,1.51,NA,7,0,0.36,0.24,0.45,2,1,0.42,1.03,1,5,0.38,1,1.65,0.85,2.1,1,10.05,0.83,0.54,1,1,1,2.32,0.69,0.85,0.38,1,0.99,0.48,1,4,1.53,0.65,0.78,2,762.49077,2,1,1,1,12,14.41,0.36,1.69,0.86,0.53,1,1.58,0.7,1,0.72,0.36,1,1,0.79,1.41,3,0.52,1,0,0,14,1,0.94,3,0.36,0.72,1.04,1,1.90505,0.91,0,1,1,1,1,0.61,0.53,1.6,9,0.36,0.99,1.42,4,0.62,0.7,0.9,0.72,0.49802,0.36,8.43,2,1,0.52,1,0.65,0.36,0.52,1,1.71,1.37,1.3,0.93,0.52,0.51,2,0.57,1,1.06,0.45,0.73,1,10.65,1,1,25,2,8,15,0.57,1.32,1,1.21,2,1,2,1,0.75515,0.4,1,2,0.23,1,1.75,0.36,2,1,3,1,0.42,1,0.49,1,0.7,1,1,0.9,0.52,7,0.37,0.86,1,0.33,1,1,1,0.98,1.08,1,0.94375,1830,6,0.64,1,0.96,1.35,1,3,1,0.91,0.36,2.31,120,1.89,2.1902,0.96,1,0.82,1,0.4,1.05,1,1,1,1,1,1.07,1,1,1,0.88,0.99,0.98,0.99,3,1,61.86,5,1,2,1,1,0.45,1,1,1.11,5,0.6,0.52,1,0.72,0,0.9,0.84,0.95,1,1,1,4,0.83,0.47,1,1,1.8,38.54,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-07-12","Legion HC","Prophecy",2,0.38,1.83,NA,6,18,0.37,0.37,0.43,2,1,0.4,1.03,1,4.21,0.41,1,1.76,0.71,2,1.07,10.27,0.52,5645.6625,1,1,1,2.32,0.43,0.9,0.46,0.96,1,0.39,1,4,1.53,1,1,2,772.71,2,1,1,1,12,10,0.84,1.69,0.89,0.56,1,2.22,0.72,1,0.9,0.41015,1,1,0.84,1.41,3,0.53,1,0,0,14,0.97,1,3,0.39,0.79,1,1,1,0.99,0,1,1,0.85,1,0.62,0.43,1.5,9,0.39,0.67,1.42,4,0.67,0.71,0.9,0.69,0.57,0.38,13.54,2,1,0.53,1,0.49,0.39,0.58,1,1.05,1.04,1.3,0.97,0.54,0.53,2,0.57,1,1.35,0.41,0.8,1,10.87,1,0.62,25,2,7,15,0.57,1.43,1,1.21,2,1,2,1,0.9,0.4,1,2,0.18,1,1.85,0.4,2,1,3,1,0.45,1,0.51,1,0.71,1,0.97,1,0.53,7,0.44,0.69005,1,0.36,1,1,1,0.9,1.4,1,0.95962,933.7,6.4003,0.72,1,0.98,1.5,1,3,1,0.97,0.89,2.31,120,2,3,0.97,1,1,1,0.41,1.36,1,0.81,1,1,1,1.14,1,1,1,0.97,1,1,1,2.16,1,62.60071,5,1,2.7,1,1,0.40045,1,1,2,5,0.6,0.53,1,0.74,0,0.9,0.83,0.94903,1,1,1,4,0.93,0.5,1,1,1.4,40,0.68005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-07-13","Legion HC","Prophecy",1.3,0.37,1.22,NA,6,18,0.37,0.37,0.85,2,1,0.35,0.63,1,5,0.41,1,3.82,0.6,2,1.44505,10,0.77,5662.3,0.8,1,1.31,2.32,0.42,0.89,0.45,0.93,1,0.4202,1,4,1.53,1,1,2,747.92,1.58,1,1,1,12,9,0.98,1.69,0.81,0.5,1,2,0.72,1,0.94,0.4,1,1,0.66,1.41,3,0.57,1,0,0,13.67,0.93,1,3,0.39,0.79,1,1,1,1,0,1,1,0.97,1,0.62,0.43505,1.5,7.34367,0.38,0.91,1.42,4,0.67,0.51,0.91,0.71,0.61,0.38,14,2,1,0.61,1.50616,0.48,0.39,0.64,1,1.1,1,1.2,1,0.67,0.54,2,0.57,1,1.63,0.41,0.75,1,10.91,1,0.67,25,2,7,15,0.56,1.52,1,1.21,2,1,2,1,0.42,0.39,1,2,0.18,1,2,0.93,2,1,3.4,1,0.79,1,0.51,1,0.71,1,1,0.83,0.54,5.1,0.46505,0.87515,1,0.36,1,1,1,1,1.4,1,1,934.9,6,0.73,1,1,1.79,1,3,1,0.97,0.56,1.756,120,1.89167,3,0.91,1,1,1,0.41,1.04,1,0.8,1,1,1,1.38,1,1,0.98,0.98,1,0.98,1,2,1,64.24,5,1,2.98,1,1,0.4,1,1,2,5,0.6,0.61,1,0.71,1871.8,0.74,0.76,1,1,1,1,3,0.96,0.66,1,1,1.4,40,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-07-14","Legion HC","Prophecy",1.3,0.39,1.18318,NA,6,18,0.37,0.37,1,2,1,0.41,0.64,0.92,5,0.41,0.81,3.26,0.604,1.2,1.51,10,0.64,5658.67,0.8,0.38,1,0.98,0.47,0.71,0.45,0.89163,1,0.62,1,4,1.43,1,0.89,2,748.08,1.41,0.99,1,1,12,8.42,0.91,1.69,0.64,0.5,1,2,0.73,0.76,0.89852,0.41,1,1,0.55,1,3,0.63146,1,0,75,14,0.94,1,3,0.44,0.77,1,1,1,1,0,1,1,1,1,0.62,0.46,1.41,7.32,0.4,0.95,1.42,0.52,0.67,0.45,0.54,0.55,0.76,0.38,14,2,1,0.62,1.99,0.36,0.42,0.6301,1,1.11,1,1,1,0.6,0.38,2,0.59,1,1,0.45,0.76,1,10.94,0.71,0.86,25,2,7,15,0.62,1.52,1,1.21,2,0.9,2,1,0.53,0.38,1,2,0.18,1,1.5,0.82,2,1,4,0.9,0.79,1,0.38,1,0.71,1,1,0.56,0.49,5,0.43,0.63,1,0.36,1,1,1,1,1.65,0.94,1,935.1,6,0.6,0.8577,0.76,1.74,1,3,1,0.98,0.59,1.39,120,1.82,3,0.93,1,1,1,0.48,1.04,1,0.61,1,1,1,1.07,1,1,1,0.98,0.97,1,1,2,1,64.29,5,1,2.86,1,1,0.54,1,1,2,5,0.42,0.38,1,0.55,1870.2,0.73,0.76,1,1,0.56,1,3.28,0.99,0.5,1,1,1.4,40,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-07-15","Legion HC","Prophecy",1.4,0.54,2,NA,6,3.53,0.39,0.39,1,2,1,0.69,0.63,0.96,5,0.39,0.91,2.97,0.64,1.2,1.68,10.06,1,5687.71,0.84,1,1.52,0.81,0.78,0.91,0.55,0.87,1,0.72,1,4,1.43,1,0.5,2,705.75,1.41,0.99,1,1,12,7.57,1,1.82,0.67,0.56,1,2,1.41,0.79,1,0.5,1,1,0.56,1,3,0.76,1,0,75,14,1,1,3,0.39932,0.77,1,1,1,1,1,1,1,1,1,0.63,0.45505,1.41,7.93,1,0.86,1.42,0.53,0.72,0.41,0.72,1,0.81,0.41,13.08,2,1,0.6294,1.48,0.36,0.54,0.78,1,1,0.97,1,1,0.59,0.36,2,0.71,1,1,0.58,0.78,1,93.99,0.64,0.93505,24.9103,2,7,15,0.63,1.52,1,1.21,2,1,2,1,0.4,0.41,1,2,0.2,1,1,1,1,1,3.79526,0.99,0.79,1,0.58,1,0.72,1,1,1,0.56,5,1,0.88,1,0.36,1,1,1,1,1.3,1,1,935.1,6,0.71,0.94,0.78,1.87,1,3,1,0.98,1,1.51,90,1.81,2,0.93,1,1,1,0.47,1.15,1,0.61,1,1,1,1.04,1,1,1,0.82,1,1,1,2,1,64.54,5,0.93,2.09,1,1,0.63,1,1,0,5,0.6,0.39,1,0.78,1481.56,0.9,1,1,1,0.58,1,3.31,1,0.76,1,1,1,40,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-07-16","Legion HC","Prophecy",1.21,0.68,2,NA,6,3.53,0.51,0.4,1,2,1,0.7,0.56,1,5,0.34,0.54,2.97,0.64,1.21,1.9,10.75,0.85,2,0.84,1,1.52,0.81,0.81,0.93,0.56,0.96,1,0.59,1,4,2,1,0.4,1.71889,695.84,1.41,1,1,1,12,7.59,1,1.82,0.65,0.54,1,2,1.41,0.8,0.97,0.57,1,1,0.57,1,3,0.69939,1,0,75,14.15,0.83,0.84,2.28,0.94,0.79,1,1,0.99,1,1,1,1,1,1,0.64,0.48,1.41,6.72,1,0.84,1,0.53,0.94,0.38,0.84,1,1,0.43,13,2,1,0.61,1.79015,0.36,0.54,0.81,1,1,1,1,1,0.8,0.4,2,0.65,1,1,0.63,0.8,1,93.99,0.64,0.95,24.96,2,8,16.05,1.06,1.52,1,1.21,2,1,2,1,0.4,0.42,1,2,0.14,1,1,0.92,1,1,4,0.89,0.8,1,0.58,1,1.3,1,1,1,0.57,5,0.94,0.98,1,0.4,1,1,1,1,1.3,1,1,751.92,6,0.8,0.95,0.8,2,1,3,1,1,0.38,1.4375,0,1.58,2,0.98,1.06005,1,1,0.47483,1.89,1,0.54,1,1,1,1.06,1,1,1,0.76,1,1,1,2,1,56.9,5,0.85,2.07,1,1,0.64,1.02,1,0,5,0.6,0.42,1,0.71,1481.56,0.95,1,1,1,0.58,1,3.29,1,0.8,1,1,1,40.48,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
