"Date","League","Type","Eber.s.Key","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Volkuur.s.Key","Yriel.s.Key","Chayula.s.Breachstone","Divine.Vessel","Esh.s.Breachstone","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Xoph.s.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Chayula.s.Charged.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
2018-06-06,"Standard","Fragment",4,20,9,12.97917,18,18.55313,3,50,55,4.39116,1,1,3,1,34.39149,11,300,1,5,2.5,0.16298,0.1,0.24472,0.2827,4.36299,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-07,"Standard","Fragment",4,21.82626,9,12,18.53385,19.62921,3,50,60,5,1,1,3,1,35,11,300,1,5,2.8551,0.16105,0.10794,0.25497,0.28571,5,13,12.60323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,"Standard","Fragment",3.88916,19.95797,9,12,16.41493,17.41717,2.71949,50,60,5.74578,1,1,3,1,36.53684,13,299.16804,1,5,2.89602,0.15742,0.11908,0.33333,0.31968,5,14.614,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,"Standard","Fragment",4,19.93333,9,12.67667,18.57528,24.65625,2.50649,50.89998,59.32887,10,1,1,3,1,35.95833,13.55102,299,1,5,2.89408,0.16279,0.1172,0.33333,0.30019,5,15.96,14.93125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-10,"Standard","Fragment",4,19.35909,9,13,19.32816,24.20825,3.43182,50,60,10,1,1,3,1,35.49479,12.47097,299.67381,1,5,2.85164,0.1603,0.11837,0.33333,0.33132,5.0823,14.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-11,"Standard","Fragment",4,20.45333,10,13.3246,20,29.737,4,58.68776,60,10,1,1,3.46908,1,38.86775,11.25247,335.64815,2,5,2.5,0.17102,0.13271,0.33333,0.2919,5.6217,15.33135,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,"Standard","Fragment",4,22.76768,10,14,20,29,4,57.0601,75,8,1,1,3.75532,1,35.20619,11.25206,302.19697,2,5,2.5,0.15891,0.16373,0.33333,0.28001,5,14.99168,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-13,"Standard","Fragment",4,24,9.31053,14,18,22.72784,4,54.05882,73.6129,6.374,1,1,3.33004,1,35,11.229,300,1.80229,6.07039,2.90027,0.17036,0.19197,0.33333,0.28791,5,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-14,"Standard","Fragment",4,20,9.34444,13.67416,18,24.88571,4,50,67.85675,8,1,1,3,1,34.79134,11.58384,344.92645,1,5,2,0.18625,0.2,0.33333,0.26953,5,13.97,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-15,"Standard","Fragment",4,20,9.875,14,18,22.60638,3,50,55.76531,8,1,1,3,1,31.90909,10,332.21036,1,5,2.69963,0.14669,0.16667,0.33333,0.26266,5,12.42674,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-16,"Standard","Fragment",4,20,10,14,18.0102,22.10625,3,50,57.54592,8,1,1,3,1,30,12,349.34243,1,5,2,0.17053,0.15922,0.29684,0.25446,5,12,14.02326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,"Standard","Fragment",4,20,10,14,15.349,24.09531,3,50,59.0551,8,1,1,3,1,30,12,350,1,5,2,0.18614,0.16073,0.31145,0.26761,5,12.32692,14.80947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-18,"Standard","Fragment",4,20.94074,10,14,18,24.86869,3,50,59.62766,8,1,1,3,1,30,12,350,1,5,2,0.16827,0.14491,0.27623,0.27769,5,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-19,"Standard","Fragment",4,21,10,15,18,24.74933,3,50,60,6.77021,1,1,3,1,30.94253,12,350.33574,1,5,2,0.18122,0.12872,0.2651,0.28571,5,13.26598,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-20,"Standard","Fragment",4,20.49211,10,15,19,20,3,50,60,8,1,1,3,1,35,12,356.32616,1,5,2,0.18361,0.12556,0.27828,0.28571,5,12.66992,14.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-21,"Standard","Fragment",4,20.07206,10,15,20,20,3.5596,50,60,8,1,1,3,1,30,10.74742,362.5,1,5,2.34677,0.14816,0.13953,0.28178,0.28571,5,12.62809,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-22,"Standard","Fragment",4,20.30539,10,15,20,19.34522,3.42674,54.86799,60,8.72174,1,1,3,1,29.03032,10.87113,351.77419,1.5,5,2.5,0.15527,0.16617,0.27121,0.31018,5,14.48395,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-23,"Standard","Fragment",4,20.99811,10,15,20,19.25,3.66048,53.32311,62.1131,9,1,1,3,1,29.385,11.05233,340,2,5,2.31905,0.1,0.15685,0.31397,0.33333,5,16.51685,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,"Standard","Fragment",4,22.17647,10,15,20,18.06344,4,55,65.37,8,1,1,3,1,30,10.852,340,2,5,2,0.11037,0.15,0.3045,0.33333,5,16.98982,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-25,"Standard","Fragment",4,24.94851,10,15,20,20,4,58.15816,60,6.48125,1,1,3,1,30,11.15957,334.87143,1,5,2,0.1442,0.15,0.30126,0.32128,5,17.71579,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-26,"Standard","Fragment",4,20.7398,10,15,20,20,3.709,58.12821,65.30102,8,1,1,3,1,28.89691,10.80309,330.93382,1,5,2,0.14299,0.16215,0.28558,0.31099,5,19.4,15.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-27,"Standard","Fragment",4,25,10,15,20,24,3.77677,50.35632,65,8,1,1,3,1,28.24211,10.6967,340,1,8,2,0.13681,0.16667,0.33333,0.301,5,20,16.11474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-28,"Standard","Fragment",4,25.09021,10,15,22.05,20.33918,3,50,68.93533,8,1,1,3.1545,1,28.71398,11.94828,340,1,8,2,0.14855,0.16667,0.33333,0.29816,5,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,"Standard","Fragment",4,26.25185,10,16.22581,22,17.41333,3,50.67245,66.08485,8,1,1,3.40824,1,29.55556,11,340,1,8,2,0.14873,0.16667,0.33333,0.33333,5,19.169,17.25649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-30,"Standard","Fragment",4,25,10,15,20.45277,18.33103,3,53.13673,65,8,1,1,3,1,23.35465,11,346.02344,1,7.93625,2,0.14926,0.16667,0.33333,0.31189,5,19.68172,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,"Standard","Fragment",3.805,24.212,10,15.91991,20,18,2.094,50.80014,61.0043,5,1,1,3,1,20,11,343.92356,1,8,2,0.14395,0.16667,0.33333,0.30865,5,19,17.05301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-02,"Standard","Fragment",3.8102,24,10,17.21667,20,18,2,50,60,7,1,1,3.32769,1,20,11,323.22051,1,8.61,2.30764,0.1364,0.16667,0.33333,0.28571,6,18.7333,17.61538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-03,"Standard","Fragment",3.605,25.74712,10,17.08409,20,17.08681,2,50,60,6.49886,1,1,3,1,20,10.07204,337.5,1,9,2.05699,0.14315,0.16345,0.31023,0.29178,6.12007,19.195,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-04,"Standard","Fragment",3.33586,24,10,17,20,16.73016,2,50,60,5.37234,1,1,3,1,20,10,331.36589,1,8.00406,2,0.1632,0.16667,0.28547,0.28571,6.982,19.22396,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-05,"Standard","Fragment",3.7,24.27778,10.96954,17.49888,20.17505,17.83737,2,51.67994,60,5,1,1,3,1,20,10,322.96563,1,8,2,0.16618,0.16667,0.2715,0.31059,7,15.67273,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-06,"Standard","Fragment",3.36897,24.53469,10,18,20,18,2,54.35165,60,5.46029,1,1,3,1,20.10471,10,327.19101,1,8,2.5,0.16667,0.16667,0.2788,0.308,7.47113,17.655,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-07,"Standard","Fragment",3.30523,25,11.07312,17.16737,22.92159,17.59644,2,56.125,60.32545,6.00426,1,1,3,1,24.10114,10,327.67166,1,8,2.71291,0.16734,0.16667,0.33333,0.29407,7,17.12418,22.07714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,"Standard","Fragment",3.995,25,12,19,23,17.93103,2,58.76966,61.56567,7.37195,1,1,3,1,25.07125,10.22121,303.9856,1,7.11423,2.55481,0.16711,0.16667,0.33333,0.31264,7,18.38585,22.94793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-09,"Standard","Fragment",4,24.17436,12.80632,19,22.17879,17.83329,3,55,63.99111,7,1,1,3,1,28.24,10,300,1,7,2,0.13971,0.16667,0.33333,0.34407,7,15,23.31556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-10,"Standard","Fragment",4,24.54592,12.03125,19.32627,22,17,3,50,61.22229,7,1,1,3,1,25,8.58316,299,1,7,2,0.15686,0.16667,0.33333,0.27355,7,15,24.77259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-11,"Standard","Fragment",4,26.48685,12.01111,19.125,22,17,3,52.92135,64.93517,7,1,1,3,1,26.4022,9.194,299.61263,1,7,2,0.16603,0.18058,0.33333,0.31842,7,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-12,"Standard","Fragment",4,25.59674,12,19,20.98182,17,3,57.19881,57.81213,6,1,1,3,1,25.144,9.52054,299.94971,1,7,2,0.16721,0.17689,0.33333,0.31579,6.57204,15,28.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-13,"Standard","Fragment",4,30,11.77732,18.9016,21.38659,17,3,56.65745,59.47235,6,1,1,3,1,25.0167,9.998,282.46815,1,7,2,0.17209,0.1611,0.33333,0.3317,6,15,28.46774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-14,"Standard","Fragment",4,30,10.03049,18,22,17,2.005,56.68616,55,6,1,1,3,1,21.62764,10,280,1,7,2.5,0.18163,0.16566,0.33333,0.33333,6,15,28.30976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-15,"Standard","Fragment",4,30,11,17.69531,22,17,2,55.10233,56.27879,6,1,1,3,1,20,9.90722,270,1,7.50526,2.5,0.18542,0.15688,0.33333,0.3983,6,15.30851,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-16,"Standard","Fragment",4,29,11.91224,18.63579,21.40193,17,2,51.35217,54.81,6,1,1,3,1,19.99785,8,267.47725,1,8,2.87288,0.18909,0.16393,0.33333,0.41842,6,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,"Standard","Fragment",3,29,11.44156,18.76023,21.02334,15.22433,2,50,55.02088,5.58427,1,1,3,1,20,8,240,1,8,2.5,0.16667,0.15,0.30032,0.33333,6.17435,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-18,"Standard","Fragment",3,28,10,18,22.29389,15,2,49.62626,55,5,1,1,2.82168,1,20,8,240,1,7,2,0.16299,0.14958,0.31509,0.33333,7,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-19,"Standard","Fragment",3,28.017,10,18,20.66875,15,2,49.42424,55,5,1,1,3,1,20,8,240,1,7,2,0.16667,0.16573,0.33333,0.33333,6.97,17.33196,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-20,"Standard","Fragment",3,25.95569,10,18,21,13.55,2,47.38272,55,5,1,1,3,1,20,7.214,240,1,8,2,0.16667,0.16621,0.33333,0.33333,7,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-21,"Standard","Fragment",3,25.16354,10,18.70033,20.76064,12.96742,3,49,55,5.844,1,1,2.97576,1,20,7.28219,240,1,8,2,0.16339,0.16667,0.31224,0.33333,7,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,"Standard","Fragment",3,25.06125,10,18,20.775,12.92653,3,49,50,5.98675,1,1,3,1,19.77678,8,233.59712,1,8,2,0.16394,0.16667,0.31145,0.33333,7,14.84565,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-23,"Standard","Fragment",3,25.98818,10,18,20.73656,11.36804,3,48,54.319,6,1,1,3,1,20,8,240,1,7,2,0.16667,0.16667,0.33333,0.33333,7,14.66837,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-24,"Standard","Fragment",3,26,10,18,20.03434,13.43043,3,48.42905,51.72609,6.20122,1,1,3,1,20,8,230,1,7,2,0.16833,0.16728,0.34284,0.33333,5.48936,15,24.6119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-25,"Standard","Fragment",4,25.60976,10.36594,18,20,12.79184,3,49,50,6.4982,1,1,3,1,20,8,230,1,7,2,0.16761,0.16702,0.33333,0.33333,6.21618,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-26,"Standard","Fragment",4,24.67021,10,15.83314,20,12.93333,3,47.89485,50,6.37288,1,1,3,1,20,8,229.30313,1,6.61474,2,0.16483,0.15615,0.33333,0.33333,5,16.75176,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-27,"Standard","Fragment",4.544,24.51884,10,15,20,12.94253,2.995,48.89843,50,5,1,1,3,1,20,8.76566,239.84646,1,6,2,0.16474,0.15598,0.33333,0.33333,5.16026,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-28,"Standard","Fragment",4,25,10,14.35612,20,14,3,48,51.18182,6,1,1,3,1,19.09691,9.20408,250,1,6,2.02875,0.14286,0.14286,0.33333,0.33333,5,18.95626,22.30352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,"Standard","Fragment",4,25,10.56061,15,20,14.48638,2,48.36038,50.18373,6,1,1,3,1,19.46774,10,258.48413,1,7,2.5,0.14286,0.14286,0.33333,0.33333,5,20,23.93051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-30,"Standard","Fragment",4,25.6679,11.7125,15.0031,20,15,2,47,50,6,1,1,3,1,19.58696,10,262.115,1,7,2,0.14286,0.13503,0.33333,0.33333,5,19.935,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-31,"Standard","Fragment",4,26.74021,10,15.38182,20,15,2,40.04118,50,5,1,1,3,1.45301,18.06977,9.87879,250,1,6.63867,2,0.14286,0.14286,0.33333,0.33333,5,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,"Standard","Fragment",3.01902,25,10,18,19.82412,15,2.36556,40,50.78311,5,1,1,3,1,18.71134,10,251.15979,1,6,2,0.14286,0.14286,0.33273,0.33333,5,19.67083,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-02,"Standard","Fragment",3.98315,25,10,17,20,14,2,43.33548,51.77083,5,1,1,3,1,16.47895,8.98351,262.5,1,7,2,0.14286,0.14286,0.33333,0.36029,6.12975,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,"Standard","Fragment",4,25,10,17,19.085,14.80667,2,40,50,5,1,1,3,1,19.05385,8.83404,262.30223,1,7,2,0.14286,0.14286,0.33333,0.33333,6.83368,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-03,"Standard","Fragment",4,25,10,17,19.085,14.80667,2,40,50,5,1,1,3,1,19.05385,8.83404,262.30223,1,7,2,0.14286,0.14286,0.33333,0.33333,6.83368,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-04,"Standard","Fragment",4,25,9,17,19,15,2,43.89557,50,5,1,1,3,1,19.17846,8.87527,208,1,6.91356,2,0.14286,0.14286,0.33333,0.33333,6.7975,20,22.65568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-04,"Standard","Fragment",4,25,9,17,19,15,2,43.89557,50,5,1,1,3,1,19.17846,8.87527,208,1,6.91356,2,0.14286,0.14286,0.33333,0.33333,6.7975,20,22.65568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,"Standard","Fragment",4,25,9,17,19,15,2.37368,44.04792,50,5,1,1,3,1,19.14828,8,233.6,1,7,2,0.14286,0.14286,0.32664,0.33333,6.22534,18.21852,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-05,"Standard","Fragment",4,25,9,17,19,15,2.37368,44.04792,50,5,1,1,3,1,19.14828,8,233.6,1,7,2,0.14286,0.14286,0.32664,0.33333,6.22534,18.21852,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-06,"Standard","Fragment",3.60172,25,10,16.11667,19,15,2,43.36957,50,5,1,1,3,1,19.30306,8,240,1,6.969,2,0.14286,0.14286,0.32056,0.33333,5,18,22.09785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-06,"Standard","Fragment",3.60172,25,10,16.11667,19,15,2,43.36957,50,5,1,1,3,1,19.30306,8,240,1,6.969,2,0.14286,0.14286,0.32056,0.33333,5,18,22.09785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,"Standard","Fragment",3.29697,25,10,15,19,15,2.95376,40,50,6,1,1,3,1,19.43537,8,242.05,1,7,2,0.14286,0.14789,0.33333,0.29638,5,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,"Standard","Fragment",3.29697,25,10,15,19,15,2.95376,40,50,6,1,1,3,1,19.43537,8,242.05,1,7,2,0.14286,0.14789,0.33333,0.29638,5,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-08,"Standard","Fragment",3,23.17733,10,16,19,15,2.4345,40,50.05369,5,1,1,3,1,19,8,240.53686,1,6.537,2,0.14286,0.16339,0.33333,0.33333,5,17.98485,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-08,"Standard","Fragment",3,23.17733,10,16,19,15,2.4345,40,50.05369,5,1,1,3,1,19,8,240.53686,1,6.537,2,0.14286,0.16339,0.33333,0.33333,5,17.98485,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-09,"Standard","Fragment",3.9596,21.98442,10,16,19,15.13878,2.15105,40,50,5,1,1,3,1,17.37353,8,239.86385,1,6.48456,2,0.14096,0.14286,0.28278,0.33333,5,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-09,"Standard","Fragment",3.9596,21.98442,10,16,19,15.13878,2.15105,40,50,5,1,1,3,1,17.37353,8,239.86385,1,6.48456,2,0.14096,0.14286,0.28278,0.33333,5,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,"Standard","Fragment",3,23.9163,10,15.56826,19,15.62105,1.809,40.59092,52.096,5,1,1,3,1,19.35979,7.60737,202,1,6.89286,2,0.13268,0.14286,0.29614,0.33333,5,19.9895,20.53753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-10,"Standard","Fragment",3,23.9163,10,15.56826,19,15.62105,1.809,40.59092,52.096,5,1,1,3,1,19.35979,7.60737,202,1,6.89286,2,0.13268,0.14286,0.29614,0.33333,5,19.9895,20.53753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-11,"Standard","Fragment",3,22.46354,10,15,18.0552,15,1.96246,40,53,5,1,1,3,1,15,7,201.10624,1,6.32505,2,0.12457,0.14289,0.25259,0.33333,5,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-11,"Standard","Fragment",3,22.46354,10,15,18.0552,15,1.96246,40,53,5,1,1,3,1,15,7,201.10624,1,6.32505,2,0.12457,0.14289,0.25259,0.33333,5,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-12,"Standard","Fragment",3,21.57732,9.34213,15,17,15,2,40,57.31296,5,1,1,3,1,15,7.02273,200,1,6.99355,1.97834,0.14362,0.14664,0.26283,0.33333,5,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-12,"Standard","Fragment",3,21.57732,9.34213,15,17,15,2,40,57.31296,5,1,1,3,1,15,7.02273,200,1,6.99355,1.97834,0.14362,0.14664,0.26283,0.33333,5,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
