"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
65,"2016-11-05","Essence HC","UniqueFlask",1,2,NA,0.43925,1,0.82775,0,0.17388,56.6475,11.505,28.84375,0.17388,55.61875,NA,319.605,0.41675,0.38138,NA,2.03,99.50125,34.99625,34.3,NA,NA,NA,NA
66,"2016-11-06","Essence HC","UniqueFlask",1,2,NA,0.42758,1,0.86576,785.33696,0.18,54.21364,16,28.89242,0.18,57.69697,NA,316.29394,0.49424,0.35848,NA,2.01212,96.54242,35.85909,34.22576,NA,NA,NA,NA
67,"2016-11-07","Essence HC","UniqueFlask",1,2,NA,0.44267,1,0.79713,770.78614,0.18,51.04059,16,28.17921,0.18,59.94455,NA,322.37723,0.43248,0.25386,NA,2.10396,93.47921,35.50891,33.44653,NA,NA,NA,NA
68,"2016-11-08","Essence HC","UniqueFlask",1,2,NA,0.42453,1,0.79019,771.46415,0.18019,51.70566,16.08491,28.19906,0.18019,59.37642,NA,306.57547,0.41425,0.18887,NA,2.69057,93.28302,34.21792,31.5,NA,NA,NA,NA
69,"2016-11-09","Essence HC","UniqueFlask",1,2,NA,0.43147,1,0.98128,709.88697,0.18257,50.76972,17.4633,29.03761,0.18257,57.1055,NA,300.22294,0.42761,0.20725,NA,2.38349,90.76789,34.87706,31.1422,NA,NA,NA,NA
70,"2016-11-10","Essence HC","UniqueFlask",1,2,NA,0.60018,1,0.99899,711.55119,0.18083,54.27156,17.62936,29.30642,0.18083,62.68624,NA,297.96789,0.42624,0.20752,NA,2.85321,83.61101,35.21284,28.22569,NA,NA,NA,NA
71,"2016-11-11","Essence HC","UniqueFlask",1,2,NA,0.46117,1,1,666.01957,0.18,51.17447,16.32447,29.21915,0.18,62.94043,NA,288.92213,0.35053,0.32936,NA,2.94149,86.10957,36.03511,26.74468,NA,NA,NA,NA
72,"2016-11-12","Essence HC","UniqueFlask",1,2,NA,0.59022,1,0.98022,731.68688,0.18,47.45161,17.08602,29.26022,0.18065,60,NA,284.80495,0.33366,0.20301,NA,2.09247,89.73656,35.85591,29.58065,NA,NA,NA,NA
73,"2016-11-13","Essence HC","UniqueFlask",1.00519,2,NA,0.77013,1,1,746.85766,0.18,57.23506,15.14675,29.80519,0.18,58.11169,NA,263.96753,0.36026,0.18688,NA,2.02078,91.2013,34.93506,35,NA,NA,NA,NA
74,"2016-11-14","Essence HC","UniqueFlask",1.02902,2.32941,NA,0.95412,1.11373,1,595.78647,0.18,66.85667,14.51176,30,0.18373,56.65686,NA,252.23549,0.22549,0.31216,NA,2.71765,89.94118,34.8549,35,NA,NA,NA,NA
75,"2016-11-15","Essence HC","UniqueFlask",1.3017,3.79623,NA,1,1.03774,1,610.39208,0.18,88.0283,14.5,29.33396,0.18,58.00755,NA,259.92566,0.2017,0.3466,NA,3.78113,94.78302,34.68491,35,NA,NA,NA,NA
76,"2016-11-16","Essence HC","UniqueFlask",1.89088,2.1386,NA,1,1.07895,1,613.1386,0.17982,79.07895,14.95965,30.48947,0.17982,63.24035,NA,317.37053,0.22895,0.25386,NA,4,100,35.02281,0,NA,NA,NA,NA
77,"2016-11-17","Essence HC","UniqueFlask",1.97707,2,NA,1,1,1,618.67138,0.18052,59.72414,17.22759,30.6,0.18052,60.85862,NA,314.04017,0.42603,0.32345,NA,3.95172,100,34.44138,35,NA,NA,NA,NA
78,"2016-11-18","Essence HC","UniqueFlask",1.9237,2,NA,1,1.51296,1,656.23185,0.18519,80.18519,21.5463,29.23704,0.18519,59.91667,NA,333.81667,0.53704,0.43019,NA,3.76481,91.46667,34.76296,35,NA,NA,NA,NA
79,"2016-11-19","Essence HC","UniqueFlask",2,2,NA,0.99455,1.75036,0.99673,618.97545,0.18618,83.84943,12.1,30.74727,0.18618,59.10255,NA,291.34673,0.46073,0.45236,NA,3.60364,88.86,37.46545,35,NA,NA,NA,NA
80,"2016-11-20","Essence HC","UniqueFlask",2,2,NA,0.99536,1.01464,0.95732,565.62554,0.17875,59.31786,11.69643,32.95536,0.17875,59.74286,NA,324.15393,0.5875,0.44125,NA,4.1125,92.21607,38.70893,50,NA,NA,NA,NA
81,"2016-11-21","Essence HC","UniqueFlask",2,2.89209,NA,0.99953,1.00442,0.9107,653.04302,0.17233,67.51907,15,36.97,0.17233,56.49302,NA,344.51837,0.4514,0.34953,NA,4.93302,90.58279,39.61372,50,NA,NA,NA,NA
82,"2016-11-22","Essence HC","UniqueFlask",1.97981,2.43,NA,0.99741,1.45259,0.98981,653.24519,0.17593,55.57833,15,33.07704,0.17593,58.53519,NA,335.01444,0.80333,0.23759,NA,3.95352,99.58556,36.55722,50,NA,NA,NA,NA
83,"2016-11-23","Essence HC","UniqueFlask",2.012,2.43,NA,0.9988,1.2014,1,669.9108,0.1862,55.1186,15,33.142,0.1862,57.742,NA,304.0686,0.943,0.2804,NA,3.853,99.8988,38.1984,33.6,NA,NA,NA,NA
84,"2016-11-24","Essence HC","UniqueFlask",1.71696,2.355,NA,0.92893,1.09679,1,676.41036,0.18411,11.53321,15,36.67768,0.18411,56.97125,NA,332.56,0.72964,0.42321,NA,4.12607,98.59786,30.36054,25.89286,NA,NA,NA,NA
85,"2016-11-25","Essence HC","UniqueFlask",2.08772,3.55667,NA,0.95228,1,1,666.07158,0.18789,12.17877,15,31.21614,0.18789,56.4993,NA,333.60404,0.49509,0.42737,NA,4.72702,98.51965,31.25825,20,NA,NA,NA,NA
86,"2016-11-26","Essence HC","UniqueFlask",2.16375,7.26446,NA,1,1,0.99304,651.34179,0.18393,15.215,15.10714,34.63054,0.18393,53.83804,NA,370.37143,0.51571,0.43161,NA,4,101.62839,35.94321,23.28714,NA,NA,NA,NA
87,"2016-11-27","Essence HC","UniqueFlask",1.69482,6.71786,NA,0.94571,1,0.98214,654.0225,0.17875,17.59,15.10714,22.42661,0.17875,54.69214,NA,419.97571,0.47286,0.47286,NA,3.44339,123.29768,31.05536,24.72,NA,NA,NA,NA
88,"2016-11-28","Essence HC","UniqueFlask",1.61863,4.94,NA,0.8949,1.00549,0.94039,698.93157,0.17059,23.04,15,21.77157,0.17059,58.86333,NA,415.10137,0.44804,0.44804,NA,2.79902,155.58118,28.29529,24.72,NA,NA,NA,NA
1,"2017-08-04","Harbinger HC","UniqueFlask",0,0,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41.25,0,0,0,0,NA,NA,NA,NA
2,"2017-08-05","Harbinger HC","UniqueFlask",11.62174,0,NA,0,2.73914,0.88843,0,1.08913,9.70239,0,23.56,1.47764,12.15,0,200,0.98019,0.902,13.08897,2,0,21.57891,0,NA,NA,NA,NA
3,"2017-08-06","Harbinger HC","UniqueFlask",8.76793,0,NA,42.9375,1.19828,1,0,0.95397,2.65328,5,28.42983,0.73052,9.0469,130.72346,105.34586,0.925,0.84621,4.03448,2.13,105.20833,28.87034,0,NA,NA,NA,NA
4,"2017-08-07","Harbinger HC","UniqueFlask",6.5586,0,NA,33.75439,1,0.99614,0,0.99667,1.94544,0,31.77614,0.89789,9.28719,87.90088,99.94158,0.9386,0.97491,4.21579,1.70333,81.15193,29.92281,0,NA,NA,NA,NA
5,"2017-08-08","Harbinger HC","UniqueFlask",5.3084,33.65,NA,28.92,0.9986,1,400,0.9136,2.03,20,27.7984,0.9426,6.2478,73.5282,115.5202,0.9892,1,4.789,1,46.6488,29.131,0,NA,NA,NA,NA
6,"2017-08-09","Harbinger HC","UniqueFlask",4.7514,25.5998,NA,12,1,1,400,0.8526,2.1692,20,22.7062,1,5.6902,46.5132,163.067,1,1,3.6284,1,37.6542,30.9732,0,NA,NA,NA,NA
7,"2017-08-10","Harbinger HC","UniqueFlask",3.6776,22.0984,NA,11.9126,1,0.9922,400,0.9316,2.4504,39,22.6014,0.9906,5.0666,40.6928,129.6284,1,0.9976,3.514,1,23.2614,26.5936,0,NA,NA,NA,NA
8,"2017-08-11","Harbinger HC","UniqueFlask",3.65061,23.18286,NA,8.99959,1,0.97694,425.5102,0.99918,2.69388,39,23.54061,0.99959,4.37388,38.19061,120.82551,0.99857,0.98143,3.43061,1,20.58551,29.47143,0,NA,NA,NA,NA
9,"2017-08-12","Harbinger HC","UniqueFlask",3.335,22.8744,NA,5.97,1,0.9984,450,0.9968,2.4236,0,22.6724,0.9988,4.9516,35.6994,120.0322,0.9922,0.9682,3.3438,1,23.8014,32.5368,0,NA,NA,NA,NA
10,"2017-08-13","Harbinger HC","UniqueFlask",2.965,21.08667,NA,5.6225,1,0.9925,688.76279,1,2.03333,58.25,21.23813,0.99604,4.99646,33.57667,122.38604,0.96229,0.925,3.73479,1,25.04542,34.36583,0,NA,NA,NA,NA
11,"2017-08-14","Harbinger HC","UniqueFlask",2.5384,12.9324,NA,5.6432,1,0.8946,669.2812,1,1.6084,40.403,20.991,1,5.2098,32.256,114.084,0.9996,0.9974,3.6936,1,24.4036,30.4474,0,NA,NA,NA,NA
12,"2017-08-15","Harbinger HC","UniqueFlask",2.041,16.8506,NA,7.1882,1,0.988,438.2006,1,2.5806,27.524,21.794,0.9988,4.981,30.858,114.2832,0.9988,0.9978,4.099,1,22.2624,28.0214,0,NA,NA,NA,NA
13,"2017-08-16","Harbinger HC","UniqueFlask",1.9749,15.1198,NA,8.06837,1.03327,0.99,418.90327,0.99694,2.59592,22.99939,21.39082,0.99429,6.22898,29.83714,102.60551,1,1,3.98673,1,19.76633,24.06918,0,NA,NA,NA,NA
14,"2017-08-17","Harbinger HC","UniqueFlask",2,15.24714,NA,6.12918,1.00633,0.90878,417.22245,0.9802,2.61122,18.51449,18.95163,0.82102,6.30041,29.3702,106.82878,1,0.98367,3.92755,1,18.46429,22.85122,200,NA,NA,NA,NA
15,"2017-08-18","Harbinger HC","UniqueFlask",2,15.40327,NA,5.79,1,1,397.05878,0.99673,2.14918,21.03612,19.96959,1,6.45837,29.17327,111.84429,0.99204,0.97265,3.92306,1,16.82,23.51143,200,NA,NA,NA,NA
16,"2017-08-19","Harbinger HC","UniqueFlask",1.99878,17.58837,NA,5.37367,1,1,407.66755,0.99102,2.22306,20.9551,20.04184,0.96082,6.18857,50.64571,118.46796,1,0.97306,4.05653,1,16.80469,24.96878,183.46939,NA,NA,NA,NA
17,"2017-08-20","Harbinger HC","UniqueFlask",1.903,19.2262,NA,4.9456,1,1,362.0892,1,2,19.8034,19.9542,1,5.8774,72.1062,117.2556,1,0.992,4.6362,1,17.8856,23.7958,147.2116,NA,NA,NA,NA
18,"2017-08-21","Harbinger HC","UniqueFlask",1.85408,16.24878,NA,5,1,1,348.90796,0.98469,1.97367,23.77837,19.61469,1,5.06816,62.25224,119.08122,1,0.99878,4.77041,1,21.71041,23.2198,116.54551,NA,NA,NA,NA
19,"2017-08-22","Harbinger HC","UniqueFlask",1.865,14.6044,NA,5.6278,1,1,349.0588,0.9952,1.9916,29.38095,19.982,1,6.1568,54.041,133.2306,0.9982,0.9992,4.807,1,23.0538,22.4484,81.153,NA,NA,NA,NA
20,"2017-08-23","Harbinger HC","UniqueFlask",1.9376,15.3422,NA,6.4632,1,1,325.786,1,1.828,35.4987,19.8792,1,5.0172,44.1066,128.7394,1,1,4.437,1,22.0324,22.9628,51.563,NA,NA,NA,NA
21,"2017-08-24","Harbinger HC","UniqueFlask",1.43979,14.21688,NA,7.41208,1,1,297.85042,1,1.90208,31.65875,21.02271,1,4.78104,40.23104,127.11833,1,1,3.95542,1,23.08708,21.43292,50,NA,NA,NA,NA
22,"2017-08-25","Harbinger HC","UniqueFlask",1.66163,14.94959,NA,6.83327,1.04898,1,252.01408,1,2,30.46735,20.31102,0.99531,5.01857,44.15735,134.63694,1,1,3.99694,1,27.00551,21.41469,47.70429,NA,NA,NA,NA
23,"2017-08-26","Harbinger HC","UniqueFlask",1.6512,15,NA,4.9076,1.1076,1,242.0712,0.998,2,29.48,20.1986,1,5.6046,43.4384,138.4348,0.9986,1,3.9866,1,26.218,20.8212,40.1078,NA,NA,NA,NA
24,"2017-08-27","Harbinger HC","UniqueFlask",1.2058,63.91304,NA,4.2842,1.1134,0.9974,233.7164,0.9994,2,36.2439,19.9962,1,7.1728,45.2572,137.7008,1,1,4,1,25.6164,20.6892,53.852,NA,NA,NA,NA
25,"2017-08-28","Harbinger HC","UniqueFlask",1.24469,64.89796,NA,4.58633,1.23082,1,226.41327,0.97061,2,35.46898,20.08041,0.97306,7.25163,44.98408,124.52388,1,1,3.97816,1,28.58184,20.73918,45.89796,NA,NA,NA,NA
26,"2017-08-29","Harbinger HC","UniqueFlask",1.0716,22.1796,NA,3.9192,1.326,1,205.77,1,2,40.5384,19.9444,0.9868,6.0414,43.8486,120.1532,1,0.9972,3.923,1,28.4908,21.1268,35.3464,NA,NA,NA,NA
27,"2017-08-30","Harbinger HC","UniqueFlask",1.10776,23.42224,NA,4,1,1,236.92082,1,2,35.64898,18.53918,0.99776,6.77633,44.38592,124.33204,0.99939,1,3.89143,1,25.90041,20.88939,29.45816,NA,NA,NA,NA
28,"2017-08-31","Harbinger HC","UniqueFlask",1.2408,30.269,NA,3.1338,1,0.9864,239.6328,0.999,2,36.9604,18.7756,0.9962,6.4078,63.3302,132.6088,0.9908,0.995,3.9908,1,31.159,19.9496,31.8458,NA,NA,NA,NA
29,"2017-09-01","Harbinger HC","UniqueFlask",1.2049,32.27388,NA,3.20939,1,0.99939,245.67224,1,2,36.02408,19.12939,0.99612,6.18347,73.84918,133.69388,0.9998,0.97878,3.89224,1,32.78061,19.92327,33.27878,NA,NA,NA,NA
30,"2017-09-02","Harbinger HC","UniqueFlask",1.5488,27.97,NA,3.6884,1,1,251.6806,1,2,37.4302,19.8892,1,5.833,71.5754,132.769,1,0.9968,3.5452,1,30.548,20.0714,32.2278,NA,NA,NA,NA
31,"2017-09-03","Harbinger HC","UniqueFlask",1.11816,27.40286,NA,3.59592,1,0.99327,259.99347,0.98776,1.98735,34.58286,19.95612,0.99959,5.38347,75.76755,131.71755,0.98102,0.97653,3.47755,1,28.27122,19.52673,30.00531,NA,NA,NA,NA
32,"2017-09-04","Harbinger HC","UniqueFlask",1.0344,31.2292,NA,3.973,1,1,293.5366,1,2,30.989,21.9542,0.9996,5.9344,72.352,135.0058,1,0.9856,3.9612,1,26.7458,20.0204,25.6324,NA,NA,NA,NA
33,"2017-09-05","Harbinger HC","UniqueFlask",1.1488,59.682,NA,4,1,1,324.079,0.9884,2,31.4068,26.3026,0.9842,6.2874,70.12,148.5558,0.9782,0.99,4,0.9996,25.0184,20.269,27.6382,NA,NA,NA,NA
34,"2017-09-06","Harbinger HC","UniqueFlask",1.1042,54.9072,NA,4,1,1,290.9978,0.9174,2,30.5986,27.6468,1,6.5202,65.8292,163.812,0.9834,1,4.2496,1,25.3508,19.9416,27.9728,NA,NA,NA,NA
35,"2017-09-07","Harbinger HC","UniqueFlask",1.12306,33.14633,NA,4,1,1,258.58612,0.99388,2,28.38469,27.47755,0.97837,7.06633,64.22265,225.10469,0.9998,0.97041,4.39673,1,28.82286,20.52755,27.75429,NA,NA,NA,NA
36,"2017-09-08","Harbinger HC","UniqueFlask",0.9932,30.2572,NA,4,1,1,242.7108,0.9686,2,28.2134,27.4728,0.9958,6.5508,62.3016,226.5562,0.9982,0.9966,5,1,27.9438,22.1376,19.8568,NA,NA,NA,NA
37,"2017-09-09","Harbinger HC","UniqueFlask",1.2356,27.5734,NA,4,1,0.9982,263.2606,0.9974,2,25.9408,29.092,0.9972,6.4626,53.6314,201.1686,0.9982,0.999,5,0.9988,29.2826,22.8256,12.3376,NA,NA,NA,NA
38,"2017-09-10","Harbinger HC","UniqueFlask",1.0449,27.54163,NA,4,1,1,266.49878,0.99776,2,29.19143,28.02306,0.9998,6.34367,49.56469,190.82714,0.99694,0.99265,4.98816,1,30.65857,22.27816,17.46327,NA,NA,NA,NA
39,"2017-09-11","Harbinger HC","UniqueFlask",1.1556,28.879,NA,3.3996,1,1,256.65,0.9664,2,38.4816,27.5166,0.88,6.193,50.9018,187.2328,0.9658,0.7694,5.359,1,34.6486,23.515,19.4776,NA,NA,NA,NA
40,"2017-09-12","Harbinger HC","UniqueFlask",1.4272,39.076,NA,4.7992,1,0.9996,285.5924,0.973,2,39.065,28.0698,0.8218,6.2014,49.3126,188.2228,0.8094,0.973,5.3792,1,41.5724,23.9986,18.7156,NA,NA,NA,NA
41,"2017-09-13","Harbinger HC","UniqueFlask",1.0751,41.97878,NA,5.63633,1,1,281.37143,0.99612,2,37.61878,29.47898,0.9751,7.02776,48.87796,191.10245,0.90571,0.97735,5.81571,1,35.84286,23.08959,18.33041,NA,NA,NA,NA
42,"2017-09-14","Harbinger HC","UniqueFlask",1.6286,53.0742,NA,4.8156,1,1,275.2358,0.9916,1.9982,42.9112,28.462,0.9878,5.6052,50,184.5552,1,0.9972,5.0474,1,34.163,24.7312,19.5798,NA,NA,NA,NA
43,"2017-09-15","Harbinger HC","UniqueFlask",1.0152,46.846,NA,3.1174,1,1,273.9312,1,2,39.1554,28.2226,1,7.4264,50.1424,182.0726,0.9948,0.9996,5,1,34.53,22.9846,17.3766,NA,NA,NA,NA
44,"2017-09-16","Harbinger HC","UniqueFlask",1.01367,53.12898,NA,3.05286,1,1,251.37551,0.94776,2,32.52878,28.35816,0.99265,6.65102,52.47,176.31878,0.98306,0.99694,4.98694,1,29.24653,24.37102,14.05653,NA,NA,NA,NA
45,"2017-09-17","Harbinger HC","UniqueFlask",1.0658,55.9576,NA,3.867,1,1,265.0596,1,2.0054,28.243,30.0562,1,6.184,53.7914,195.8362,0.9992,0.9966,5.131,1,29.0666,23.387,9.3372,NA,NA,NA,NA
46,"2017-09-18","Harbinger HC","UniqueFlask",1.072,48.6504,NA,3.9316,1,1,233.1052,0.9926,2,29.9498,37.203,0.999,6.9384,51.9536,219.3922,1,1,5.0354,1,36.2182,24.8146,7.1756,NA,NA,NA,NA
47,"2017-09-19","Harbinger HC","UniqueFlask",1.11313,43.92292,NA,3.56854,1,1,231.12188,0.99417,2,30,36.90646,1,7.35271,52.75417,215.82708,1,1,5.08,1,40.77646,25.35688,8.13063,NA,NA,NA,NA
48,"2017-09-20","Harbinger HC","UniqueFlask",1.02941,47.47157,NA,3.42039,1,1,216.98216,0.99608,2.00471,29.56588,37.41294,1,7.13706,70.80588,204.43471,1,1,4.96647,1,40.02275,28.94314,8.66078,NA,NA,NA,NA
49,"2017-09-21","Harbinger HC","UniqueFlask",1.0402,48.15796,NA,3.69408,1,1,241.34959,0.99857,2.27224,28.21102,35.87367,1,6.16347,83.85755,202.25061,1,0.97735,5.45469,1,46.08857,29.37082,14.52367,NA,NA,NA,NA
50,"2017-09-22","Harbinger HC","UniqueFlask",1.1308,40.2496,NA,3.292,1,1,239.7792,1,2.9932,28.533,33.6152,0.9982,5.9026,87.2524,204.7318,0.9864,1,6.0464,1,47.8616,28.3206,13.9148,NA,NA,NA,NA
51,"2017-09-23","Harbinger HC","UniqueFlask",1.00367,39.41816,NA,3.81367,1,1,242.29714,1,2.39898,28.75204,32.42265,0.99878,6.04184,92.09347,206.69633,1,0.95735,6.07184,1,47.77918,26.53061,16.21653,NA,NA,NA,NA
52,"2017-09-24","Harbinger HC","UniqueFlask",1.1102,40.3602,NA,3.52612,1,1,247.42041,0.99918,2.07265,25.66204,32.69388,0.98755,6.58347,116.72122,214.92122,0.99367,0.98898,6.35245,1,45.46796,25.94041,16.94163,NA,NA,NA,NA
53,"2017-09-25","Harbinger HC","UniqueFlask",1.01725,44.76373,NA,3.06471,1,0.99647,248.00196,0.99961,2.99608,32.29176,31.99765,0.99804,6.08294,126.67451,214.48157,0.97294,0.97961,6.08392,1,38.05667,27.49922,16.14353,NA,NA,NA,NA
54,"2017-09-26","Harbinger HC","UniqueFlask",1.357,40.3222,NA,3,1,0.9976,252.1496,0.946,2.9702,40.1176,30.3608,0.9916,5.5214,172.3438,221.481,0.918,0.9354,5.7112,1,44.4338,29.4766,16.7654,NA,NA,NA,NA
55,"2017-09-27","Harbinger HC","UniqueFlask",1.00784,36.85216,NA,3.18745,1,1,254.19843,0.94157,2.93451,45.05392,30.16255,0.99255,5.9498,181.04314,227.09529,0.97451,0.9951,5.90039,1,41.50373,29.09529,16.84235,NA,NA,NA,NA
56,"2017-09-28","Harbinger HC","UniqueFlask",1.1676,41.4584,NA,3.8702,1,1,247.503,0.9194,3,43.4996,29.92,0.9628,6.0776,159.4868,235.617,0.9122,0.975,5.6998,1,44.9498,28.8332,16.1904,NA,NA,NA,NA
57,"2017-09-29","Harbinger HC","UniqueFlask",1.02196,52.83667,NA,3.58098,1,1,238.5502,0.98588,2.74843,35.06275,30.50176,0.94392,6.0049,153.59431,244.64882,0.92686,0.91549,6,1,44.5949,29.80627,17.29765,NA,NA,NA,NA
58,"2017-09-30","Harbinger HC","UniqueFlask",1.0096,56.951,NA,3.3512,1,1,243.3874,0.9538,2.7928,29.4692,30.9756,0.9168,6.0134,147.948,260.0084,0.8178,0.9954,5.9288,1,44.6964,33.768,17.014,NA,NA,NA,NA
59,"2017-10-01","Harbinger HC","UniqueFlask",1.07216,54.6202,NA,3.81627,1.01314,1,244.65039,0.96059,3,37.10157,29.65373,0.95333,5.91784,138.46549,244.43765,0.91314,0.95294,5.42627,1,40.93843,32.71549,17.28,NA,NA,NA,NA
60,"2017-10-02","Harbinger HC","UniqueFlask",1.062,54.0404,NA,3.5604,1,1,245.1044,0.9706,3,37.6292,29.2382,0.9732,5.1344,135.33,203.5558,0.8786,1,5.0938,0.9666,40.6572,34.78,16.0904,NA,NA,NA,NA
61,"2017-10-03","Harbinger HC","UniqueFlask",1.0352,66.0744,NA,3.7704,1,1,243.993,0.9966,3,37.1638,28.8492,1,5.3958,141.5234,214.3546,0.9998,1,5.6954,1,46.7288,35.188,15.936,NA,NA,NA,NA
62,"2017-10-04","Harbinger HC","UniqueFlask",1.00529,75.07235,NA,3.97549,1,1,237.88863,0.85922,3,36.21235,28.36529,1,5.5102,140.71137,213.95,1,1,5.35294,1,57.17255,38.88745,18.60314,NA,NA,NA,NA
63,"2017-10-05","Harbinger HC","UniqueFlask",1.035,64.4112,NA,3.945,1.0028,1,236.1224,1,3,36.1752,28.242,1,5.6608,136.1058,208.0268,1,1,5.92,1,45.3228,40.741,17.8684,NA,NA,NA,NA
64,"2017-10-06","Harbinger HC","UniqueFlask",1.08588,57.03725,NA,3.5749,1,1,239.68588,0.98824,3,37.58784,28.14451,1,5.39216,138.73157,197.19157,1,0.99608,5.98941,1,44.43275,41.13412,17.93706,NA,NA,NA,NA
65,"2017-10-07","Harbinger HC","UniqueFlask",0.9802,48.47902,NA,4,1.1251,0.98588,241.45412,1,3.02412,38.96314,27.48784,1,6.03059,109.34961,189.17176,1,1,5.96588,1,42.90706,42.86569,19.81725,NA,NA,NA,NA
66,"2017-10-08","Harbinger HC","UniqueFlask",0.9944,52.6218,NA,5.5128,1.5446,1,239.5722,0.9748,3.6236,41.8072,29.0358,0.9808,6.563,111.2368,188.1544,0.9908,1,6.0512,1,40.3404,43.3646,21.18,NA,NA,NA,NA
67,"2017-10-09","Harbinger HC","UniqueFlask",1.02824,59.9151,NA,11.13745,1.52667,1,218.44412,0.80882,3.24529,44.45275,31.16451,0.82843,7,108.78765,184.6651,0.99765,1,6.83353,1,32.46588,44.61824,21.69882,NA,NA,NA,NA
68,"2017-10-10","Harbinger HC","UniqueFlask",0.963,59.083,NA,12.7506,1.5194,1,205.2736,0.866,3,39.937,33.075,0.9476,7,110.038,179.8786,0.962,1,7.5216,1,41.3102,40.611,31.2744,NA,NA,NA,NA
69,"2017-10-11","Harbinger HC","UniqueFlask",1.14176,56.05627,NA,7.70961,1.95333,1,195.93333,0.87157,3,35.06,31.97686,0.99706,7,111.86863,176.79961,0.98549,1,6.69137,1,41.37706,42.58392,37.08,NA,NA,NA,NA
70,"2017-10-12","Harbinger HC","UniqueFlask",1.1642,59.6476,NA,7.4556,1.9644,1,191.1688,0.765,3.0012,42.1466,30.0394,0.9738,7.0044,104.0668,173.6274,0.8772,0.9984,6.741,1,42.7584,41.3904,37.08,NA,NA,NA,NA
71,"2017-10-13","Harbinger HC","UniqueFlask",0.98529,59.44275,NA,7.12059,1.99922,1,199.15137,0.96412,3.02961,56.4,30.29529,1,7.80961,101.61627,175.60745,0.93255,0.99882,5.89588,1,43.89216,40.07569,36.90176,NA,NA,NA,NA
72,"2017-10-14","Harbinger HC","UniqueFlask",1.1462,55.8312,NA,7.1004,1.9916,1,198.2,1,3.0496,66.1072,28.6782,1,8,99.995,177.621,0.9984,1,5.67,1,47.509,39.7254,42.016,NA,NA,NA,NA
73,"2017-10-15","Harbinger HC","UniqueFlask",1.0104,52.3028,NA,7.002,2,1,189.4916,1,3.0726,62.552,29.4656,0.7416,8.5156,99.6526,179.9352,1,1,5.2284,1,42.611,39.4622,61.828,NA,NA,NA,NA
74,"2017-10-16","Harbinger HC","UniqueFlask",1.01569,52.26059,NA,6.76804,2,0.97451,186.55745,0.97196,3,55.84588,29.18137,0.61137,9.21569,98.92824,180,0.97098,1,6.77353,1,48.89804,38.67176,29.55078,NA,NA,NA,NA
75,"2017-10-17","Harbinger HC","UniqueFlask",1.3232,55.33,NA,7.0332,1.9078,1,181.7902,0.7846,2.1074,44.8,27.8596,0.9122,7.8372,110.8728,176.5588,0.9724,0.9996,6.0834,1.0106,45.9088,35.828,31.7618,NA,NA,NA,NA
76,"2017-10-18","Harbinger HC","UniqueFlask",1.00725,57.83157,NA,9.19176,1.93196,1,178.93941,0.85157,1.70294,44.6502,27.88059,1,7.14667,107.39471,170.33902,0.99941,1,6.60431,1,44.62216,36.34804,32.2,NA,NA,NA,NA
77,"2017-10-19","Harbinger HC","UniqueFlask",0.9682,57.19,NA,9.4702,2,0.9414,176.102,0.9308,1.7032,43.0052,26.775,0.9304,7.0508,100.6776,160.7608,1,0.9814,7.8162,1,42.7688,36.9112,32.2,NA,NA,NA,NA
78,"2017-10-20","Harbinger HC","UniqueFlask",1.02431,58.53569,NA,13.14706,2,0.96667,175.65667,0.95549,1.82392,44.65902,26.76451,0.96706,7.26569,123.06392,161.08059,0.99353,0.95647,7.08549,1,42.59431,39.64373,31.8949,NA,NA,NA,NA
79,"2017-10-21","Harbinger HC","UniqueFlask",1,61.34725,NA,11.88647,1.97353,1,172.40784,0.79824,2.05784,46.16608,25.68686,0.96941,7.54902,127.30275,177.45961,0.93549,0.98902,6.45549,1,44.23118,39.02373,33.82725,NA,NA,NA,NA
80,"2017-10-22","Harbinger HC","UniqueFlask",1.0614,50.2704,NA,12,1.2504,1,171.2796,1,2.0122,43.0718,26.6352,0.9424,7.7666,138.6478,181.343,0.9894,1,6,1,42.7562,41.7972,34.0096,NA,NA,NA,NA
81,"2017-10-23","Harbinger HC","UniqueFlask",1.10549,50.99706,NA,11.44902,1,1,174.6951,1,2,49.93843,29.3798,0.95196,7.01549,144.8502,180.45098,0.96667,1,6.13196,1,39.65843,40.84647,42.82804,NA,NA,NA,NA
82,"2017-10-24","Harbinger HC","UniqueFlask",1.378,55.4444,NA,10.0632,1,0.9812,161.4164,0.9974,2.3884,52.3652,29.0916,0.9126,6.9642,144.9978,175.8662,0.948,1,6.7636,1,39.184,37.4836,33.03,NA,NA,NA,NA
