"Day","Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Atziri.s.Arsenal","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Call.to.the.First.Ones","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Left.to.Fate","Light.and.Truth","Lingering.Remnants","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Might.is.Right","Mitts","No.Traces","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Rebirth","Scholar.of.the.Seas","Shard.of.Fate","Struck.by.Lightning","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Blazing.Fire","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Coming.Storm","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Eye.of.the.Dragon","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Forsaken","The.Fox","The.Gambler","The.Garish.Power","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Opulent","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Polymath","The.Porcupine","The.Queen","The.Rabid.Rhoa","The.Realm","The.Risk","The.Road.to.Power","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spark.and.the.Flame","The.Spoiled.Prince","The.Standoff","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Valley.of.Steel.Boxes","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wolven.King.s.Bite","The.Wolverine","The.Wrath","The.Wretched","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Blessing.of.God","Forbidden.Power","The.Breach","The.Deceiver","The.Dreamer","The.Insatiable","The.Iron.Bard","The.Obscured","The.Puzzle","The.World.Eater","A.Dab.of.Ink","Beauty.Through.Death","Boon.of.the.First.Ones","Harmony.of.Souls","Immortal.Resolve","Perfection","The.Admirer","The.Army.of.Blood","The.Beast","The.Cacophony","The.Celestial.Stone","The.Darkest.Dream","The.Dreamland","The.Endless.Darkness","The.Fathomless.Depths","The.Hale.Heart","The.Innocent","The.Jeweller.s.Boon","The.Master","The.Master.Artisan","The.Mayor","The.Nurse","The.Price.of.Protection","The.Professor","The.Rite.of.Elements","The.Sacrifice","The.Samurai.s.Eye","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Wilted.Rose","The.Witch","Three.Voices","Akil.s.Prophecy","Alluring.Bounty","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Azyran.s.Reward","Boon.of.Justice","Buried.Treasure","Burning.Blood","Dark.Dreams","Dark.Temptation","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Monochrome","More.is.Never.Enough","Nook.s.Crown","Pride.of.the.First.Ones","Remembrance","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Archmage.s.Right.Hand","The.Bargain","The.Damned","The.Deal","The.Deep.Ones","The.Demon","The.Eye.of.Terror","The.Fool","The.Golden.Era","The.Heroic.Shot","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Primordial","The.Seeker","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Thirst.for.Knowledge","Vanity","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest"
86,"2020-03-07","Metamorph HC","DivinationCard",1,25.27,0.54,0.85,2.62,3.26,NA,2.82,5,2.64,5,1.21,99,2.3,1.21,0.85,3,1,NA,3.74,0.49,2,1.84,2.33,1.65,0.7,1,5.4,5,1901.56,0.79,2,1,17.98,0.94,0.84,4.3,3.22,5,4.3,2.33,1.52,1,4.1,2.32,0,3,1,2,1.5,30,1.42,0.9,5,1.39,1,1.83,1,3,1.94,5,2.33,1.4,0.86,1,0.82,1,1.9,1,0.89,3,1,1,20,3,1.87,5,1,8,1.72,6,418.01,1.62,2.3,36.79,2,2,1.32,18.65,13.54,1.98,1.44,5,215.55,1.42,1.42,5,5,1.13,1,1,1,1.31,2.91,4.22,0.69,3.83,1.86,0,1.85,1.66,1,1.42,0.8,20.38,5.13,3.22,1,3,2.21,1,5,0.84,3.4,10.19,5,2,1.22,1.43,1,3,85.41,2.19,9,2.1,1.63,3.55,0,5,8,0.49,1,1,14.07,3.4,5,40,9.21,5,0.74,5,0.79,1.83,1,2.6,1.11,5,12.07,2,2,2.62,2.22,5,1.65,4.2,2,0,4.11,4.87,0.84,7.29,0.82,1,3.59,4.32,2.6,5.25,3.41,1,1.81,0.99,1,4.22,5,0,1,0.99,2.24,17.88,0,1,2.19,1,8,0,31.76,1,5,40.37,2.82,71.73,2.3,4.1,79.41,1.4,2.22,1,2,1.21,5.2,2.33,1,2.22,1,4,1,3.18,3.84,0.86,5,20,NA,6.03,2.4,12.92,118.71,0.6,3.22,3.72,5,2,5,1.4,7,62.64286,1.98,1,10,2.31,2.41,13.44,6.49,1.8,1.43,2.95,2,5,3.22,62.1,25,5.5,1.7,17.73,1.41,15,48.71,3.22,2.88,279.45,19.73,0.74,15.25,0,5,3,6,2.32,6.22,1,1,0,46.07,2,0,2,3.72,4.21,1.41,2.63,1,31,41,1.1,5,24.21,22.18,5,6.54,192.73,9.44,3.04,20.79,8,9,3.27
87,"2020-03-08","Metamorph HC","DivinationCard",1,25.09,0.54,0.84,2.62,3.26,NA,2.62,5,2.64,5,1.21,99,3.22,1.21,0.85,3.3,1,NA,4.42,0.49,2,1.84,2.33,1.65,0.7,1,5.2,5,1889.37,0.71,2,1,17.98,0.94,0.89,4.3,3.22,5,4.3,2.33,1.52,1,4.1,2.32,0,3,1,2.42,1.5,30,1.44,0.9,5,1.39,1,1.83,1,3,2,5,2.33,1.4,0.85,1,0.82,1,1.9,1,0.89,3.43,1,1,19.95,3,1.87,5,1,8,1.72,6,372.96,2.03,3.2,36.79,3.2,2,1.32,18.65,13.05,1.98,3.22,5,215.58,1.84,1.42,5,5,1.14,0.98,1,1,1.31,2.91,4.22,0.69,3.8,1,0,1.85,1.66,1,1.42,0.75,20,5.13,3.22,1,0,2.21,1,5,0.84,3.4,10.19,5,2,1.32,1.43,1,3,76.68842,1.94,9,3,2,4.62,0,5,8,0.49,1.65,1,14.07,3.4,5,40.75,9.21,5,0.74,5,0.71,1.83,1,3.4,1.22,5,12.07,2.33,2.52,2.31,2.22,5,1.87,4.2,2.4,0,4.11,4.32,0.85,8.23,1.03,1,3.59,4.32,3,7.45,3.41,1,1.64,0.99,5,5,5,0,1,0.98,2.24,15.94,2,1,2.19,1,8,0,31.76,1,5,40.37,3,62.16,2.3,2.4,78.48,1.4,2.22,1,1.88,1.21,5,2.33,1,2.22,1,0,1,3,3.54,0.87,5,20,NA,5.49,3,14.2,124.23429,2.29,3.22,3.83,5,2,5,1.5,7,62.57,1.89,1.29,10,2.31,2.31,13.44,6.49,1.8,1.43,2.95,1.99,5,3.22,62.16,25,5.5,1.61,17.44,1.41,15,48.73,3.22,2.88,279.72,22.13,0.71,15.25,0,5,3.1,6,2.32,6.92,1,1.55,0,45.1,2,0,2,3.62,4.21,1.65,2.07,1,31,41,1.1,5,24.21,22.18,5,6.54,189.87,9.08,3.04,20.79,8,0,5
88,"2020-03-09","Metamorph HC","DivinationCard",1,25.6,1,0.84,2.62,3.26,NA,2.62,5,2.64,5,1.21,99,3.22,1.2,0.85,2.39,1,NA,3.51,0.60133,2,1.74,2.33,1.65,1.82,1,5,5,1933.65,2.3,2,1,16.5,0.94,0.89,4.21,3.22,5,4.3,5,1.63,1,4.1,2.62,0,3,1,2.42,1.5,32.92,1.44,0.96,5,0.93,1,1.83,1,2.6,2,2.3,2.33,1.4,1.42,1,0.81,1,1.9,1,1,3.43,1,1,18.12,3,1.87,5,1,8,1.62,6,377.7,2.03,3.2,36.82,3.2,2,1.32,18.6,13.05,1.98,3.22,5,209.34,1.84,2.89,5,5,1.04,0.97,1,1,1.32,2.91,4.22,0.75,3.76,1,0,1.85,4.11,1,7,0.75,20,5,2.9,1,0,2.21,1,5,0.45,3.4,10,5,2,1.33,1.65,1,3.2,76.38,1.76,9,3,2,4.52,0,3.18,8,0.48,1.65,1,13.61,3.4,5,40.75,9.21,5,0.69,5,1,1.44,1,3.4,1.22,5,12.07,2.38,2.52,2.31,1.82,5,1.61,3.3,2.98,0,3.11,4.32,0.85,8.23,1.3,1,3.59,4.32,3,7.45,3.41,1,1.46,0.98,0.79,5,5,0,1,0.93,3,15.695,3,1,1.6,1,0,0,27.03,1,5,37.95,3,62.95,2.3,3.2,79.04,1.4,2.22,1,1.9,1.1,5,2.33,1,1.63,1,0,1,3.19,3.54,0.87,7.1,20,NA,5.17,3,15,125.9,1.42,3.22,4.01,5,2.18,5,1.51,7,58.92,1.8,1.32,10,5,2,15.66,6.49,1.8,1.43,1.95,1,5,3.22,62.95,25,5,2.04,17.44,2.44,10.09,51.37,3.22,2.88,283.28,22.13,0.69,15.25,5,5,3.84,6,2.32,6.83,1,1.55,0,45.1,1.4,0,2,3.43,4.21,1.63,2.45,1,31,50,1.1,5,20,22.18,5,5.97,192.28,8.96,3.82,20.4,8,0,5
1,"2019-03-08","Synthesis HC","DivinationCard",1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,11,0,0,4,0,0,0,0,0,2.2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,11,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-03-09","Synthesis HC","DivinationCard",1,30,1,0.39,0,0,NA,2,1.1,15,0,1.22,0,0.4,0,1.11,0,0.93,NA,1,0.84605,4,1,5,1.22,1,1,0,0,0,0.77,2,0.99,45,0.84173,0.35,8,8,0.53,0,0,0.55,1,0,0,0,0,2.1,0.62,1,17.30714,1,0.49423,1.5,0.995,1,1,0.35,1,1,0,0,0,0.56,0.76,0.82,1,0,1,0.9,0,0.35,0.60778,10,4,2,1,4.3,7,3,1,0,0.85667,0,0,0,0,0.79,12.62,0,0,1,0.35,0,0,1,0,1,0,1,0.35,0.34188,1,2,0,0.35,2.45333,5,NA,1.17,0,1,0,0.35,30,12.62,0,1,0,1.5,0.345,1,0.70875,3,18.50625,0,1,3,1,2.1,0,15,7.78,0,0,1,0,0,0,4.7975,1,2,0.35,3,0,0,0,92,1,1,0,0.34523,0.94,0.35,3,0,0,6.24,0.35,1,0,1,0,1,2,2.28,31.89,2.11,6,0.89,4,1,1,7,0,10,20.52,1,1,0.68,1,1,0,0,100,1,0.95,1,0,0,1,0,0,0,0,0,2,1,22.59,4.62,0,0,0,0,0,4,0.49,2,0,0,6.3,1.1,0,5.04,2,2,3,15,0.54667,0,21.74575,0,8,2,26.635,83.5,0.35,5,25,0,10,0,2,NA,NA,2,3,NA,0,NA,NA,NA,1.09,NA,NA,NA,1,NA,NA,NA,NA,3,25,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,0,4,0,0,6,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-03-10","Synthesis HC","DivinationCard",1,24.2,1,1,5,0,NA,1.2,0,12,0.76,1,0,0.37,1,1,0,0.58,NA,1,0.76,4,1,1,1,0.48,1,6.98,3,0,0.72,2,0.51,45,0.76,0.38,2,8,0.86,0,2.21,0.7,1,1,0,0,0,2.21,0.6,1,25.87,0.79,0.68632,1.55,0.851,1,1,0.38,3,1,1,0,4.11,0.77,0.98,0.92,1,23.076,1,0.38,1.41,0.38,0.38,8,3,2,1,4,7,5,2,269.5,0.84,2,0,1,1.075,0.84,10,20.87,1,1,0.35,0,2,0.91,10,1,1,1,0.49,0.38,0.76,2,1,0.38,3,6,NA,0.99,0,1,0,0.72,22.41,9.42,1.1,0.76,2,1.06,0.37,1.18333,1,2,29.37688,0,0.83,1,1,2,1,10.21964,8,12,0,0.93,35.5,3,0.76,7,1,3,0.38,3,6.2,0,3.2,34.4,1,1,0,0.38,0.65,1,3,5,0,5.22,0.38,1,4,1,0,1,2,2,33.035,2,4,0.79,4,1,1,8.9,4,3.71375,22.99462,2,1,1,1,1,4,1,1.11,1,0.9,1,0,4,0.51,0,1,0,0,25,2,0.86,19.86,5.51,255.36,8.4,3,75,0,2,0.36,2,1,0,4,1,20,4,0,2,3,13.95727,0.38,42.78,15.84,3,5.81357,2,15,61.515,0.38,4,25.54,0,1,1,1.39,NA,NA,3,2,NA,0,NA,NA,NA,1,NA,NA,NA,5.88,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,3,0,7,5,42.745,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-03-11","Synthesis HC","DivinationCard",1,25.5,0.73,1,4,0,NA,1.3,9.5,10.61375,0.64,1,0,0.34,1,1,1,0.34,NA,1,0.68,4,0.88,1,1,0.56,1,5.3,2.4,0,0.64,2,0.58,45,0.69325,0.34,2,7,0.9615,1.2,2,0.72,1,1,1,27,0,1,1,1,20,0.91,0.51,0.9,0.91,1.32,1,0.73,1,1,1,0,4,0.68,1,0.98,1,20,1,0.34,2.46,0.68,0.34667,11.44143,3,1,0.53,2,7,5,0.68,281.28462,0.94,1.48,0,1,1,1,10,27.50786,1,1,0.3,214.53833,1.3,0.84,11.09,1,1,1,0.69,0.34962,0.7,1.05,1,0.38,3,7,NA,1,0,1,0,0.52,23.878,7.56,1,0.87,2,0.93,0.33893,1,0.39,1.5,32,1,1,1,1,2,1,11.11,8,9.97,1.1,1,18,3,0.68,9,1,3.64,0.36,2,3.41,0,3,17.47,2,1,0,0.7365,0.82,1,4,1,0,6.17,0.34,1,3,1.11,0,1,2,2,31.97,1,4,0.35,3.86,1,1,9,4,1.48,19,2,1,1,1,0.8,3,1,1,0.75,1,1,0,4,0.51,9,1,4,0,30,3,1,14,3.32,300.885,6.43,3.64,69,0,2,0.32,2,1,25,3,1,12,3,0,2,3,11,0.37,20,22.15,2,5,1.81,13.18,45.11,0.38,3,17.6,20,1,1,1,NA,NA,2.8425,2,NA,0.47,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,1,24.2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3.94,3,151.26,8.29,5.15,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-03-12","Synthesis HC","DivinationCard",1,29.67,0.95,1,4,0,NA,1,1.42,8,0.72,1,0,0.37,1,1,1,0.37857,NA,1,0.76,4,0.48,1,1,0.34,1,5,1.96,0,0.95,2,0.68,45,0.78,0.3775,1.97,6.6,1,1,2,0.78,1,1,1,36.1,0,1,1,1,28.69,0.61,0.38,0.96,1,2,1,0.75,1,1,1,10,3.64,0.82,0.71214,0.96,1,18.34,1,0.37,2.67,0.74,0.38,13,4,1,0.37,2,7,4,0.71,240,1,0.77,0,1,1,1,10,30,1,1,0.48,190.895,2,0.78,10,1,1,1,0.81,0.38,0.78,1.48,1,0.72,3,7.91663,NA,1,1,1,0,0.39,28.47442,8.92,1,1,2,0.99,0.38,1,0.38,0.89,40,1,1,1,1,2,1,15,7,9.96,0.7,1,17.67,3,0.74,9.04545,1,2,0.45,4,2,0,2,20.08,1.4,1,1,0.9,0.39,1,3.1,0.77,0,7.58,0.375,1,2.45,0.65,0,1,2,2,32.15,1,4,0.38,3,0.9,0.89,8.4,4,1.81,17.50194,3.52,1,1,1,0.77,3,1,1,0.39,1,0.865,52.5,4,0.58,7.13462,0.99,12.42,0,34.77,3,0.89,13,3,312,6.126,3.06,62,10,2,0.38,2,0.75,20,3,1,10,2,15,2.4,3,11,0.37,20,24.35,2,5,1.92,13,30.32203,0.42,3,11.52,8,1,1,1,NA,NA,2,2,NA,0.51,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,1,20.3,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA,3,3.38,104,8,6,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-03-13","Synthesis HC","DivinationCard",0.98,30.26455,1,0.98,3,0,NA,1,1,6.77,0.77,1,0,0.42,1,1,1,0.7,NA,1,0.8,4,0.72,1,1,0.34,1,5,2,0,0.94,2,0.86,41.06,0.8201,0.4,1,6.81,1,1,2,0.95,1,1.31,1,36.1,0,1,1,1,30.02324,0.61,0.40293,1,1,2,1,0.86,0.94,1,1,10,3,0.44,0.98,1,1,18,1,0.4,2.2,0.8,0.4,13,3.5,1,0.4,2,7,3,0.73,230,1,0.96,40,1,1,1,10,35.09,0.94,1,0.62,171.47583,2,0.8,4.4,1,1,1,1,0.44,0.89,2,1,0.71462,4,6,NA,1,1,1,1,0.4,26,8.91,1,1,1.72667,1,0.4,1,0.4,0.85,39,1,1,0.94,1,2,1,14,8,9.418,0.86,1,20,3,0.82,10,0.99,2,0.42,4.9,1.09,4,3,27.14,1,1,1,1,0.48,1,3,0.87,0,7,0.4,1,2,0.65,0,1,2,1,23.37,1,3.66,0.4,2.94,0.98,1,7.43922,4,2.33,19,2.86,1,1,1,0.5,3,1,1,0.4,1,0.6741,54,4.65,0.73,6,1,12.42,0,37.94,3,1,11,2.16022,272.5,5,3,59.68,11.08,1.09,0.41476,2,1,16.8,3,1,7.15,2,15,2.21,3.08678,13,0.4,19,25,2,5,1.42,11,35.2208,0.49,3,10.8,8,1,1,1,NA,NA,3,2,NA,0.71,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,3,4,100,7,8.38,4.48,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-03-14","Synthesis HC","DivinationCard",1,30.06,1,1,1.66,0,NA,1,1,6,0.9,1,0,0.48,1,1,1,0.98578,NA,1,0.96,3,0.92,1,1,0.39,1,4,2,558.7,0.91,2,1,41.06,1,0.48,1.01,5.195,1,1,1,1,1,1,1,36.1,0,1,1,1,29.01,0.48,0.48,1,1,2,1,0.97,0.98,1,1,10,3,0.48,1,1,1,15,1,0.48,2.2,0.96,0.48,13,3,1,0.46,1.25,7,3,0.96,244.70375,1,1,40,1,1,0.92,15.24,37.33,0.98,1,0.83,167.91,1,0.92,3.41,1,1,1,1,0.48,0.97167,1,1,0.96,4,8,NA,1,1,1,1,0.48,26,11.11938,1,1,1.92,1,0.48,1,0.48,1,37.56403,1,1,0.99,1,1.36,1,14,7,25.30429,0.96,1,15.50667,3,0.98,10,0.84,2,0.49,5,1.18,3.1,3,22.5,1,1,1,1,0.75,1,4,0.97,0,5.76,0.48,1,2,0.65,0,1,1.29,1,14.3,1,3,0.48,2,1,1,6,4.15,2,19,1.77,1,0.96,1,0.48,2.68,1,1,0.48,1,0.6,32.62,4.11,1,4.99,0.98,24.26,0,42.14,3,1,11,2,277.35,5,2.96478,59.22,14,1,0.57,2,1,17.54,3,1,7,2,14.36,3,4,12,0.48,19,28,2,6,2,13.53,38.1,0.67,2.64,10,8,1.14,1,1,NA,NA,3,1.33,NA,0.48,NA,NA,NA,1,NA,NA,NA,3.66,NA,NA,NA,NA,0.96,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,5,77.5,7,10,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-03-15","Synthesis HC","DivinationCard",1,31.92,1,1,2,0,NA,1,1,6,0.96,1,0,0.48,1,1,1,0.96,NA,1,0.96,3,0.94,1,1.11,0.79,1,4,2,565.05,0.95,2,0.99,38.03,0.98,0.48,1.72,5,1,1,1,1,1,1,1,36.11,0,1,1,1.1,28.88,0.48,0.48,1,1,2,1,1,1,1,1,10,2.27,0.92,1,1,1,13.35,1,0.48,2.2,0.97,0.48,14,2.65,1,0.47,1.04,7,2,1.44,244.70655,1,1,29.51,1,1,0.82,15,45.2,0.99,1,0.85,167.9625,1,0.96,3.41,1,1,1,1,0.48,0.92,1,1,0.96,4.5,8,NA,0.92,1,1,1,0.48,28,10,1,1,1.99,1,0.48,1,0.48,1,35,1,1,1,1,1.97,0.94,14,7,24.98,1,1,19.31167,3,0.97,11,1,2,0.48,5,1.39,3.1,3,25.29,1,1,1,1,1,1,3.3,0.97,0,6.64,0.48,1,2,1,0,1,1.5,1.9801,14.3,1,4,0.48,2,1,1,6,4,1,19,1,1,0.96,1,0.48,3,1,1,0.48,1,0.84,23.92,2.3,1,4,0.99,24,15,35.49,3,1,13.41,2,266.78,5,3,62.77,13,1,0.95,2,1.27,15,3,1,7,1.35,12,2,4,12,0.48,15.37,28,2,5,2,13,40,0.75,2,7,6.4,2,1,1,NA,NA,3,1.51908,NA,0.88,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,0.98,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,5.99,76.08,7,9.98205,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-03-16","Synthesis HC","DivinationCard",0.94,33,1,0.9,2,0,NA,1,1,5.24,0.99583,1,0,0.57,1,1,1,0.51389,NA,1,0.92,3,0.95,1,1,0.84,1,3,1.89,585.6,0.92,2,1,35.89,0.97,0.46,1.77,5,1,1,1,1,1,1,1,33.6,0,0.93,0.95,1.53,31.87,0.86,0.46,1,1,2,1,0.99,1,1,1,10,2,0.46,1,0.97,1,11,1,0.46,2.2,0.94,0.46,13,3,1,0.46,1,6,3,1.74,249.85,1,1,29,1,1,0.46,14.17,46.55281,1,1,0.91,175.5,1,0.83,3,1,1,1,1,0.46,0.93,1,1,0.7,5,8,NA,0.9,1,1,9.1,0.46,30,8.87,1,1,2,1,0.46,1,0.46,1.81,35,1,1,1,1,1.96,0.96,15,6,20.77,1,1,27.73,2.96,0.99,11,0.95,2,0.46,5.48,1,3.1,3,21.8,1,1,1,0.9,1,1,2.69,0.96,0,5,0.46,1,2,1,0,1,1.84,2,14.3,1,4,0.46,2,1,1,6,4,1,14,1,0.97,0.98005,1,0.46,2.29,1,1,0.46,1,0.86,30,2.41,1,4,1,20.59,10.5,29,3,1,15,2,292.8,5,3,79.2,12,1,0.95,2,2,10,3,1,7,1,10,2,4,11,0.46,15.95,28,2.12,7,2,13.28583,40.54,0.86,2,7,6.2,2,1,1,NA,NA,3,2,NA,0.92,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,0.92,14.76,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,6,59.7,6,13.55,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-03-17","Synthesis HC","DivinationCard",0.46864,34,1,0.47,2,0,NA,1,1,5,1,1,0,0.76,1,1,1,0.47,NA,1,0.98,3,0.96,1,1,0.47,0.47,4,1.46,594.9,0.85,2,1,36.05,1,0.47,2,4.86,1,1,1,1,1,1,1,33.6,0,0.94,0.99,2,32,0.87,0.46518,1,1,2,1,0.99,0.65,1,1,10,2,0.47,1,0.82,1,12,1,0.46439,2,0.96,0.47,11,3,1,0.47,1.88,7,3,1.15,236.75714,1,1,28.78,1,1,0.47,13.9,40,1,1,0.47,155.43429,1,0.93657,3,1,1,1,1,0.47,0.94,1,1,0.92,5,8,NA,0.98,1,1,5,0.46917,30,7,1,1,2,1,0.47,1,0.47,1.12,31.73417,1,1,1,1,2,0.97,18.02,6,18,0.77,1,33.92,2.83333,1.24,12,0.96,2,0.47,6,1,3.1,3,20,1,1,1,0.83,1,0.98,2.09,0.94,0,5,0.53,1,2,1,0,1,1.88,2,12,1,4,0.47,2,1,1,6,4,1,18,0.78,0.94431,1,0.95511,0.47,2.3,1,0.83,0.47,1,0.94,30,2.41,1,4,1,17.6,7.67429,35.44,2.52015,1,14.01571,2,265.5,5,2,74.58333,12,1,0.6,2,2,8,2.8,1,6,1,10,2,4,10,0.47,15.24,25,2,7,2,13,40,0.98,2,6,5.2,2,1,1,NA,NA,2.64,2,NA,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,6,48.85,5,13.93625,3,NA,NA,NA,NA,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
