"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
26,"2017-08-29","Harbinger","UniqueMap",1.3584,3.264,1.8866,1.8486,3.843,1.164,9.7378,3.996,1.334,NA,10.4976,1.5914,54.5412,NA,48.2726,3.9992,0.998,0,0,0,304.1094,NA,NA,NA,NA,NA,NA,NA
27,"2017-08-30","Harbinger","UniqueMap",1.18612,2.99327,1.68796,1.75694,3.63571,1.05102,9.40694,3.99816,1.11531,NA,9.69061,1.53041,54.90469,NA,48.44837,3.99959,0.99939,0,0,0,287.03571,NA,NA,NA,NA,NA,NA,NA
28,"2017-08-31","Harbinger","UniqueMap",1.1122,2.9824,1.58,1.8332,3.0732,0.998,9.542,3.9972,1.1142,NA,9.792,1.4488,51.0102,NA,48.6056,3.98,0.9982,0,0,0,277.5004,NA,NA,NA,NA,NA,NA,NA
29,"2017-09-01","Harbinger","UniqueMap",1.10204,2.99082,1.56469,1.90939,2.98633,0.99816,8.89959,3.97837,1.01898,NA,9.68918,1.54327,52.64755,NA,48.66061,3.99959,0.99306,0,0,0,274.63306,NA,NA,NA,NA,NA,NA,NA
30,"2017-09-02","Harbinger","UniqueMap",1.0806,2.986,1.4698,1.8924,2.9864,0.99,8.3648,3.9848,0.9988,NA,9.5922,1.4552,47.806,NA,48.946,3.9812,0.9934,0,0,0,298.5546,NA,NA,NA,NA,NA,NA,NA
31,"2017-09-03","Harbinger","UniqueMap",1.0008,2.9548,1.13,1.9116,2.7498,0.9806,8.263,3.794,0.9934,NA,9.4812,1.1948,47.336,NA,49.5932,3.9662,0.982,0,0,0,306.3748,NA,NA,NA,NA,NA,NA,NA
32,"2017-09-04","Harbinger","UniqueMap",0.9954,2.988,1.0462,1.9636,2.992,0.986,8.879,3.9548,0.9956,NA,9.5728,1.1586,50.1176,NA,49.9484,3.9588,0.9906,0,0,0,385.2522,NA,NA,NA,NA,NA,NA,NA
33,"2017-09-05","Harbinger","UniqueMap",0.99,2.98,1.02041,1.96551,2.80082,0.97306,8.43408,3.96245,0.98694,NA,9.27122,1.06714,51.10082,NA,50.68347,3.91837,0.96245,0,0,0,383.83245,NA,NA,NA,NA,NA,NA,NA
34,"2017-09-06","Harbinger","UniqueMap",0.9734,2.969,0.9936,1.987,2.9334,0.9734,8.1668,3.9332,0.9754,NA,8.8878,0.9978,50.2324,NA,50.7524,3.9846,0.9744,0,0,0,413.4446,NA,NA,NA,NA,NA,NA,NA
35,"2017-09-07","Harbinger","UniqueMap",0.9842,2.9804,0.9816,1.9334,2.7348,0.9568,8.2308,3.9478,0.9706,NA,8.8318,0.9986,50.7308,NA,50.9924,3.9902,0.9458,0,0,0,427.3832,NA,NA,NA,NA,NA,NA,NA
36,"2017-09-08","Harbinger","UniqueMap",0.98143,2.97388,0.98714,1.98633,2.82408,0.96143,8.3302,3.97143,0.97857,NA,9.04204,1.07714,53.56102,NA,50.33694,3.92939,0.96735,0,0,0,391.42837,NA,NA,NA,NA,NA,NA,NA
37,"2017-09-09","Harbinger","UniqueMap",0.992,2.9606,0.9774,2.0014,2.753,0.9844,8.1802,3.9754,0.9864,NA,9.0688,0.9966,55.598,NA,51.1662,3.9318,0.9908,0,0,0,384.061,NA,NA,NA,NA,NA,NA,NA
38,"2017-09-10","Harbinger","UniqueMap",0.9916,2.9804,0.9952,2.0112,2.8986,0.9792,8.1072,3.9328,0.9844,NA,9.1272,1.0236,55.795,NA,52.8242,3.9092,0.986,0,0,0,357.2998,NA,NA,NA,NA,NA,NA,NA
39,"2017-09-11","Harbinger","UniqueMap",0.97714,2.92184,0.96653,2.03265,2.78959,0.97184,8.30449,3.72388,0.98592,NA,9.11918,0.99796,59.8049,NA,54.90245,3.97918,0.96571,0,0,0,364.5298,NA,NA,NA,NA,NA,NA,NA
40,"2017-09-12","Harbinger","UniqueMap",0.984,3.0918,0.9946,2.2354,2.4822,0.9348,8.6754,3.6902,0.9902,NA,9.1756,1.012,65.8822,NA,56.8764,3.9314,0.954,0,0,0,379.9136,NA,NA,NA,NA,NA,NA,NA
41,"2017-09-13","Harbinger","UniqueMap",0.9924,3.7734,0.9918,2.5076,2.363,0.9604,8.9634,3.6944,0.9886,NA,9.1708,0.992,65.1168,NA,60.195,3.9618,0.9458,0,0,0,383.0812,NA,NA,NA,NA,NA,NA,NA
42,"2017-09-14","Harbinger","UniqueMap",0.97776,3.72939,0.99163,2.85408,1.99204,0.96,9.15653,3.55204,0.98102,NA,9.24327,0.98816,64.90592,NA,63.90082,3.9749,0.95694,0,0,0,423.1449,NA,NA,NA,NA,NA,NA,NA
43,"2017-09-15","Harbinger","UniqueMap",0.98,3.7656,0.9812,2.8718,1.9942,0.9636,9.1692,3.1388,0.9598,NA,9.2158,0.995,63.0576,NA,62.856,3.9382,0.9484,0,0,0,463.6988,NA,NA,NA,NA,NA,NA,NA
44,"2017-09-16","Harbinger","UniqueMap",0.99347,3.45837,0.99776,3.01184,2,0.98878,8.92082,3.10653,0.99082,NA,9.18633,0.99429,64.52918,NA,62.66918,3.97449,0.98918,0,0,0,458.71857,NA,NA,NA,NA,NA,NA,NA
45,"2017-09-17","Harbinger","UniqueMap",0.995,3.5174,0.995,2.773,1.9904,0.9934,9.316,3.0232,0.9902,NA,9.3962,1.0126,65.281,NA,62.397,3.9738,0.9864,0,0,0,458.0306,NA,NA,NA,NA,NA,NA,NA
46,"2017-09-18","Harbinger","UniqueMap",0.9958,3.2832,0.9974,2.8728,1.998,0.9928,9.774,3.0736,0.9734,NA,9.9088,1.0452,66.4092,NA,62.2904,3.9548,0.9912,0,0,0,465.1542,NA,NA,NA,NA,NA,NA,NA
47,"2017-09-19","Harbinger","UniqueMap",0.99875,3.19688,1,2.86125,1.90042,0.99979,9.55979,3.20625,0.99729,NA,9.88917,1.00667,70.30792,NA,62.61104,3.84771,0.98979,0,0,0,505.8075,NA,NA,NA,NA,NA,NA,NA
48,"2017-09-20","Harbinger","UniqueMap",0.99588,3.27255,0.99451,2.86118,1.98353,0.99471,9.72706,3.14275,0.99039,NA,9.97627,1.00314,75.01412,NA,67.17588,3.94176,0.94941,0,0,0,583.19529,NA,NA,NA,NA,NA,NA,NA
49,"2017-09-21","Harbinger","UniqueMap",0.9896,3.1896,0.9886,3.0714,1.9942,0.9816,10.1032,3.0156,0.9994,NA,10.157,1.003,76.3072,NA,68.3122,3.9926,0.9726,0,0,0,648.6258,NA,NA,NA,NA,NA,NA,NA
50,"2017-09-22","Harbinger","UniqueMap",0.9952,3.2186,0.9944,3.1122,1.902,0.9784,10.2504,3,0.9936,NA,9.9976,1.003,76.793,NA,69.0194,3.986,0.9646,0,0,0,687.7944,NA,NA,NA,NA,NA,NA,NA
51,"2017-09-23","Harbinger","UniqueMap",0.99961,3.1302,0.99961,3.23725,1.99902,0.99431,10.13353,3.10686,0.99725,NA,10.20706,1.00196,78.40235,NA,69.60412,4,0.99549,23.31933,26.55733,37.61458,713.23392,NA,NA,NA,NA,NA,NA,NA
52,"2017-09-24","Harbinger","UniqueMap",1,3.23902,0.97863,3.52431,1.99412,0.99647,10.41725,3.20078,0.99255,NA,10.53686,1,77.95275,NA,68.97922,4.10333,0.98588,23.58765,25.78118,23.63608,692.11294,NA,NA,NA,NA,NA,NA,NA
53,"2017-09-25","Harbinger","UniqueMap",0.9932,3.2686,0.9868,3.8422,2,0.9822,10.6292,3.1056,0.995,NA,10.3,1.1452,81.109,NA,67.4382,4.0296,0.9974,22.6954,28.42,20.5458,679.6572,NA,NA,NA,NA,NA,NA,NA
54,"2017-09-26","Harbinger","UniqueMap",0.97804,3.19941,0.98176,3.93176,1.99314,0.98843,11.07392,3.01961,0.99039,NA,9.89784,1.3949,82.00627,NA,66.32941,4.13431,0.97098,22.22843,28.16176,21.69294,692.70725,NA,NA,NA,NA,NA,NA,NA
55,"2017-09-27","Harbinger","UniqueMap",0.9948,3.2764,0.9758,3.5134,1.9816,0.9874,11.0144,3.028,0.9778,NA,9.8934,1.5912,85.602,NA,66.9184,4.2364,0.9902,23.5012,27.7284,23.5878,627.7492,NA,NA,NA,NA,NA,NA,NA
56,"2017-09-28","Harbinger","UniqueMap",0.9874,3.3366,0.9646,115.7824,1.956,0.9506,11.5284,3.0038,0.9774,NA,9.8282,1.7104,87.7308,NA,67.5164,4.4844,0.9662,25.0702,27.9288,23.6398,581.5544,NA,NA,NA,NA,NA,NA,NA
57,"2017-09-29","Harbinger","UniqueMap",0.96588,3.49118,0.9949,4.07902,1.90882,0.92098,11.52529,3.07471,0.99176,NA,9.94725,1.76804,89.83235,NA,66.41941,4.5451,0.95902,25.21549,28.27078,22.8602,629.32,NA,NA,NA,NA,NA,NA,NA
58,"2017-09-30","Harbinger","UniqueMap",0.9816,3.66,0.9824,4.1594,1.9158,0.9822,11.3796,3.0052,0.975,NA,9.8812,1.6112,91.9682,NA,69.448,4.606,0.8974,24.6138,28.4088,25.186,645.2644,NA,NA,NA,NA,NA,NA,NA
59,"2017-10-01","Harbinger","UniqueMap",0.9598,3.22059,0.99784,4.19529,1.98843,0.98039,11.86765,2.98529,0.92196,NA,9.97725,1.59882,98.10059,NA,72.42353,4.81843,0.90588,24.5298,28.86255,27.20627,644.81333,NA,NA,NA,NA,NA,NA,NA
60,"2017-10-02","Harbinger","UniqueMap",0.9808,3.3616,0.9812,4.35,1.9918,0.9516,11.1374,3.0174,0.9808,NA,9.944,1.744,111.3586,NA,73.9656,4.798,0.9168,24.3836,29.2878,25.3652,661.7452,NA,NA,NA,NA,NA,NA,NA
61,"2017-10-03","Harbinger","UniqueMap",0.98863,3.62824,0.93451,4.27059,1.93843,0.92863,10.73647,3.18725,0.94412,NA,10.2251,1.73784,115.39882,NA,70.85059,4.95039,0.90196,25.34667,29.11196,26.58882,668.18882,NA,NA,NA,NA,NA,NA,NA
62,"2017-10-04","Harbinger","UniqueMap",0.975,3.9156,0.96,4.3114,1.9238,0.977,10.9638,3.0676,0.9934,NA,9.9024,1.6832,106.8572,NA,71.1228,4.6362,0.9404,25.819,29.0336,25.871,666.2984,NA,NA,NA,NA,NA,NA,NA
63,"2017-10-05","Harbinger","UniqueMap",0.98431,3.96078,0.97725,4.40706,1.95059,0.95059,10.33216,2.97882,0.96902,NA,9.74118,1.74294,106.73686,NA,71.34824,4.86843,0.94471,25.84451,28.92882,25.8651,673.56373,NA,NA,NA,NA,NA,NA,NA
64,"2017-10-06","Harbinger","UniqueMap",0.973,3.8944,0.975,4.5524,1.9456,0.9404,10.732,2.9664,0.9884,NA,9.713,1.8586,107.1926,NA,73.182,4.9112,0.9438,25.9362,28.8192,26.583,788.3444,NA,NA,NA,NA,NA,NA,NA
65,"2017-10-07","Harbinger","UniqueMap",0.97,3.99627,0.9749,4.60431,1.92627,0.92118,10.56863,2.88843,0.96,NA,9.59431,1.84059,103.10647,NA,72.58471,4.91745,0.92843,25.45255,29.49314,27.04,775.6651,NA,NA,NA,NA,NA,NA,NA
66,"2017-10-08","Harbinger","UniqueMap",0.962,3.898,0.9926,4.6662,1.931,0.9122,10.4624,2.9844,0.9562,NA,9.3368,1.8888,101.3036,NA,73.0592,4.7808,0.9188,25.095,29.4348,30.2392,773.5956,NA,NA,NA,NA,NA,NA,NA
67,"2017-10-09","Harbinger","UniqueMap",0.92373,3.72373,0.95804,4.89137,1.91961,0.89451,9.93824,2.91157,0.90824,NA,9.09627,1.88078,98.80686,NA,70.25412,4.57529,0.89784,24.42333,28.46216,27.62314,700.29235,NA,NA,NA,NA,NA,NA,NA
68,"2017-10-10","Harbinger","UniqueMap",0.9736,3.6266,0.9316,4.69,1.839,0.8794,9.5736,2.8282,0.928,NA,8.9588,1.835,95.6504,NA,71.3196,4.4074,0.8764,26.5982,28.9776,26.3372,689.4634,NA,NA,NA,NA,NA,NA,NA
69,"2017-10-11","Harbinger","UniqueMap",0.94882,3.40275,0.98314,4.6749,1.82294,0.86235,9.72196,2.92294,0.8902,NA,8.61902,1.63059,94.73451,NA,69.97529,4.27275,0.83647,26.67706,28.54765,27.2851,694.99549,NA,NA,NA,NA,NA,NA,NA
70,"2017-10-12","Harbinger","UniqueMap",0.87569,3.57824,0.90588,4.50353,1.80333,0.8698,9.57216,2.83451,0.88431,NA,8.67451,1.15725,94.54922,NA,70.37294,4.81353,0.86,24.90176,28.81373,25.02078,707.72902,NA,NA,NA,NA,NA,NA,NA
71,"2017-10-13","Harbinger","UniqueMap",0.9018,3.6756,0.8732,4.5952,1.7968,0.8672,10.1138,2.8924,0.8734,NA,8.6544,1.0372,98.205,NA,72.017,4.8492,0.8588,24.0456,28.0882,23.9678,708.1772,NA,NA,NA,NA,NA,NA,NA
72,"2017-10-14","Harbinger","UniqueMap",0.91471,3.55412,0.89431,4.41745,1.67843,0.88,10.08627,2.86392,0.91216,NA,8.83569,1.14451,97.23529,NA,72.15314,4.79392,0.86412,24.91118,28.47353,22.81784,717.37373,NA,NA,NA,NA,NA,NA,NA
73,"2017-10-15","Harbinger","UniqueMap",0.9154,3.4518,0.88,4.3126,1.6,0.8798,9.9826,2.919,0.9272,NA,8.8642,1.1378,95.5678,NA,73.6784,4.7542,0.88,24.5414,29.3736,24.263,700.7324,NA,NA,NA,NA,NA,NA,NA
74,"2017-10-16","Harbinger","UniqueMap",0.88765,3.34039,0.87157,4.5351,1.71059,0.86863,9.49333,2.80706,0.9051,NA,8.67314,1.02078,97.68333,NA,71.52549,4.82098,0.86725,25.58667,29.49941,24.70118,714.73529,NA,NA,NA,NA,NA,NA,NA
75,"2017-10-17","Harbinger","UniqueMap",0.8502,3.00353,0.86157,3.94078,1.55157,0.85725,8.88157,2.51824,0.8649,NA,8.42039,1.01843,95.26373,NA,69.26294,4.61216,0.84824,24.42706,28.13137,24.39373,705.35059,NA,NA,NA,NA,NA,NA,NA
76,"2017-10-18","Harbinger","UniqueMap",0.8636,3.027,0.8618,4.5988,1.6424,0.8636,9.2814,2.5558,0.8672,NA,8.5486,0.9672,97.054,NA,65.8184,4.8462,0.7876,24.6738,28.326,27.1262,670.8878,NA,NA,NA,NA,NA,NA,NA
77,"2017-10-19","Harbinger","UniqueMap",0.86039,2.99902,0.86039,4.69196,1.66451,0.86039,9.06922,2.33431,0.84882,NA,8.49373,1.19569,98.11922,NA,64.13863,4.89176,0.85608,25.99176,28.9949,27.87588,704.55941,NA,NA,NA,NA,NA,NA,NA
78,"2017-10-20","Harbinger","UniqueMap",0.8662,2.988,0.8658,4.367,1.5222,0.8664,9.1712,2.6378,0.8672,NA,8.538,1.2288,95.9124,NA,62.496,4.75,0.863,26.4178,29.4782,25.6904,713.5178,NA,NA,NA,NA,NA,NA,NA
79,"2017-10-21","Harbinger","UniqueMap",0.87804,2.98353,0.87431,4.68294,1.28196,0.87804,9.24431,2.96451,0.88137,NA,8.71294,1.17,94.58431,NA,59.14549,4.84039,0.87,25.06922,29.36314,25.36196,719.21784,NA,NA,NA,NA,NA,NA,NA
80,"2017-10-22","Harbinger","UniqueMap",0.87961,3.03157,0.87961,4.62549,1.74,0.87961,9.14843,2.97059,0.87961,NA,8.71686,1.07431,90.23314,NA,56.59275,4.73922,0.87392,24.44667,29.27647,26.63706,708.05471,NA,NA,NA,NA,NA,NA,NA
81,"2017-10-23","Harbinger","UniqueMap",0.8796,2.963,0.8796,4.7838,1.7216,0.8796,9.0756,2.8706,0.8796,NA,8.6076,1.0698,88.2758,NA,58.4506,4.961,0.8684,25.0056,29.7024,29.2768,686.3568,NA,NA,NA,NA,NA,NA,NA
82,"2017-10-24","Harbinger","UniqueMap",0.86843,2.8451,0.86961,4.78863,1.43588,0.8702,8.80098,2.81529,0.8702,NA,8.66275,1.11294,88.7149,NA,58.11843,4.87039,0.86745,25.03863,29.56078,28.22314,668.20216,NA,NA,NA,NA,NA,NA,NA
83,"2017-10-25","Harbinger","UniqueMap",0.8524,2.9388,0.845,4.8394,1.324,0.8378,8.9504,2.9298,0.844,NA,8.4612,1.0828,87.698,NA,53.863,4.5868,0.8454,26.2438,29.3932,29.264,641.7394,NA,NA,NA,NA,NA,NA,NA
84,"2017-10-26","Harbinger","UniqueMap",0.81941,2.93314,0.83882,4.74902,1.41706,0.82765,8.65863,2.66392,0.83824,NA,8.34176,1.17843,89.98039,NA,53.04118,4.93294,0.74863,24.10314,29.32843,28.54353,612.72196,NA,NA,NA,NA,NA,NA,NA
85,"2017-10-27","Harbinger","UniqueMap",0.835,2.9236,0.8304,4.8486,1.507,0.8302,8.6776,2.5586,0.8396,NA,8.445,1.1736,87.7792,NA,52.3586,4.4924,0.8276,23.7698,29.6912,25.2982,667.542,NA,NA,NA,NA,NA,NA,NA
86,"2017-10-28","Harbinger","UniqueMap",0.84,2.95255,0.84,4.64686,1.63137,0.83118,9.0549,2.84784,0.83745,NA,8.41706,1.31431,88.09039,NA,51.77941,4.72549,0.7998,24.73627,29.69608,28.55078,658.59098,NA,NA,NA,NA,NA,NA,NA
87,"2017-10-29","Harbinger","UniqueMap",0.8302,2.9506,0.84,4.6384,1.3912,0.8382,8.9162,2.7622,0.84,NA,8.4172,1.386,87.1674,NA,49.4942,4.7868,0.7608,26.5088,29.7594,27.012,637.6602,NA,NA,NA,NA,NA,NA,NA
88,"2017-10-30","Harbinger","UniqueMap",0.84,2.93902,0.83176,4.81784,1.09275,0.84,8.90824,2.80314,0.83745,NA,8.55314,1.54843,89.28176,NA,50.75,4.94255,0.77725,26.33725,29.65804,28.05275,658.71392,NA,NA,NA,NA,NA,NA,NA
89,"2017-10-31","Harbinger","UniqueMap",0.833,2.925,0.8238,4.6756,1.462,0.8356,8.6362,2.8818,0.8356,NA,8.4236,1.3108,83.3364,NA,51.0464,4.576,0.7892,25.7136,29.9972,24.981,688.2892,NA,NA,NA,NA,NA,NA,NA
90,"2017-11-01","Harbinger","UniqueMap",0.825,2.9172,0.836,4.8042,1.3946,0.8322,8.7836,2.8194,0.836,NA,8.3246,1.0222,83.324,NA,49.8962,4.9566,0.701,25.5892,30.6626,24.9682,722.2248,NA,NA,NA,NA,NA,NA,NA
91,"2017-11-02","Harbinger","UniqueMap",0.83059,2.93647,0.82431,4.52745,1.48627,0.79235,8.57314,2.84235,0.82863,NA,8.18549,1.10569,83.34059,NA,49.99745,4.91804,0.82294,29.15412,40.26667,26.33431,745.55196,NA,NA,NA,NA,NA,NA,NA
92,"2017-11-03","Harbinger","UniqueMap",0.7944,2.7888,0.8158,4.9112,1.4542,0.814,9.3342,2.5856,0.8112,NA,8.1694,1.055,82.5436,NA,49.826,4.9918,0.8128,29.6346,46.9736,26.9394,671.3566,NA,NA,NA,NA,NA,NA,NA
93,"2017-11-04","Harbinger","UniqueMap",0.82,3.1498,0.82,4.86529,1.16686,0.82,9.32941,2.54961,0.8198,NA,8.31098,1.13039,80.87039,NA,49.82667,4.88686,0.78549,31.86902,45.49314,32.27863,724.62667,NA,NA,NA,NA,NA,NA,NA
94,"2017-11-05","Harbinger","UniqueMap",0.7992,3.0872,0.8016,4.8874,1.2688,0.7842,9.9568,2.6434,0.8016,NA,8.8448,1.2288,81.466,NA,48.608,4.9718,0.7902,34.9892,43.1652,43.178,807.0998,NA,NA,NA,NA,NA,NA,NA
95,"2017-11-06","Harbinger","UniqueMap",0.77843,3.00078,0.78039,4.26275,1.49039,0.77667,9.58765,2.7851,0.78039,NA,8.93863,1.18608,81.10176,NA,47.11863,4.99961,0.75216,35.73137,41.8451,39.27784,805.63137,NA,NA,NA,NA,NA,NA,NA
96,"2017-11-07","Harbinger","UniqueMap",0.7652,2.9896,0.7644,4.4238,1.4002,0.7656,9.1452,2.1444,0.7656,NA,8.6038,1.026,80.721,NA,45.9774,5,0.748,34.8828,42.36,37.7958,750.5956,NA,NA,NA,NA,NA,NA,NA
97,"2017-11-08","Harbinger","UniqueMap",0.7688,2.7758,0.7098,4.4408,1.329,0.7602,10.073,2.7842,0.7688,NA,8.3742,1.1402,84.269,NA,45.603,5,0.7486,38.0822,43.4162,38.3158,775.999,NA,NA,NA,NA,NA,NA,NA
98,"2017-11-09","Harbinger","UniqueMap",0.76824,2.81157,0.75882,5.22863,1.51843,0.73588,10.00451,2.8798,0.77608,NA,8.41294,1.06471,83.7302,NA,45.30706,5.00255,0.69039,37.87529,43.59451,38.15275,851.83333,NA,NA,NA,NA,NA,NA,NA
99,"2017-11-10","Harbinger","UniqueMap",0.76615,3.00923,0.76026,5.08692,1.28846,0.75564,10.26769,2.81436,0.76615,NA,8.60179,1.00077,84.47718,NA,43.01077,4.93,0.75513,35.95436,44.78359,37.93359,934.82641,NA,NA,NA,NA,NA,NA,NA
100,"2017-11-11","Harbinger","UniqueMap",0.75368,2.82,0.75368,4.74605,1.01526,0.64895,9.46974,2.95474,0.75368,NA,7.615,0.99605,81.79289,NA,44.225,4.66816,0.72816,36.95132,40.77789,36.51553,918.49947,NA,NA,NA,NA,NA,NA,NA
101,"2017-11-12","Harbinger","UniqueMap",0.72692,2.45,0.74103,4.31667,1.08872,0.67077,8.7459,2.28744,0.74103,NA,7.56538,0.99923,79.83205,NA,44.42282,4.82462,0.44513,30.34923,42.26231,30.27051,936.23,NA,NA,NA,NA,NA,NA,NA
102,"2017-11-13","Harbinger","UniqueMap",0.75795,2.63,0.75795,4.27641,1.42308,0.75564,9.75154,2.52462,0.75795,NA,8.10359,1,80.4841,NA,43.70667,5,0.73487,30.20564,42.15231,29.08205,915.29538,NA,NA,NA,NA,NA,NA,NA
103,"2017-11-14","Harbinger","UniqueMap",0.7541,2.62744,0.75436,3.43846,1.21179,0.75385,9.99846,2.82282,0.75436,NA,8.85103,1.02256,79.96487,NA,42.94564,4.24821,0.72179,32.49974,42.66103,29.14103,899.68667,NA,NA,NA,NA,NA,NA,NA
104,"2017-11-15","Harbinger","UniqueMap",0.75872,2.62795,0.73179,3.81846,1.02897,0.73154,9.50564,2.42051,0.73179,NA,7.72538,1.04821,79.06564,NA,40.73436,4.65282,0.73179,35,43.87026,27.92154,997.51051,NA,NA,NA,NA,NA,NA,NA
105,"2017-11-16","Harbinger","UniqueMap",0.70154,2.4959,0.70154,3.86051,1.21051,0.70154,9.76641,2.16692,0.70154,NA,7.25641,1.02795,79.97718,NA,40.42128,4.72436,0.67615,35.14026,43.85436,24.22923,1042.81667,NA,NA,NA,NA,NA,NA,NA
106,"2017-11-17","Harbinger","UniqueMap",0.71564,2.60256,0.70821,4.15795,1.14026,0.71436,10.05846,2.78385,0.71436,NA,8.13026,1.53769,79.5359,NA,41.91897,4.73026,0.67256,37.04436,43.01051,23.65231,1067.10385,NA,NA,NA,NA,NA,NA,NA
107,"2017-11-18","Harbinger","UniqueMap",0.72103,2.45487,0.72026,4.23897,1.39077,0.72103,9.38821,2.26641,0.72103,NA,8.09872,1.85821,82.24436,NA,40.56308,4.45436,0.70667,33.86538,41.98949,24.89923,1295.55026,NA,NA,NA,NA,NA,NA,NA
108,"2017-11-19","Harbinger","UniqueMap",0.78231,2.66949,0.73282,4.47795,1.22718,0.73282,9.75077,2.43308,0.73359,NA,8.59282,1.60821,80.97205,NA,41.04949,4.92385,0.71667,31.21821,42.62641,29.29897,1717.50615,NA,NA,NA,NA,NA,NA,NA
109,"2017-11-20","Harbinger","UniqueMap",0.74282,2.89795,0.73692,4.46513,1.52949,0.73692,10.09051,2.03538,0.73692,NA,8.07256,0.99974,83.64333,NA,40.03538,4.84282,0.73692,33.58205,42.27051,27.99436,1535.4741,NA,NA,NA,NA,NA,NA,NA
110,"2017-11-21","Harbinger","UniqueMap",0.78425,2.977,0.736,4.9815,1.9285,0.736,10.47475,2.63475,0.736,NA,9.17,1.52225,85.25,NA,40,5,0.736,29.72925,43.023,40.851,1378.219,NA,NA,NA,NA,NA,NA,NA
111,"2017-11-22","Harbinger","UniqueMap",0.78487,2.86282,0.74,4.74256,1.87795,0.74,9.91103,2.61667,0.74,NA,8.71923,1.45128,87.11487,NA,40,5.00077,0.73923,34.16974,45.21949,42.69051,1381.23513,NA,NA,NA,NA,NA,NA,NA
112,"2017-11-23","Harbinger","UniqueMap",0.74667,3.56923,0.74103,4.20846,1.90744,0.74077,10.16513,2.70128,0.7559,NA,9.05769,1.16436,86.4441,NA,39.78205,5.3141,0.74103,35.75205,44.67103,42.28051,1320.46333,NA,NA,NA,NA,NA,NA,NA
113,"2017-11-24","Harbinger","UniqueMap",0.77564,3.95513,0.74923,3.91667,1.71795,0.74923,10.13692,2.77821,0.77462,NA,8.86487,1.20282,88.38795,NA,38.44282,5.24128,0.74231,33.41051,45.27462,37.21077,1820.5941,NA,NA,NA,NA,NA,NA,NA
114,"2017-11-25","Harbinger","UniqueMap",0.74308,2.96026,0.74308,3.41359,1.41615,0.73692,9.91333,2.04051,0.76513,NA,8.53256,1.03103,89.23718,NA,40.23179,4.80846,0.74128,29.90487,43.77436,30.63923,1316.05513,NA,NA,NA,NA,NA,NA,NA
115,"2017-11-26","Harbinger","UniqueMap",0.75128,2.97564,0.74205,3.5,1.40154,0.74205,9.8259,2.16564,0.76821,NA,9.2659,1.28487,87.25795,NA,40.21923,4.88949,0.74205,31.4859,40.53744,30.43692,1015.03231,NA,NA,NA,NA,NA,NA,NA
116,"2017-11-27","Harbinger","UniqueMap",0.74103,2.97308,0.73949,3.56641,1.80256,0.73513,10.05769,2.25872,0.73949,NA,8.76974,1.3141,87.32462,NA,42.77385,4.71846,0.64128,29.89795,45.12103,30.18077,925.11282,NA,NA,NA,NA,NA,NA,NA
117,"2017-11-28","Harbinger","UniqueMap",0.72923,2.90667,0.72308,3.11615,1.81846,0.72308,9.90692,2.10897,0.71538,NA,9.27846,1.01051,88.17769,NA,43.15179,4.88256,0.70231,30,44.44795,30.42692,1169.55333,NA,NA,NA,NA,NA,NA,NA
118,"2017-11-29","Harbinger","UniqueMap",0.78026,2.97205,0.72,3.51923,1.26333,0.72,9.61128,2.77026,0.70615,NA,9.52205,1.00821,88.40846,NA,44.41872,4.82154,0.69333,30,44.07718,29.82615,1290.73564,NA,NA,NA,NA,NA,NA,NA
119,"2017-11-30","Harbinger","UniqueMap",0.90641,2.88128,0.71949,3.91538,1.27026,0.71949,9.85256,2.11897,0.72,NA,9.22692,1,89.98179,NA,43.30744,5,0.71077,30,46.40538,30.51718,2041.21513,NA,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger","UniqueMap",0.94333,3.16385,0.72,3.97795,1.33026,0.72,10.1541,1.97333,0.86231,NA,9.39359,0.9859,91.10897,NA,42.47897,4.71538,0.64667,30.91026,47.24692,31.23667,1798.79333,NA,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger","UniqueMap",0.89,2.98974,0.72667,4.04103,1.43,0.71949,10.8041,1.97513,0.76436,NA,8.92103,0.84769,91.39667,NA,41.28179,5.11615,0.71256,30.86692,45.48615,63.01795,1725.07564,NA,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger","UniqueMap",0.89974,3.04026,0.67641,3.74872,1.67462,0.71231,10.77692,2.26744,0.85692,NA,9.04923,1.00487,95.56256,NA,40.06282,5.02026,0.71026,32.77077,45.49795,193.91353,1887.84718,NA,NA,NA,NA,NA,NA,NA
