"Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Coralito.s.Signature","Sin.s.Rebirth","Soul.Catcher","Soul.Ripper","The.Wise.Oak","Cinderswallow.Urn","Bottled.Faith","NA."
2018-05-15,"Standard","UniqueFlask",1,108.61224,2,1.00061,0.42,192.6201,0.42,8.29,25.04,7.67061,0.42,3,80,0.42,0.42,6.20847,100,2,122.82,1,308.86595,0,0,8,0,0,0
2018-05-16,"Standard","UniqueFlask",0.8,128.509,2,4.21,0.42,192.8,0.42,6.41204,35,7.87265,0.42,3.79245,80,0.43,0.42,5,19.08,2.92551,113.20755,1,308.92208,0,0,9.28061,0,0,0
2018-05-16,"Standard","UniqueFlask",0.8,128.509,2,4.21,0.42,192.8,0.42,6.41204,35,7.87265,0.42,3.79245,80,0.43,0.42,5,99.91913,2.92551,113.20755,1,308.92208,0,0,9.28061,0,0,0
2018-05-17,"Standard","UniqueFlask",0.84,174.28333,2,1,0.42,245.76,1,5.27,39.16102,9.22449,0.42,3,80,0.42,0.42,6.5502,19.08,3.08,122.35,1,259.12,0,0,9.60694,0,0,0
2018-05-17,"Standard","UniqueFlask",0.84,174.28333,2,1,0.42,245.76,1,5.27,39.16102,9.22449,0.42,3,80,0.42,0.42,6.5502,100,3.08,122.35,1,259.12,0,0,9.60694,0,0,0
2018-05-18,"Standard","UniqueFlask",0.91,189.69,2,1,0.42,196.4798,1,5,29.53,10,0.42,3,101.43173,0.42,0.42,5,12.68,4.00061,154.18,1,283.84,0,0,9,0,0,0
2018-05-18,"Standard","UniqueFlask",0.91,189.69,2,1,0.42,196.4798,1,5,29.53,10,0.42,3,101.43173,0.42,0.42,5,120.74,4.00061,154.18,1,283.84,0,0,9,0,0,0
2018-05-19,"Standard","UniqueFlask",1,150,2,1.45143,0.42,240.60571,0.9602,5,40,9.60612,0.42,3,100,0.42,0.42,5,13.87408,4.6802,323.35306,1,282.90724,0,0,7.11,0,0,0
2018-05-19,"Standard","UniqueFlask",1,150,2,1.45143,0.42,240.60571,0.9602,5,40,9.60612,0.42,3,100,0.42,0.42,5,105.81,4.6802,323.35306,1,282.90724,0,0,7.11,0,0,0
2018-05-20,"Standard","UniqueFlask",0.66153,159.02,2,1,0.42,250.10602,0.74051,6,41.97031,8.89112,0.42,3,97.08469,1,0.42,5,14.76,4,267.32663,1,260.04,0,0,9,0,0,0
2018-05-20,"Standard","UniqueFlask",0.66153,159.02,2,1,0.42,250.10602,0.74051,6,41.97031,8.89112,0.42,3,97.08469,1,0.42,5,101.53561,4,267.32663,1,260.04,0,0,9,0,0,0
2018-05-21,"Standard","UniqueFlask",0.67,169.08,2,1,0.42,256.97633,0.7951,6,35,7.01531,0.42,3.0302,79.97041,1,0.42,4.20245,16.13,3,356.71633,1,259.20579,0,0,9,0,0,0
2018-05-21,"Standard","UniqueFlask",0.67,169.08,2,1,0.42,256.97633,0.7951,6,35,7.01531,0.42,3.0302,79.97041,1,0.42,4.20245,87.26,3,356.71633,1,259.20579,0,0,9,0,0,0
2018-05-22,"Standard","UniqueFlask",0.9151,154.42735,2,1,0.41,251.39,0.41,6,41.24,7.10531,0.41,3.62612,90,0.5251,0.41,5.18551,20,3.97061,373.50429,1,274.79568,0,0,9,0,0,0
2018-05-22,"Standard","UniqueFlask",0.9151,154.42735,2,1,0.41,251.39,0.41,6,41.24,7.10531,0.41,3.62612,90,0.5251,0.41,5.18551,90,3.97061,373.50429,1,274.79568,0,0,9,0,0,0
2018-05-23,"Standard","UniqueFlask",0.9301,178.14153,2,1.83102,0.42,253.86051,0.42,7.28487,36.66092,8,0.46,4,85.99102,0.42,0.42,3.26082,20,4.40388,388.56,1,260.04,0,0,9.04337,0,0,0
2018-05-23,"Standard","UniqueFlask",0.9301,178.14153,2,1.83102,0.42,253.86051,0.42,7.28487,36.66092,8,0.46,4,85.99102,0.42,0.42,3.26082,90.00061,4.40388,388.56,1,260.04,0,0,9.04337,0,0,0
2018-05-24,"Standard","UniqueFlask",0.9202,144.08388,2,2,0.42,239.80592,0.43,8.08,38.47633,7.99245,0.59,3,76.98122,0.42,0.42,5,20,3,324.05918,1,259.14,0,0,7.49612,0,0,0
2018-05-24,"Standard","UniqueFlask",0.9202,144.08388,2,2,0.42,239.80592,0.43,8.08,38.47633,7.99245,0.59,3,76.98122,0.42,0.42,5,111.59,3,324.05918,1,259.14,0,0,7.49612,0,0,0
2018-05-25,"Standard","UniqueFlask",1,129.29551,2.21429,2.0102,0.41,230,0.41,8,43.2,8.25592,0.86,3,81.83184,0.41,0.41,4,19.79,4.28,320.78306,1,259.04,0,0,7,0,0,0
2018-05-25,"Standard","UniqueFlask",1,129.29551,2.21429,2.0102,0.41,230,0.41,8,43.2,8.25592,0.86,3,81.83184,0.41,0.41,4,112.34,4.28,320.78306,1,259.04,0,0,7,0,0,0
2018-05-26,"Standard","UniqueFlask",1,129.02,2.91031,2,0.42,230.63,0.42,8,40.03439,7.9402,0.3601,3,90,0.42,0.42,5,20,3,323.80367,1,258.78714,0,0,9.1002,0,0,0
2018-05-26,"Standard","UniqueFlask",1,129.02,2.91031,2,0.42,230.63,0.42,8,40.03439,7.9402,0.3601,3,90,0.42,0.42,5,100,3,323.80367,1,258.78714,0,0,9.1002,0,0,0
2018-05-27,"Standard","UniqueFlask",1,129.06112,2.3802,1.6301,0.42,191.84204,0.42,8.36071,35,7,0.42,3,76.18796,0.58,0.42,5,21.61,3.99,257.06,1,274.34,0,0,8.95051,0,0,0
2018-05-27,"Standard","UniqueFlask",1,129.06112,2.3802,1.6301,0.42,191.84204,0.42,8.36071,35,7,0.42,3,76.18796,0.58,0.42,5,98.8,3.99,257.06,1,274.34,0,0,8.95051,0,0,0
2018-05-28,"Standard","UniqueFlask",1,121.34367,2,2,0.42,190.52061,0.42,8,35,9.1401,0.42,3,84.0149,0.4201,0.42,3.83204,20,4,301.19316,1,256.06,0,0,9,0,0,0
2018-05-28,"Standard","UniqueFlask",1,121.34367,2,2,0.42,190.52061,0.42,8,35,9.1401,0.42,3,84.0149,0.4201,0.42,3.83204,90,4,301.19316,1,256.06,0,0,9,0,0,0
2018-06-01,"Standard","UniqueFlask",0.7051,34.51367,1,1,0.32,190.97,0.32,5,10,4,0.3251,2.96082,97.03,0.32,0.32,2,10,2,124.18592,1,259.31,0,0,5,0,0,0
2018-06-02,"Standard","UniqueFlask",1,48.80316,1,1,0.32,149.63,0.32,4.5,10.58051,4.40133,0.32,3,83.26,0.32,0.32,2.10082,10,2,135.26,1,254.9201,2039.7,0,5,0,0,0
2018-06-03,"Standard","UniqueFlask",1,49.84673,1,2,0.33,194.69612,0.33,4.85,11,5,0.33,3,85.66,0.3351,0.33,3,10,2,133.96,1,252.85694,2018.85,0,5,0,0,0
2018-06-04,"Standard","UniqueFlask",1,48.97276,1,2,0.33,188.4301,0.33,5,9.67,5.68,0.33,3,94.34,0.45,0.33,5,10,3,121,1,240.1,237.14,0,7.54143,0,0,0
2018-06-05,"Standard","UniqueFlask",1,71,1,2.25204,0.34,200.39,0.34,5.17,15,9,0.34,3.93143,91.84184,0.34,0.34,5,10,3.21,101.75673,1,249.95898,176.299,0,6,0,0,0
2018-06-06,"Standard","UniqueFlask",1,60.73347,1,2,0.35,203.28,0.35,6.31,9.8101,9,0.35,3,90,0.35,0.35,5,10,3,109.51347,1,259.6751,253.4,0,6.67061,0,0,0
2018-06-07,"Standard","UniqueFlask",1,70.52,1,2.44,0.35,190.41041,0.35,5,13.49,8.8,0.44,3,95,0.49041,0.35,5,10,3,100,1,245.61592,80.29,0,6.04082,0,0,0
2018-06-08,"Standard","UniqueFlask",1,74.73,1.8,3,0.34,203.92122,0.34,5,25.55,8.01531,0.59,3,91.21,0.4,0.34,5,10,2.59,103.28388,1,237.72643,105.079,0,6,0,0,0
2018-06-09,"Standard","UniqueFlask",0.97,75.25,2,2,0.34,177.46224,0.34,5,29.19,7.5302,0.6,3,94.01735,0.34,0.34,5,10,3,94.78367,1,237.11,130.12875,0,5.02551,0,0,0
2018-06-10,"Standard","UniqueFlask",1,81.19,1.99,2,0.35,190.45551,0.35,5,31.09,6.44,0.35,3.77,99.6851,0.35,0.35,4.16571,15,2,108.54,1,254.466,134.99,0,7.13776,0,0,0
2018-06-11,"Standard","UniqueFlask",1,115.17347,2,2,0.35,211.7798,0.35,5.61531,46.0051,11.02755,0.36,5,95,0.78,0.35,5,20,3.70184,107.22,1,272.65061,167.22769,0,10,0,0,0
2018-06-12,"Standard","UniqueFlask",1,84.14,1.96041,2,0.35,204.4402,0.6,5,45,10,0.35,5,88.83143,0.6401,0.35,5,13.72,3,131.28745,1,273.04061,136.77429,0,11.10082,0,0,0
2018-06-13,"Standard","UniqueFlask",1,89.33,1.77633,1.95592,0.35,204.4249,0.35,5,46.1602,8.93,0.67,5,100,1,0.49082,6.51,17.46714,3.74,103.87878,1,266.57918,137.49,0,10,0,0,0
2018-06-14,"Standard","UniqueFlask",1,89.90143,1,1,0.3551,191.14939,0.35,5,46.35,10,0.35,4.84061,99.6,0.6,0.8351,10,13.74,3.08673,137.8302,1,275.16204,137.52,0,8.10041,0,0,0
2018-06-15,"Standard","UniqueFlask",1,48.44306,1,2.27837,0.36,176.85694,0.36,5,41.63,10,0.4902,5,101.89939,0.43061,0.36,5.41041,13.47,3.90551,130.61306,1,276.94,138.47,0,8.03,0,0,0
2018-06-16,"Standard","UniqueFlask",0.86,67.43,1.45143,2,0.35,165.50265,0.6051,5,45,7.6,0.50041,5,90,0.70531,0.36,7.29102,14.91653,3,125.13224,1,279.01143,142.03,0,10,0,0,0
2018-06-17,"Standard","UniqueFlask",0.9551,80.84,2,2,0.36,200.48224,0.36,4,49.14,8.53,0.36,3,92.71837,0.7102,0.36,5.2,18.45,3,140.03,1,266.2351,139.36333,0,10,0,0,0
2018-06-18,"Standard","UniqueFlask",1,100,1.94,2,0.37,207.70714,0.37,3,60,9,0.37,3,90.47959,0.99,0.37,6.33,20,3.8351,140.39265,1,271.32633,129.62091,0,10,0,0,0
2018-06-19,"Standard","UniqueFlask",1,86.45755,1.96,2,0.37,175.78,0.44041,3,48.72,9.8202,0.6,4.04082,94.92163,1,0.37,5.07143,17.07551,4.38041,100,1,284.52082,66.83,0,8,0,0,0
2018-06-20,"Standard","UniqueFlask",1,90.92265,2,1.46,0.37,200.0251,0.37,2.43551,40,9.72,0.37,4,90,0.88531,0.4502,4.24041,20,3,127.90776,1,288.44,44.04,0,11.75,0,0,0
2018-06-21,"Standard","UniqueFlask",1,90,2,2,0.39,219.56735,0.39,2.37,40,10,0.39,4.89,95,0.84,0.39,7.06122,20,3.49633,96.44735,1,291.77061,131.73,0,10,0,0,0
2018-06-22,"Standard","UniqueFlask",1,116.12143,2,3,0.39,220.95061,0.39,3,40,10,0.45,3,94.92653,0.8051,0.39,5,20,2.8102,110.67755,1,294.98,134.53,0,10,0,0,0
2018-06-23,"Standard","UniqueFlask",1,105.1302,2,2.22,0.4051,220.07755,0.92061,3.8651,30.12449,9,0.4051,3.03,94.38918,1,0.4151,5,17.98,3,100,1,297.42367,62.78182,0,10,0,0,0
2018-06-24,"Standard","UniqueFlask",1,77.33,1,1.06531,0.42,242.1802,0.43,3,37.23,7,0.47,3,90,0.4351,0.42,5,17.27,3,126.5002,1,301.17837,80.85,0,8.91592,0,0,0
2018-06-25,"Standard","UniqueFlask",1,82,1,1.9502,0.44,232.53,0.44,3,37.89714,8.0102,0.44,3,87.42041,0.64,0.44,3,15,2.11,136.5451,1,332.6002,61.06,0,9.39,0,0,0
2018-06-26,"Standard","UniqueFlask",1,98.83,1.76,1,0.46,297.20429,0.5102,3,36.13,9.14531,0.45,4,82.25224,0.9102,0.45,3,17.02,2.91673,155.13122,1,320.63673,49.64,0,10.38,0,0,0
2018-06-27,"Standard","UniqueFlask",1,100.03469,1.77,1.17,0.46,244.2351,0.46,1.89092,37.09,8,0.46,3,82.3202,0.92,0.46,3,15,3,142.84082,1,320,50,0,10,0,0,0
2018-06-28,"Standard","UniqueFlask",0.92,110.62245,1.77,3,0.46,304.12,0.46,1.69,33.19,8.53102,0.46,4,81.09306,1,1,3.6,17.1,2,161.64653,0.97,323.82,50,0,10,0,0,0
2018-06-29,"Standard","UniqueFlask",1,100,1,2.08163,0.46,300.40776,0.46,2,37.72,7.27612,0.95,4,100,1,0.49,4,16.50653,3.30571,138.45,0.99,308.75766,50,0,9.65163,0,0,0
2018-06-30,"Standard","UniqueFlask",1,103.58,1.89,3,0.46,241.48796,0.5402,2,35,6.90694,0.47,4,95.38327,0.9751,0.77,4.47,18.54082,2.7902,141.02061,1,282.02653,63.71,0,10,0,0,0
2018-07-01,"Standard","UniqueFlask",0.99,107.80204,1.52082,2,0.46,241.1302,0.4601,2,27.87133,6,0.46,3.09133,90,0.49,0.5202,4,14.16,2,135.84133,1,273.15316,67.31,0,9.2202,0,0,0
2018-07-02,"Standard","UniqueFlask",1,109.08531,1,1.32,0.47,239.52327,0.47,2,31.95306,7.0051,0.47,4,104.02878,0.47,0.47,4,15.07,2.44,136.42939,1,266.92,37.4,0,9,0,0,0
2018-07-03,"Standard","UniqueFlask",1,118.04,1.02,2,0.47,236.8652,0.47,2,35.74,6.74,0.47,4.19031,100,0.47,0.47,3,15.00561,2.69,133.17082,0.7701,282.69592,51.42672,0,10,0,0,0
2018-07-04,"Standard","UniqueFlask",0.99,109.75265,1.47,2,0.47,264.04,0.47,2,40,8.08163,0.47,4,98.75551,0.47,0.47,4.53,18.79,1.8302,111.81,0.95,326.225,50,0,10,0,0,0
2018-07-05,"Standard","UniqueFlask",1,110,1.4202,2,0.47,236.90469,0.47,2,38.72,8.9902,0.47,3.91,107.53367,0.56184,0.47,5,19.56,3,129.5051,1,355.94061,50,0,10,0,0,0
2018-07-06,"Standard","UniqueFlask",0.66,100,2.45,2.56633,0.47,202.83,0.47,2,39.66,7.21673,0.48,4,117.85,0.47,0.47,3.47,15,2,124.78408,1,350.89102,52.38,0,10,0,0,0
2018-07-07,"Standard","UniqueFlask",1,105.8,2.03041,2,0.47,194.1249,0.47,2,38.7,8.86694,0.97,4,103.95041,0.85,0.47,4.07,15,2.54,129.02,0.86,350.25143,88.47,0,10,0,0,0
2018-07-08,"Standard","UniqueFlask",0.94,100,1,2.57031,0.28,192.71041,0.47,2,40,8,0.9901,3,100,0.52041,0.47,3.56031,8,2,129.52,1,322.62949,96.67,0,10,0,0,0
2018-07-09,"Standard","UniqueFlask",1,98.48,1.43633,3,0.47,195.03,0.47,2,40,9.39755,0.48,3.45061,100,0.5551,0.49,3,8.95,2,129.52,1,323.8,87.43,0,9.14,0,0,0
2018-07-10,"Standard","UniqueFlask",1,100,1.71,3.31082,0.48,195.86898,0.48,2,40,8.66,0.48,3,90,0.73,0.48,2,15,2,129.08571,1,322.98417,74.44222,0,8.65592,0,0,0
2018-07-11,"Standard","UniqueFlask",0.9,100,2,2.95102,0.48,186.23347,0.48,2,40,9.3702,0.48,3,90.90449,0.48,0.48,3,16.77,2,116.06,1,308.96082,54.08263,0,10,0,0,0
2018-07-12,"Standard","UniqueFlask",1,99.7451,2,2,0.47,185.97,0.47,1.15,40,8,0.47,3.14,100,0.48,0.55041,3,19.67,2.01531,123.6351,1,302.56,50,5508.45,9.94592,0,0,0
2018-07-13,"Standard","UniqueFlask",1,98.98122,2,1.95,0.47,183.05531,0.4751,1.59,40.87612,8,0.47,3,101,0.7551,0.47,3,24.89,2.19571,122.45061,1,245.06,41.06,5511.6,10,0,0,0
2018-07-14,"Standard","UniqueFlask",0.93,99.27592,2.84,2.01031,0.47,175.88143,0.6101,1.82,48.51,8,0.58031,3,106.82143,0.75031,0.48,3,20,2,117.25102,1,234.50408,50,5278.5,9,0,0,0
2018-07-15,"Standard","UniqueFlask",0.94,99.9402,1.8201,3,0.47,164.38235,0.47,2,50,6.66061,0.6101,3.26031,97.87041,0.47,0.47,2,20,3,97.98061,1,225.765,48.8,5076.225,9.33,0,0,0
2018-07-16,"Standard","UniqueFlask",0.97,107.72,1.8702,3.49041,0.47,151.38,0.47,2,44.18,8,0.47,2.81,110,0.47,0.47,3,20,2.38,110.89092,1,242.58667,48.44,5017.95,10,0,0,0
2018-07-17,"Standard","UniqueFlask",0.94,109.06,2,3,0.47,163.47,0.47,1.88,50,8,0.47,3,109.38102,0.47,0.47,2.14357,20,2,110.66,1,229.11449,33.32,4926.6,9.76,0,0,0
2018-07-18,"Standard","UniqueFlask",1,94.02,2,5,0.4601,163.47,0.47,1.89,49.07459,8,0.4601,3,93.39194,0.82,0.64,2,18.13,2,112.05173,1,250.88,41.4,4946.97,9.84,0,0,0
2018-07-19,"Standard","UniqueFlask",0.99,100,2,2.54,0.46,162.72,0.6002,2,47.38,7,0.46,4,99.40612,0.46,0.46,2,19.29622,3,108.48,1,250.7,46.66,4945.6,9.35,0,0,0
2018-07-20,"Standard","UniqueFlask",0.9901,100,2,2.46,0.53,162.72,0.87,1.3401,50,6.21031,0.83,3.4901,96.9951,0.62,0.46,2,19.85,3,108.48,1,238.7702,40,4881.6,9.64214,0,0,0
2018-07-21,"Standard","UniqueFlask",1,97.13,2,2.00092,0.45,138.17071,0.45,1,50,5.03133,0.45,3,98.53,0.92,0.45,2,20,2.7001,108.71041,1,217.05571,40,4885.2,10,0,0,0
2018-07-22,"Standard","UniqueFlask",1,97.13,2,2,0.45,164.67051,0.64,1,70.43,6,0.45,3,98.07,0.45,0.45,3,20,2,108.5901,0.49,217.23959,40,5972.45,10,0,0,0
2018-07-23,"Standard","UniqueFlask",1,93.78,2,5,0.45,163.02061,0.45,1,56.91531,6,0.45,3,90,0.45,0.45,2.11,18.63224,1.53,132.8202,0.48,217.52,40,5981.8,10,0,0,0
2018-07-24,"Standard","UniqueFlask",1,84.09,2,3.97031,0.4401,157.68653,0.45,1.09,51.32,6.1002,0.4401,3.0202,89.51,0.83031,0.4401,3,17.6,2,139.59041,1,221.21,40,5961.45,10,0,0,0
2018-07-25,"Standard","UniqueFlask",0.88,97.07,2,5,0.44,161.97,0.57,1.28,50,6.84,0.44,3,95,0.44,0.44,3.31041,16.94,2,115.69776,0.97031,217.17,40.3,5962.96,10.32,0,0,0
2018-07-26,"Standard","UniqueFlask",0.9201,96.69,2,2.8,0.45,161.97,0.45,1,48.82,7.09031,0.45,3,96.29173,0.6,0.45,3,10,1,124.50092,0.92,216.99,40,5938.9,10,0,0,0
2018-07-27,"Standard","UniqueFlask",1,84.53,1.6,3.31,0.45,107.7201,0.46,1,50,6.02122,0.45,3,94.0001,0.67,0.45,3,16.82,2.13,133.0702,1,215.26106,40,5920.475,10,0,0,0
2018-07-28,"Standard","UniqueFlask",0.86531,74.76163,1.85,3,0.44,137.12265,0.66,1,50,6,0.44,3,99.52592,0.99,0.45,3,16.32,2.2,139.62,1,214.04,40,0,10,0,0,0
2018-07-29,"Standard","UniqueFlask",0.75082,68.17,1,2,0.44,158.79245,0.44,1,47.38,6,0.44,2.72,92.84,0.44,0.44,2,17.67,1.2802,106.52,1,250.52857,43.92435,0,13.23827,0,0,0
2018-07-30,"Standard","UniqueFlask",1,86.64,1,3,0.44,155.02082,0.44,1,43.77337,5,0.44,3,85,0.47,0.44,1.15,12.61102,3,159.03,1,270.11,45,0,13.04041,0,0,0
2018-07-31,"Standard","UniqueFlask",1,75.73092,1,3.0002,0.44,158.49071,0.45,1,40,6.34,0.44,4,99.06959,0.45,0.44,1.16061,15,2,161.75888,1,296.07209,70.64,0,10,0,0,0
2018-08-01,"Standard","UniqueFlask",0.8851,57.78,1,4.27633,0.44,157.47,0.44,1,40,4.92653,0.57592,3.38122,97,0.44,0.44,1.78,15,2,156.72,1,294.38143,56.3,0,10,0,0,0
2018-08-02,"Standard","UniqueFlask",1,80,1,2,0.44,135.67082,0.44,1,40,5,0.44,3,90,0.44,0.44,3.3402,10,2,156.3801,1,301.90133,45.96,0,9.42,0,0,0
2018-08-03,"Standard","UniqueFlask",1,70,1.48776,3.44,0.43,135.19,0.4351,1,40,5,0.44,3.73061,94.45265,0.44,0.44,7.46,10,2.39429,142.07898,1,311.97,51.49,0,9.21245,0,0,0
2018-08-03,"Standard","UniqueFlask",1,70,1.48776,3.44,0.43,135.19,0.4351,1,40,5,0.44,3.73061,94.45265,0.44,0.44,7.46,19.59,2.39429,142.07898,1,311.97,51.49,0,9.21245,0,0,0
2018-08-04,"Standard","UniqueFlask",0.9751,68.1,1.42653,4.08,0.3851,119.0351,0.43,1,40,7,0.4351,4,97.29878,0.43,0.43,9.23,13.61,2.03061,103.31612,1,310.11943,56.81,0,13.37286,0,0,0
2018-08-04,"Standard","UniqueFlask",0.9751,68.1,1.42653,4.08,0.3851,119.0351,0.43,1,40,7,0.4351,4,97.29878,0.43,0.43,9.23,20,2.03061,103.31612,1,310.11943,56.81,0,13.37286,0,0,0
2018-08-05,"Standard","UniqueFlask",0.89,64.21596,1.03102,3,0.43,132.77031,0.43,1.28,40,9,0.43,4,99.74224,0.43,0.43,10,15,2,102.01,1,306.03,76.65,0,11.82,0,0,0
2018-08-05,"Standard","UniqueFlask",0.89,64.21596,1.03102,3,0.43,132.77031,0.43,1.28,40,9,0.43,4,99.74224,0.43,0.43,10,20,2,102.01,1,306.03,76.65,0,11.82,0,0,0
2018-08-06,"Standard","UniqueFlask",0.96,64.21405,2,2,0.43,129.88735,0.43,2,40,6.12245,0.43,4,94.52082,0.43,0.43,3.96,15,1.33,107.9749,1,303.22222,52.72,0,13.58408,0,0,0
2018-08-06,"Standard","UniqueFlask",0.96,64.21405,2,2,0.43,129.88735,0.43,2,40,6.12245,0.43,4,94.52082,0.43,0.43,3.96,20,1.33,107.9749,1,303.22222,52.72,0,13.58408,0,0,0
2018-08-07,"Standard","UniqueFlask",0.8602,63.30389,2,3,0.43,140.50112,0.44,1,40,7,0.43,3.38,90.95194,0.68031,0.43,4.93071,15,1.9801,98.79153,0.98,292.88768,53.53,0,14.57,0,0,0
2018-08-07,"Standard","UniqueFlask",0.8602,63.30389,2,3,0.43,140.50112,0.44,1,40,7,0.43,3.38,90.95194,0.68031,0.43,4.93071,20,1.9801,98.79153,0.98,292.88768,53.53,0,14.57,0,0,0
2018-08-08,"Standard","UniqueFlask",1,63.11,2,3.3351,0.44,142.88224,0.44,1,40,5,0.44,3,90.06122,0.84041,0.44,5.41286,15,2,96.33898,1,292.55,66.04,0,12.56082,0,0,0
2018-08-08,"Standard","UniqueFlask",1,63.11,2,3.3351,0.44,142.88224,0.44,1,40,5,0.44,3,90.06122,0.84041,0.44,5.41286,20,2,96.33898,1,292.55,66.04,0,12.56082,0,0,0
2018-08-09,"Standard","UniqueFlask",0.57082,65.75,1.86,2,0.44,145.35337,0.5,1,45,5.39418,0.47,3,99.52,0.8801,0.44,6.02,15,2,99.52,0.98,291.72,53.58,0,14.04173,0,0,0
2018-08-09,"Standard","UniqueFlask",0.57082,65.75,1.86,2,0.44,145.35337,0.5,1,45,5.39418,0.47,3,99.52,0.8801,0.44,6.02,20,2,99.52,0.98,291.72,53.58,0,14.04173,0,0,0
2018-08-10,"Standard","UniqueFlask",0.8751,66.44469,1,2,0.42,144.76714,0.43,1,47.86262,5,0.42,3.02041,92.15,0.68,0.42,5,15,2,91.85,1,256.84333,58.85947,0,9.70265,0,0,0
2018-08-10,"Standard","UniqueFlask",0.8751,66.44469,1,2,0.42,144.76714,0.43,1,47.86262,5,0.42,3.02041,92.15,0.68,0.42,5,20,2,91.85,1,256.84333,58.85947,0,9.70265,0,0,0
2018-08-11,"Standard","UniqueFlask",0.88592,54.88,1,2,0.41,113.79633,0.41,1.29592,51.41547,6,0.41,3,84.8502,0.41,0.41,5,15,1.3751,74.07,1,247.0825,54.33,0,10,0,0,0
2018-08-11,"Standard","UniqueFlask",0.88592,54.88,1,2,0.41,113.79633,0.41,1.29592,51.41547,6,0.41,3,84.8502,0.41,0.41,5,20,1.3751,74.07,1,247.0825,54.33,0,10,0,0,0
2018-08-12,"Standard","UniqueFlask",0.82,60,1.10031,1.91092,0.4,123.68204,0.4,1.40265,53,5,0.4,2,90.01041,0.4,0.41,5.01316,13.78146,1.9901,80.00204,1,247.55,54.57,0,10,0,0,0
2018-08-12,"Standard","UniqueFlask",0.82,60,1.10031,1.91092,0.4,123.68204,0.4,1.40265,53,5,0.4,2,90.01041,0.4,0.41,5.01316,20,1.9901,80.00204,1,247.55,54.57,0,10,0,0,0
2018-08-13,"Standard","UniqueFlask",0.78,60,1,4.0302,0.41,142.01327,0.41,2,52.93041,5,0.41,2.05612,87.79673,0.76,0.42,10,15,2,99.02,0.7151,247.55,39.22,0,11.35,0,0,0
2018-08-13,"Standard","UniqueFlask",0.78,60,1,4.0302,0.41,142.01327,0.41,2,52.93041,5,0.41,2.05612,87.79673,0.76,0.42,10,18.39667,2,99.02,0.7151,247.55,39.22,0,11.35,0,0,0
2018-08-14,"Standard","UniqueFlask",0.8302,62.17,1,2,0.41,126.23245,0.41,2,50,5,0.53,3.13051,98.56082,0.8,0.41,8.82102,15,1,87.34316,1,247.58,40,0,10,0,0,0
2018-08-14,"Standard","UniqueFlask",0.8302,62.17,1,2,0.41,126.23245,0.41,2,50,5,0.53,3.13051,98.56082,0.8,0.41,8.82102,15,1,87.34316,1,247.58,40,0,10,0,0,0
2018-08-15,"Standard","UniqueFlask",0.9102,69.44082,1,3.68184,0.41,111.71592,0.41,1,54.06,5,0.41,4,98.56633,0.58694,0.41,11.99,18.48,1.33082,87.99,1,247.74643,37.96,2004.3,10.44633,0,0,0
2018-08-15,"Standard","UniqueFlask",0.9102,69.44082,1,3.68184,0.41,111.71592,0.41,1,54.06,5,0.41,4,98.56633,0.58694,0.41,11.99,15,1.33082,87.99,1,247.74643,37.96,2004.3,10.44633,0,0,0
2018-08-16,"Standard","UniqueFlask",1,72.68204,1.07,2.81,0.41,111.23194,0.41,1.2,55,6.64082,0.41,4,86.33449,0.4701,0.41,14.55082,16.62,1,90.21224,1,251.10871,37.22,2009.6,10.11316,0,0,0
2018-08-16,"Standard","UniqueFlask",1,72.68204,1.07,2.81,0.41,111.23194,0.41,1.2,55,6.64082,0.41,4,86.33449,0.4701,0.41,14.55082,15,1,90.21224,1,251.10871,37.22,2009.6,10.11316,0,0,0
2018-08-17,"Standard","UniqueFlask",1,61.97653,1,1,0.41,139.93,0.41,1.30082,52.41,6,0.41,2,90,0.6602,0.41,9.00592,16.62,3,72.67,1,251.95076,45.7,2025.8,11.89,0,0,0
2018-08-17,"Standard","UniqueFlask",1,61.97653,1,1,0.41,139.93,0.41,1.30082,52.41,6,0.41,2,90,0.6602,0.41,9.00592,15.93204,3,72.67,1,251.95076,45.7,2025.8,11.89,0,0,0
2018-08-18,"Standard","UniqueFlask",0.8,70,2,2.0251,0.4051,123.60857,0.4051,1.3,58.65143,4,0.4051,3.10714,90,0.41,0.41,10,19.25429,2,73.87571,0.82,250.66,40,2026.6,13.5302,0,0,0
2018-08-18,"Standard","UniqueFlask",0.8,70,2,2.0251,0.4051,123.60857,0.4051,1.3,58.65143,4,0.4051,3.10714,90,0.41,0.41,10,16.27,2,73.87571,0.82,250.66,40,2026.6,13.5302,0,0,0
2018-08-19,"Standard","UniqueFlask",0.7751,69.18306,2,2,0.41,101.0102,0.41,1,60,5.45041,0.41,3,89.09,0.41,0.41,10,19.73375,1.53551,94.3,1,239.80235,40,2020,12.90694,0,0,0
